Year,Entity,Gini – posttax_dis,Gini – posttax_nat,Gini – pretax,Top 1pc share – posttax_dis,Top 1pc share – posttax_nat,Top 1pc share – pretax,Top 10pc share – posttax_dis,Top 10pc share – posttax_nat,Top 10pc share – pretax,Bottom 50pc share – posttax_dis,Bottom 50pc share – posttax_nat,Bottom 50pc share – pretax,Ratio Top 10 Bottom 50 share – posttax_dis,Ratio Top 10 Bottom 50 share – posttax_nat,Ratio Top 10 Bottom 50 share – pretax
1995,Mongolia,,,56.478994126678096,,,14.84,,,42.51,,,13.900000000000002,,,305.82733812949635
1998,Mongolia,,,54.407736526482594,,,15.12,,,41.3,,,15.079999999999998,,,273.87267904509287
2002,Mongolia,,,56.894035531055195,,,15.87,,,43.28,,,13.750000000000002,,,314.7636363636363
2007,Mongolia,,,57.595579256626195,,,16.86,,,44.89,,,13.77,,,325.998547567175
2011,Mongolia,,,56.613243110294995,,,16.99,,,44.05,,,14.37,,,306.5414057063326
2012,Mongolia,,,57.966776493031304,,,17.169999999999998,,,44.76,,,13.38,,,334.52914798206274
2013,Mongolia,,,56.7272898405712,,,16.82,,,43.95,,,14.2,,,309.50704225352115
2014,Mongolia,,,57.054313276193405,,,17.48,,,44.32,,,14.07,,,314.9964463397299
2015,Mongolia,,,55.9097174934287,,,16.73,,,43.44,,,14.760000000000002,,,294.30894308943084
2016,Mongolia,,,55.8220643126319,,,16.669999999999998,,,43.37,,,14.8,,,293.0405405405405
2017,Mongolia,,,55.743647920901694,,,16.43,,,43.22,,,14.81,,,291.8298446995273
2018,Mongolia,,49.5647231381746,,,13.58,,,38.96,,,18.46,,,211.05092091007583,
2019,Mongolia,,48.9167002953153,,,13.26,,,38.54,,,18.87,,,204.23953365129833,
2020,Mongolia,,48.9161600720749,,,13.26,,,38.54,,,18.87,,,204.23953365129833,
2021,Mongolia,,48.9161665032938,,,13.26,,,38.54,,,18.87,,,204.23953365129833,
1980,Montenegro,36.4531871393367,34.0277867590629,40.4650200025381,6.260000000000001,5.91,7.26,26.27,25.180000000000003,28.77,24.84,26.51,22.15,105.75684380032206,94.98302527348172,129.88713318284425
1981,Montenegro,36.4525145683031,34.0159706687097,40.4649316947596,6.260000000000001,5.91,7.26,26.27,25.180000000000003,28.77,24.84,26.52,22.15,105.75684380032206,94.94720965309202,129.88713318284425
1982,Montenegro,36.4543290036543,34.0186019684973,40.4653656842788,6.260000000000001,5.91,7.26,26.27,25.180000000000003,28.77,24.84,26.52,22.15,105.75684380032206,94.94720965309202,129.88713318284425
1983,Montenegro,36.438752164530904,33.9942346725076,40.4616790770206,6.260000000000001,5.9,7.26,26.26,25.17,28.77,24.85,26.540000000000003,22.15,105.67404426559357,94.83798040693293,129.88713318284425
1984,Montenegro,37.3636707572985,34.844728373329,41.6643763534122,6.64,6.260000000000001,7.720000000000001,26.97,25.82,29.7,24.28,26.02,21.45,111.07907742998351,99.2313604919293,138.46153846153845
1985,Montenegro,37.017943146795204,34.5167224431911,41.0969521045075,6.36,5.99,7.33,26.55,25.430000000000003,29.06,24.41,26.14,21.7,108.7668988119623,97.28385615914308,133.91705069124424
1986,Montenegro,37.4691759936228,34.9271673171996,41.6511874540534,5.73,5.41,6.75,26.06,24.97,28.68,23.85,25.62,21.03,109.26624737945491,97.46291959406713,136.37660485021397
1987,Montenegro,37.6948691645692,35.1396227471734,41.9624544590294,6.32,5.96,7.52,26.790000000000003,25.65,29.58,23.94,25.7,21.16,111.90476190476191,99.80544747081711,139.79206049149337
1988,Montenegro,40.3521248217192,37.6177285362305,44.547439967824495,6.79,6.4,8.02,28.1,26.88,30.95,22.15,24.04,19.41,126.86230248307,111.81364392678867,159.4538897475528
1989,Montenegro,36.649076378703995,34.175019185497,40.750185371743406,5.69,5.37,6.69,25.68,24.62,28.28,24.45,26.17,21.72,105.03067484662576,94.07718761941155,130.20257826887664
2001,Montenegro,37.385140834338095,34.6026524878098,44.163389436355196,7.28,6.81,9.66,28.17,26.82,32.56,25.12,26.97,21.03,112.14171974522293,99.44382647385986,154.8264384213029
2006,Montenegro,44.1733702748912,40.700565631422094,48.339543316616,7.42,6.92,8.780000000000001,30.79,29.160000000000004,34.910000000000004,20.13,22.48,17.98,152.9557873820169,129.71530249110322,194.16017797552837
2007,Montenegro,44.5495471495396,41.0108555155172,47.9220553291249,7.399999999999999,6.890000000000001,9.14,30.97,29.31,33.77,19.81,22.21,17.91,156.3351842503786,131.9675821701936,188.55388051367953
2008,Montenegro,45.1332743407655,41.4589982965689,49.0173313956779,7.31,6.79,9.64,31.37,29.630000000000003,34.86,19.39,21.88,17.31,161.78442496132027,135.42047531992688,201.38648180242637
2009,Montenegro,45.8281222691856,41.8975790918894,49.3746383864119,7.649999999999999,7.08,9.34,31.730000000000004,29.86,34.92,18.91,21.58,16.97,167.79481755684824,138.36886005560706,205.7748968768415
2010,Montenegro,46.4963903488725,42.420257609831104,49.962321705544696,7.81,7.21,9.68,32.24,30.29,35.4,18.47,21.23,16.619999999999997,174.55332972387657,142.6754592557701,212.99638989169677
2011,Montenegro,47.1992441050674,43.1710605182923,50.777964688179,7.95,7.359999999999999,10.34,32.74,30.8,36.02,18.02,20.75,16.2,181.68701442841288,148.43373493975903,222.3456790123457
2012,Montenegro,47.3690803498932,43.325778195938,51.3887121047478,7.89,7.3,10.43,32.68,30.75,36.3,17.8,20.55,15.76,183.59550561797752,149.63503649635035,230.32994923857868
2013,Montenegro,46.621384116712896,42.699694691641795,50.519165963567005,7.32,6.79,9.47,32.22,30.35,35.61,18.39,21.05,16.25,175.2039151712887,144.18052256532064,219.13846153846154
2014,Montenegro,46.0536065166964,42.269224821629095,50.200902666527405,7.23,6.72,9.4,31.540000000000003,29.770000000000003,35.14,18.61,21.19,16.37,169.47877485223,140.4907975460123,214.6609651802077
2015,Montenegro,48.6074850624522,44.6263237033427,53.3702572231594,8.5,7.89,10.98,33.45,31.53,37.67,17.06,19.76,14.42,196.07268464243847,159.56477732793522,261.23439667128986
2016,Montenegro,47.5310002065593,43.5372324330257,51.425755094279204,8.43,7.8,10.76,33.18,31.230000000000004,36.92,18.09,20.77,16.009999999999998,183.4162520729685,150.36109773712087,230.60587133041852
2017,Montenegro,45.666490247699,41.8571441396677,49.6557925618013,6.64,6.17,9.07,31.130000000000003,29.37,34.97,18.9,21.49,16.75,164.70899470899474,136.66821777570965,208.77611940298507
1984,Morocco,,,59.1737121561531,,,15.52,,,50.32,,,13.919999999999998,,,361.49425287356325
2000,Morocco,,,60.38195570378589,,,16.0,,,49.66,,,12.98,,,382.5885978428351
2006,Morocco,,,60.972701728644594,,,17.03,,,51.12,,,13.05,,,391.7241379310344
2013,Morocco,,,59.5996462783136,,,15.14,,,49.43,,,13.56,,,364.5280235988201
2018,Morocco,,54.2155354329703,,,12.1,,,44.46,,,16.27,,,273.2636754763368,
2019,Morocco,,54.1559165404513,,,12.09,,,44.45,,,16.3,,,272.6993865030675,
2020,Morocco,,54.155942947658396,,,12.09,,,44.45,,,16.3,,,272.6993865030675,
2021,Morocco,,54.1563895719166,,,12.09,,,44.45,,,16.3,,,272.6993865030675,
1996,Mozambique,,,70.908489879325,,,24.08,,,61.970000000000006,,,8.37,,,740.3823178016728
2002,Mozambique,,,67.1158453589356,,,25.55,,,58.66,,,10.69,,,548.7371375116932
2007,Mozambique,,,65.45006785354201,,,23.83,,,56.16,,,11.14,,,504.12926391382405
2008,Mozambique,,,65.11708733629081,,,23.48,,,55.66,,,11.23,,,495.63668744434545
2014,Mozambique,,,72.47566049155691,,,31.11,,,64.63,,,8.3,,,778.6746987951806
2018,Mozambique,,67.2666448182895,,,26.75,,,59.36,,,10.76,,,551.6728624535316,
2019,Mozambique,,67.22578023206009,,,26.74,,,59.35,,,10.78,,,550.556586270872,
2020,Mozambique,,67.2251959492669,,,26.74,,,59.35,,,10.78,,,550.556586270872,
2021,Mozambique,,67.22525148655481,,,26.74,,,59.35,,,10.78,,,550.556586270872,
2015,Myanmar,,,61.8512126156617,,,26.49,,,51.12,,,12.71,,,402.20298977183313
2017,Myanmar,,,54.545643626764196,,,16.71,,,43.0,,,15.920000000000002,,,270.10050251256274
2018,Myanmar,,53.465960742103405,,,15.67,,,41.9,,,16.43,,,255.02130249543518,
2019,Myanmar,,53.3871073005365,,,15.659999999999998,,,41.88,,,16.470000000000002,,,254.28051001821493,
2020,Myanmar,,53.387035907811494,,,15.659999999999998,,,41.88,,,16.470000000000002,,,254.28051001821493,
2021,Myanmar,,53.387042566767896,,,15.659999999999998,,,41.88,,,16.470000000000002,,,254.28051001821493,
2003,Namibia,,,78.1125678212966,,,26.87,,,71.55,,,5.53,,,1293.8517179023506
2009,Namibia,,,76.527505364319,,,26.290000000000003,,,69.22,,,6.069999999999999,,,1140.362438220758
2015,Namibia,,,73.6616958370174,,,21.57,,,64.2,,,6.550000000000001,,,980.1526717557251
2018,Namibia,,59.5480730432747,,,15.989999999999998,,,52.18000000000001,,,14.02,,,372.1825962910129,
2019,Namibia,,59.52703428202481,,,15.989999999999998,,,52.17,,,14.03,,,371.8460441910193,
2020,Namibia,,59.524068583966105,,,15.989999999999998,,,52.17,,,14.03,,,371.8460441910193,
2021,Namibia,,59.5239017985028,,,15.989999999999998,,,52.17,,,14.03,,,371.8460441910193,
1984,Nepal,,,43.5152486206892,,,9.69,,,33.81,,,22.33,,,151.41065830721004
1995,Nepal,,,56.406551710074005,,,17.95,,,45.93,,,15.38,,,298.6345903771131
2010,Nepal,,,54.112192874548306,,,14.580000000000002,,,42.35,,,15.939999999999998,,,265.68381430363866
2018,Nepal,,48.644117580058,,,12.26,,,38.28,,,19.12,,,200.2092050209205,
2019,Nepal,,48.5741140748912,,,12.25,,,38.26,,,19.16,,,199.6868475991649,
2020,Nepal,,48.574087933711304,,,12.25,,,38.26,,,19.16,,,199.6868475991649,
2021,Nepal,,48.5740869907472,,,12.25,,,38.26,,,19.16,,,199.6868475991649,
1980,Netherlands,29.9181302211726,27.476611802709698,36.8450448800043,5.04,4.71,6.25,23.15,22.08,27.31,30.270000000000003,31.879999999999995,25.95,76.47836141394119,69.25972396486826,105.24084778420037
1981,Netherlands,29.840406845736002,27.405243308725602,37.1327602541752,4.99,4.66,6.22,23.12,22.05,27.37,30.25,31.87,25.7,76.42975206611571,69.18732350172576,106.49805447470817
1982,Netherlands,29.795412441659604,27.363935796794298,37.422896603821,4.98,4.65,6.239999999999999,23.15,22.08,27.51,30.24,31.85,25.49,76.5542328042328,69.32496075353217,107.9246763436642
1983,Netherlands,31.215663809821,28.668245526575298,38.3245200079689,5.1,4.760000000000001,6.239999999999999,23.66,22.55,27.64,29.05,30.76,24.58,81.44578313253011,73.30949284785436,112.4491456468674
1984,Netherlands,31.1389945004425,28.5978585306876,38.5653798293584,4.99,4.67,6.260000000000001,23.52,22.42,27.76,29.06,30.77,24.41,80.93599449415004,72.8631784205395,113.72388365424007
1985,Netherlands,31.1903442783304,28.645006906609797,38.624313768353005,4.87,4.55,6.25,23.55,22.45,27.83,29.0,30.72,24.38,81.20689655172414,73.07942708333334,114.15094339622642
1986,Netherlands,31.023866364452203,28.492170044967104,38.493631749101,5.029999999999999,4.71,6.23,23.76,22.64,27.79,29.22,30.91,24.49,81.31416837782342,73.24490456163055,113.4748877092691
1987,Netherlands,30.9125821037523,28.3899012587014,38.4336548110679,5.0200000000000005,4.69,6.17,23.45,22.35,27.66,29.17,30.87,24.48,80.39081247857386,72.40038872691935,112.99019607843137
1988,Netherlands,30.166842775478,27.7050011746311,38.2930110059465,5.0200000000000005,4.69,6.15,23.3,22.21,27.64,29.7,31.35,24.6,78.45117845117846,70.84529505582137,112.35772357723577
1989,Netherlands,30.350831013072398,27.874010855834904,37.9818558680808,4.73,4.43,6.069999999999999,23.12,22.05,27.450000000000003,29.630000000000003,31.290000000000003,24.78,78.02902463719204,70.46979865771812,110.77481840193705
1990,Netherlands,30.7002320261891,28.194369016896996,37.908805307386004,4.83,4.52,5.949999999999999,23.200000000000003,22.12,27.200000000000003,29.28,30.97,24.76,79.23497267759564,71.42395866968035,109.85460420032311
1991,Netherlands,31.007280758460798,28.480918275828397,37.9028771802207,4.88,4.5600000000000005,5.949999999999999,23.25,22.17,27.15,29.12,30.82,24.76,79.84203296703296,71.9338092147956,109.65266558966074
1992,Netherlands,30.5664702081867,28.082553530983002,37.888038924887304,4.96,4.64,5.949999999999999,23.31,22.23,27.16,29.41,31.08,24.8,79.25875552533151,71.52509652509653,109.51612903225806
1993,Netherlands,30.6029367468436,28.115291312080398,38.1667661286329,4.68,4.38,5.75,22.88,21.83,27.09,29.19,30.880000000000003,24.47,78.38300787941075,70.69300518134713,110.70698814875357
1994,Netherlands,30.690484869526003,28.1968774525489,38.6665438668553,4.7,4.4,5.81,23.13,22.06,27.37,29.18,30.87,24.12,79.26662097326937,71.46096533851636,113.47429519071311
1995,Netherlands,31.065285709406798,28.550601970504104,38.661183306736206,4.9,4.590000000000001,5.91,23.41,22.33,27.62,29.03,30.73,24.27,80.64071650017223,72.66514806378132,113.80304903172642
1996,Netherlands,30.9473298453049,28.5329151034944,38.3040147797605,5.01,4.7,5.94,23.44,22.39,27.53,29.19,30.82,24.56,80.3014731072285,72.64763140817651,112.0928338762215
1997,Netherlands,30.3162093810678,27.962543451529996,38.5231425764968,4.97,4.66,6.08,23.21,22.19,27.68,29.55,31.14,24.43,78.54483925549916,71.25883108542068,113.3033155955792
1998,Netherlands,29.9902195783933,27.6127869091642,38.2841136293716,4.84,4.53,5.94,23.200000000000003,22.16,27.57,29.87,31.47,24.6,77.66990291262137,70.41626946298062,112.07317073170731
1999,Netherlands,30.6194462243943,28.197210083170198,38.348814772823296,4.83,4.53,6.03,23.33,22.28,27.64,29.42,31.04,24.59,79.299796057104,71.77835051546391,112.40341602277348
2000,Netherlands,30.181580229800396,27.8009599628938,38.4170616785117,5.11,4.79,6.279999999999999,23.4,22.34,27.84,29.73,31.33,24.610000000000003,78.70837537840565,71.30545802744973,113.12474603819584
2001,Netherlands,31.20099977475,28.5581109727155,39.420172562498,5.48,5.1,6.950000000000001,24.22,23.02,28.75,29.19,30.96,24.05,82.9736211031175,74.35400516795865,119.54261954261953
2002,Netherlands,31.3926901015257,28.5575278442917,39.490578297554805,5.55,5.140000000000001,6.83,24.13,22.85,28.71,28.97,30.87,23.97,83.2930617880566,74.02008422416586,119.77471839799752
2003,Netherlands,32.1093745983559,29.1273143314174,39.865153060340404,5.58,5.16,6.76,24.56,23.21,28.9,28.53,30.53,23.69,86.08482299334034,76.02358336062889,121.99240185732376
2004,Netherlands,31.788973583734396,28.8546638982521,40.1825019879862,5.45,5.04,7.02,24.3,22.98,29.4,28.660000000000004,30.630000000000003,23.66,84.78715980460572,75.02448579823702,124.2603550295858
2005,Netherlands,31.182759264656703,28.192210736106198,40.7637617097757,5.58,5.140000000000001,7.180000000000001,24.23,22.86,29.72,29.18,31.17,23.18,83.03632625085675,73.33974975938402,128.21397756686798
2006,Netherlands,32.5883428214308,30.932798986893502,41.131144387879196,6.36,6.09,7.090000000000001,25.52,24.73,29.630000000000003,28.3,29.4,22.79,90.17667844522967,84.1156462585034,130.01316366827558
2007,Netherlands,33.7592722633906,32.024294305985,42.3480666669884,6.47,6.19,7.870000000000001,26.540000000000003,25.69,31.02,27.700000000000003,28.85,22.23,95.81227436823104,89.04679376083189,139.54116059379217
2008,Netherlands,30.914441463734697,29.3694854736236,39.7761229710629,5.41,5.19,6.77,24.05,23.34,28.55,29.270000000000003,30.31,23.58,82.166040314315,77.0042890135269,121.0771840542833
2009,Netherlands,31.1987841468163,29.605111275176498,39.8780539594802,5.3100000000000005,5.09,6.569999999999999,24.16,23.44,28.65,29.07,30.14,23.53,83.10973512211902,77.77040477770404,121.75945601359966
2010,Netherlands,31.9930644189939,30.365934200137502,40.6261750991213,5.45,5.220000000000001,6.73,24.79,24.04,29.17,28.59,29.68,23.05,86.70863938440013,80.99730458221023,126.55097613882864
2011,Netherlands,33.3221618301285,31.644936453594504,40.5160835363981,5.74,5.5,6.59,25.33,24.55,28.94,27.73,28.85,23.06,91.34511359538405,85.09532062391682,125.49869904596707
2012,Netherlands,32.507783407206595,30.7225897199345,40.7756479877925,5.5,5.26,6.58,25.040000000000003,24.22,29.25,28.31,29.5,22.9,88.44931119745675,82.10169491525423,127.72925764192141
2013,Netherlands,33.0024444678143,31.2190454692255,40.4614050916215,5.15,4.93,6.35,24.03,23.27,28.43,27.52,28.73,22.87,87.31831395348838,80.99547511312217,124.31132487975513
2014,Netherlands,33.0967328211139,31.2895108264377,41.2341579611279,5.43,5.19,6.87,24.2,23.43,29.270000000000003,27.54,28.77,22.46,87.8721859114016,81.43899895724714,130.3205699020481
2015,Netherlands,33.7215383368193,32.208328950938906,41.0699192180531,5.59,5.390000000000001,6.88,24.67,24.01,29.25,27.15,28.17,22.62,90.86556169429099,85.23251686190983,129.31034482758622
2016,Netherlands,33.5673165511368,32.013849071212505,41.1120822519984,5.44,5.23,6.909999999999999,24.4,23.73,29.22,27.18,28.23,22.56,89.77189109639441,84.05951115834219,129.5212765957447
2017,Netherlands,34.1636254241691,32.626177450453,41.893939158146495,5.680000000000001,5.47,7.049999999999999,25.07,24.39,29.880000000000003,26.9,27.94,22.12,93.19702602230484,87.294201861131,135.08137432188065
1820,New Zealand,,,,,,14.43,,,43.29,,,11.85,,,365.3164556962025
1850,New Zealand,,,,,,14.75,,,44.26,,,11.65,,,379.91416309012874
1880,New Zealand,,,,,,14.59,,,43.77,,,11.75,,,372.5106382978724
1900,New Zealand,,,,,,16.21,,,48.64,,,10.73,,,453.3084808946878
1910,New Zealand,,,,,,16.21,,,48.64,,,10.73,,,453.3084808946878
1920,New Zealand,,,,,,16.21,,,48.64,,,10.73,,,453.3084808946878
1921,New Zealand,,,61.056965098890004,,,17.82,,,45.98,,,11.05,,,416.10859728506784
1922,New Zealand,,,58.1308384876262,,,16.520000000000003,,,42.64,,,12.35,,,345.2631578947369
1923,New Zealand,,,59.7232897470231,,,17.22,,,44.45,,,11.64,,,381.872852233677
1924,New Zealand,,,59.540529788319,,,17.14,,,44.23,,,11.72,,,377.3890784982935
1925,New Zealand,,,60.8743035776158,,,17.4,,,45.69,,,11.09,,,411.99278629395855
1926,New Zealand,,,61.6927277023414,,,16.98,,,46.47,,,10.64,,,436.7481203007518
1927,New Zealand,,,61.6475197682885,,,16.66,,,46.36,,,10.63,,,436.1241768579491
1928,New Zealand,,,61.917748685038596,,,18.13,,,46.88,,,10.64,,,440.6015037593985
1929,New Zealand,,,62.5780302335251,,,17.23,,,47.45,,,10.23,,,463.83186705767355
1930,New Zealand,,,64.5422733759897,,,16.49,,,49.41,,,9.2,,,537.0652173913044
1931,New Zealand,,,64.48692199295179,,,16.689999999999998,,,49.370000000000005,,,9.24,,,534.3073593073593
1932,New Zealand,,,64.4316290966781,,,16.89,,,49.32,,,9.28,,,531.4655172413793
1933,New Zealand,,,64.37640206794339,,,17.1,,,49.28,,,9.32,,,528.755364806867
1934,New Zealand,,,64.1449687314054,,,16.29,,,48.91,,,9.36,,,522.542735042735
1935,New Zealand,,,62.023647146514406,,,16.16,,,46.66,,,10.39,,,449.08565928777665
1936,New Zealand,,,60.371083792925994,,,16.75,,,45.02,,,11.26,,,399.822380106572
1937,New Zealand,,,55.8104009396663,,,13.03,,,39.5,,,13.11,,,301.29672006102214
1938,New Zealand,,,52.676569703487,,,11.48,,,36.03,,,14.53,,,247.96971782518926
1939,New Zealand,,,55.171549124611694,,,12.3,,,38.64,,,13.33,,,289.87246811702926
1940,New Zealand,,,53.9493029094851,,,11.62,,,37.27,,,13.87,,,268.70944484498926
1945,New Zealand,,,49.6542457656908,,,10.78,,,33.07,,,16.07,,,205.7871810827629
1946,New Zealand,,,51.8779626079787,,,11.72,,,35.410000000000004,,,15.010000000000002,,,235.90939373750834
1947,New Zealand,,,53.5304190972626,,,12.05,,,37.05,,,14.17,,,261.46788990825684
1948,New Zealand,,,54.06588522022751,,,12.14,,,37.53,,,13.88,,,270.38904899135446
1949,New Zealand,,,54.904528965798406,,,12.54,,,38.48,,,13.51,,,284.8260547742413
1950,New Zealand,,,56.549507792295394,,,14.57,,,40.81,,,12.989999999999998,,,314.1647421093149
1951,New Zealand,,,54.5543374008699,,,12.27,,,38.12,,,13.669999999999998,,,278.85881492318947
1952,New Zealand,,,55.486088053084906,,,12.31,,,39.07,,,13.2,,,295.9848484848485
1953,New Zealand,,,55.486093457357796,,,12.31,,,39.07,,,13.2,,,295.9848484848485
1954,New Zealand,,,55.0166835856121,,,11.87,,,38.48,,,13.38,,,287.59342301943195
1955,New Zealand,,,53.9167170431583,,,10.91,,,37.09,,,13.81,,,268.57349746560465
1956,New Zealand,,,54.9043637354115,,,11.14,,,38.06,,,13.31,,,285.9504132231405
1957,New Zealand,,,53.86595050930389,,,10.86,,,36.94,,,13.8,,,267.6811594202898
1958,New Zealand,,,51.976423341684594,,,9.01,,,34.62,,,14.54,,,238.10178817056396
1959,New Zealand,,,52.678427839591,,,9.46,,,35.410000000000004,,,14.23,,,248.84047786366833
1960,New Zealand,,,52.3010102565729,,,9.31,,,34.94,,,14.39,,,242.8075052119527
1961,New Zealand,,,52.24530752452941,,,9.2,,,34.84,,,14.39,,,242.11257817929118
1962,New Zealand,,,52.190329822624506,,,9.1,,,34.73,,,14.4,,,241.18055555555551
1963,New Zealand,,,52.20579618887,,,9.15,,,34.75,,,14.4,,,241.31944444444443
1964,New Zealand,,,52.699602380074,,,9.43,,,35.2,,,14.14,,,248.93917963224897
1965,New Zealand,,,51.3970459656124,,,8.44,,,33.73,,,14.71,,,229.29979605710398
1966,New Zealand,,,51.0874572466787,,,8.24,,,33.36,,,14.84,,,224.79784366576817
1967,New Zealand,,,51.3033667854331,,,8.28,,,33.56,,,14.73,,,227.83435166327223
1968,New Zealand,,,51.5228467292125,,,8.44,,,33.83,,,14.64,,,231.07923497267757
1969,New Zealand,,,51.392633445035194,,,8.43,,,33.7,,,14.7,,,229.2517006802721
1970,New Zealand,,,51.1707783644479,,,8.38,,,33.44,,,14.8,,,225.9459459459459
1971,New Zealand,,,51.2000873689924,,,8.14,,,33.46,,,14.78,,,226.38700947225985
1972,New Zealand,,,51.769409443870096,,,9.04,,,34.35,,,14.65,,,234.47098976109214
1973,New Zealand,,,52.268130972541904,,,9.55,,,34.95,,,14.45,,,241.8685121107267
1974,New Zealand,,,51.2743165799559,,,8.93,,,33.64,,,14.73,,,228.377460964019
1975,New Zealand,,,48.5340974266402,,,7.290000000000001,,,30.55,,,15.88,,,192.38035264483625
1976,New Zealand,,,49.9946804688159,,,8.72,,,32.62,,,15.46,,,210.99611901681757
1977,New Zealand,,,47.802847626036296,,,7.01,,,29.87,,,16.29,,,183.36402701043585
1978,New Zealand,,,47.7282590500519,,,6.800000000000001,,,29.7,,,16.259999999999998,,,182.6568265682657
1979,New Zealand,,,46.9884260059164,,,6.47,,,28.9,,,16.61,,,173.9915713425647
1980,New Zealand,,,47.4390969088939,,,6.16,,,29.110000000000003,,,16.259999999999998,,,179.02829028290287
1981,New Zealand,,,47.4201773862034,,,6.13,,,29.04,,,16.27,,,178.4880147510756
1982,New Zealand,,,47.9142660080144,,,6.22,,,29.520000000000003,,,16.03,,,184.15470991890206
1983,New Zealand,,,49.104425382284504,,,6.97,,,30.95,,,15.62,,,198.14340588988478
1984,New Zealand,,,48.3429503857657,,,6.909999999999999,,,30.25,,,16.03,,,188.7086712414223
1985,New Zealand,,,47.1777669584228,,,6.569999999999999,,,29.07,,,16.57,,,175.43753771876885
1986,New Zealand,,,46.1870284355276,,,5.79,,,27.89,,,16.97,,,164.34885091337657
1987,New Zealand,,,45.6656372762628,,,6.35,,,27.63,,,17.32,,,159.52655889145495
1988,New Zealand,,,46.0778570083037,,,6.59,,,28.21,,,17.25,,,163.53623188405797
1989,New Zealand,,,48.0142531926903,,,8.14,,,30.45,,,16.42,,,185.44457978075513
1990,New Zealand,,,50.393727991008696,,,9.99,,,33.08,,,15.340000000000002,,,215.64537157757493
1991,New Zealand,,,49.3707872281664,,,8.68,,,31.74,,,15.61,,,203.33119795003202
1992,New Zealand,,,50.556618858344905,,,9.33,,,33.03,,,15.079999999999998,,,219.0318302387268
1993,New Zealand,,,51.166061155056894,,,9.86,,,33.82,,,14.87,,,227.4377942165434
1994,New Zealand,,,51.0610723632187,,,10.22,,,33.87,,,15.0,,,225.8
1995,New Zealand,,,50.970986505012505,,,10.32,,,33.83,,,15.079999999999998,,,224.33687002652522
1996,New Zealand,,,49.8564198939373,,,9.8,,,32.6,,,15.54,,,209.7812097812098
1997,New Zealand,,,50.8548402372519,,,10.52,,,33.73,,,15.15,,,222.6402640264026
1998,New Zealand,,,52.44853883546911,,,11.68,,,35.480000000000004,,,14.43,,,245.87664587664594
1999,New Zealand,,,48.4856239275771,,,13.16,,,35.9,,,17.740000000000002,,,202.36753100338217
2000,New Zealand,,,45.3319249483243,,,9.69,,,32.97,,,19.55,,,168.64450127877237
2001,New Zealand,,,46.3107329524938,,,10.42,,,34.01,,,19.11,,,177.9696493982208
2002,New Zealand,,,46.3439760193264,,,10.48,,,33.989999999999995,,,19.08,,,178.14465408805032
2003,New Zealand,,,46.6555459421528,,,11.22,,,34.33,,,18.96,,,181.06540084388183
2004,New Zealand,,,46.589648722208196,,,11.72,,,34.4,,,19.02,,,180.86225026288116
2005,New Zealand,,,44.5047643015783,,,10.27,,,32.78,,,20.13,,,162.8415300546448
2006,New Zealand,,,38.549456164282596,,,9.12,,,30.29,,,25.5,,,118.7843137254902
2007,New Zealand,,,40.679948462327395,,,9.13,,,30.1,,,22.41,,,134.31503792949576
2008,New Zealand,,,37.562220743073,,,9.06,,,29.630000000000003,,,26.14,,,113.3511859219587
2009,New Zealand,,,43.2917220282786,,,9.94,,,31.51,,,20.46,,,154.0078201368524
2010,New Zealand,,,43.144695322333995,,,9.51,,,31.17,,,20.49,,,152.12298682284043
2011,New Zealand,,,44.6649051821513,,,10.26,,,32.6,,,19.97,,,163.24486730095146
2012,New Zealand,,,46.648579727995795,,,11.37,,,34.300000000000004,,,18.85,,,181.96286472148543
2013,New Zealand,,,45.3390685405871,,,10.19,,,33.239999999999995,,,19.58,,,169.76506639427987
2014,New Zealand,,,45.426969253746904,,,10.39,,,33.379999999999995,,,19.52,,,171.00409836065572
2015,New Zealand,,,45.6400910418043,,,10.96,,,33.83,,,19.45,,,173.9331619537275
2016,New Zealand,,,45.085508654391,,,11.17,,,33.7,,,19.93,,,169.09182137481187
2017,New Zealand,,,45.7851750703355,,,11.77,,,34.45,,,19.6,,,175.76530612244898
2018,New Zealand,,31.3817352366296,45.9475956659133,,7.7,11.94,,26.21,34.65,,29.05,19.55,,90.223752151463,177.2378516624041
2019,New Zealand,,31.2596064504572,,,7.649999999999999,,,26.13,,,29.110000000000003,,,89.76296805221573,
2020,New Zealand,,31.259707130059798,,,7.649999999999999,,,26.13,,,29.110000000000003,,,89.76296805221573,
2021,New Zealand,,31.259723364176402,,,7.649999999999999,,,26.13,,,29.110000000000003,,,89.76296805221573,
1992,Niger,,,57.08467725736131,,,15.5,,,46.81,,,15.010000000000002,,,311.8587608261159
1994,Niger,,,60.820978809188695,,,16.79,,,50.0,,,12.82,,,390.01560062402496
2005,Niger,,,64.7323943746485,,,23.79,,,55.26,,,11.5,,,480.5217391304348
2007,Niger,,,58.9238303834486,,,16.3,,,49.57,,,14.31,,,346.40111809923127
2011,Niger,,,53.283515606177104,,,12.22,,,43.23,,,16.900000000000002,,,255.79881656804727
2014,Niger,,,54.5263623913629,,,11.6,,,43.3,,,15.72,,,275.44529262086513
2018,Niger,,56.54111593748819,,,15.52,,,47.47,,,15.63,,,303.71081253998716,
