,dataset,variable,eq,pop,mean,median,gini,fgt0_40,fgt0_50,fgt0_60,fgt1_40,fgt1_50,fgt1_60,fgt2_40,fgt2_50,fgt2_60,meanpoor_40,meanpoor_50,meanpoor_60,meangap_40,meangap_50,meangap_60
2038,ru10,mi,0,96611577,  6167.59,  4918.23,    0.459,    28.51,    35.77,    43.33,    17.17,    20.16,    23.39,   0.1366,   0.1548,   0.1741,  1124.43,  1542.17,  1951.44,  1701.60,  1990.37,  2287.60
2039,ru10,hcexp,0,96611577,  6557.09,  5026.35,    0.393,    18.51,    28.21,    38.27,     6.05,     9.48,    13.45,   0.0293,   0.0467,   0.0676,  1901.82,  2344.80,  2749.09,   924.21,  1187.74,  1489.96
2040,ru11,dhi,0,143518032, 11878.60,  9358.80,    0.377,     9.26,    15.07,    21.87,     2.86,     4.68,     6.97,   0.0138,   0.0224,   0.0333,  2587.80,  3225.22,  3825.46,  1155.73,  1454.19,  1789.83
2041,ru11,dhci,0,143518032, 11479.40,  8956.86,    0.388,    11.28,    17.78,    25.07,     3.83,     5.94,     8.49,   0.0197,   0.0302,   0.0430,  2472.74,  3116.80,  3712.75,  1270.78,  1562.60,  1902.53
2042,ru11,mi,0,143518032, 10418.17,  7521.99,    0.488,    25.89,    32.61,    38.84,    15.19,    17.97,    20.90,   0.1180,   0.1353,   0.1534,  1547.43,  2100.32,  2593.05,  2196.09,  2579.08,  3022.24
2043,ru11,hcexp,0,143518032,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2044,ru13,dhi,0,140651962, 13817.14, 11063.10,    0.366,     8.86,    14.59,    21.50,     2.59,     4.39,     6.65,   0.0116,   0.0199,   0.0307,  3131.61,  3867.23,  4586.25,  1293.63,  1664.32,  2051.61
2045,ru13,dhci,0,140651962, 13360.68, 10735.08,    0.371,    10.34,    16.49,    23.69,     3.29,     5.30,     7.76,   0.0157,   0.0255,   0.0376,  3017.99,  3755.14,  4464.40,  1407.25,  1776.41,  2173.46
2046,ru13,mi,0,140651962, 12206.92,  9221.18,    0.480,    26.12,    32.13,    37.86,    14.92,    17.77,    20.65,   0.1133,   0.1315,   0.1502,  1898.20,  2471.83,  3016.74,  2527.04,  3059.72,  3621.12
2047,ru13,hcexp,0,140651962,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2048,ru14,dhi,0,143362004, 13431.46, 10896.70,    0.361,     8.74,    14.52,    21.68,     2.53,     4.32,     6.62,   0.0113,   0.0195,   0.0303,  3096.79,  3826.87,  4542.59,  1261.89,  1621.48,  1995.43
2049,ru14,dhci,0,143362004, 13024.07, 10540.48,    0.369,    10.39,    16.50,    23.97,     3.27,     5.29,     7.79,   0.0155,   0.0253,   0.0376,  2986.23,  3702.67,  4412.31,  1372.45,  1745.69,  2125.71
2050,ru14,mi,0,143362004, 11863.16,  8944.61,    0.474,    25.70,    31.72,    38.02,    14.37,    17.22,    20.18,   0.1078,   0.1260,   0.1448,  1921.15,  2490.61,  3067.74,  2437.53,  2957.74,  3470.28
2051,ru14,hcexp,0,143362004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2052,ru15,dhi,0,144338673, 12410.74, 10123.10,    0.355,     8.93,    14.89,    21.47,     2.50,     4.35,     6.66,   0.0107,   0.0192,   0.0302,  2916.11,  3581.42,  4190.20,  1133.13,  1480.13,  1883.66
2053,ru15,dhci,0,144338673, 12030.63,  9788.70,    0.364,    10.59,    16.88,    23.87,     3.26,     5.34,     7.85,   0.0151,   0.0251,   0.0376,  2802.93,  3460.99,  4076.19,  1246.32,  1600.56,  1997.67
2054,ru15,mi,0,144338673, 10996.61,  8401.69,    0.465,    25.03,    31.21,    37.65,    13.85,    16.70,    19.66,   0.1024,   0.1207,   0.1395,  1808.78,  2353.26,  2902.16,  2240.46,  2708.29,  3171.70
2055,ru15,hcexp,0,144338673,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2056,ru16,dhi,0,144690376, 11962.56,  9642.82,    0.358,     8.46,    14.44,    21.31,     2.28,     4.09,     6.37,   0.0095,   0.0175,   0.0282,  2817.61,  3456.55,  4055.86,  1039.52,  1364.87,  1729.84
2057,ru16,dhci,0,144690376, 11618.69,  9345.23,    0.366,    10.04,    16.45,    23.61,     2.96,     5.00,     7.50,   0.0133,   0.0228,   0.0350,  2718.98,  3355.88,  3948.51,  1138.15,  1465.53,  1837.18
2058,ru16,mi,0,144690376, 10477.60,  7849.03,    0.473,    25.70,    31.90,    38.34,    14.35,    17.25,    20.22,   0.1076,   0.1259,   0.1448,  1703.16,  2214.50,  2733.83,  2153.97,  2606.91,  3051.86
2059,ru16,hcexp,0,144690376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2060,ru17,dhi,0,143424380, 11654.07,  9545.15,    0.347,     7.78,    13.70,    20.43,     2.10,     3.80,     6.01,   0.0091,   0.0164,   0.0264,  2786.36,  3447.25,  4042.24,  1031.70,  1325.33,  1684.85
2061,ru17,dhci,0,143424380, 11312.52,  9262.51,    0.354,     9.42,    15.60,    22.59,     2.76,     4.70,     7.10,   0.0126,   0.0215,   0.0330,  2698.13,  3335.46,  3926.62,  1119.93,  1437.12,  1800.47
2062,ru17,mi,0,143424380, 10134.21,  7765.84,    0.465,    25.23,    31.77,    37.73,    14.43,    17.26,    20.19,   0.1099,   0.1275,   0.1459,  1633.85,  2179.61,  2662.33,  2184.21,  2592.97,  3064.76
2063,ru17,hcexp,0,143424380,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2064,ru18,dhi,0,144385208, 11977.38,  9770.43,    0.347,     7.47,    13.30,    20.58,     1.83,     3.52,     5.74,   0.0070,   0.0141,   0.0239,  2952.82,  3594.36,  4228.76,   955.35,  1290.86,  1633.51
2065,ru18,dhci,0,144385208, 11648.93,  9496.33,    0.353,     8.77,    15.21,    22.50,     2.36,     4.27,     6.69,   0.0098,   0.0181,   0.0293,  2858.36,  3513.07,  4118.65,  1049.81,  1372.14,  1743.61
2066,ru18,mi,0,144385208, 10433.56,  7921.64,    0.463,    24.47,    31.14,    37.69,    13.78,    16.58,    19.55,   0.1051,   0.1221,   0.1401,  1707.30,  2283.61,  2820.81,  2200.87,  2601.61,  3041.45
2067,ru18,hcexp,0,144385208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2068,ru19,dhi,0,142579430, 12167.41,  9855.81,    0.350,     7.21,    13.06,    20.01,     1.84,     3.47,     5.64,   0.0074,   0.0142,   0.0238,  2937.38,  3617.65,  4245.05,  1004.94,  1310.25,  1668.43
2069,ru19,dhci,0,142579430, 11831.42,  9601.10,    0.357,     8.59,    14.89,    22.16,     2.46,     4.30,     6.68,   0.0107,   0.0190,   0.0300,  2815.58,  3504.30,  4129.50,  1126.74,  1423.61,  1783.99
2070,ru19,mi,0,142579430, 10692.58,  8128.98,    0.468,    24.40,    30.63,    36.89,    14.06,    16.75,    19.61,   0.1080,   0.1247,   0.1423,  1669.71,  2232.76,  2770.54,  2272.61,  2695.15,  3142.95
2071,ru19,hcexp,0,142579430,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2072,se67,dhi,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2073,se67,dhci,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2074,se67,mi,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2075,se67,hcexp,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2076,se75,dhi,0,8207622,  9939.91,  8973.25,    0.243,     2.38,     5.35,    10.87,     0.95,     1.50,     2.56,   0.0059,   0.0081,   0.0117,  2158.47,  3231.87,  4117.04,  1430.83,  1254.76,  1266.91
2077,se75,dhci,0,8207622,  9939.91,  8973.25,    0.243,     2.38,     5.35,    10.87,     0.95,     1.50,     2.56,   0.0059,   0.0081,   0.0117,  2158.47,  3231.87,  4117.04,  1430.83,  1254.76,  1266.91
2078,se75,mi,0,8207622, 11313.44,  9730.49,    0.437,    20.77,    23.77,    27.42,    15.20,    16.61,    18.12,   0.1302,   0.1407,   0.1508,   962.85,  1350.86,  1827.29,  2626.45,  3135.77,  3556.66
2079,se75,hcexp,0,8207622,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2080,se81,dhi,0,8186230, 10411.84,  9715.61,    0.229,     3.54,     6.55,    11.78,     1.13,     1.84,     3.04,   0.0057,   0.0090,   0.0136,  2639.98,  3493.81,  4324.84,  1246.26,  1363.99,  1504.52
2081,se81,dhci,0,8186230, 10411.84,  9715.61,    0.229,     3.54,     6.55,    11.78,     1.13,     1.84,     3.04,   0.0057,   0.0090,   0.0136,  2639.98,  3493.81,  4324.84,  1246.26,  1363.99,  1504.52
2082,se81,mi,0,8186230, 10470.27,  8953.10,    0.441,    24.80,    28.34,    32.85,    16.96,    18.87,    20.84,   0.1382,   0.1531,   0.1670,  1228.20,  1622.74,  2132.23,  2658.04,  3235.07,  3697.14
2083,se81,hcexp,0,8186230,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2084,se87,dhi,0,8214788, 11158.17, 10180.78,    0.231,     3.18,     5.41,     9.91,     1.05,     1.69,     2.63,   0.0059,   0.0087,   0.0126,  2725.32,  3501.79,  4485.18,  1346.99,  1588.60,  1623.29
2085,se87,dhci,0,8214788, 11158.17, 10180.78,    0.231,     3.18,     5.41,     9.91,     1.05,     1.69,     2.63,   0.0059,   0.0087,   0.0126,  2725.32,  3501.79,  4485.18,  1346.99,  1588.60,  1623.29
2086,se87,mi,0,8214788, 11623.45,  9910.24,    0.454,    25.85,    29.07,    32.70,    17.44,    19.44,    21.35,   0.1395,   0.1559,   0.1706,  1324.38,  1687.26,  2119.36,  2747.94,  3403.13,  3989.11
2087,se87,hcexp,0,8214788,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2088,se92,dhi,0,8621461, 13236.27, 11954.57,    0.250,     3.64,     6.36,    11.49,     1.33,     2.05,     3.15,   0.0076,   0.0110,   0.0155,  3031.78,  4049.81,  5206.99,  1750.04,  1927.48,  1965.75
2089,se92,dhci,0,8621461, 13236.27, 11954.57,    0.250,     3.64,     6.36,    11.49,     1.33,     2.05,     3.15,   0.0076,   0.0110,   0.0155,  3031.78,  4049.81,  5206.99,  1750.04,  1927.48,  1965.75
2090,se92,mi,0,8621461, 11922.20,  9670.27,    0.487,    31.26,    35.36,    40.06,    21.57,    23.93,    26.19,   0.1753,   0.1943,   0.2116,  1481.24,  1933.22,  2483.81,  3300.59,  4044.06,  4688.93
2091,se92,hcexp,0,8621461,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2092,se95,dhi,0,8522381, 12495.69, 11467.39,    0.253,     4.15,     7.04,    13.05,     1.64,     2.38,     3.62,   0.0093,   0.0132,   0.0182,  2776.67,  3795.44,  4974.92,  1810.28,  1938.25,  1905.51
2093,se95,dhci,0,8522381, 12495.69, 11467.39,    0.253,     4.15,     7.04,    13.05,     1.64,     2.38,     3.62,   0.0093,   0.0132,   0.0182,  2776.67,  3795.44,  4974.92,  1810.28,  1938.25,  1905.51
2094,se95,mi,0,8522381, 11905.94,  9382.39,    0.490,    31.15,    35.49,    40.35,    19.74,    22.47,    25.04,   0.1541,   0.1749,   0.1942,  1679.82,  2103.60,  2610.17,  2907.14,  3630.09,  4270.26
2095,se95,hcexp,0,8522381,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2096,se00,dhi,0,8682637, 14308.23, 12575.28,    0.271,     3.39,     6.70,    12.38,     0.98,     1.79,     3.05,   0.0050,   0.0081,   0.0129,  3572.91,  4610.13,  5684.90,  1457.20,  1677.51,  1860.27
2097,se00,dhci,0,8682637, 14308.23, 12575.28,    0.271,     3.39,     6.70,    12.38,     0.98,     1.79,     3.05,   0.0050,   0.0081,   0.0129,  3572.91,  4610.13,  5684.90,  1457.20,  1677.51,  1860.27
2098,se00,mi,0,8682637, 15398.80, 12251.66,    0.476,    25.15,    29.03,    33.17,    16.11,    18.32,    20.45,   0.1254,   0.1424,   0.1582,  1806.84,  2320.09,  2893.11,  3223.27,  3967.55,  4652.05
2099,se00,hcexp,0,8682637,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2100,se05,dhi,0,8882224, 16300.79, 14502.03,    0.259,     3.02,     6.11,    11.93,     0.86,     1.58,     2.79,   0.0044,   0.0071,   0.0115,  4151.23,  5380.31,  6664.03,  1649.58,  1870.70,  2037.19
2101,se05,dhci,0,8882224, 16300.79, 14502.03,    0.259,     3.02,     6.11,    11.93,     0.86,     1.58,     2.79,   0.0044,   0.0071,   0.0115,  4151.23,  5380.31,  6664.03,  1649.58,  1870.70,  2037.19
2102,se05,mi,0,8882224, 16661.29, 13550.04,    0.467,    26.11,    29.87,    34.05,    16.07,    18.45,    20.69,   0.1222,   0.1405,   0.1575,  2230.66,  2773.41,  3414.63,  3570.16,  4477.61,  5286.59
2103,se05,hcexp,0,8882224,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2104,si97,dhi,0,2011612,  9573.76,  8752.38,    0.241,     3.15,     6.21,    11.30,     0.69,     1.49,     2.73,   0.0027,   0.0056,   0.0103,  2738.35,  3329.70,  3980.91,   762.60,  1046.49,  1270.52
2105,si97,dhci,0,2011612,  8926.47,  8077.58,    0.266,     5.99,    10.88,    17.94,     1.54,     2.89,     4.87,   0.0065,   0.0121,   0.0202,  2599.67,  3212.68,  3825.60,   901.28,  1163.51,  1425.82
2106,si97,mi,0,2011612,  6799.30,  6293.32,    0.380,    24.40,    30.34,    38.91,    15.09,    17.53,    20.36,   0.1217,   0.1367,   0.1528,  1335.23,  1847.61,  2503.94,  2165.72,  2528.58,  2747.49
2107,si97,hcexp,0,2011612, 10410.12,  8629.43,    0.319,     5.79,    10.31,    16.57,     1.33,     2.62,     4.41,   0.0047,   0.0101,   0.0177,  2697.79,  3264.89,  3854.09,   803.17,  1111.30,  1397.34
2108,si99,dhi,0,2009653,  9625.50,  8788.21,    0.240,     2.98,     5.99,    11.16,     0.76,     1.47,     2.62,   0.0031,   0.0059,   0.0103,  2619.16,  3315.73,  4033.85,   896.13,  1078.37,  1239.08
2109,si99,dhci,0,2009653,  8937.80,  8073.06,    0.264,     5.28,    10.23,    17.97,     1.44,     2.68,     4.54,   0.0064,   0.0114,   0.0189,  2552.73,  3241.75,  3939.41,   962.55,  1152.36,  1333.52
2110,si99,mi,0,2009653,  6836.15,  6323.18,    0.386,    24.60,    31.17,    38.82,    15.65,    18.04,    20.83,   0.1309,   0.1444,   0.1597,  1279.35,  1851.67,  2442.84,  2235.93,  2542.43,  2830.09
2111,si99,hcexp,0,2009653,  9539.29,  8023.20,    0.313,     6.51,    13.58,    21.50,     1.51,     3.14,     5.52,   0.0052,   0.0116,   0.0212,  2702.83,  3377.44,  3918.56,   812.45,  1016.67,  1354.36
2112,si04,dhi,0,2011473, 11283.49, 10149.83,    0.241,     2.19,     5.13,    10.50,     0.56,     1.17,     2.15,   0.0025,   0.0047,   0.0082,  3014.94,  3919.62,  4844.23,  1044.99,  1155.29,  1245.66
2113,si04,dhci,0,2011473, 10744.46,  9614.31,    0.255,     3.27,     7.59,    14.71,     0.82,     1.67,     3.20,   0.0036,   0.0067,   0.0120,  3048.12,  3959.57,  4763.18,  1011.82,  1115.35,  1326.71
2114,si04,mi,0,2011473,  7912.03,  7181.72,    0.413,    26.61,    32.71,    40.71,    18.33,    20.58,    23.26,   0.1574,   0.1709,   0.1856,  1264.09,  1881.96,  2610.68,  2795.85,  3192.95,  3479.21
2115,si04,hcexp,0,2011473, 10476.18,  8771.01,    0.311,     7.39,    14.53,    24.48,     1.45,     3.27,     5.94,   0.0046,   0.0113,   0.0218,  3264.04,  3933.91,  4612.02,   795.89,  1141.00,  1477.88
2116,si07,dhi,0,2007711, 12346.26, 11372.64,    0.238,     2.70,     5.64,    11.41,     0.75,     1.40,     2.56,   0.0033,   0.0059,   0.0101,  3285.81,  4276.33,  5291.85,  1263.24,  1409.99,  1531.73
2117,si07,dhci,0,2007711, 11774.50, 10764.55,    0.251,     3.90,     8.74,    15.48,     1.07,     2.10,     3.74,   0.0049,   0.0087,   0.0149,  3301.82,  4319.45,  5175.94,  1247.24,  1366.87,  1647.64
2118,si07,mi,0,2007711,  8794.81,  8076.34,    0.413,    26.97,    33.05,    40.30,    18.52,    20.76,    23.36,   0.1579,   0.1718,   0.1867,  1426.28,  2114.75,  2868.97,  3122.77,  3571.57,  3954.61
2119,si07,hcexp,0,2007711, 11540.25,  9764.03,    0.286,     4.30,    10.97,    21.15,     0.69,     1.96,     4.32,   0.0017,   0.0057,   0.0134,  3824.35,  4671.77,  5431.32,   724.71,  1014.55,  1392.26
2120,si10,dhi,0,2000092, 13262.00, 12196.39,    0.257,     4.85,     8.43,    13.30,     1.76,     2.72,     4.07,   0.0099,   0.0144,   0.0203,  3106.05,  4130.88,  5078.85,  1772.50,  1967.31,  2238.98
2121,si10,dhci,0,2000092, 12682.72, 11586.30,    0.269,     6.46,    10.76,    16.65,     2.32,     3.55,     5.23,   0.0136,   0.0193,   0.0268,  3127.72,  4088.84,  5018.16,  1750.83,  2009.36,  2299.67
2122,si10,mi,0,2000092,  9379.04,  8702.65,    0.432,    29.11,    34.80,    41.29,    20.84,    23.05,    25.54,   0.1804,   0.1946,   0.2094,  1386.09,  2058.71,  2790.70,  3492.46,  4039.48,  4527.13
2123,si10,hcexp,0,2000092, 12125.67, 10347.37,    0.282,     4.30,    11.45,    21.31,     0.74,     2.05,     4.42,   0.0020,   0.0061,   0.0140,  4036.94,  5003.53,  5799.06,   841.61,  1094.67,  1518.77
2124,si12,dhi,0,2022396, 13617.08, 12212.91,    0.273,     5.09,     8.74,    13.52,     1.47,     2.56,     3.98,   0.0069,   0.0116,   0.0180,  3477.26,  4319.63,  5170.77,  1407.90,  1786.83,  2156.97
2125,si12,dhci,0,2022396, 12815.90, 11529.88,    0.279,     6.87,    11.22,    17.44,     2.45,     3.75,     5.50,   0.0141,   0.0201,   0.0281,  3142.34,  4065.64,  5017.27,  1742.82,  2040.82,  2310.47
2126,si12,mi,0,2022396,  9367.46,  8174.23,    0.462,    33.00,    39.35,    45.30,    21.93,    24.74,    27.67,   0.1798,   0.1992,   0.2185,  1638.19,  2267.25,  2851.23,  3246.97,  3839.20,  4476.52
2127,si12,hcexp,0,2022396, 11586.43,  9799.32,    0.277,     4.15,    12.32,    24.33,     0.57,     2.00,     4.69,   0.0012,   0.0052,   0.0136,  4216.13,  5113.99,  5916.43,   669.04,   992.46,  1411.32
2128,si15,dhi,0,2025509, 13683.23, 12360.22,    0.265,     4.57,     8.79,    14.58,     1.05,     2.13,     3.73,   0.0042,   0.0083,   0.0147,  3808.96,  4682.98,  5518.04,  1135.13,  1497.13,  1898.09
2129,si15,dhci,0,2025509, 13055.93, 11784.76,    0.268,     5.81,    10.51,    16.85,     1.41,     2.74,     4.57,   0.0059,   0.0112,   0.0189,  3742.48,  4565.54,  5403.38,  1201.60,  1614.57,  2012.75
2130,si15,mi,0,2025509,  9577.06,  8549.66,    0.446,    31.38,    37.24,    43.34,    20.98,    23.64,    26.44,   0.1729,   0.1911,   0.2093,  1638.91,  2257.74,  2891.26,  3305.18,  3922.37,  4524.88
2131,si15,hcexp,0,2025509, 11257.80,  9790.29,    0.260,     4.53,    12.54,    25.32,     0.70,     2.22,     4.92,   0.0017,   0.0061,   0.0149,  4180.17,  5087.98,  5975.73,   763.92,  1092.13,  1440.40
2132,sk92,dhi,0,5323577,  5248.22,  4941.75,    0.202,     0.92,     3.01,     7.55,     0.15,     0.48,     1.22,   0.0005,   0.0014,   0.0035,  1646.36,  2075.52,  2483.96,   330.34,   395.36,   481.09
2133,sk92,dhci,0,5323577,  5248.22,  4941.75,    0.202,     0.92,     3.01,     7.55,     0.15,     0.48,     1.22,   0.0005,   0.0014,   0.0035,  1646.36,  2075.52,  2483.96,   330.34,   395.36,   481.09
2134,sk92,mi,0,5323577,  4153.03,  3721.69,    0.427,    25.62,    31.88,    38.53,    18.49,    20.45,    22.88,   0.1688,   0.1781,   0.1899,   550.50,   885.76,  1204.20,  1426.20,  1585.12,  1760.85
2135,sk92,hcexp,0,5323577,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2136,sk96,dhi,0,5370648,  5372.67,  5000.14,    0.263,     5.39,     9.15,    14.49,     2.18,     3.18,     4.61,   0.0135,   0.0182,   0.0245,  1190.57,  1629.75,  2045.95,   809.49,   870.32,   954.14
2137,sk96,dhci,0,5370648,  5259.48,  4871.78,    0.266,     5.67,     9.69,    15.55,     2.34,     3.39,     4.92,   0.0148,   0.0197,   0.0263,  1176.07,  1625.45,  2050.50,   823.98,   874.63,   949.59
2138,sk96,mi,0,5370648,  3829.31,  3395.28,    0.455,    30.45,    36.93,    43.92,    21.71,    24.11,    26.85,   0.1922,   0.2056,   0.2207,   573.95,   867.78,  1165.92,  1426.10,  1632.29,  1834.16
2139,sk96,hcexp,0,5370648,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2140,sk04,dhi,0,5384822,  5812.78,  5360.60,    0.271,     5.97,    10.41,    15.94,     1.54,     2.87,     4.58,   0.0065,   0.0121,   0.0197,  1589.46,  1941.50,  2293.22,   554.78,   738.80,   923.14
2141,sk04,dhci,0,5384822,  5592.21,  5195.58,    0.272,     6.91,    11.59,    17.75,     1.77,     3.24,     5.12,   0.0073,   0.0136,   0.0222,  1594.86,  1931.84,  2287.91,   549.38,   748.46,   928.45
2142,sk04,mi,0,5384822,  5172.71,  4496.13,    0.470,    26.64,    31.11,    36.92,    20.92,    22.50,    24.41,   0.1925,   0.2014,   0.2115,   460.55,   742.07,  1089.96,  1683.69,  1938.24,  2126.40
2143,sk04,hcexp,0,5384822,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2144,sk07,dhi,0,5405292,  7458.93,  6882.03,    0.247,     4.09,     7.73,    12.58,     1.37,     2.24,     3.54,   0.0072,   0.0111,   0.0165,  1828.46,  2445.47,  2967.68,   924.35,   995.55,  1161.54
2145,sk07,dhci,0,5405292,  7159.06,  6635.20,    0.245,     4.50,     8.61,    13.85,     1.50,     2.47,     3.91,   0.0080,   0.0122,   0.0182,  1832.75,  2454.29,  2962.88,   920.07,   986.72,  1166.34
2146,sk07,mi,0,5405292,  6699.58,  5999.70,    0.432,    23.31,    27.72,    32.89,    18.01,    19.47,    21.30,   0.1640,   0.1724,   0.1820,   625.45,  1024.27,  1455.37,  2127.36,  2416.75,  2673.85
2147,sk07,hcexp,0,5405292,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2148,sk10,dhi,0,5392446,  8314.61,  7584.49,    0.273,     6.16,     9.98,    15.14,     2.00,     3.19,     4.72,   0.0101,   0.0158,   0.0231,  2047.48,  2581.04,  3131.18,   986.32,  1211.21,  1419.51
2149,sk10,dhci,0,5392446,  8098.06,  7390.26,    0.272,     6.46,    10.50,    16.17,     2.08,     3.33,     4.97,   0.0104,   0.0164,   0.0240,  2058.26,  2589.38,  3152.07,   975.54,  1202.86,  1398.62
2150,sk10,mi,0,5392446,  6957.10,  6087.43,    0.449,    26.17,    31.04,    37.30,    19.47,    21.29,    23.40,   0.1748,   0.1853,   0.1969,   776.71,  1191.47,  1696.45,  2257.09,  2600.77,  2854.25
2151,sk10,hcexp,0,5392446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2152,sk13,dhi,0,5214071,  8175.24,  7513.67,    0.283,     7.02,    10.82,    16.82,     2.67,     3.92,     5.56,   0.0154,   0.0217,   0.0295,  1861.87,  2395.92,  3017.26,  1143.59,  1360.91,  1490.94
2153,sk13,dhci,0,5214071,  7898.22,  7252.75,    0.284,     7.35,    11.76,    18.22,     2.79,     4.15,     5.93,   0.0160,   0.0227,   0.0311,  1864.61,  2431.12,  3040.51,  1140.86,  1325.71,  1467.69
2154,sk13,mi,0,5214071,  7135.23,  6166.79,    0.451,    24.64,    29.40,    35.99,    19.01,    20.58,    22.63,   0.1726,   0.1817,   0.1922,   685.97,  1127.21,  1673.25,  2319.50,  2629.63,  2834.95
2155,sk13,hcexp,0,5214071,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2156,sk14,dhi,0,5231263,  8025.30,  7609.44,    0.260,     6.94,    10.84,    16.03,     2.60,     3.85,     5.38,   0.0140,   0.0206,   0.0283,  1903.75,  2454.42,  3033.48,  1140.02,  1350.31,  1532.19
2157,sk14,dhci,0,5231263,  7742.90,  7352.20,    0.260,     7.43,    11.55,    17.45,     2.70,     4.04,     5.73,   0.0144,   0.0213,   0.0297,  1937.78,  2473.64,  3066.30,  1106.00,  1331.08,  1499.36
2158,sk14,mi,0,5231263,  7410.64,  6807.63,    0.417,    22.50,    25.97,    31.45,    17.69,    19.00,    20.66,   0.1617,   0.1695,   0.1783,   650.55,  1020.94,  1565.76,  2393.23,  2783.78,  2999.91
2159,sk14,hcexp,0,5231263,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2160,sk15,dhi,0,5242999,  8172.69,  7631.28,    0.266,     6.45,    10.26,    15.72,     2.39,     3.61,     5.17,   0.0129,   0.0190,   0.0266,  1919.45,  2471.89,  3073.83,  1133.07,  1343.75,  1504.94
2161,sk15,dhci,0,5242999,  7887.13,  7371.05,    0.266,     7.07,    11.31,    17.11,     2.51,     3.87,     5.56,   0.0134,   0.0201,   0.0283,  1967.95,  2511.17,  3089.82,  1084.56,  1304.47,  1488.95
2162,sk15,mi,0,5242999,  7533.75,  6860.43,    0.424,    22.76,    26.81,    31.63,    17.83,    19.21,    20.88,   0.1624,   0.1706,   0.1798,   661.75,  1082.25,  1556.49,  2390.76,  2733.39,  3022.28
2163,sk15,hcexp,0,5242999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2164,sk16,dhi,0,5201703,  8342.61,  7918.07,    0.245,     5.58,     8.59,    14.40,     2.12,     3.09,     4.46,   0.0120,   0.0170,   0.0233,  1961.88,  2537.36,  3279.21,  1205.35,  1421.68,  1471.63
2165,sk16,dhci,0,5201703,  8049.13,  7604.55,    0.245,     5.88,     9.45,    15.52,     2.21,     3.27,     4.79,   0.0124,   0.0177,   0.0246,  1979.50,  2591.09,  3284.57,  1187.73,  1367.95,  1466.28
2166,sk16,mi,0,5201703,  7809.63,  7209.77,    0.414,    22.17,    26.85,    31.50,    16.89,    18.37,    20.17,   0.1533,   0.1616,   0.1711,   754.97,  1250.07,  1709.31,  2412.26,  2708.97,  3041.54
2167,sk16,hcexp,0,5201703,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2168,sk17,dhi,0,5349088,  8559.37,  8198.76,    0.232,     5.02,     8.34,    13.51,     1.82,     2.76,     4.14,   0.0098,   0.0145,   0.0205,  2087.78,  2743.77,  3413.46,  1191.73,  1355.60,  1505.79
2169,sk17,dhci,0,5349088,  8237.33,  7869.84,    0.232,     5.29,     9.55,    14.95,     1.91,     2.98,     4.53,   0.0102,   0.0152,   0.0220,  2097.12,  2821.82,  3427.23,  1182.38,  1277.56,  1492.02
2170,sk17,mi,0,5349088,  8053.93,  7641.09,    0.400,    22.20,    25.59,    30.70,    16.50,    17.98,    19.70,   0.1495,   0.1578,   0.1672,   842.64,  1219.06,  1763.01,  2436.86,  2880.32,  3156.24
2171,sk17,hcexp,0,5349088,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
