"","Entity","Year","Gini.coefficient","Palma.ratio..S90.S40.ratio.","S90.S10.ratio","S80.S20.ratio","S90.S50.ratio","P90.P10.ratio","P90.P50.ratio","P50.P10.ratio","P0.P10...share.of.the.bottom.10.","P0.P40...share.of.the.bottom.40.","P0.P50...share.of.the.bottom.50.","P10.P20...share.of.national.income","P20.P30...share.of.national.income","P30.P40...share.of.national.income","P40.P50...share.of.national.income","P50.P60...share.of.national.income","P50.P90...share.of.the.middle.40.","P60.P70...share.of.national.income","P70.P80...share.of.national.income","P80.P90...share.of.national.income","P90.P100...share.of.the.top.10.","P99.999.P100...share.of.the.top.0.001.","P99.99.P100...share.of.the.top.0.01.","P99.9.P100...share.of.the.top.0.1.","P99.P100...share.of.the.top.1.","Mean.income","P0.P10...mean.income.of.the.bottom.10.","P10.P20...mean.income","P20.P30...mean.income","P30.P40...mean.income","P40.P50...mean.income","P50.P60...mean.income","P60.P70...mean.income","P70.P80...mean.income","P80.P90...mean.income","P90.P100...mean.income.of.the.top.10.","P99.999.P100...mean.income.of.the.top.0.001.","P99.99.P100...mean.income.of.the.top.0.01.","P99.9.P100...mean.income.of.the.top.0.1.","P99.P100...mean.income.of.the.top.1.","P0...income.threshold.of.the.bottom.10.","P10...income.threshold","P20...income.threshold","P30...income.threshold","P40...income.threshold","P50...income.threshold..median.","P60...income.threshold","P70...income.threshold","P80...income.threshold","P90...income.threshold.of.the.top.10.","P99.999...income.threshold.of.the.top.0.001.","P99.99...income.threshold.of.the.top.0.01.","P99.9...income.threshold.of.the.top.0.1.","P99...income.threshold.of.the.top.1."
"2761","Norway",1988,0.323943644523643,1.2448201,44.764706,8.2008734,0.80871415,7.6177554,1.6759615,4.5453043,0.51,18.34,28.23,4.07,6.69,7.92,9.05,10.17,48.94,11.33,12.71,14.73,22.83,0.1,0.36,1.29,5.04,32925.5345053899,1676.06149348848,13408.4131092076,22018.5156782532,26072.6184524075,29786.0690575456,33487.8022608565,37309.4294175984,41835.2241354501,48501.4107268501,75159.8007222413,3299658.71941669,1170516.81304154,426260.52181377,166100.537125337,0,6704.21640944134,19777.4270747888,23299.4770253537,27070.4995913618,30472.7048626834,34226.5603017083,37985.5501110881,43251.7092083095,51071.0793233523,1744645.05272149,626375.444588722,235476.494279892,98835.0525575801
"2762","Norway",1989,0.318768781336598,1.2248144,43.584908,7.8463159,0.80013853,7.0898757,1.6088654,4.406755,0.53,18.86,28.87,4.22,6.91,8.06,9.16,10.17,48.02,11.24,12.43,14.17,23.1,0.2,0.58,1.76,5.76,33201.371407949,1751.07651679252,14008.6515536903,22926.8360537043,26760.7817573629,30419.577433541,33777.1698553489,37331.740769774,41276.0409441314,47056.1988025809,76705.6009732137,6515075.12419525,1923608.45885987,582686.288997143,191074.498870174,0,7004.32577684516,20662.7561142745,23978.1008475769,27608.3963336084,30866.3464931164,34238.5240744738,37749.5760263515,42172.5946435676,49659.7976047105,2940130.07228276,878816.568650114,276817.015426004,101005.077927591
"2763","Norway",1990,0.325342212627717,1.266055,45.115383,8.083333,0.82634729,7.2613187,1.6372334,4.4351153,0.52,18.53,28.39,4.16,6.78,7.91,9.03,10.09,48.15,11.2,12.49,14.37,23.46,0.22,0.62,1.85,5.94,33578.752556452,1744.46392080763,13955.6818019484,22765.1674439693,26568.0014255351,30305.6850761678,33879.5714721582,37612.2981395116,41949.4318476243,48238.7595969106,78768.4254205369,7234263.73417325,2093733.84960156,621318.493837496,199570.728791522,0,6977.84582839299,20584.6466719849,23839.8079124711,27443.0715791485,30947.5503543914,34521.3874761942,38146.6865595963,43166.6028313713,50668.361387551,3210480.5896903,940461.730969376,290254.332773697,104013.730262018
"2764","Norway",1991,0.324447216272647,1.266881,45.46154,8.0297241,0.82773107,7.1348348,1.6219236,4.3989959,0.52,18.66,28.56,4.19,6.83,7.96,9.06,10.09,47.79,11.15,12.37,14.18,23.64,0.22,0.64,1.9,6.08,33945.0075933798,1777.48748138196,14219.9195607308,23179.0016365082,27026.1429676241,30753.114409858,34251.5817342056,37843.0885797057,41993.177471435,48150.9135751382,80255.6583720484,7400405.09003565,2156960.25016756,643329.391726336,206387.990042308,0,7109.95978036539,20974.3759319173,24250.0450893103,27895.457896118,31276.6822183311,34708.9348892919,38270.3746254777,43032.2616861163,50728.3872029668,3298846.7497878,972209.878470141,300577.127267343,106696.197328927
"2765","Norway",1992,0.32802182540679,1.3094984,46.301888,8.0696201,0.85714287,6.8978267,1.5807046,4.3637671,0.53,18.74,28.63,4.21,6.85,8.01,9.04,10,46.82,11,12.12,13.71,24.54,0.31,0.84,2.34,6.95,34296.8154384837,1802.78484933013,14422.3083591537,23503.757952583,27457.4596419472,31006.4428634909,34296.9238416966,37720.7210620538,41565.3296999236,47011.8618885183,84180.5839358152,10471469.1847381,2875703.15540844,803626.346044407,238377.009482064,0,7211.14925215807,21272.8888156407,24595.9991609194,28288.9221394755,31467.7773729407,34704.9042607407,38061.7969890839,42409.3078411192,49741.2576917614,4418241.78036688,1223749.97473586,352312.905527483,114590.434644711
"2766","Norway",1993,0.349284338935345,1.4731243,52.619999,8.9200001,0.96092039,7.373971,1.6613736,4.4384785,0.5,17.86,27.38,4,6.53,7.64,8.71,9.68,46.3,10.78,12.01,13.83,26.31,0.46,1.17,3,8.12,34950.0334895459,1745.53809809877,13964.4624621907,22828.6621621968,26717.9230689303,30453.7441552692,33847.750201763,37678.3748251729,41964.7462651512,48331.4640535871,91967.6893127738,16211475.3505125,4091702.81287585,1048184.49686932,283895.912758464,0,6982.22137625781,20597.5565091537,23910.5853556357,27651.5211026544,30990.4386073367,34493.3406085743,38191.6738929362,43020.3767520511,51486.6972414848,6272860.31576805,1595196.83572139,420541.542786727,125561.992802853
"2767","Norway",1994,0.36553061332145,1.6138498,58.510639,9.746479,1.0448328,8.0063076,1.739643,4.6022711,0.47,17.04,26.32,3.79,6.22,7.35,8.49,9.54,46.18,10.65,11.97,14.02,27.5,0.47,1.21,3.15,8.58,36338.9053076368,1720.42797206373,13763.6208732605,22595.0236739556,26713.1730372392,30855.6145750426,34668.086587716,38694.635236127,43503.017420248,50932.8060979215,99942.5983286058,17194048.7338101,4403948.16633108,1143190.20593237,311880.03462787,0,6881.80058179273,20301.3200929005,23866.6426350744,27958.1050983177,31671.910477607,35421.370659092,39535.2528777237,44923.1586378324,55097.8152136764,6783154.05227716,1749108.11154361,465708.874734124,138514.117079428
"2768","Norway",1995,0.365387312534441,1.6106558,58.531914,9.746479,1.0440228,7.9819007,1.7389027,4.5901937,0.47,17.08,26.35,3.79,6.23,7.37,8.48,9.51,46.14,10.64,11.98,14.01,27.51,0.46,1.18,3.11,8.56,38134.0723675536,1807.30821975795,14458.3080806631,23753.9525678803,28109.4556931552,32347.9030582087,36265.6838647638,40572.543511974,45689.5299334527,53421.5073492495,104914.570815781,17437591.1958047,4517137.25293338,1185514.50594492,326434.013471307,0,7229.15404033154,21326.0162447831,24984.624679048,29303.2608571105,33183.2187972125,37103.3450551005,41480.1050649349,47293.3160484714,57702.3896447217,6959762.20151925,1814697.17984372,488008.943120706,145913.82879295
"2769","Norway",1996,0.382932761485073,1.7762281,63.673912,10.467313,1.1504321,8.3437338,1.8143641,4.5987096,0.46,16.49,25.46,3.67,6.01,7.12,8.2,9.26,45.25,10.37,11.69,13.94,29.29,0.69,1.65,3.94,9.9,41290.1235069666,1892.96646759804,15143.7120311092,24817.9793763586,29399.0892972851,33872.5745375095,38215.3846320415,42817.485356914,48254.3893692386,57553.8870979313,120933.76690368,28677383.8012204,6792314.3504257,1627480.64291628,408589.68451979,0,7571.8560155546,22336.9747531442,26205.5996300828,30803.1474200149,34820.7675856206,39268.1177967066,43785.7329994055,50267.0625483545,63177.5501363509,10379764.5210391,2473347.02025749,607447.70160606,167098.999699706
"2770","Norway",1997,0.397326377356741,1.9202762,69.522728,11.201005,1.2404704,8.7731609,1.877154,4.6736503,0.44,15.93,24.66,3.54,5.8,6.89,7.99,9.06,44.75,10.16,11.54,13.99,30.59,0.79,1.84,4.34,10.67,43686.67217252,1932.89826928326,15463.1960091036,25331.2193150967,30094.4072142898,34900.3453987026,39594.7366770751,44405.5727157421,50404.665644833,61101.1555777442,133638.485483979,34510125.9887159,8046616.8640631,1895634.07356994,465944.878383373,0,7731.59307713305,22808.19366464,26878.8525658503,31653.9845281338,36134.7623481329,40790.8577278508,45559.5446263875,52781.1400063309,67830.5116777332,12292251.0566297,2881718.08506144,694403.388081598,186000.036072652
"2771","Norway",1998,0.373364977293072,1.6876858,60.361702,10.052257,1.0936778,8.1675797,1.7807281,4.5866513,0.47,16.81,25.94,3.74,6.13,7.25,8.35,9.41,45.69,10.51,11.81,13.95,28.37,0.48,1.24,3.27,8.98,43151.7910105586,2016.17164644027,16129.4618650599,26457.4400032482,31304.3151827746,36016.4845880574,40625.0993605395,45357.126263452,50970.8162062878,60203.2517655659,122437.762933836,20603979.5571934,5360236.16523396,1410792.84971629,387546.699208965,0,8064.73585994874,23790.9673376557,27915.7982807869,32735.1981732703,36990.1326815172,41540.9586867035,46198.2859211131,52900.6791856108,65869.3694440792,8261121.87973331,2161662.94907397,581377.270927585,171947.067314574
"2772","Norway",1999,0.383612963819196,1.7858009,63.97826,10.48184,1.1563851,8.3067484,1.8017339,4.6104193,0.46,16.48,25.45,3.67,6,7.12,8.2,9.25,45.12,10.35,11.66,13.86,29.43,0.68,1.63,3.95,9.98,46069.6310171149,2110.98503834886,16887.7620487404,27662.7851819551,32791.4495859108,37792.3460212463,42634.7471045327,47659.1177628727,53722.405103656,63860.2538613129,135574.488027086,31411509.3844635,7516081.61647008,1818207.93615048,459547.581034071,0,8443.88102437022,24909.4421235059,29276.3374409694,34278.5051503467,38929.8307886984,43676.048657659,48738.6856501412,55850.6558173634,70141.1951438583,11502549.0244394,2767965.27218772,685200.39877687,188564.274653673
"2773","Norway",2000,0.413392474354197,2.0969813,75.930229,11.878866,1.3570241,8.6771793,1.8647301,4.6533165,0.43,15.57,24.06,3.45,5.67,6.74,7.77,8.79,43.29,9.87,11.18,13.44,32.65,1.26,2.69,5.76,12.77,53795.626546529,2318.95167481563,18551.7316565755,30511.7990031783,36247.9155926911,41807.5123323062,47295.5432417539,53082.9641154656,60162.9651897295,72324.9680122286,175651.885082033,67999153.5606519,14456547.1394539,3096994.80349438,686962.266340762,0,9275.86582828774,27363.8189757051,32425.3522263835,37988.1912075471,43163.5379768984,48689.0271238105,54418.9745850275,63211.8942451547,80488.3507958865,21581247.4704469,4607681.32227092,1006584.63581868,242579.09249662
"2774","Norway",2001,0.389119984575245,1.8427788,65.739128,10.610169,1.1966759,8.1165056,1.7892479,4.5362668,0.46,16.41,25.27,3.67,5.99,7.05,8.11,9.14,44.49,10.25,11.52,13.58,30.24,0.83,1.92,4.47,10.83,54581.3330333898,2500.51720153051,20004.0587735438,32696.9121294532,38452.9157811084,44255.1780401452,49909.8739619574,55947.8639347925,62899.0622824953,74099.7257036139,165047.232380095,45495745.7287446,10492679.3869322,2442355.52718254,590868.928133341,0,10002.0392416094,29506.0241393597,34540.7817964599,40122.9165495138,45371.9183745896,51331.720066435,57147.9860496068,65154.7656100217,81181.6090518467,15952888.0106525,3697211.01546361,878539.056425174,230275.209578152
"2775","Norway",2002,0.392490927691618,1.8787508,68.17778,10.787286,1.2179437,8.0662832,1.7689555,4.5599132,0.45,16.33,25.19,3.64,5.96,7.04,8.1,9.1,44.13,10.17,11.43,13.44,30.68,1.11,2.37,5.14,11.59,53814.7843506939,2446.44370798489,19571.6876316046,32053.3321094987,37898.1475570047,43572.6615570964,48960.5574623675,54727.1353546961,61487.2976768143,72312.0089008722,165118.522274812,59577391.374206,12779616.6463917,2766177.40756242,623576.345519605,0,9785.84381580228,28868.2387638748,33908.7122267444,39668.3227489369,44622.595947902,50204.6321525806,55767.5302627694,63775.8668875146,78935.3860780273,19077856.9924852,4112813.56004955,910704.950488979,225541.556627047
"2776","Norway",2003,0.400030834052494,1.9563863,71.36364,11.205,1.2671509,8.2921009,1.7959708,4.6170578,0.44,16.05,24.78,3.56,5.84,6.94,7.99,9,43.82,10.06,11.34,13.42,31.4,1.16,2.49,5.37,12.03,54600.6879343053,2429.55251645268,19436.577809022,31911.550561906,37899.6849116599,43649.1350963554,49143.7884566255,54943.2617966405,61901.9892402187,73247.7257246661,171443.583664994,63453541.3755206,13578611.9086341,2930288.36139298,656838.146791309,0,9718.27904967347,28668.9345295999,33912.1909843937,39758.0806091908,44869.8538216143,50495.477972703,56152.203991047,64439.4029534742,80584.9479133886,20299317.5899137,4364264.07584209,962067.279680793,235676.074449618
"2777","Norway",2004,0.407539975977159,2.0374365,72.977272,11.607142,1.3170632,8.5271339,1.8234769,4.6763048,0.44,15.76,24.38,3.48,5.73,6.84,7.89,8.9,43.5,9.96,11.25,13.39,32.11,1.22,2.6,5.59,12.47,59543.5295217318,2592.34457766648,20738.9241535699,34138.0540058211,40731.1965414238,46992.4971327652,53015.0642848606,59283.8939720775,66980.906424306,79747.9568520041,191214.437563148,72462657.5849065,15472920.1517817,3329922.24549789,742534.217497844,0,10369.4670042037,30589.9183003053,36445.9386980867,42823.4081142716,48490.7872119891,54584.3091943249,60766.840069262,69980.8372275152,88421.8300747282,23165142.1871948,4968057.75151334,1090667.98207255,264471.022786757
"2778","Norway",2005,0.415018507328568,2.1215255,76.325584,12.028646,1.36807,8.771966,1.8514878,4.737793,0.43,15.47,23.99,3.41,5.62,6.74,7.79,8.81,43.19,9.85,11.16,13.37,32.82,1.27,2.71,5.82,12.91,66245.1343992268,2820.77971169008,22566.5333386466,37246.3683122224,44651.2636702866,51607.7245012322,58341.9587458002,65254.6345335849,73937.9979648537,88578.8077817973,217445.304996666,84235853.7376535,17951313.3810175,3853581.95033095,855174.695149501,0,11283.2666693233,33285.6401236969,39951.3536828953,47049.2412872823,53457.7830062099,60191.1106057248,67084.7468473951,77532.2346003506,98976.4300568339,26916263.894288,5759408.69511975,1259600.98674689,302536.594178616
"2779","Norway",2006,0.422466758977151,2.2088275,79.833336,12.501333,1.421365,9.0271978,1.8800168,4.8016582,0.42,15.18,23.59,3.33,5.51,6.64,7.69,8.71,42.88,9.74,11.07,13.35,33.53,1.33,2.82,6.04,13.35,70236.5899711814,2923.9302961519,23391.3241111648,38715.5669110478,46640.2655296474,54005.7809569282,61181.4823584787,68445.4436849781,77778.8519096232,93763.0239049287,235520.180774677,93131209.1616021,19811075.1561273,4242977.21996443,937395.78260953,0,11695.6620555824,34502.2099623543,41726.0226807428,49254.3695885875,56158.5702160936,63248.8006117172,70573.9900438115,81859.2473903165,105579.052946144,29750833.6772352,6352610.78560363,1384455.27410196,329564.491307321
"2780","Norway",2007,0.423534857727688,2.2165353,80.428574,12.460318,1.431356,8.9585552,1.8888133,4.7429547,0.42,15.24,23.6,3.36,5.54,6.63,7.65,8.65,42.63,9.66,11,13.32,33.78,1.23,2.68,5.89,13.31,72625.3237505708,3046.09086221559,24369.1506557387,40227.1216015917,48180.3105555002,55543.2243056722,62819.553453276,70123.3381782478,79862.5883221923,96769.9713524617,245311.888218812,89041550.1829016,19449573.0087934,4275397.81230428,966746.435380339,0,12184.560545613,35944.455580526,43148.7951399485,50460.4735897845,57790.8171019087,64491.3280924375,72358.878508181,83766.2767110746,109156.063325632,29342733.0291732,6431600.06778813,1435944.5336012,346667.36474974
"2781","Norway",2008,0.42478443917625,2.2324219,81.64286,12.374346,1.4462252,8.6148939,1.8531417,4.6488051,0.42,15.36,23.71,3.4,5.6,6.65,7.63,8.59,42,9.58,10.85,12.98,34.29,1.42,3.01,6.42,14.05,77274.8952278416,3283.62201128249,26269.0253644476,43279.9728823552,51374.401367792,58976.6102829494,66378.7265768292,74050.0573224457,83837.3892187155,100326.503379556,264972.61430753,109695514.254597,23265667.5316313,4962079.11722696,1085855.65795342,0,13134.507754805,38746.7870363536,46204.5141784342,53656.3974018575,61059.765260104,68129.438464633,76247.3116085617,87447.2063523526,113152.397042166,34809865.7701477,7405893.06181607,1602445.46292069,373426.579587935
"2782","Norway",2009,0.396680078348034,1.9267991,69.022224,11.084578,1.245389,8.4183578,1.8062305,4.6607327,0.45,16.12,24.94,3.57,5.84,7.01,8.07,9.05,43.99,10.09,11.35,13.5,31.06,0.81,1.91,4.55,11.17,69448.9815006766,3097.40500125187,24779.4765261157,40582.8221075213,48700.6755417749,56079.7512255017,62847.8861111845,70059.1142020428,78843.8149276672,93756.8843411454,215741.965312886,56450469.0256065,13299085.2267896,3158681.2575829,775726.778681038,0,12389.7185533828,36549.670717963,43549.1873340919,50978.3157376507,57745.1694944541,64281.538311027,71611.950807014,82118.3606335815,104301.087469653,20339832.7979809,4812217.68688908,1163289.85662998,305806.301159301
"2783","Norway",2010,0.413118871283899,2.0942307,75.976746,11.925065,1.3550394,8.8037348,1.8904164,4.6570349,0.43,15.6,24.11,3.44,5.68,6.78,7.78,8.76,43.22,9.84,11.14,13.48,32.67,1.1,2.43,5.41,12.46,72508.4158129124,3120.92849844403,24967.5659552777,41164.0012962145,49149.5929559327,56390.1391884528,63543.2138830267,71324.6822929162,80760.3640214826,97763.9204112402,236899.749626136,79542596.4554359,17597505.9992329,3922340.85668819,903374.813928443,0,12483.7829776388,36827.1533783902,43927.0809341466,51483.819628925,58137.4117379575,65425.6061099514,73547.9533501203,84884.0813679726,109903.917381527,26632665.3216876,5915933.47385582,1342451.88701884,332797.863502021
"2784","Norway",2011,0.4172010177424,2.1307442,76.558136,12.122396,1.3808725,9.0561399,1.9385934,4.6715002,0.43,15.45,23.84,3.41,5.63,6.71,7.67,8.67,43.24,9.76,11.19,13.63,32.92,1.08,2.4,5.38,12.47,75949.2914667149,3232.99771087355,25864.2083482517,42728.0724159737,50971.2892384894,58242.4445963881,65860.9139934756,74112.0541053681,84970.0549706137,103481.785841641,250029.054026724,81901518.6417386,18224271.1040977,4086083.3972724,946996.936915119,0,12932.1091015446,38149.7021398815,46082.1663704573,53303.6434923504,60412.351708349,68358.6915501718,76714.4703269937,90049.1101224265,117114.987794985,27716722.6787427,6192718.41178565,1413767.30576448,352702.122335864
"2785","Norway",2012,0.420222461858358,2.1724591,78.880951,12.400531,1.4020313,9.2028637,1.9385327,4.747335,0.42,15.25,23.63,3.35,5.55,6.65,7.66,8.68,43.24,9.76,11.19,13.62,33.13,1.12,2.47,5.49,12.64,76749.7013711755,3216.69780959335,25733.5332025592,42588.8334164647,51002.8247185962,58801.1251909926,66600.0563729912,74917.8053317718,85852.9695749037,104520.534991847,254262.583827848,85648374.2487926,18928299.721853,4214617.50067211,969830.772867021,0,12866.7616738608,37956.9415177288,45818.4903374144,53710.6778469913,61082.8255799321,69043.0508878394,77633.0003141293,91019.7820549512,118411.056608024,28738497.462587,6377068.91558746,1445735.61033574,358235.810707604
"2786","Norway",2013,0.415010554406905,2.116385,77.5,12.173684,1.3647798,9.1482239,1.9114443,4.786027,0.42,15.38,23.85,3.38,5.59,6.7,7.75,8.81,43.6,9.83,11.25,13.71,32.55,0.99,2.24,5.12,12.1,76223.8965145824,3223.65532489191,25789.4002765358,42601.9600600591,51104.6054806408,59105.7185094741,67129.2315840208,74944.8371511258,85767.8631979655,104471.852094432,248099.802047328,75467372.9807221,17097445.4077604,3904181.49538801,922128.559899615,0,12894.7099931055,38039.387088533,45914.5848582023,53682.7788019343,61714.4319722835,68951.0165601152,77524.390149674,90810.2879186667,117963.696258197,26095308.6245378,5936968.03328055,1380609.42375456,350742.832811666
"2787","Norway",2014,0.414211808156082,2.1054688,77,12.08377,1.3582529,9.2289515,1.9406328,4.7556405,0.42,15.36,23.81,3.4,5.6,6.66,7.73,8.79,43.85,9.9,11.33,13.82,32.34,0.89,2.07,4.85,11.75,78096.6014362118,3314.62533016249,26516.7956897117,43743.0319883734,51991.6394070198,60389.2125498207,68682.3638341179,77333.7286079158,88482.1909546201,107917.477779925,252594.938365613,69605115.0127981,16170094.2077261,3787178.12348292,917587.628151312,0,13258.4027722746,39112.2931056289,46914.634061414,55010.0973047918,63052.1966029264,71273.4174280676,80165.0529957666,93882.2674390825,122361.161281689,24857684.5167806,5799508.42323655,1383008.18975856,359537.959955401
"2788","Norway",2015,0.398855315493954,1.940694,69.909088,11.310606,1.2534637,9.158309,1.9513643,4.6932855,0.44,15.85,24.54,3.52,5.78,6.84,7.96,9,44.69,10.11,11.55,14.03,30.76,0.52,1.36,3.62,9.97,78650.4433055874,3461.28502233415,27690.0140980598,45496.2864242608,53777.3753874172,62599.1697215172,70793.8613240185,79501.6943168826,90870.895169497,110349.011118722,241964.830618327,40682251.8502498,10713856.886435,2848242.54221848,783804.710168444,0,13845.0119764487,40842.8025764892,48489.7327443731,57095.055717215,64978.5906794376,73069.4221491747,82339.2962362422,96292.2383933564,126796.902494161,16663049.6781434,4408810.30665394,1192518.02362509,348358.159225341
"2789","Norway",2016,0.398986683495202,1.9453968,69.63636,11.365482,1.2526574,9.2768459,1.9568226,4.7407699,0.44,15.75,24.46,3.5,5.75,6.79,7.97,9.04,44.9,10.13,11.59,14.14,30.64,0.47,1.28,3.47,9.75,78199.5253594103,3425.96528461454,27407.8011156166,44990.6051459108,53107.6899028368,62353.3605089223,70701.1667221796,79203.6347556858,90611.653813344,110565.40364128,239628.012123063,37035946.1655971,9971570.64621399,2710406.73360647,762292.191123341,0,13703.8907029707,40426.4849648919,47968.5202420705,56780.4301741245,64966.9915356608,72977.7623052768,82047.5733355793,96808.6515897802,127128.882406147,15535241.5727621,4202288.38936956,1161744.22391125,345989.578588707
"2790","Norway",2017,0.403046491488844,1.9770114,72,11.542199,1.276701,9.2628479,1.970029,4.7018843,0.43,15.66,24.25,3.48,5.71,6.77,7.86,8.91,44.79,10.09,11.63,14.17,30.96,0.56,1.45,3.77,10.18,79496.3037207519,3456.3378938924,27650.7327156518,45352.7310059121,53816.1837376236,62510.1016998906,70801.9324359584,80236.9736000852,92417.4246784468,112631.529459177,246089.129400231,44647135.7252148,11520218.7579916,3000646.9739625,809585.635284701,0,13825.3614304071,40784.8265672804,48506.2987262667,57183.8379485532,65005.2480149654,73619.6965673632,83688.9359461127,98481.9635835968,128062.224214096,17930476.3913756,4648377.07096174,1232490.62433771,353993.795891363
"2791","Nepal",1984,0.435152486206892,2.3189301,82.463417,13.032258,1.5141066,10.079369,2.2867432,4.4077396,0.41,14.58,22.33,3.31,5.33,6.18,7.1,8.17,43.85,9.56,11.45,14.67,33.81,0.22,0.71,2.67,9.69,3143.6839606609,129.913315247921,1039.30652198337,1677.09242841734,1943.38853247492,2230.97889566487,2568.87283533467,3006.32041944894,3599.56503354712,4611.84702494375,10629.5458688125,690836.483085314,223871.237572777,83830.8912870736,30462.6352544754,0,519.653260991684,1532.98003016998,1733.69668427693,1995.81076696329,2290.49630628618,2652.62676229525,3134.11507668833,3821.0113593501,5237.77659521463,463007.446840389,109457.157062348,44610.3349767108,15007.880694185
"2792","Nepal",1995,0.56406551710074,4.7595854,176.65384,25.815451,2.986346,16.883005,3.0796154,5.4821801,0.26,9.65,15.38,2.07,3.47,4.32,5.26,6.37,38.69,7.91,10.19,14.22,45.93,0.58,1.95,6.41,17.95,4202.79178633931,108.76456834141,870.125277464833,1460.2704811522,1814.32500862602,2210.05132734167,2677.67814709932,3324.67788767476,4281.06281262947,5977.9303525412,19303.0407312558,2434594.66260374,817665.334938254,269320.662979421,75457.1195972125,0,435.064093854675,1283.43529355342,1610.27612454688,1957.28495004456,2385.09962480689,2918.07016470929,3690.37630346191,4832.03321487077,7345.1894189236,1721897.15608682,388199.902550149,122229.294790593,28525.9752073243
"2793","Nepal",2010,0.541121928745483,4.2734613,156.85185,24.0375,2.6568382,17.235397,3.0570035,5.6380043,0.27,9.91,15.94,2.13,3.56,4.44,5.54,6.81,41.7,8.55,11,15.34,42.35,0.44,1.38,4.67,14.58,5522.72445638297,147.124501322657,1176.99019009222,1966.1902982672,2454.06659937555,3059.55461215761,3763.35068473076,4723.1056728364,6074.04408796633,8471.57918759522,23391.2416397302,2432508.36942449,763267.227768109,257742.394859468,80529.4953555364,0,588.49509504611,1736.05980282489,2146.69821444669,2684.55796513799,3317.93776137291,4105.08323691875,5203.35131282064,6834.61612082559,10142.9471650472,1659099.20143594,357536.984268,124651.127521696,34922.3317858153
"2794","New Zealand",1921,0.6105696509889,7.0521474,255.44444,40.037498,4.1610861,NA,NA,NA,0.18,6.52,11.05,1.42,2.25,3.02,4.19,5.79,42.97,8.06,11.04,18.08,45.98,0.41,1.71,6.49,17.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2795","New Zealand",1922,0.581308384876262,5.8251367,213.2,33.833332,3.4526315,NA,NA,NA,0.2,7.32,12.35,1.6,2.53,3.37,4.65,6.37,45.02,8.73,11.66,18.26,42.64,0.38,1.57,6.02,16.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2796","New Zealand",1923,0.597232897470231,6.4607558,233.94737,37.053253,3.8187284,NA,NA,NA,0.19,6.88,11.64,1.5,2.37,3.18,4.4,6.05,43.91,8.37,11.33,18.17,44.45,0.39,1.62,6.24,17.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2797","New Zealand",1924,0.59540529788319,6.3823953,232.78947,36.711765,3.7738907,NA,NA,NA,0.19,6.93,11.72,1.51,2.39,3.2,4.43,6.09,44.05,8.41,11.37,18.18,44.23,0.39,1.64,6.24,17.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2798","New Zealand",1925,0.608743035776158,6.9755726,253.83333,39.683231,4.1199279,NA,NA,NA,0.18,6.55,11.09,1.43,2.26,3.03,4.2,5.81,43.21,8.1,11.1,18.2,45.69,0.39,1.64,6.27,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2799","New Zealand",1926,0.616927277023414,7.4114833,273.35294,42.123375,4.3674812,NA,NA,NA,0.17,6.27,10.64,1.37,2.16,2.9,4.04,5.62,42.89,7.9,10.97,18.4,46.47,0.37,1.55,5.99,16.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2800","New Zealand",1927,0.616475197682885,7.4057508,272.70587,42.392159,4.3612418,NA,NA,NA,0.17,6.26,10.63,1.36,2.15,2.9,4.04,5.62,43.02,7.9,10.99,18.5,46.36,0.35,1.48,5.8,16.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2801","New Zealand",1928,0.619177486850386,7.4768739,275.76471,42.214287,4.4060149,NA,NA,NA,0.17,6.27,10.64,1.37,2.16,2.9,4.04,5.61,42.48,7.86,10.88,18.13,46.88,0.54,2,6.94,18.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
