"","Entity","Year","Gini.coefficient","Palma.ratio..S90.S40.ratio.","S90.S10.ratio","S80.S20.ratio","S90.S50.ratio","P90.P10.ratio","P90.P50.ratio","P50.P10.ratio","P0.P10...share.of.the.bottom.10.","P0.P40...share.of.the.bottom.40.","P0.P50...share.of.the.bottom.50.","P10.P20...share.of.national.income","P20.P30...share.of.national.income","P30.P40...share.of.national.income","P40.P50...share.of.national.income","P50.P60...share.of.national.income","P50.P90...share.of.the.middle.40.","P60.P70...share.of.national.income","P70.P80...share.of.national.income","P80.P90...share.of.national.income","P90.P100...share.of.the.top.10.","P99.999.P100...share.of.the.top.0.001.","P99.99.P100...share.of.the.top.0.01.","P99.9.P100...share.of.the.top.0.1.","P99.P100...share.of.the.top.1.","Mean.income","P0.P10...mean.income.of.the.bottom.10.","P10.P20...mean.income","P20.P30...mean.income","P30.P40...mean.income","P40.P50...mean.income","P50.P60...mean.income","P60.P70...mean.income","P70.P80...mean.income","P80.P90...mean.income","P90.P100...mean.income.of.the.top.10.","P99.999.P100...mean.income.of.the.top.0.001.","P99.99.P100...mean.income.of.the.top.0.01.","P99.9.P100...mean.income.of.the.top.0.1.","P99.P100...mean.income.of.the.top.1.","P0...income.threshold.of.the.bottom.10.","P10...income.threshold","P20...income.threshold","P30...income.threshold","P40...income.threshold","P50...income.threshold..median.","P60...income.threshold","P70...income.threshold","P80...income.threshold","P90...income.threshold.of.the.top.10.","P99.999...income.threshold.of.the.top.0.001.","P99.99...income.threshold.of.the.top.0.01.","P99.9...income.threshold.of.the.top.0.1.","P99...income.threshold.of.the.top.1."
"168","Australia",1981,0.418885834578871,2.0856164,73.818184,14.693877,1.2680895,14.438565,2.3826084,6.0599823,0.33,11.68,19.21,2.61,4.17,5.15,6.95,9.57,56.44,12.28,15.74,18.84,24.36,0.07,0.34,1.47,5.59,37712.2646718038,1232.47615065154,9859.87582194389,15726.6115205239,19410.1836923134,26206.022946006,36093.2782446224,46325.3417458101,59357.9726419165,71059.5346246578,91851.0828626666,2761304.2927361,1272392.89620424,555724.169157769,210783.066206959,0,4929.97121933773,14543.2985177661,16393.6448536667,21366.1175477417,29875.5389874356,39478.8071593979,50026.0344176113,62881.9311248805,71181.7097103448,2137399.36439145,720492.460821466,293519.381390217,110733.26234061
"169","Australia",1982,0.425667628393367,2.1733801,77.5625,15.299651,1.3202127,15.330458,2.5150383,6.0955167,0.32,11.42,18.8,2.55,4.08,5.04,6.81,9.42,56.38,12.17,15.71,19.09,24.82,0.08,0.36,1.46,5.61,37201.9805080294,1187.2433899201,9497.74726916611,15160.9022360889,18738.8868883506,25350.0645621499,35029.0759578996,45272.5975369162,58436.1303105444,71021.5630876667,92325.6604583231,3153323.90619977,1330865.9988008,544087.025554449,208615.624228817,0,4748.84032621727,14009.165564092,15828.8682034735,20661.9120783867,28946.6352825177,38469.0973590938,49115.3836971418,62303.3648112537,72801.8952386944,2374360.40790042,711051.670857786,283689.749564403,111180.060759204
"170","Australia",1983,0.4198355769636,2.0963027,73.878784,14.771331,1.274438,14.534037,2.398459,6.0597401,0.33,11.63,19.13,2.6,4.15,5.13,6.92,9.54,56.49,12.29,15.76,18.9,24.38,0.09,0.37,1.5,5.6,35736.7454972959,1163.06151636264,9304.42551416958,14841.8747086325,18320.8002810597,24740.1217679568,34095.7755486985,43926.6064756809,56319.3170483908,67530.9129704844,87124.6923749861,3107443.03128695,1318125.4822726,536905.009107884,200180.946761938,0,4652.24606545057,13724.0459530013,15474.8668919464,20171.7461675444,28191.4013967853,37374.1847591204,47508.5881318364,59757.9394982222,67615.9159199591,2343057.00588866,704402.588263727,275664.098829321,104016.763614209
"171","Australia",1984,0.421656474409751,2.1304722,75.21212,14.806123,1.2954071,14.393096,2.3699505,6.073163,0.33,11.65,19.16,2.61,4.16,5.13,6.93,9.54,56.02,12.16,15.6,18.71,24.82,0.09,0.38,1.62,5.99,36689.4979921134,1195.97018175488,9567.76145403908,15261.4935007494,18838.0792016483,25437.5323306924,35017.9509637285,44631.0117952306,57245.6227007777,68640.6144848649,91059.1431578428,3195951.15332631,1411670.69523565,592951.197556866,219652.084763631,0,4783.88072701954,14112.421498015,15911.1398669541,20739.653804121,29053.2886697505,38157.6641390357,48096.7472548083,60552.0775551876,68854.8538935723,2441450.25149123,775479.576472055,306266.692825038,112188.57145834
"172","Australia",1985,0.426776199749684,2.202785,79.09375,15.242214,1.3384453,14.767078,2.4270525,6.0843673,0.32,11.49,18.91,2.57,4.1,5.07,6.85,9.44,55.78,12.07,15.53,18.74,25.31,0.11,0.46,1.81,6.33,37912.4479501514,1218.9529541442,9751.55701642206,15558.5375067899,19213.6643342018,25961.672774632,35783.4438261217,45773.9550586611,58866.9407135638,71037.0181693894,95958.6705308561,4293376.46979759,1755635.13028501,687267.898888151,239864.733604356,0,4875.81181657681,14383.5515954774,16232.7654469414,21169.5315728986,29666.2292168639,39080.5723381128,49440.073646781,62451.720272445,72001.495208962,3202933.11972799,911199.842187795,337240.27539883,117824.346948591
"173","Australia",1986,0.434399137851146,2.3134992,84.032257,15.844523,1.4050701,15.320336,2.5090189,6.1061063,0.31,11.26,18.54,2.52,4.02,4.97,6.72,9.28,55.4,11.93,15.41,18.79,26.05,0.14,0.53,1.98,6.75,38278.0405729704,1204.96344051592,9639.70752412738,15386.932806283,19017.2782095534,25725.9827783612,35528.9012948186,45654.3780255051,58987.2505307671,71907.6322341894,99727.1124186571,5233871.35277398,2036233.73027141,759173.998937515,258426.020286359,0,4819.85376206369,14218.6085681268,16072.4855908003,20979.0743373593,29430.5392205931,38912.5649411103,49468.7188413532,62859.3480528805,73841.7824183966,3847747.10822513,1016536.41648773,362978.648889262,123408.427855148
"174","Australia",1987,0.449959887364782,2.5627306,92.599998,17.077206,1.5554311,16.079445,2.6171129,6.1439633,0.3,10.84,17.86,2.42,3.87,4.79,6.49,8.98,54.36,11.6,15.1,18.67,27.78,0.22,0.79,2.64,7.96,38224.2808705989,1156.93277705882,9255.59544993372,14780.6539323259,18291.3556857087,24790.2175500924,34337.8607511994,44337.4318592314,57731.1254404106,71364.4394050227,106197.3957052,8540602.79985339,3000859.79147254,1010862.86931069,304085.594416926,0,4627.79772496686,13652.0332661815,15470.4701876633,20222.0417998746,28433.0202821652,37735.3140609247,48260.1580973329,61937.7055717031,74412.4213409673,6092883.51422167,1376545.6911843,437377.280566796,131917.982528305
"175","Australia",1988,0.462656877345854,2.7837582,98.26667,17.88015,1.6893983,16.154924,2.6246185,6.1551514,0.3,10.59,17.45,2.37,3.78,4.67,6.34,8.78,53.07,11.3,14.74,18.26,29.48,0.45,1.38,4,9.81,39739.3451965417,1174.85267784934,9398.88803952626,15009.5490219772,18575.8091294838,25179.1926456902,34875.724241841,44919.7953265572,58563.235034367,72555.9462657629,117140.726049289,18049080.4922895,5469408.13056214,1591374.39149909,389674.571279184,0,4699.41071139735,13863.3415387,15723.3473006773,20554.4592903752,28925.5843953438,38302.2224465279,48905.5409927176,62882.4640587329,75918.6256416122,12310308.3404355,2189805.88109474,576301.278136875,141446.573344185
"176","Australia",1989,0.44306560742092,2.458221,88.258064,16.342857,1.4934498,15.382463,2.5150187,6.1162415,0.31,11.13,18.32,2.49,3.97,4.91,6.64,9.16,54.32,11.67,15.09,18.4,27.36,0.19,0.73,2.59,8.04,40260.02157044,1252.32793665739,10018.7567267222,15990.3471607828,19759.8549162889,26725.7666856624,36873.6266381542,47001.2351042507,60750.6620319776,74086.065973039,110141.239447207,7693075.96247779,2919573.45606849,1044294.60927916,323725.539216401,0,5009.37836336111,14777.6561794056,16708.6753772292,21806.121059717,30638.567030761,40225.7139536849,50815.7757702935,64633.2183809465,77056.5726501755,5620375.7004148,1420486.22055687,469928.413960738,139457.730823364
"177","Australia",1990,0.438550458048646,2.382694,86.161293,16.053192,1.4476964,15.218906,2.493777,6.1027532,0.31,11.21,18.45,2.51,4,4.94,6.68,9.22,54.85,11.81,15.25,18.56,26.71,0.18,0.66,2.34,7.5,40535.3485219909,1270.2478374479,10161.7162326569,16217.0438982925,20036.514202471,27093.0247267705,37385.4429867546,47890.9015542778,61811.6000988538,75234.8715088471,108251.789089879,7275532.08169893,2693524.03333937,948299.832479801,303877.616980985,0,5080.85811632847,14988.5647515348,16939.7022022906,22103.3649159521,31007.2240232319,40887.7510319604,51836.5439480371,65795.3472630673,77325.104695107,5270665.83873504,1287154.83083499,431845.22732759,135105.526516874
"178","Australia",1991,0.446396961409123,2.5018382,90.73333,16.875458,1.5172799,16.143278,2.6303291,6.1373606,0.3,10.88,17.94,2.43,3.88,4.81,6.51,9.03,54.84,11.71,15.25,18.85,27.22,0.17,0.62,2.16,7.34,39069.8470443311,1187.70970704104,9501.67765632834,15173.5594150859,18778.323993436,25451.321994126,35271.2943938635,45753.7701889975,59565.8834611254,73648.8603637894,106366.069269518,6714857.35675177,2428472.4461652,842037.485461326,286959.498599721,0,4750.83882816417,14014.8946030064,15879.5635361931,20757.5737049115,29157.6104713785,38853.0095830928,49869.6849486324,63978.7756100692,76694.1110137399,4832522.93207239,1142082.24217509,395891.444518861,133117.683247027
"179","Australia",1992,0.449281935371115,2.5512466,92.099998,17.058823,1.5478991,16.198963,2.6347754,6.1481385,0.3,10.83,17.85,2.42,3.86,4.78,6.48,8.99,54.52,11.62,15.15,18.77,27.63,0.19,0.67,2.28,7.66,38478.0240011233,1163.59445021515,9308.62236825806,14865.6568818006,18400.8735923987,24947.1665696554,34575.8157163433,44713.9496260268,58292.1715536362,72210.9382129969,106301.717506828,7313048.4265632,2587811.14112283,879085.448085982,294579.053739193,0,4654.31118412903,13730.2413090367,15561.6684931733,20346.6817046295,28615.3502764537,38026.2293276614,48708.4220840219,62606.4043231349,75395.0181315251,5228369.87661456,1195059.46441768,406749.971763669,134376.006689525
"180","Australia",1993,0.453540099396387,2.6247673,93.966667,17.348148,1.5917561,16.281591,2.6432056,6.1597896,0.3,10.74,17.71,2.4,3.83,4.74,6.43,8.92,54.1,11.5,15.02,18.65,28.19,0.25,0.82,2.6,8.16,40038.3210877976,1200.76658642744,9606.26592488263,15341.2337284306,18994.0289702378,25760.3570118479,35710.5651217915,46063.471374035,60147.3809109409,74682.3523372616,112877.055379046,9908078.88950228,3269917.10933234,1042800.59584039,326802.899130965,0,4803.13296244131,14169.2455700385,16066.0237678386,21011.7831525569,29586.289138988,39226.2631300416,50165.6630869679,64618.1629996132,78202.6468999895,6932388.89771628,1422502.70902129,453662.873081867,142734.20814857
"181","Australia",1994,0.457291243892509,2.6892018,95.466667,17.623135,1.6309795,16.399878,2.6589916,6.1677055,0.3,10.65,17.56,2.38,3.8,4.7,6.38,8.85,53.79,11.42,14.93,18.59,28.64,0.32,0.97,2.91,8.57,41327.4214602779,1228.94546387869,9831.29724410326,15700.8974621405,19443.8251417528,26379.4262982651,36585.842357801,47197.1549117782,61716.4714061815,76815.4200819166,118375.134085155,13048319.4694732,4013379.55213067,1200590.58502265,354267.71183659,0,4915.64862205163,14501.1301266865,16449.3364412535,21518.8030964847,30318.2737854049,40197.1353758443,51431.7806870588,66372.6478587943,80616.0378510627,8932931.31510132,1638083.11253505,491636.541808325,148687.279131257
"182","Australia",1995,0.453372424781126,2.6208179,94,17.333334,1.5905246,16.165016,2.6283367,6.1502838,0.3,10.76,17.73,2.4,3.84,4.75,6.44,8.92,54.07,11.52,15.02,18.6,28.2,0.35,1.02,2.92,8.4,41991.7901241581,1261.52104561311,10092.3682150996,16117.1854176792,19948.9798171969,27044.0614290716,37473.5769226127,48391.2598250493,63079.982667818,78112.9807793054,118396.118355598,14759053.59035,4299592.27716956,1226312.43756365,352887.479775331,0,5046.21741591558,14886.3080685852,16875.2172061373,22062.8619431617,31035.6693676095,41190.6573103785,52699.8967890967,67732.4285834632,81572.1877991899,9929215.17932612,1666454.51234052,484379.181838362,146105.347849328
"183","Australia",1996,0.449095257775714,2.5536206,92.866669,16.912409,1.5494994,15.723564,2.568789,6.1210032,0.3,10.91,17.98,2.44,3.9,4.82,6.52,9.01,54.16,11.61,15.05,18.48,27.86,0.18,0.7,2.54,8.27,43186.4279712817,1317.14601646842,10537.3013652105,16822.5233714708,20798.8760784807,28152.2973753577,38922.0245169923,50146.7439352039,65010.2024648629,79828.0951501326,120328.936205174,7644197.53449482,3008079.91268956,1097020.95291069,357348.535821195,0,5268.65068260525,15542.4828744831,17594.9443739466,22975.8442492359,32249.4262166917,42726.5060565691,54482.8936093869,69549.9994874347,82841.9693195169,5657059.53598473,1500383.5304911,514508.064255933,153291.49453325
"184","Australia",1997,0.457836840464584,2.6999059,95.666664,17.630596,1.6371934,16.333241,2.6574428,6.146225,0.3,10.63,17.53,2.38,3.79,4.7,6.37,8.83,53.77,11.46,14.94,18.55,28.7,0.21,0.78,2.72,8.69,44552.0709683281,1323.27475577224,10585.7983457885,16905.1281186092,20923.6492166987,28365.4042996285,39325.7219102656,51035.6776011838,66563.3715612599,82637.7890372755,127855.161303726,9337191.08682242,3486789.81082169,1212360.22930505,386960.672252029,0,5292.89917289427,15614.0958609136,17706.993716436,23149.9803855422,32531.3482246674,43358.2991387148,55700.7806958261,71644.9624616356,86450.1979679083,6803416.90690789,1669506.22481343,554470.642119943,162855.059133201
"185","Australia",1998,0.459565003676335,2.7295005,96.533333,17.764046,1.6558033,16.311113,2.6521637,6.150116,0.3,10.61,17.49,2.37,3.79,4.69,6.35,8.8,53.55,11.4,14.88,18.47,28.96,0.27,0.91,2.97,9.01,46073.7969674273,1365.11006319396,10921.0803557463,17440.5934069146,21586.9520128739,29265.6628099741,40567.5244033359,52541.1491177815,68542.0217221513,85094.5474805963,133413.12845151,12227987.0474898,4215147.8423723,1367301.28734527,414959.551294597,0,5460.57348623895,16108.6584760391,18269.6386312191,23886.1618860476,33583.1597993194,44681.5072777555,57312.5058992672,73742.5901050989,89068.035668149,8687529.93170328,1890055.43710102,591820.978089164,168894.332166529
"186","Australia",1999,0.470748479524804,2.9271846,103.96552,18.745174,1.7745733,16.860191,2.7324288,6.1704044,0.29,10.3,16.99,2.3,3.67,4.55,6.18,8.58,52.86,11.2,14.68,18.4,30.15,0.45,1.33,3.74,10.02,47733.4862175939,1372.23805347122,10978.2375114276,17533.1906637875,21720.5851763898,29485.5646408644,40972.4208977773,53444.5386145106,70079.7357368256,87826.7661089311,143921.584771954,21574563.6323887,6352127.78782182,1784491.1668126,478088.630493577,0,5489.08544734802,16192.8620247351,18393.2126682689,24071.9559503775,33869.8782119676,45329.5548424027,58556.1736608213,75827.8936532231,92547.0278573078,14603392.1389746,2467727.88742366,676115.858324075,177239.609979651
"187","Australia",2000,0.47479589187234,3.0048923,105.89655,19.054474,1.8203912,16.882732,2.7328227,6.1777635,0.29,10.22,16.87,2.28,3.65,4.52,6.13,8.52,52.42,11.09,14.55,18.26,30.71,0.51,1.48,4.07,10.59,49197.7219773539,1403.94761769533,11231.980641952,17938.5534753498,22224.6739841288,30173.9153281074,41926.7055774208,54556.704947959,71594.2671289159,89818.8728495983,151107.265138755,25143743.484623,7268403.09217068,2000640.41059717,521195.717937567,0,5615.99032097599,16567.1814393889,18823.8898378253,24638.0649352019,34694.2602650627,46332.669586282,59750.345190824,77460.536510375,94813.2624483577,16928982.2378474,2769907.04421671,738842.572464413,186419.99513965
"188","Australia",2001,0.461516017444685,2.7643733,97.76667,17.827715,1.6779176,16.082769,2.6199183,6.1386528,0.3,10.61,17.48,2.37,3.79,4.68,6.34,8.78,53.19,11.36,14.78,18.27,29.33,0.3,1.02,3.28,9.65,49265.3379598906,1459.97228894001,11679.9781617148,18651.6189700028,23073.1046773183,31255.9708988891,43275.6943915764,55949.261104557,72797.0322172903,89997.8720073087,144512.874881309,14618757.221493,5039148.58129595,1614348.57033004,475452.806275814,0,5839.95577249161,17227.9527997647,19532.8250951213,25522.0023463146,35849.4610071009,47628.0985482609,60962.2367714225,78187.2584349984,93922.6633640887,10392681.1041579,2249605.25619999,686136.88001967,182671.271804392
"189","Australia",2002,0.469195886432452,2.9027913,104,18.544062,1.7606539,16.503485,2.6796527,6.1588149,0.29,10.39,17.13,2.32,3.71,4.59,6.22,8.63,52.7,11.2,14.64,18.24,30.16,0.31,1.09,3.55,10.17,50642.439034766,1469.63171501668,11756.5874030125,18775.1930070526,23243.5768933886,31522.1713582158,43722.959127292,56709.8909455461,74117.4424536053,92358.7023571785,152748.301704083,15704144.9611875,5524801.07534141,1795369.61246015,514788.387462351,0,5878.32700987204,17341.0013932275,19683.5121419174,25741.1047764261,36203.5289353595,48221.7202432209,61956.8245736617,79915.8293856014,97012.8803078444,11247008.044258,2507972.58714584,756197.16367088,193697.539979277
"190","Australia",2003,0.468494319570162,2.8902671,104.44827,18.368822,1.7549247,16.096275,2.6193721,6.1450891,0.29,10.48,17.26,2.34,3.74,4.62,6.27,8.67,52.45,11.19,14.57,18.02,30.29,0.35,1.24,3.96,10.69,51355.1714457611,1502.87346406674,12023.0543292655,19199.5415871104,23751.1297711689,32175.6148781196,44542.5447757146,57459.8621094851,74804.9937400695,92558.2194682104,155533.547250743,18188405.0562665,6342949.60101396,2032895.63246951,548962.704137563,0,6011.56047299853,17734.0401094507,20115.3884126419,26283.6980550087,36941.5757043487,48982.5499344047,62596.0787297426,80352.6352944616,96763.7337317978,12990357.250591,2851288.04199632,821784.600114738,194887.781122117
"191","Australia",2004,0.471341830827697,2.9424183,105.72414,18.545801,1.7856727,16.098108,2.6187847,6.1471677,0.29,10.42,17.17,2.33,3.72,4.6,6.23,8.63,52.16,11.12,14.49,17.93,30.66,0.43,1.42,4.32,11.17,52953.3068359633,1541.51116837342,12332.2225804505,19693.3048014572,24362.0051996039,33003.5942347192,45687.8196247499,58908.9092544487,76703.3707394272,94920.3821527114,162379.88198696,22724672.7244001,7502419.00997725,2286390.01611824,591394.564390428,0,6166.11129022525,18190.0316370011,20636.397870198,26964.6542850482,37904.120858706,50237.2094566668,64177.8264039802,82401.1664067629,99262.7271829298,15956102.1637554,3214768.24825752,882338.809405336,201181.330219823
"192","Australia",2005,0.477931956302964,3.0638506,111.39286,19.321569,1.8576534,16.759706,2.7165496,6.1694832,0.28,10.18,16.79,2.27,3.63,4.5,6.1,8.47,52.02,11.03,14.45,18.08,31.19,0.48,1.49,4.36,11.24,53337.1524432307,1515.79710999001,12126.5767301148,19366.7495833342,23985.2209658822,32547.4028569741,45195.3221283028,58807.585205741,77046.9132240989,96432.0490253445,166347.70775233,25413846.285468,7965448.52860057,2325379.39015085,599543.322845438,0,6063.32167342316,17886.7256581936,20321.7004302932,26587.6035844002,37407.5597416336,49957.1527171749,64393.6646142451,83313.6157789846,101619.493912174,17566052.6974676,3263138.32396193,879694.924563054,205313.299611764
"193","Australia",2006,0.490125965993045,3.3022313,116.28571,20.370968,2.0012293,17.337353,2.7971163,6.1982951,0.28,9.86,16.27,2.2,3.52,4.36,5.92,8.24,51.17,10.77,14.2,17.96,32.56,0.73,2.02,5.26,12.4,53765.697877377,1479.09129089866,11832.7303271893,18899.1667444918,23430.6366756182,31843.8635549347,44326.6399487181,57917.3192051298,76340.242935676,96539.8348970138,175047.653044295,39289403.4674682,10851103.8093267,2828178.6312003,666890.839953929,0,5916.36516359465,17453.3172026432,19862.1115992384,26017.2311287557,36671.3782411282,49135.4353333423,63650.0220398046,82981.3315219471,102574.111675475,26125443.3475071,3933131.43848803,958186.821311491,211182.566746144
"194","Australia",2007,0.479995966694751,3.101378,112.53571,19.392157,1.881194,16.617212,2.6960211,6.1636062,0.28,10.16,16.75,2.27,3.62,4.49,6.09,8.45,51.74,10.99,14.37,17.94,31.51,0.71,1.96,5.09,11.92,54380.3038427795,1542.71026954156,12341.5489228693,19709.5592839586,24403.2409564415,33101.5874468487,45938.8314692802,59740.885614942,78151.6851003437,97542.4833237722,171330.705889992,38881784.6136748,10681005.3131204,2770552.82681249,647977.217378688,0,6170.77446143467,18203.7546837031,20679.9652126404,27048.1250496969,38034.223335449,50772.541511509,65387.9193328265,84435.4415385096,102541.06977662,25784021.9395684,3846085.35385629,929578.798875509,203613.64032266
"195","Australia",2008,0.464037505251721,2.8084905,99.23333,17.902622,1.7050401,15.796938,2.5807018,6.1211791,0.3,10.6,17.46,2.37,3.78,4.68,6.33,8.76,52.76,11.31,14.67,18.03,29.77,0.49,1.5,4.29,10.62,55362.9672500689,1640.57024820796,13124.4287522006,20951.0953101028,25900.2521481307,35053.257831457,48472.1991538987,62626.9888931879,81206.1288592499,99815.9125218309,164838.972015885,27207501.1832577,8309366.19870437,2377536.22734424,588138.738252006,0,6562.21437610028,19358.5557253519,21933.9585675868,28638.6661325009,40168.4901812721,53344.6135171658,68179.4268522526,87062.1392640482,103662.895536145,18623128.3262478,3321598.83599623,864865.37394976,197621.598552009
"196","Australia",2009,0.472468314793147,2.956398,107.55173,18.467924,1.7925287,15.842376,2.5612485,6.185411,0.29,10.55,17.4,2.36,3.76,4.66,6.32,8.44,51.41,11.15,14.07,17.75,31.19,0.52,1.64,4.89,11.27,54880.9951972088,1616.45499138207,12931.7065477881,20652.5191192363,25578.1602510224,34709.315646396,46342.9285629428,61199.5921859823,77191.2050646648,97409.2498606457,171178.819742028,28350177.5800616,9027019.854127,2684293.55239724,618638.809097847,0,6465.81996552827,19074.23551504,21644.8419526023,28319.1722879236,39993.7544943817,50771.3424103409,63413.5992594867,83182.8471349259,102433.950072266,19665107.2713211,3753260.26776143,951137.771861126,208073.896967745
"197","Australia",2010,0.475650837919645,3.0134487,108.17242,18.778625,1.8259604,16.044374,2.6326752,6.0943236,0.29,10.41,17.18,2.33,3.71,4.6,6.24,8.39,51.45,11.04,14.19,17.83,31.37,0.6,1.77,4.93,11.49,54885.9914520761,1595.80380459746,12766.2972033166,20388.5836287827,25253.9366185041,34274.9079398721,46039.222883746,60609.8342614529,77886.4172752588,97878.0984173878,172166.612637647,32837726.3006676,9703917.92611309,2703880.60351185,630499.918152682,0,6383.14860165829,18830.2850440554,21378.8413434703,27974.5639355469,38900.9736298183,50597.139657303,64988.685260568,84314.5987874539,102413.63196914,22256947.1259019,3765450.13038653,935833.110718324,208453.678954387
"198","Australia",2011,0.467760676156498,2.869606,101.96667,18.085821,1.7400455,15.702606,2.5724123,6.1042337,0.3,10.66,17.58,2.38,3.8,4.71,6.39,8.57,51.83,11.07,14.3,17.88,30.59,0.5,1.65,5.07,10.94,55097.4995747894,1639.50438050295,13115.8351938289,20947.0316894774,25949.4152960244,35226.1948665952,47237.9909682265,61012.0660866318,78775.7506416281,98524.8136474037,168546.392977575,27741801.9444786,9115175.64027312,2793103.58969762,602729.201415719,0,6557.88428854867,19345.8319296233,21948.4143983361,28724.6017162175,40030.8600138625,51430.6482026223,69474.0564134526,85514.8324400288,102975.877183533,19425825.3008845,3899928.66022593,964600.880076594,195495.525564169
"199","Australia",2012,0.480103778039222,3.0983448,109.72414,19.306202,1.8750737,16.503263,2.6870322,6.141818,0.29,10.27,16.97,2.29,3.66,4.54,6.19,8.38,51.21,10.79,14.04,17.99,31.82,0.58,1.81,5.37,11.65,55319.8662247475,1584.74542715796,12678.0966507268,20251.1533115678,25136.2248538319,34219.4828192115,46376.90309604,59696.4522549893,77687.1000144216,99517.3363309645,176051.0342551,31823734.9097925,10007722.6643897,2968127.52718548,644712.731065163,0,6339.04832536342,18700.1159505808,21266.6587675178,27893.6246066976,38933.2827446265,50908.3064104349,65627.8727999173,85086.6867062719,104614.981863647,22000563.3081384,4130762.96293304,1014140.01280321,203639.887314896
