,dataset,variable,eq,pop,mean,median,gini,fgt0_40,fgt0_50,fgt0_60,fgt1_40,fgt1_50,fgt1_60,fgt2_40,fgt2_50,fgt2_60,meanpoor_40,meanpoor_50,meanpoor_60,meangap_40,meangap_50,meangap_60
2015,rs10,hcexp,1,7456107,  8937.36,  7864.09,    0.282,     4.13,     9.20,    16.84,     0.66,     1.83,     3.69,   0.0018,   0.0055,   0.0122,  2697.28,  3215.79,  3760.31,   513.84,   798.11,  1056.36
2016,rs13,dhi,1,7096115,  8562.04,  7410.78,    0.348,    10.70,    15.55,    22.19,     4.66,     6.37,     8.49,   0.0316,   0.0400,   0.0505,  1674.30,  2188.17,  2745.29,  1290.01,  1517.22,  1701.18
2017,rs13,dhci,1,7096115,  8143.00,  7023.65,    0.369,    14.21,    19.60,    26.92,     6.63,     8.65,    11.14,   0.0465,   0.0573,   0.0700,  1582.44,  2069.13,  2605.95,  1381.87,  1636.26,  1840.52
2018,rs13,mi,1,7096115,  5707.69,  4411.37,    0.538,    38.10,    43.68,    50.45,    28.79,    31.23,    33.89,   0.2588,   0.2738,   0.2897,   723.98,  1055.90,  1459.12,  2240.34,  2649.49,  2987.34
2019,rs13,hcexp,1,7096115,  8738.82,  7771.31,    0.269,     2.73,     6.95,    12.93,     0.55,     1.39,     2.77,   0.0017,   0.0045,   0.0094,  2369.39,  2965.13,  3493.78,   594.92,   740.26,   952.69
2020,rs16,dhi,1,6733692,  9581.88,  8493.76,    0.328,    10.15,    14.88,    21.52,     4.21,     5.85,     7.88,   0.0269,   0.0353,   0.0455,  1989.55,  2577.81,  3228.91,  1407.96,  1669.07,  1867.34
2021,rs16,dhci,1,6733692,  9139.34,  8046.72,    0.341,    12.24,    17.93,    24.91,     5.45,     7.37,     9.73,   0.0362,   0.0462,   0.0582,  1884.26,  2501.45,  3106.43,  1513.25,  1745.43,  1989.83
2022,rs16,mi,1,6733692,  6672.74,  5678.17,    0.502,    34.65,    40.08,    46.34,    26.24,    28.46,    30.90,   0.2356,   0.2493,   0.2639,   825.27,  1231.16,  1698.25,  2572.23,  3015.72,  3398.01
2023,rs16,hcexp,1,6733692,  9903.49,  8930.80,    0.269,     3.75,     7.87,    13.66,     0.68,     1.67,     3.20,   0.0021,   0.0055,   0.0112,  2786.16,  3343.78,  3903.96,   611.34,   903.10,  1192.29
2024,ru00,dhi,1,135288657,  5684.44,  4182.23,    0.427,    10.97,    17.08,    23.89,     4.96,     6.75,     9.05,   0.0330,   0.0421,   0.0534,   915.97,  1264.79,  1558.08,   756.93,   826.33,   951.26
2025,ru00,dhci,1,135288657,  4927.51,  3491.43,    0.460,    18.55,    25.91,    34.07,     8.64,    11.33,    14.47,   0.0575,   0.0728,   0.0900,   893.48,  1176.41,  1443.49,   779.41,   914.71,  1065.85
2026,ru00,mi,1,135288657,  4759.84,  3263.40,    0.528,    29.16,    35.25,    41.10,    17.71,    20.60,    23.52,   0.1403,   0.1589,   0.1779,   656.99,   869.24,  1073.02,  1015.91,  1221.87,  1436.32
2027,ru00,hcexp,1,135288657,  7545.62,  5228.01,    0.457,     6.99,    11.53,    17.54,     2.25,     3.68,     5.48,   0.0112,   0.0178,   0.0264,  1134.62,  1423.46,  1725.19,   538.27,   667.65,   784.15
2028,ru04,dhi,1,108742992,  8729.22,  6932.89,    0.385,    10.37,    16.33,    23.96,     3.90,     5.80,     8.20,   0.0245,   0.0331,   0.0444,  1729.98,  2235.96,  2735.88,  1043.18,  1230.48,  1423.85
2029,ru04,dhci,1,108742992,  8318.31,  6441.31,    0.400,    13.16,    19.73,    27.41,     5.14,     7.38,    10.06,   0.0329,   0.0436,   0.0569,  1689.25,  2169.60,  2633.24,  1083.91,  1296.84,  1526.49
2030,ru04,mi,1,108742992,  7150.51,  5365.15,    0.498,    28.72,    35.48,    41.49,    18.77,    21.45,    24.30,   0.1535,   0.1707,   0.1886,   960.48,  1370.98,  1724.02,  1812.68,  2095.46,  2435.71
2031,ru04,hcexp,1,108742992,  8186.64,  5961.62,    0.431,    16.07,    24.39,    31.57,     5.70,     8.58,    11.81,   0.0295,   0.0446,   0.0623,  1789.41,  2247.37,  2603.29,   983.74,  1219.08,  1556.45
2032,ru07,dhi,1,88501494, 11762.13,  9967.39,    0.348,    10.35,    16.04,    23.41,     3.78,     5.68,     8.01,   0.0223,   0.0313,   0.0426,  2529.58,  3219.16,  3935.18,  1457.38,  1764.53,  2045.26
2033,ru07,dhci,1,88501494, 11195.49,  9411.92,    0.365,    13.36,    19.91,    27.79,     5.08,     7.36,    10.15,   0.0309,   0.0422,   0.0560,  2472.15,  3142.51,  3795.40,  1514.81,  1841.19,  2185.04
2034,ru07,mi,1,88501494,  9538.63,  8007.26,    0.456,    27.22,    33.04,    39.25,    17.86,    20.38,    23.03,   0.1473,   0.1632,   0.1797,  1370.65,  1909.98,  2472.03,  2616.31,  3073.72,  3508.41
2035,ru07,hcexp,1,88501494,  9723.73,  7236.36,    0.418,    20.22,    29.73,    38.76,     7.09,    10.71,    14.62,   0.0363,   0.0553,   0.0773,  2588.36,  3188.48,  3724.39,  1398.60,  1795.22,  2256.05
2036,ru10,dhi,1,96611577, 14320.27, 12139.40,    0.331,     7.83,    12.43,    18.87,     3.29,     4.63,     6.42,   0.0208,   0.0275,   0.0360,  2814.62,  3809.30,  4803.26,  2041.14,  2260.40,  2480.38
2037,ru10,dhci,1,96611577, 13688.67, 11436.84,    0.345,     9.83,    15.44,    22.57,     4.17,     5.83,     8.01,   0.0265,   0.0349,   0.0453,  2797.62,  3776.48,  4697.01,  2058.14,  2293.22,  2586.63
2038,ru10,mi,1,96611577, 11077.83,  9014.42,    0.454,    27.07,    33.96,    40.21,    16.99,    19.64,    22.54,   0.1382,   0.1545,   0.1718,  1807.61,  2559.97,  3200.26,  3048.15,  3509.73,  4083.38
2039,ru10,hcexp,1,96611577, 11179.12,  8923.97,    0.376,    17.78,    26.73,    36.61,     5.62,     8.95,    12.77,   0.0268,   0.0434,   0.0634,  3320.46,  4036.68,  4743.29,  1535.30,  2033.02,  2540.35
2040,ru11,dhi,1,143518032, 19954.01, 15720.33,    0.364,     7.50,    13.49,    20.97,     2.13,     3.77,     5.99,   0.0101,   0.0170,   0.0267,  4504.19,  5664.10,  6737.02,  1783.94,  2196.07,  2695.18
2041,ru11,dhci,1,143518032, 19280.60, 14974.61,    0.376,     9.57,    16.26,    24.29,     3.07,     5.03,     7.56,   0.0151,   0.0242,   0.0360,  4270.27,  5427.92,  6495.87,  2017.86,  2432.25,  2936.33
2042,ru11,mi,1,143518032, 17795.24, 13456.52,    0.470,    23.77,    29.73,    35.63,    14.48,    16.87,    19.50,   0.1160,   0.1308,   0.1464,  2457.01,  3398.74,  4269.58,  3831.12,  4461.42,  5162.62
2043,ru11,hcexp,1,143518032,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2044,ru13,dhi,1,140651962, 22948.32, 18886.24,    0.351,     7.78,    13.71,    20.93,     2.07,     3.79,     6.03,   0.0090,   0.0163,   0.0263,  5540.95,  6831.43,  8066.69,  2013.55,  2611.69,  3265.05
2045,ru13,dhci,1,140651962, 22185.31, 18266.13,    0.356,     9.62,    15.89,    23.24,     2.75,     4.73,     7.20,   0.0126,   0.0215,   0.0332,  5390.99,  6629.67,  7818.83,  2163.50,  2813.45,  3512.91
2046,ru13,mi,1,140651962, 20529.49, 16113.52,    0.461,    24.03,    29.93,    35.84,    14.24,    16.77,    19.43,   0.1116,   0.1274,   0.1439,  3079.00,  4152.25,  5187.74,  4475.50,  5290.87,  6144.01
2047,ru13,hcexp,1,140651962,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2048,ru14,dhi,1,143362004, 22207.32, 18413.90,    0.340,     7.20,    12.96,    20.10,     1.91,     3.51,     5.67,   0.0082,   0.0150,   0.0244,  5410.41,  6714.26,  7931.58,  1955.14,  2492.69,  3116.76
2049,ru14,dhci,1,143362004, 21527.62, 17835.09,    0.348,     9.05,    15.24,    22.72,     2.59,     4.48,     6.89,   0.0118,   0.0203,   0.0315,  5253.66,  6497.30,  7698.38,  2111.90,  2709.65,  3349.96
2050,ru14,mi,1,143362004, 19802.93, 15654.65,    0.449,    23.15,    29.06,    35.24,    13.48,    15.99,    18.67,   0.1049,   0.1203,   0.1366,  3074.85,  4140.27,  5193.75,  4290.71,  5066.67,  5854.59
2051,ru14,hcexp,1,143362004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2052,ru15,dhi,1,144338673, 20498.69, 17234.12,    0.331,     6.86,    12.93,    20.15,     1.77,     3.38,     5.55,   0.0074,   0.0139,   0.0233,  5115.66,  6362.00,  7492.55,  1777.99,  2255.06,  2847.92
2053,ru15,dhci,1,144338673, 19859.68, 16619.15,    0.340,     8.86,    15.26,    22.75,     2.45,     4.37,     6.80,   0.0109,   0.0192,   0.0304,  4987.58,  6148.63,  7251.61,  1906.07,  2468.43,  3088.86
2054,ru15,mi,1,144338673, 18348.28, 14804.44,    0.439,    22.70,    28.74,    34.67,    12.86,    15.42,    18.15,   0.0991,   0.1145,   0.1309,  2987.06,  3992.66,  4927.08,  3906.59,  4624.40,  5413.39
2055,ru15,hcexp,1,144338673,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2056,ru16,dhi,1,144690376, 19777.15, 16621.66,    0.332,     6.62,    12.70,    20.17,     1.63,     3.21,     5.40,   0.0066,   0.0128,   0.0220,  5013.02,  6211.88,  7301.18,  1635.65,  2098.96,  2671.82
2057,ru16,dhci,1,144690376, 19203.26, 16041.17,    0.340,     8.44,    15.07,    22.92,     2.25,     4.14,     6.61,   0.0097,   0.0176,   0.0286,  4874.58,  6028.56,  7096.59,  1774.09,  2282.27,  2876.41
2058,ru16,mi,1,144690376, 17486.86, 13954.44,    0.445,    23.23,    29.22,    35.61,    13.50,    16.04,    18.76,   0.1051,   0.1205,   0.1370,  2786.21,  3749.69,  4719.84,  3862.46,  4561.14,  5253.16
2059,ru16,hcexp,1,144690376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2060,ru17,dhi,1,143424380, 19185.69, 16344.99,    0.318,     6.06,    11.50,    19.00,     1.48,     2.91,     4.94,   0.0062,   0.0118,   0.0201,  4937.09,  6106.86,  7256.13,  1600.91,  2065.64,  2550.87
2061,ru17,dhci,1,143424380, 18611.15, 15860.66,    0.326,     7.61,    13.84,    21.69,     2.05,     3.76,     6.08,   0.0091,   0.0162,   0.0262,  4776.47,  5955.06,  7057.60,  1761.53,  2217.43,  2749.39
2062,ru17,mi,1,143424380, 16872.24, 13808.67,    0.435,    22.87,    28.73,    35.04,    13.60,    16.04,    18.67,   0.1076,   0.1223,   0.1380,  2649.54,  3609.76,  4582.51,  3888.46,  4562.74,  5224.49
2063,ru17,hcexp,1,143424380,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2064,ru18,dhi,1,144385208, 19709.67, 16555.15,    0.321,     5.15,    10.98,    18.40,     1.14,     2.51,     4.51,   0.0042,   0.0092,   0.0170,  5152.49,  6388.65,  7495.40,  1469.57,  1888.93,  2437.69
2065,ru18,dhci,1,144385208, 19153.16, 16045.17,    0.327,     6.62,    13.03,    20.91,     1.59,     3.22,     5.49,   0.0063,   0.0126,   0.0220,  5029.37,  6234.70,  7326.83,  1592.69,  2042.88,  2606.26
2066,ru18,mi,1,144385208, 17376.25, 14098.87,    0.435,    21.74,    27.91,    34.17,    12.93,    15.29,    17.90,   0.1032,   0.1169,   0.1320,  2683.91,  3742.33,  4729.45,  3938.15,  4535.25,  5203.64
2067,ru18,hcexp,1,144385208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2068,ru19,dhi,1,142579430, 19941.69, 16614.75,    0.323,     5.13,    10.47,    17.78,     1.22,     2.50,     4.41,   0.0048,   0.0096,   0.0172,  5071.66,  6327.29,  7494.32,  1574.24,  1980.08,  2474.53
2069,ru19,dhci,1,142579430, 19380.32, 16144.61,    0.330,     6.72,    12.68,    20.26,     1.72,     3.29,     5.46,   0.0072,   0.0135,   0.0227,  4948.52,  6155.50,  7281.44,  1697.38,  2151.88,  2687.41
2070,ru19,mi,1,142579430, 17722.58, 14417.58,    0.439,    21.79,    27.26,    33.47,    13.14,    15.43,    17.91,   0.1055,   0.1190,   0.1337,  2637.95,  3606.07,  4634.53,  4007.95,  4701.31,  5334.31
2071,ru19,hcexp,1,142579430,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2072,se67,dhi,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2073,se67,dhci,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2074,se67,mi,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2075,se67,hcexp,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2076,se75,dhi,1,8207622, 14918.32, 14488.92,    0.216,     2.96,     6.66,    12.71,     1.26,     1.89,     3.18,   0.0081,   0.0107,   0.0151,  3318.21,  5184.05,  6518.14,  2477.36,  2060.41,  2175.22
2077,se75,dhci,1,8207622, 14918.32, 14488.92,    0.216,     2.96,     6.66,    12.71,     1.26,     1.89,     3.18,   0.0081,   0.0107,   0.0151,  3318.21,  5184.05,  6518.14,  2477.36,  2060.41,  2175.22
2078,se75,mi,1,8207622, 17357.35, 16575.00,    0.402,    21.40,    23.60,    25.86,    16.04,    17.32,    18.54,   0.1386,   0.1489,   0.1583,  1451.35,  1927.12,  2460.99,  4344.22,  5317.34,  6232.36
2079,se75,hcexp,1,8207622,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2080,se81,dhi,1,8186230, 15165.44, 14634.01,    0.198,     3.19,     5.41,     9.25,     1.18,     1.75,     2.64,   0.0065,   0.0094,   0.0132,  3693.12,  4952.03,  6271.68,  2160.49,  2364.98,  2508.72
2081,se81,dhci,1,8186230, 15165.44, 14634.01,    0.198,     3.19,     5.41,     9.25,     1.18,     1.75,     2.64,   0.0065,   0.0094,   0.0132,  3693.12,  4952.03,  6271.68,  2160.49,  2364.98,  2508.72
2082,se81,mi,1,8186230, 15812.60, 15575.27,    0.413,    25.23,    27.95,    30.32,    17.98,    19.70,    21.25,   0.1485,   0.1630,   0.1759,  1681.31,  2159.68,  2626.35,  4172.30,  5157.33,  6154.06
2083,se81,hcexp,1,8186230,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2084,se87,dhi,1,8214788, 16222.43, 15764.22,    0.212,     3.71,     6.71,    11.53,     1.44,     2.14,     3.28,   0.0084,   0.0118,   0.0164,  3864.04,  5361.02,  6767.61,  2441.64,  2521.09,  2690.92
2085,se87,dhci,1,8214788, 16222.43, 15764.22,    0.212,     3.71,     6.71,    11.53,     1.44,     2.14,     3.28,   0.0084,   0.0118,   0.0164,  3864.04,  5361.02,  6767.61,  2441.64,  2521.09,  2690.92
2086,se87,mi,1,8214788, 17368.49, 16903.55,    0.431,    26.35,    29.15,    32.15,    18.69,    20.50,    22.19,   0.1530,   0.1687,   0.1825,  1832.42,  2338.04,  2930.80,  4473.27,  5544.07,  6527.73
2087,se87,hcexp,1,8214788,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2088,se92,dhi,1,8621461, 19325.12, 18282.90,    0.229,     4.15,     6.67,    12.10,     1.75,     2.46,     3.53,   0.0105,   0.0143,   0.0189,  4235.41,  5771.74,  7769.00,  3077.75,  3369.71,  3200.74
2089,se92,dhci,1,8621461, 19325.12, 18282.90,    0.229,     4.15,     6.67,    12.10,     1.75,     2.46,     3.53,   0.0105,   0.0143,   0.0189,  4235.41,  5771.74,  7769.00,  3077.75,  3369.71,  3200.74
2090,se92,mi,1,8621461, 17899.17, 16685.98,    0.462,    31.46,    34.06,    37.60,    22.51,    24.56,    26.44,   0.1861,   0.2041,   0.2197,  2080.54,  2549.33,  3256.72,  5232.62,  6592.11,  7713.02
2091,se92,hcexp,1,8621461,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2092,se95,dhi,1,8522381, 18060.79, 17121.80,    0.221,     4.71,     6.59,    10.03,     2.18,     2.86,     3.74,   0.0137,   0.0178,   0.0224,  3673.77,  4846.51,  6446.76,  3174.96,  3714.39,  3826.32
2093,se95,dhci,1,8522381, 18060.79, 17121.80,    0.221,     4.71,     6.59,    10.03,     2.18,     2.86,     3.74,   0.0137,   0.0178,   0.0224,  3673.77,  4846.51,  6446.76,  3174.96,  3714.39,  3826.32
2094,se95,mi,1,8522381, 17666.94, 15776.56,    0.467,    31.25,    34.29,    37.71,    20.75,    23.15,    25.29,   0.1643,   0.1844,   0.2022,  2302.65,  2781.63,  3383.86,  4546.07,  5779.27,  6889.22
2095,se95,hcexp,1,8522381,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2096,se00,dhi,1,8682637, 21833.47, 19951.31,    0.253,     3.80,     6.61,    12.29,     1.35,     2.08,     3.26,   0.0073,   0.0108,   0.0156,  5140.47,  6831.60,  8791.84,  2840.06,  3144.06,  3178.95
2097,se00,dhci,1,8682637, 21833.47, 19951.31,    0.253,     3.80,     6.61,    12.29,     1.35,     2.08,     3.26,   0.0073,   0.0108,   0.0156,  5140.47,  6831.60,  8791.84,  2840.06,  3144.06,  3178.95
2098,se00,mi,1,8682637, 24165.55, 21571.07,    0.456,    26.10,    28.76,    31.28,    17.37,    19.37,    21.14,   0.1370,   0.1541,   0.1690,  2667.49,  3257.00,  3878.62,  5313.03,  6718.66,  8092.17
2099,se00,hcexp,1,8682637,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2100,se05,dhi,1,8882224, 24660.51, 22949.64,    0.237,     2.64,     5.60,    11.97,     0.91,     1.50,     2.66,   0.0049,   0.0074,   0.0114,  6027.85,  8395.29, 10709.92,  3152.00,  3079.53,  3059.87
2101,se05,dhci,1,8882224, 24660.51, 22949.64,    0.237,     2.64,     5.60,    11.97,     0.91,     1.50,     2.66,   0.0049,   0.0074,   0.0114,  6027.85,  8395.29, 10709.92,  3152.00,  3079.53,  3059.87
2102,se05,mi,1,8882224, 25859.59, 23450.70,    0.444,    26.38,    29.11,    32.40,    17.12,    19.26,    21.17,   0.1328,   0.1507,   0.1666,  3220.88,  3882.06,  4773.67,  5958.98,  7592.76,  8996.12
2103,se05,hcexp,1,8882224,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2104,si97,dhi,1,2011612, 17502.48, 16575.09,    0.229,     3.31,     7.32,    12.53,     0.86,     1.74,     3.09,   0.0039,   0.0071,   0.0122,  4898.73,  6314.38,  7495.72,  1731.31,  1973.17,  2449.34
2105,si97,dhci,1,2011612, 16234.06, 15202.35,    0.250,     6.17,    11.68,    19.04,     1.60,     3.06,     5.09,   0.0070,   0.0128,   0.0213,  4915.34,  6117.54,  7286.90,  1714.70,  2170.01,  2658.15
2106,si97,mi,1,2011612, 12940.78, 12620.08,    0.367,    23.43,    29.50,    36.34,    15.39,    17.65,    20.12,   0.1285,   0.1418,   0.1562,  2275.38,  3329.82,  4438.85,  4354.66,  4957.73,  5506.20
2107,si97,hcexp,1,2011612, 18684.53, 16228.90,    0.292,     5.34,    10.09,    15.97,     1.24,     2.57,     4.32,   0.0046,   0.0097,   0.0173,  5093.60,  6175.68,  7252.99,  1536.43,  2111.87,  2692.07
2108,si99,dhi,1,2009653, 17644.05, 16693.12,    0.232,     3.38,     7.50,    13.20,     0.90,     1.79,     3.20,   0.0042,   0.0074,   0.0127,  4894.17,  6355.22,  7587.26,  1783.07,  1991.34,  2428.61
2109,si99,dhci,1,2009653, 16291.76, 15108.87,    0.249,     5.87,    11.71,    18.11,     1.63,     3.00,     4.95,   0.0077,   0.0132,   0.0213,  4824.26,  6211.52,  7277.34,  1852.98,  2135.04,  2738.53
2110,si99,mi,1,2009653, 13032.31, 12762.74,    0.373,    23.87,    29.45,    37.22,    16.04,    18.15,    20.65,   0.1371,   0.1494,   0.1630,  2190.54,  3203.26,  4457.65,  4486.71,  5143.29,  5558.22
2111,si99,hcexp,1,2009653, 17151.06, 14839.95,    0.289,     6.82,    12.74,    20.76,     1.50,     3.12,     5.39,   0.0053,   0.0116,   0.0210,  5205.48,  6300.47,  7416.31,  1471.77,  2046.09,  2599.56
2112,si04,dhi,1,2011473, 19765.53, 18486.59,    0.231,     3.04,     7.14,    11.70,     0.83,     1.65,     2.94,   0.0038,   0.0068,   0.0117,  5383.14,  7105.30,  8299.52,  2011.49,  2137.99,  2792.44
2113,si04,dhci,1,2011473, 18767.75, 17401.28,    0.243,     4.26,     8.83,    15.13,     1.14,     2.17,     3.81,   0.0053,   0.0092,   0.0155,  5408.78,  6970.18,  8300.64,  1985.86,  2273.12,  2791.32
2114,si04,mi,1,2011473, 14495.94, 13970.82,    0.397,    25.49,    30.38,    37.80,    18.71,    20.52,    22.80,   0.1640,   0.1756,   0.1881,  1965.96,  2998.08,  4400.07,  5428.68,  6245.22,  6691.89
2115,si04,hcexp,1,2011473, 18065.46, 15665.31,    0.291,     7.14,    14.44,    24.90,     1.49,     3.35,     6.11,   0.0049,   0.0117,   0.0225,  5853.12,  7101.78,  8371.95,  1541.51,  2141.51,  2720.01
2116,si07,dhi,1,2007711, 21318.48, 20138.70,    0.230,     3.33,     7.75,    13.18,     0.85,     1.78,     3.22,   0.0037,   0.0070,   0.0124,  5988.23,  7753.19,  9131.88,  2067.24,  2316.16,  2951.34
2117,si07,dhci,1,2007711, 20309.91, 19062.64,    0.242,     4.95,    10.19,    16.49,     1.31,     2.56,     4.35,   0.0058,   0.0105,   0.0178,  5928.94,  7540.39,  8897.44,  2126.54,  2528.96,  3185.78
2118,si07,mi,1,2007711, 15811.17, 15172.65,    0.396,    25.68,    31.56,    37.79,    18.51,    20.49,    22.84,   0.1619,   0.1738,   0.1870,  2249.96,  3530.30,  4780.75,  5805.52,  6539.05,  7302.47
2119,si07,hcexp,1,2007711, 19616.40, 17073.22,    0.264,     4.00,    10.43,    20.06,     0.67,     1.95,     4.09,   0.0018,   0.0057,   0.0130,  6716.45,  8188.95,  9618.17,  1339.03,  1880.40,  2465.05
2120,si10,dhi,1,2000092, 22569.44, 21338.96,    0.253,     5.74,     9.84,    15.62,     2.15,     3.23,     4.79,   0.0128,   0.0178,   0.0246,  5338.25,  7171.50,  8880.37,  3197.34,  3497.98,  3923.00
2121,si10,dhci,1,2000092, 21572.35, 20202.92,    0.263,     7.16,    12.55,    18.60,     2.69,     4.10,     5.95,   0.0166,   0.0228,   0.0312,  5326.68,  7183.59,  8706.32,  3208.90,  3485.89,  4097.05
2122,si10,mi,1,2000092, 16679.90, 16189.27,    0.416,    27.80,    32.76,    38.93,    21.14,    22.95,    25.05,   0.1872,   0.1992,   0.2116,  2044.89,  3196.77,  4564.99,  6490.69,  7472.71,  8238.38
2123,si10,hcexp,1,2000092, 20196.70, 17975.18,    0.259,     4.86,    11.52,    21.93,     0.81,     2.19,     4.59,   0.0022,   0.0067,   0.0148,  7108.83,  8643.10, 10121.05,  1426.76,  2026.38,  2682.32
2124,si12,dhi,1,2022396, 23082.82, 21125.86,    0.271,     5.24,     9.99,    15.92,     1.61,     2.82,     4.52,   0.0079,   0.0129,   0.0202,  5854.00,  7585.47,  9072.53,  2596.34,  2977.46,  3602.98
2125,si12,dhci,1,2022396, 21757.56, 19980.86,    0.276,     6.90,    12.36,    19.52,     2.58,     3.99,     5.97,   0.0156,   0.0217,   0.0302,  5287.94,  7149.52,  8795.92,  3162.40,  3413.41,  3879.59
2126,si12,mi,1,2022396, 16566.06, 15079.94,    0.450,    31.53,    37.08,    42.86,    22.27,    24.73,    27.27,   0.1876,   0.2048,   0.2217,  2481.05,  3518.47,  4611.16,  5969.29,  7044.46,  8064.35
2127,si12,hcexp,1,2022396, 19323.21, 17018.26,    0.255,     4.72,    12.23,    23.10,     0.83,     2.28,     4.88,   0.0023,   0.0069,   0.0156,  6958.94,  8591.78, 10000.15,  1491.40,  1971.15,  2675.36
2128,si15,dhi,1,2025509, 23498.97, 21660.26,    0.263,     4.66,    10.09,    16.24,     1.18,     2.36,     4.18,   0.0048,   0.0093,   0.0165,  6472.49,  8291.48,  9648.94,  2191.61,  2538.65,  3347.21
2129,si15,dhci,1,2025509, 22405.02, 20422.08,    0.265,     6.00,    11.99,    18.28,     1.56,     3.02,     5.04,   0.0066,   0.0123,   0.0209,  6417.40,  8102.71,  9411.31,  2246.71,  2727.42,  3584.84
2130,si15,mi,1,2025509, 17142.31, 16029.03,    0.436,    30.17,    35.74,    41.01,    21.08,    23.49,    25.94,   0.1791,   0.1949,   0.2110,  2609.52,  3714.26,  4774.95,  6054.59,  7115.87,  8221.20
2131,si15,hcexp,1,2025509, 19154.73, 17185.93,    0.245,     5.42,    12.59,    24.05,     0.88,     2.47,     5.04,   0.0023,   0.0074,   0.0164,  7249.89,  8705.36, 10270.53,  1414.21,  2124.77,  2725.62
2132,sk92,dhi,1,5323577,  9615.21,  9053.04,    0.189,     0.66,     2.05,     6.25,     0.15,     0.36,     0.95,   0.0006,   0.0013,   0.0028,  2794.10,  3729.31,  4607.64,   827.12,   797.21,   824.19
2133,sk92,dhci,1,5323577,  9615.21,  9053.04,    0.189,     0.66,     2.05,     6.25,     0.15,     0.36,     0.95,   0.0006,   0.0013,   0.0028,  2794.10,  3729.31,  4607.64,   827.12,   797.21,   824.19
2134,sk92,mi,1,5323577,  7852.47,  7402.38,    0.402,    22.58,    28.17,    34.60,    17.63,    19.15,    21.19,   0.1653,   0.1719,   0.1810,   793.53,  1449.86,  2105.35,  2827.69,  3076.66,  3326.48
2135,sk92,hcexp,1,5323577,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2136,sk96,dhi,1,5370648,  9664.93,  8939.81,    0.250,     4.53,     7.67,    12.86,     1.92,     2.71,     3.96,   0.0121,   0.0161,   0.0213,  2060.12,  2889.40,  3714.54,  1515.80,  1580.51,  1649.34
2137,sk96,dhci,1,5370648,  9454.60,  8693.72,    0.252,     4.74,     8.13,    13.79,     2.06,     2.88,     4.21,   0.0134,   0.0174,   0.0229,  2025.11,  2884.69,  3725.62,  1550.81,  1585.22,  1638.26
2138,sk96,mi,1,5370648,  7098.46,  6654.49,    0.433,    27.91,    33.87,    40.33,    21.06,    22.98,    25.31,   0.1906,   0.2013,   0.2136,   877.52,  1436.35,  1997.60,  2698.40,  3033.55,  3366.28
2139,sk96,hcexp,1,5370648,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2140,sk04,dhi,1,5384822, 10590.17,  9514.27,    0.269,     4.58,     8.06,    14.30,     1.26,     2.24,     3.72,   0.0058,   0.0100,   0.0160,  2757.54,  3433.06,  4224.08,  1048.17,  1324.08,  1484.49
2141,sk04,dhci,1,5384822, 10173.70,  9160.55,    0.268,     5.07,     9.18,    15.76,     1.41,     2.52,     4.14,   0.0065,   0.0112,   0.0179,  2748.58,  3450.30,  4209.85,  1057.13,  1306.84,  1498.72
2142,sk04,mi,1,5384822,  9876.18,  9092.19,    0.453,    24.58,    28.28,    32.88,    20.42,    21.59,    23.07,   0.1913,   0.1980,   0.2057,   644.04,  1125.41,  1702.60,  3161.67,  3631.73,  4005.97
2143,sk04,hcexp,1,5384822,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2144,sk07,dhi,1,5405292, 13520.59, 12459.07,    0.248,     3.16,     6.63,    12.79,     1.01,     1.77,     3.05,   0.0055,   0.0084,   0.0131,  3390.69,  4568.31,  5693.10,  1592.94,  1661.22,  1782.34
