"survey_code","gini_coef","percentile_1","percentile_2","percentile_3","percentile_4","percentile_5","percentile_6","percentile_7","percentile_8","percentile_9","lisppp_2011","lisppp_2017"
"CH15",0.293,27037.68,34428.558,40328.438,46197.65,52345.855,59372.195,67523.989,77667.775,97293.086,1.50573670554201,1.3725347106469
"CH14",0.298,27003.792,34448.404,41277.562,46911.488,53438.099,59969.751,68089.964,79719.028,99123.136,1.52316026793972,1.3884169323434
"CH13",0.295,27436.078,34804.249,40671.656,46469.422,52587.234,59002.11,67047.232,78357.441,97930.056,1.52336139031761,1.38860026283121
"CH12",0.285,28360.95,36437.664,42782,49162.306,55200.818,62287.199,69740.271,80309.134,99250.06,1.52667921776214,1.39162458528732
"CH11",0.289,26836.921,35494.172,41598.773,47562.916,54321.993,61264.312,69166.689,80277.598,98763.673,1.537326,1.40132952116646
"CH10",0.294,27083.092,34195.214,40356.405,45902.337,52395.884,59243.939,67580.113,77901.935,95506.733,1.53377761763447,1.39809503937067
"CH09",0.296,26302.685,34020.617,39444.709,45558.636,51583.933,58327.256,66742.276,76885.267,95077.581,1.52329372062448,1.38853857940254
"CH08",0.305,26046.561,33271,39382.928,45161.071,51086.212,58467.812,67202.854,77779.683,96792.201,1.53064820877785,1.39524246742784
"CH07",0.306,25592.15,32244.595,38248.469,43908.42,49933.88,56160.506,63738.844,75191.478,95286.881,1.49439360467754,1.36219505457983
"CH06",0.299,24710.188,31923.895,37633.955,42749.455,48410.463,55008.201,62442.653,72805.247,91986.902,1.48352897130866,1.35229153933554
"CH04",0.268,24314.326,30787.852,35741.424,40605.075,45260.385,50354.2,56832.931,65880.106,79792.015,1.45097091853019,1.3226136697684
"CH02",0.273,24980.94,30846.374,35595.662,41216.64,46322.521,52393.705,59337.362,68786.319,84342.591,1.43028462037119,1.30375734372313
"CH00",0.28,23300.725,28954.86,33981.175,38459.286,42867.18,47943.72,54991.412,64218.222,77877.998,1.4072329016753,1.28274484935163
"CH92",0.307,20256.464,26253.5,30487,34734.547,39020,43598.083,50010.08,58659,73291.735,1.27884500414921,1.16571453114729
"CH82",0.309,15300,19225.764,22100,24850,28100,31254.12,35300,40700,51900,0.935825229188426,0.853039316523698
"TW16",0.303,217201.99,281587.598,334882.5,382900.256,433621.213,494547.5,571834.265,680303.899,862355,NA,NA
"TW13",0.308,196200.365,260925.371,311731.618,357966.405,404563.729,458225.588,531063.014,627727.544,809970.466,NA,NA
"TW10",0.317,179895.993,238356.5,288076,336440.5,384265.745,438949.088,508380.006,603726.5,786103,NA,NA
"TW07",0.307,201287.709,262454,309544.468,354071.526,405404.5,461464.057,534602.101,636723.816,837096.644,NA,NA
"TW05",0.305,212093.085,273416.922,321381.5,368628.328,416689.855,475352,549642.056,660119.914,840137.5,NA,NA
"TW00",0.289,222349,280785.826,328915.5,374666.603,423020.975,479582,548064.5,648838,818981.588,NA,NA
"TW97",0.287,211186.068,264261.16,307234.599,352329.5,397228.853,453106,517709.409,608472,763881.95,NA,NA
"TW95",0.291,195886.531,246714.322,288146.542,326599.3,369421.934,417542,480674.8,567847.333,706991.27,NA,NA
"TW91",0.271,155966.556,189465.17,218817.336,246104.98,276077.922,310451.206,355150,418561.515,522939.55,NA,NA
"TW86",0.269,87738.273,104562.593,119410.316,134000,150317.434,168100,190371.53,223694.452,281348.8,NA,NA
"TW81",0.267,63148.414,76661.146,87913.249,98575.632,109850,123798.436,139844.508,164194.472,207950,NA,NA
"UK18",0.314,10943.097,13751.813,16202.339,18688.171,21401.973,24787.161,28801.378,34188.276,44230.027,0.880434783634584,0.804823697506034
"UK17",0.307,10574.221,13243.124,15644.147,18055.542,20896.729,23982.757,27692.204,33224.311,41757.317,0.860700303623899,0.786784
"UK16",0.308,10327.642,12941.044,15137.68,17487.377,20164.169,23222.715,26989.491,31859.864,40274.91,0.839234728875432,0.767161872888171
"UK15",0.312,10181.539,12641.188,14804,17043.407,19655.536,22670.561,26473.663,31518.86,39444.411,0.83085623034458,0.759502913596136
"UK14",0.311,10088.064,12450.5,14605.501,16845.628,19336.077,22294.977,26031.136,30818.067,39275.073,0.827809503606094,0.756717837489946
"UK13",0.302,9827.031,12095.052,13990.967,16070.706,18608.3,21373.968,24889.558,29632.114,37412.043,0.815968815599684,0.745894018986327
"UK12",0.309,9518.534,11765.832,13733.737,15762.925,18056.754,20628.667,24051.961,28432.841,36634.572,0.79768845516873,0.729183562349155
"UK11",0.311,9291.549,11336.762,13294.716,15267.001,17530.049,20281.221,23440.59,28227.932,35788.312,0.777677,0.710890676106194
"UK10",0.318,8953.553,11034.364,12952.377,15054.843,17256.689,19785.405,22934.244,27218.325,35417.222,0.748802339773841,0.684495750281577
"UK09",0.33,8674.809,10798.477,12719.361,14829.531,17099.221,19806.163,23113.309,27870.921,35910.109,0.730591223132403,0.667848590828641
"UK08",0.331,8457.712,10589.736,12573.804,14698.094,16951.772,19703.028,22991.926,27620.18,35436.686,0.716534733861634,0.654999262429606
"UK07",0.332,7996.263,10106.265,12089.887,14165.989,16444.689,19110.511,22222.162,26586.71,34173.696,0.6921609199537,0.632718653580048
"UK06",0.337,7682.616,9725.696,11630.723,13621.064,15691.24,18250.075,21329.804,25473.809,33153.109,0.676027116997597,0.617970409654063
"UK05",0.333,7542.329,9458.927,11167.82,13000,15144.236,17530.212,20483.191,24481.582,31423.024,0.659824070251983,0.603158868543846
"UK04",0.33,7351.523,9206.66,10899.185,12712.114,14618.547,16870.237,19718.6,23517.048,30512.012,0.646321531297303,0.590815917618665
"UK03",0.33,6892.554,8707.155,10394.391,12181.604,14090.029,16322.768,19091.016,22597.115,28890.387,0.637458326239873,0.582713878037008
"UK02",0.333,6573.578,8360.261,10022.967,11784.4,13659.916,15774.342,18298.008,21740.303,28291.38,0.628802852550976,0.574801730008045
"UK01",0.345,6355.5,7947.441,9669.455,11380.729,13243.266,15362.923,18019.661,21736.446,28254.356,0.619385697177456,0.566193312952534
"UK00",0.351,5927.23,7444.449,9013.982,10743.547,12507.963,14661.92,17296.691,20639.37,26953.785,0.610037785593448,0.557648193081255
"UK99",0.339,5471.109,6818.916,8286.219,9830.405,11646.016,13513.395,15859.989,18928.481,24265.574,0.602905675273797,0.55112858310539
"UK98",0.338,5291.235,6532.419,7946.656,9512.518,11183.641,13135.509,15412.696,18339.953,23532.209,0.59251910684712,0.541634005470636
"UK97",0.334,5029.56,6254.15,7589.881,9067.147,10591.039,12399.028,14457.851,17291.836,21905.238,0.581924807051911,0.531949536283186
"UK96",0.329,4820.901,5910.518,7167.794,8531.368,10042.283,11761.866,13744.846,16413.653,20804.647,0.569391681150388,0.520492745937249
"UK95",0.334,4562.139,5549.96,6624.002,7927.137,9335.309,10943.509,12867.128,15431.29,19886.341,0.553604097141841,0.506060987932422
"UK94",0.337,4428.691,5418.727,6489.958,7756.052,9077.102,10674.201,12579.077,15151.279,19220.2,0.539062901344494,0.492768579243766
"UK91",0.336,3388.988,4304.615,5356.012,6502.195,7675.276,8960.702,10544.648,12685.48,15819.71,0.491630905529339,0.449410008045052
"UK86",0.303,2566.798,3125.141,3695.359,4323.5,5015.442,5812.763,6707.078,7912.103,9748,0.369017894563922,0.337326911509316
"UK79",0.267,1485,1860.8,2216,2554.662,2890.215,3274.612,3737,4302.937,5170,0.213744215315137,0.195388020655318
"UK74",0.268,691.169,882.8,1040.666,1189.141,1335.25,1491.873,1691.75,1948.846,2354.98,0.103792223530469,0.0948786243647949
"UK69",0.267,369.46,448,512.652,580.121,648.502,733.25,834.833,974.04,1193.96,0.0657147008408175,0.0600711710785391
"US19",0.386,16580.333,23030.919,29245.229,35763.962,42872,50628.138,60435.444,73687.598,98569.271,1.13656247800331,1.04299058112791
"US18",0.384,15437.203,21481.471,27123.916,33310.386,39827.931,46880,55642.132,67700,90473,1.11633219351899,1.02442583296928
"US17",0.379,14688.41,20095.831,25134,30873.838,37021.283,43994.063,52518.235,63509.107,84609,1.08971499701772,1
"US16",0.378,14156.985,19537.163,24579,30013.56,35952,42228.5,49422.521,60924.5,81700.5,1.06698700018894,0.979143173315064
"US15",0.376,13684.638,18782.524,23378,28406.211,33356,39413.381,46447,57149.077,76784.725,1.05369377646548,0.966944365590257
"US14",0.378,13024.907,18000,22496.633,27406.752,32258,37810.092,44736,55416.388,74877.711,1.0524452907638,0.965798666297233
"US13",0.374,12880.657,17667.62,21949.395,26737.5,32061.636,38009.111,45055.43,54855.5,71839.928,1.03564482248904,0.950381361478323
"US12",0.374,12577,17340.707,21636.053,26339.297,31669,37850,44802.958,54715.069,70804.723,1.0206933726526,0.936660847511497
"US11",0.374,12437,17024,21201.457,25757.145,30809,36644.395,43795.366,53247.825,69455.13,1,0.91767113670708
"US10",0.364,12089.715,16797.322,20872.378,25366.749,30315.293,35987,42555.5,51248.271,66325.202,0.969397651957752,0.889588245193244
"US09",0.365,12307.376,16919.5,20940.5,25337.333,30142,35679,42218.738,50681.5,65484,0.953755645044772,0.87523402692903
"US08",0.368,11651.256,16315.5,20622.769,25227,30038.443,35469.183,41962,50335,65178.251,0.957158787375847,0.878356992420363
"US07",0.369,11375.985,15996,20412.759,24920,29745,35093,41308.225,49563.211,64045.49,0.921771071437833,0.845882706910059
"US06",0.373,11064,15707.67,19816.5,23991.936,28630.167,33876.604,40054.83,48301.757,62496.219,0.896205270313826,0.822421709131764
"US05",0.37,10719.263,15083.276,19127.325,23297.145,27674.472,32530.801,38388.827,45940.338,59797,0.868197697896099,0.796719968314782
"US04",0.362,10331.537,14571.113,18427.91,22573,26706.716,31355.934,36909.56,43999.11,56354.996,0.839708513783357,0.770576266346185
"US03",0.368,9838.252,13896,17686.862,21638,25795.433,30575,36132,43322.311,55482.984,0.817813705186959,0.750484032453544
"US02",0.361,9811.202,13519.714,17268,21090.593,25023.095,29506,34584.5,41185.281,52615.816,0.799660648990284,0.733825496738834
"US01",0.359,9758.074,13392,16998.589,20646,24526,28732.577,33468.195,39874.458,51060.888,0.787175791973386,0.722368503808512
"US00",0.355,9592.611,13242.696,16756.646,20338.113,24045.166,28051.718,32668.5,38889.899,49897.857,0.765540312751227,0.702514248997511
"US99",0.355,9142.184,12625.496,15984.145,19434.765,23117.442,27132,31727,37701.448,48172.357,0.740533551663969,0.679566266125205
"US98",0.355,8661.409,12039.242,15314.5,18582.018,22104,25853.745,30182.5,36098.248,45663,0.724677412781975,0.66501554513358
"US97",0.358,8373.559,11481.315,14444.552,17563.573,20904.699,24509.735,28709.319,34322.896,44214,0.713600343796657,0.65485043864644
"US96",0.355,8036,11016.017,13748.5,16714.59,19999.509,23441.617,27468,32820.361,42225.589,0.697299640273112,0.639891753514864
"US95",0.354,7768.825,10663.877,13327.5,16173.653,19217.215,22473.5,26375,31495.5,40372.898,0.677442419617156,0.62166935526367
"US94",0.359,7216.732,10103.142,12694.688,15408.515,18325.379,21633.932,25513.536,30502.569,39153.55,0.658955939939318,0.604704846443996
"US93",0.361,6699.13,9480.669,12056.228,14756,17628,20781.868,24611.287,29523.961,37620.909,0.642210671774221,0.589338197172466
"US92",0.349,6618.761,9330.274,11917,14540.988,17355.5,20439.354,23840.812,28389.5,36096.398,0.623798286203307,0.572441682376117
"US91",0.344,6564,9174,11696,14286,16914,19830.345,23170.221,27473.79,34946.631,0.605459994739319,0.555613161603093
"US86",0.339,5134.953,7315.967,9467.686,11530.565,13585.643,15887.71,18522.662,22042.711,27755,0.487279894193616,0.447162694399161
"US79",0.309,3770.5,5171.5,6487.474,7675.644,8889.462,10187.5,11689.889,13711.5,16858.628,0.322642788605809,0.296079974570234
"US74",0.316,2274.76,3405.46,4235,4994.08,5792.033,6590,7540,8881.261,10973.714,0.219207415338221,0.201160318008046
"UY16",0.359,129951.146,168595,204000,241332.413,284964.033,332708.579,395419.106,484974.226,658179.307,25.2856962666839,23.3993247442661
"UY13",0.369,92427.413,120310.771,147078.211,175500,207846.097,244565.574,292252.5,360341.616,492146.32,19.4928750326168,18.0386613948446
"UY10",0.394,62579.564,81010,98450.477,116599.997,138042.315,164400,199258.448,253400,359464.803,15.3649767286482,14.2187138677072
"UY07",0.422,40644.498,52592.319,64234.667,76625.928,91484,110400,136221.261,177196.01,261000,12.4683029451039,11.5381386593172
"UY04",0.424,25625.098,34705.403,43277.331,52426.342,62864.893,76353.016,93815.956,120884.68,176943.937,10.352544303431,9.58022051402079
"VN13",0.348,23779902.887,31734057.546,39000500,46801797.196,54700000,63470769.967,73650000,88735849.623,117509779.679,8754.53052725817,7013.54849192947
"VN11",0.359,20006879.267,26342000,31769881.964,37643814.901,44242841.003,51706000,61147058.903,74315719.232,97215393.027,7528.38525390625,6031.24232416549
