country,year,ai_adoption_by_organizations,number_ai_bills_cumulative,relative_ai_hiring_rate,relative_ai_hiring_index,ai_job_postings,number_ai_publications_by_field,number_ai_publications_by_country,casp_median_accuracy_gdt_ts,...4,...5,mean_normalized_human_score,conference_attendance,total_corporate_investment_by_activity,new_cs_undergraduate_graduates_at_doctoral_institutions,number_ai_phds_employed_academia,number_ai_phds_employed_government,number_ai_phds_employed_industry,total_number_ai_phds_employed,share_ai_phds_employed_academia,share_ai_phds_employed_government,share_ai_phds_employed_industry,imagenet_training_cost_usd,imagenet_extra_training_data,top1_accuracy,top5_accuracy,number_mentions_AI_legislative_proceedings,number_patent_filings,female_new_cs_phds,female_new_ai_phds,new_international_ai_phds,share_new_cs_phds_by_specialty,number_new_cs_phds_by_specialty,total_private_investment_by_country,total_private_investment_by_focus_area
Cyprus,335,,,,1.548943848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,366,,,,1.483618018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,397,,,,1.489598724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,425,,,,1.003520232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,456,,,,0.978955591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,486,,,,0.97370056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,517,,,,0.952705215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,547,,,,0.905598164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,578,,,,1.00386476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,609,,,,0.995806128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,639,,,,0.977750385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,670,,,,0.961866918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,700,,,,0.936456558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-1126,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-1095,,,,0.969591617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-1064,,,,0.9475178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-1036,,,,0.936712246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-1005,,,,0.932613414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-975,,,,0.906880719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-944,,,,0.892551996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-914,,,,0.863632294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-883,,,,0.847102292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-852,,,,0.845975179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-822,,,,0.838972611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-791,,,,0.82457711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-761,,,,0.799379947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-730,,,,0.838486674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-699,,,,0.834426707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-671,,,,0.835071282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-640,,,,0.840763131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-610,,,,0.860285652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-579,,,,0.883464694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-549,,,,0.906486541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-518,,,,0.924701427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-487,,,,0.922762982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-457,,,,0.923063858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-426,,,,0.950140587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-396,,,,1.004274197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-365,,,,0.987170119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-334,,,,1.049713521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-306,,,,1.065737684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-275,,,,1.08166139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-245,,,,1.109226663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-214,,,,1.116007835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-184,,,,1.134851669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-153,,,,1.141025974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-122,,,,1.143620207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-92,,,,1.159859637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-61,,,,1.158957697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,-31,,,,1.135317993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,0,,,,1.159195487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,31,,,,1.130321498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,60,,,,1.132237121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,91,,,,1.119927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,121,,,,1.10681436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,152,,,,1.108753075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,182,,,,1.107584041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,213,,,,1.113276384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,244,,,,1.136050961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,274,,,,1.148242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,305,,,,1.142832703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,335,,,,1.145971719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,366,,,,1.141798509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,397,,,,1.152670549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,425,,,,1.150049177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,456,,,,1.150526363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,486,,,,1.139813551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,517,,,,1.103352976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,547,,,,1.105789907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,578,,,,1.098967817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,609,,,,1.08999615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,639,,,,1.067011597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,670,,,,1.06639324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,700,,,,1.065708009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-1126,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-1095,,,,0.962038221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-1064,,,,0.927035298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-1036,,,,0.886767465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-1005,,,,0.86833834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-975,,,,0.88259511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-944,,,,0.853833899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-914,,,,0.87402099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-883,,,,0.844259101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-852,,,,0.819023224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-822,,,,0.796092734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-791,,,,0.770347506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-761,,,,0.776775359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-730,,,,0.821525318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-699,,,,0.884681718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-671,,,,0.945375131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-640,,,,0.971703824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-610,,,,0.949201025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-579,,,,0.973649105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-549,,,,0.935071453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-518,,,,0.982691869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-487,,,,1.022094834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-457,,,,1.042369923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-426,,,,1.075418925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-396,,,,1.057083893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-365,,,,1.067814297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-334,,,,1.032480967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-306,,,,1.016001851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-275,,,,1.023996695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-245,,,,1.051575854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-214,,,,1.089389944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-184,,,,1.109884313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-153,,,,1.098101418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-122,,,,1.089858327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-92,,,,1.114713974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-61,,,,1.115971412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,-31,,,,1.149237402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,0,,,,1.124766101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,31,,,,1.142192705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,60,,,,1.157995963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,91,,,,1.151214741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,121,,,,1.141410594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,152,,,,1.111002727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,182,,,,1.10122449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,213,,,,1.098707969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,244,,,,1.106016565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,274,,,,1.098760538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,305,,,,1.120076271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,335,,,,1.110460399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,366,,,,1.126900211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,397,,,,1.14247854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,425,,,,1.125866362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,456,,,,1.121975104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,486,,,,1.134383632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,517,,,,1.148149129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,547,,,,1.184236511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,578,,,,1.184426981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,609,,,,1.187782163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,639,,,,1.192945687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,670,,,,1.167663337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,700,,,,1.158635449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-1126,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-1095,,,,0.976758522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-1064,,,,0.960660081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-1036,,,,0.94621998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-1005,,,,0.932086429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-975,,,,0.921333859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-944,,,,0.909256077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-914,,,,0.905937491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-883,,,,0.90339178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-852,,,,0.893727243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-822,,,,0.87831509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-791,,,,0.876650162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-761,,,,0.880805456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-730,,,,0.907715989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-699,,,,0.928930048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-671,,,,0.947649596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-640,,,,0.962764733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-610,,,,0.978826118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-579,,,,0.999352709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-549,,,,0.995930128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-518,,,,0.989105235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-487,,,,1.000977339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-457,,,,1.02793197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-426,,,,1.032744775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-396,,,,1.034359765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-365,,,,1.037455938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-334,,,,1.035076094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-306,,,,1.032294952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-275,,,,1.036973953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-245,,,,1.035338494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-214,,,,1.033851802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-184,,,,1.053487637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-153,,,,1.078102504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-122,,,,1.079321726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-92,,,,1.071215381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-61,,,,1.074246245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,-31,,,,1.066452066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,0,,,,1.059552677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,31,,,,1.06018656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,60,,,,1.088999899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,91,,,,1.131376944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,121,,,,1.187503001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,152,,,,1.205379698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,182,,,,1.206272782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,213,,,,1.203896599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,244,,,,1.226243332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,274,,,,1.228251094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,305,,,,1.234716743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,335,,,,1.252730302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,366,,,,1.272718942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,397,,,,1.28069905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,425,,,,1.247024378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,456,,,,1.18599989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,486,,,,1.107333895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,517,,,,1.074855875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,547,,,,1.060562909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,578,,,,1.059440828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,609,,,,1.042444626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,639,,,,1.047404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,670,,,,1.037664365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,700,,,,1.026479315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-1126,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-1095,,,,0.98239115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-1064,,,,0.97389099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-1036,,,,0.962833924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-1005,,,,0.964028463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-975,,,,0.962097184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-944,,,,0.959110487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-914,,,,0.949667676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-883,,,,0.945315504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-852,,,,0.937450269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-822,,,,0.933251163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-791,,,,0.941051352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-761,,,,0.939678052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-730,,,,0.967879667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-699,,,,0.975947275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-671,,,,1.003014371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-640,,,,1.000529808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-610,,,,1.015693922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-579,,,,1.02273361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-549,,,,1.044418419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-518,,,,1.058597567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-487,,,,1.083137573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-457,,,,1.098729583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-426,,,,1.094118921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-396,,,,1.102137285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-365,,,,1.089516679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-334,,,,1.096636358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-306,,,,1.086811377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-275,,,,1.096493957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-245,,,,1.084936561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-214,,,,1.090046356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-184,,,,1.086239755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-153,,,,1.08275899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-122,,,,1.067392999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-92,,,,1.063394104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-61,,,,1.07268537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,-31,,,,1.085558176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,0,,,,1.105432099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,31,,,,1.106831637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,60,,,,1.117002331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,91,,,,1.136916181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,121,,,,1.159799423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,152,,,,1.167983786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,182,,,,1.18052909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,213,,,,1.194248823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,244,,,,1.211983051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,274,,,,1.22113241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,305,,,,1.22502989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,335,,,,1.21449419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,366,,,,1.211379706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,397,,,,1.225147111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,425,,,,1.223094595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,456,,,,1.198479546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,486,,,,1.180224655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,517,,,,1.173487019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,547,,,,1.155895503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,578,,,,1.147408598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,609,,,,1.140720723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,639,,,,1.139113543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,670,,,,1.133391352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,700,,,,1.131043606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-1126,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-1095,,,,1.030883104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-1064,,,,1.018599112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-1036,,,,1.000364688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-1005,,,,0.991638497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-975,,,,1.008151339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-944,,,,1.045068837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-914,,,,1.125138744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-883,,,,1.110612951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-852,,,,1.105229713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-822,,,,1.097357906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-791,,,,1.079522136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-761,,,,1.137733764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-730,,,,1.100585883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-699,,,,1.140360793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-671,,,,1.155395698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-640,,,,1.201948721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-610,,,,1.190448136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-579,,,,1.178356941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-549,,,,1.10352216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-518,,,,1.146103733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-487,,,,1.158220286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-457,,,,1.148968649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-426,,,,1.222254083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-396,,,,1.155773272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-365,,,,1.20027667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-334,,,,1.223944454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-306,,,,1.246124917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-275,,,,1.204968539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-245,,,,1.24065216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-214,,,,1.206568651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-184,,,,1.216512878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-153,,,,1.188025991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-122,,,,1.222727603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-92,,,,1.273374374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-61,,,,1.217740186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,-31,,,,1.246268844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,0,,,,1.198682328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
