object.internationalDesignator_s1,object.internationalDesignator@official_s1,object.nationalDesignator_s1,object.nameOfSpaceObjectIno_s1,object.nameOfSpaceObjectO_s1,object.launch.stateOfRegistry_s1,object.launch.stateOfRegistry@official_s1,object.launch.dateOfLaunch_s1,object.status.gsoLocation_s1,object.unRegistration.unRegistered_s1,en#object.status.objectStatus_s1,object.status@official_s1,object.status.dateOfDecay_s1,object.launch.dateOfLaunch@official_s1,object.functionOfSpaceObject_s1,object.remark_s1,object.status.webSite_s1,object.unRegistration.registrationDocuments.document@uri_s,object.unRegistration.registrationDocuments.document..document.symbol_s,object.unRegistration.decayDocuments.document@uri_s,object.unRegistration.decayDocuments.document..document.symbol_s,object.status.dateOfDecay@official_s1,object.status.gsoLocation@official_s1
2009-057A,true,,,DMSP 5D-3 F18 (USA 210),USA,true,2009-10-18,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e587.html'],['ST/SG/SER.E/587'],,,,
2009-056A,false,3279,,PROGRESS M-03M,Russian Federation,true,2009-10-15,,T,deorbited,false,2010-04-27,true,"Delivery to the International Space Station (ISS) of fuel, water, oxygen, air, food and other expendable materials required for manned operation of the ISS",------,,['/osoindex/data/documents/ru/st/stsgser.e593.html'],['ST/SG/SER.E/593'],['/osoindex/data/documents/ru/st/stsgser.e598.html'],['ST/SG/SER.E/598'],,
2009-055A,true,,,WORLDVIEW 2,USA,true,2009-10-08,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e587.html'],['ST/SG/SER.E/587'],,,,
2009-054A,false,,,AMAZONAS 2,Brazil,true,2009-10-01,-061.0 degrees East,T,in GSO,true,,true,Telecommunications service,Mentioned by France in ST/SG/SER.E/588. Date of launch is 30/09/2009 using UTC.,,['/osoindex/data/documents/br/st/stsgser.e678.html'],['ST/SG/SER.E/678'],['/osoindex/data/documents/fr/st/stsgser.e588.html'],['ST/SG/SER.E/588'],,
2009-053A,false,3278,,SOYUZ TMA-16,Russian Federation,true,2009-09-30,,T,recovered,false,2010-03-18,true,"Delivery to the International Space Station of the crew of Expedition 21 and Visiting Crew 17, consisting of the Russian cosmonaut Maksim Suraev, the American astronaut Jeffrey Williams and the Canadian spaceflight participant Guy Laliberté",------,,['/osoindex/data/documents/ru/st/stsgser.e593.html'],['ST/SG/SER.E/593'],['/osoindex/data/documents/ru/st/stsgser.e596.html'],['ST/SG/SER.E/596'],,
2009-054B,true,D-R042,,COMSATBW 1,Germany,true,2009-09-30,+063 degrees East,T,in GSO,true,,true,Communications satellite,Mentioned by France in ST/SG/SER.E/588.,,['/osoindex/data/documents/de/st/stsgser.e592.html'],['ST/SG/SER.E/592'],,,,true
2009-052A,true,,,STSS DEMO 1 (USA 208),USA,true,2009-09-25,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e587.html'],['ST/SG/SER.E/587'],,,,
2009-052B,true,,,STSS DEMO 2 (USA 209),USA,true,2009-09-25,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e587.html'],['ST/SG/SER.E/587'],,,,
2009-051F,false,,RUBIN 9.1/RUBIN 9.2/PSLV,,(for Germany & India),false,2009-09-23,,F,in orbit,false,,false,------,Not registered with the United Nations.,,,,,,,
2009-051E,false,,ITUPSAT 1,,(for Turkey),false,2009-09-23,,F,in orbit,false,,false,------,Not registered with the United Nations.,,,,,,,
2009-051D,true,D-R040,,UWE 2,Germany,true,2009-09-23,,T,in orbit,true,,true,Evaluation of a newly developed system for the determination of the position of pico- satellites in orbit and performance of communication tests,------,,['/osoindex/data/documents/de/st/stsgser.e581.html'],['ST/SG/SER.E/581'],,,,
2009-051C,true,D-R041,,BEESAT,Germany,true,2009-09-23,,T,in orbit,true,,true,University satellite for educational training and verification of technological components developed for the mission,------,,['/osoindex/data/documents/de/st/stsgser.e581.html'],['ST/SG/SER.E/581'],,,,
2009-051B,false,,SWISSCUBE,,(for Switzerland),false,2009-09-23,,F,in orbit,false,,false,------,Not registered with the United Nations.,,,,,,,
2009-051A,true,,,OCEANSAT 2,India,true,2009-09-23,,T,in orbit,true,,true,Remote sensing satellite for ocean surface parameters study,------,,['/osoindex/data/documents/in/st/stsgser.e586.html'],['ST/SG/SER.E/586'],,,,
2009-049A,false,3273,,METEOR M,Russian Federation,true,2009-09-17,,T,in orbit,true,,true,To provide hydrometeorological and oceanographic data,------,,['/osoindex/data/documents/ru/st/stsgser.e593.html'],['ST/SG/SER.E/593'],,,,
2009-049G,false,3276,,BLITS,Russian Federation,true,2009-09-17,,T,in orbit,true,,true,Scientific research and high-resolution measurement of the orbits of space objects,------,,['/osoindex/data/documents/ru/st/stsgser.e593.html'],['ST/SG/SER.E/593'],,,,
2009-049D,false,3277,(TATIANA 2),UNIVERSITETSKY TATYANA,Russian Federation,true,2009-09-17,,T,in orbit,true,,true,Implementation of an international research and educational programme of near-Earth space exploration,------,,['/osoindex/data/documents/ru/st/stsgser.e593.html'],['ST/SG/SER.E/593'],,,,
2009-049F,true,ZA-002,,SUMBANDILASAT,South Africa,true,2009-09-17,,T,in orbit,true,,true,Earth observation.,Mentioned by the Russian Federation in ST/SG/SER.E/593.,,['/osoindex/data/documents/za/st/stsgser.e687.html'],['ST/SG/SER.E/687'],['/osoindex/data/documents/ru/st/stsgser.e593.html'],['ST/SG/SER.E/593'],,
2009-050A,true,,,Nimiq 5 ,Canada,true,2009-09-17,-072.7 degrees East,T,in GSO,true,,true,Telecommunications,Mentioned by Russian Federation in ST/SG/SER.E/593.,,['/osoindex/data/documents/ca/st/stsgser.e815.html'],['ST/SG/SER.E/815'],['/osoindex/data/documents/ru/st/stsgser.e593.html'],['ST/SG/SER.E/593'],,true
2009-049C,false,,FREGAT/IRIS,,Russian Federation,false,2009-09-17,,F,decayed,false,2021-03-12,false,------,Not registered with the United Nations.,,,,,,,
2009-049B,false,3274,STERKH 2,STERKH,Russian Federation,true,2009-09-17,,T,in orbit,true,,true,Part of the International Satellite System for Search and Rescue (COSPAS-SARSAT),------,,['/osoindex/data/documents/ru/st/stsgser.e593.html'],['ST/SG/SER.E/593'],,,,
2009-049E,false,3275,,UgatuSat,Russian Federation,true,2009-09-17,,T,in orbit,true,,true,Intended for assignments on behalf of the Ufa State Aviation Technical University,------,,['/osoindex/data/documents/ru/st/stsgser.e593.html'],['ST/SG/SER.E/593'],,,,
2009-048A,true,2009-048A,,H-II Transfer Vehicle (HTV) 1,Japan,true,2009-09-10,,T,deorbited,true,2009-11-02,true,"An unmanned re-supply vehicle to transport various cargo including research materials, equipment for replacement and daily commodities to the International Space Station.",------,,['/osoindex/data/documents/jp/st/stsgser.e600.html'],['ST/SG/SER.E/600'],['/osoindex/data/documents/jp/st/stsgser.e600.html'],['ST/SG/SER.E/600'],,
2009-047A,true,,,USA 207,USA,true,2009-09-08,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e587.html'],['ST/SG/SER.E/587'],,,,
2009-046A,true,,,PALAPA D,China,true,2009-08-31,+113 degrees East,T,in GSO,true,,true,Communications,"Indonesia listed as other ""launching State"".",,['/osoindex/data/documents/cn/st/stsgser.e602.html'],['ST/SG/SER.E/602'],,,,true
2009-045A,true,,,STS 128,USA,true,2009-08-29,,T,recovered,false,2009-09-12,true,Reusable space transportation systems,------,,['/osoindex/data/documents/us/st/stsgser.e587.html'],['ST/SG/SER.E/587'],['/osoindex/data/documents/us/st/stsgser.e587.html'],['ST/SG/SER.E/587'],,
2009-044A,true,2009-044A,,JCSAT 12,Japan,true,2009-08-21,,T,in GSO,true,,true,Satellite Telecommunications and Broadcasting,Mentioned by France in ST/SG/SER.E/588.,,['/osoindex/data/documents/jp/st/stsgser.e600.html'],['ST/SG/SER.E/600'],['/osoindex/data/documents/fr/st/stsgser.e588.html'],['ST/SG/SER.E/588'],,
2009-044B,true,,,OPTUS D3,Australia,true,2009-08-21,+156 ± 0.05 degrees East,T,in GSO,true,,true,"Commercial telecommunications within Australia, New Zealand and nearby islands",Mentioned by France in ST/SG/SER.E/588.,,['/osoindex/data/documents/au/st/stsgser.e579.html'],['ST/SG/SER.E/579'],['/osoindex/data/documents/fr/st/stsgser.e588.html'],['ST/SG/SER.E/588'],,true
2009-043A,true,,,NAVSTAR 64 (USA 206),USA,true,2009-08-17,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e587.html'],['ST/SG/SER.E/587'],,,,
2009-042A,true,,,ASIASAT 5,China,true,2009-08-11,+100.5 degrees East,T,in GSO,true,,true,Fixed satellite telecommunication services and transmission of television signals,Mentioned by Russian Federation in ST/SG/SER.E/593.,,['/osoindex/data/documents/cn/st/stsgser.e583.html'],['ST/SG/SER.E/583'],['/osoindex/data/documents/ru/st/stsgser.e593.html'],['ST/SG/SER.E/593'],,true
2009-041D,true,,,APRIZESAT 4,USA,true,2009-07-29,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by Russian Federation in ST/SG/SER.E/593.,,['/osoindex/data/documents/us/st/stsgser.e587.html'],['ST/SG/SER.E/587'],,,,
2009-041F,true,,,APRIZESAT 3,USA,true,2009-07-29,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by Russian Federation in ST/SG/SER.E/593.,,['/osoindex/data/documents/us/st/stsgser.e587.html'],['ST/SG/SER.E/587'],,,,
2009-041A,true,,,DEIMOS 1,Spain,true,2009-07-29,,T,in orbit,true,,true,"Civilian Earth observation, maximum resolution 20 metres",Registered also by the United Kingdom in ST/SG/SER.E/575. Removed from United Kingdom registry in ST/SG/SER.E/594. Mentioned by Russian Federation in ST/SG/SER.E/593.,,['/osoindex/data/documents/es/st/stsgser.e589.html'],['ST/SG/SER.E/589'],"['/osoindex/data/documents/gb/st/stsgser.e575.html', '/osoindex/data/documents/gb/st/stsgser.e594.html']","['ST/SG/SER.E/575', 'ST/SG/SER.E/594']",,
2009-041C,true,,,UK DMC 2,United Kingdom,true,2009-07-29,,T,in orbit,true,,true,Disaster monitoring,Mentioned by Russian Federation in ST/SG/SER.E/593.,,['/osoindex/data/documents/gb/st/stsgser.e575.html'],['ST/SG/SER.E/575'],['/osoindex/data/documents/ru/st/stsgser.e593.html'],['ST/SG/SER.E/593'],,
2009-041E,true,ROLEU.ESP.14,,NanoSat 1B,Spain,true,2009-07-29,,T,in orbit,true,,true,Scientific research; technology demonstration,Mentioned by Russian Federation in ST/SG/SER.E/593.,,['/osoindex/data/documents/es/st/stsgser.e955.html'],['ST/SG/SER.E/955'],,,,
2009-041B,true,,,DUBAISAT 1,United Arab Emirates,true,2009-07-29,,T,in orbit,true,,true,Earth observation satellite,Mentioned by Russian Federation in ST/SG/SER.E/593.  Reported as non-functional in ST/SG/SER.E/577/Add.1., ,['/osoindex/data/documents/ae/st/stsgser.e577.html'],['ST/SG/SER.E/577'],['/osoindex/data/documents/ae/st/add.1'],,,
2009-040A,false,3272,,PROGRESS M-67,Russian Federation,true,2009-07-24,,T,deorbited,false,2009-09-27,true,"Delivery to the International Space Station of fuel, water, oxygen, air, food and other expendable materials required for manned operation of the Station",------,,['/osoindex/data/documents/ru/st/stsgser.e593.html'],['ST/SG/SER.E/593'],['/osoindex/data/documents/ru/st/stsgser.e593.html'],['ST/SG/SER.E/593'],,
2009-039B,false,3271,,STERKH,Russian Federation,true,2009-07-21,,T,in orbit,true,,true,Part of the International Satellite System for Search and Rescue (COSPAS-SARSAT),Part of COSPAS-SARSAT constellation.,,['/osoindex/data/documents/ru/st/stsgser.e593.html'],['ST/SG/SER.E/593'],,,,
2009-039A,false,3270,,COSMOS 2454,Russian Federation,true,2009-07-21,,T,in orbit,true,,true,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation,------,,['/osoindex/data/documents/ru/st/stsgser.e593.html'],['ST/SG/SER.E/593'],,,,
2009-038*,false,2009-038-J1,,KIBO Exposed Facility,Japan,true,2009-07-15,,T,in orbit,true,,true,A multipurpose platform where science experiments can be deployed and operated in the exposed environment.,International designator not assigned to this ISS flight element.,,['/osoindex/data/documents/jp/st/stsgser.e629.html'],['ST/SG/SER.E/629'],,,,
2009-038B,true,,,DRAGONSAT,USA,true,2009-07-15,,T,decayed,false,2010-03-17,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e587.html'],['ST/SG/SER.E/587'],['/osoindex/data/documents/us/st/stsgser.e595.html'],['ST/SG/SER.E/595'],,
2009-038A,true,,(ENDEAVOUR),STS 127,USA,true,2009-07-15,,T,recovered,false,2008-07-31,true,Reusable space transportation systems,------,,['/osoindex/data/documents/us/st/stsgser.e587.html'],['ST/SG/SER.E/587'],['/osoindex/data/documents/us/st/stsgser.e587.html'],['ST/SG/SER.E/587'],,
2009-038F,true,,,ANDE CASTOR SPHERE,USA,true,2009-07-15,,T,decayed,false,2010-08-18,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e587.html'],['ST/SG/SER.E/587'],['/osoindex/data/documents/us/st/stsgser.e611.html'],['ST/SG/SER.E/611'],,
2009-038E,true,,,ANDE POLLUX SPHERE,USA,true,2009-07-15,,T,decayed,false,2010-03-29,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e587.html'],['ST/SG/SER.E/587'],['/osoindex/data/documents/us/st/stsgser.e595.html'],['ST/SG/SER.E/595'],,
2009-037A,true,005,,RAZAKSAT,Malaysia,true,2009-07-14,,T,in orbit,true,,true,Optical remote sensing,Notification that Razaksat in no longer in operation in A/AC.105/INF/421/Add.1.,,['/osoindex/data/documents/my/a/aac.105inf.421.html'],['A/AC.105/INF.421'],['/osoindex/data/documents/my/a/aac.105inf421add.1.html'],['A/AC.105/INF/421/Add.1'],,
2009-036C,false,3269,,COSMOS 2453,Russian Federation,true,2009-07-06,,T,in orbit,true,,true,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation,------,,['/osoindex/data/documents/ru/st/stsgser.e593.html'],['ST/SG/SER.E/593'],,,,
2009-036B,false,3268,,COSMOS 2452,Russian Federation,true,2009-07-06,,T,in orbit,true,,true,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation,------,,['/osoindex/data/documents/ru/st/stsgser.e593.html'],['ST/SG/SER.E/593'],,,,
2009-036A,false,3267,,COSMOS 2451,Russian Federation,true,2009-07-06,,T,in orbit,true,,true,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation,------,,['/osoindex/data/documents/ru/st/stsgser.e593.html'],['ST/SG/SER.E/593'],,,,
2009-035A,true,,,TERRESTAR 1,USA,true,2009-07-01,-111.0 degrees East,T,in GSO,false,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by France in ST/SG/SER.E/588.,,['/osoindex/data/documents/us/st/stsgser.e587.html'],['ST/SG/SER.E/587'],['/osoindex/data/documents/fr/st/stsgser.e588.html'],['ST/SG/SER.E/588'],,
2009-034A,true,,,SIRIUS FM-5,USA,true,2009-06-30,-096.0 degrees East,T,in GSO,false,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by Russian Federation in ST/SG/SER.E/582.,,['/osoindex/data/documents/us/st/stsgser.e573.html'],['ST/SG/SER.E/573'],['/osoindex/data/documents/ru/st/stsgser.e582.html'],['ST/SG/SER.E/582'],,
2009-033A,true,,,GOES 14,USA,true,2009-06-27,-089.5 degrees East,T,in GSO,false,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e573.html'],['ST/SG/SER.E/573'],,,,
2009-032A,true,006,,MEASAT 3A,Malaysia,true,2009-06-21,+091.5 degrees East,T,in GSO,true,,true,Communication,Mentioned by Russian Federation in ST/SG/SER.E/582.,,['/osoindex/data/documents/my/a/aac.105inf.421.html'],['A/AC.105/INF.421'],['/osoindex/data/documents/ru/st/stsgser.e582.html'],['ST/SG/SER.E/582'],,
2009-031A,true,,,LRO,USA,true,2009-06-18,,T,selenocentric,false,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e573.html'],['ST/SG/SER.E/573'],,,,
2009-031B,true,,,LCROSS,USA,true,2009-06-18,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e573.html'],['ST/SG/SER.E/573'],,,,
2009-030A,false,3266,,SOYUZ-TMA 15,Russian Federation,true,2009-05-27,,T,recovered,false,2009-12-01,true,"Delivery to the International Space Station of the crew of Expedition 20, consisting of R. Romanenko (Russia), F. De Winne (Belgium) and R. Thirsk (Canada)",------,,['/osoindex/data/documents/ru/st/stsgser.e582.html'],['ST/SG/SER.E/582'],['/osoindex/data/documents/ru/st/stsgser.e593.html'],['ST/SG/SER.E/593'],,
2009-029A,false,3265,,MERIDIAN 2,Russian Federation,true,2009-05-22,,T,decayed,true,2021-04-23,true,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation,Date of Launch is 21/05/2009 using GMT/UTC.,,['/osoindex/data/documents/ru/st/stsgser.e582.html'],['ST/SG/SER.E/582'],['/osoindex/data/documents/ru/st/stsgser.e969.html'],['ST/SG/SER.E/969'],true,
2009-028E,true,,,AEROCUBE 3,USA,true,2009-05-19,,T,decayed,false,2011-01-06,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e573.html'],['ST/SG/SER.E/573'],,,,
2009-028A,true,,,TACSAT 3,USA,true,2009-05-19,,T,decayed,false,2012-04-30,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e573.html'],['ST/SG/SER.E/573'],['/osoindex/data/documents/us/st/stsgser.e667.html'],['ST/SG/SER.E/667'],,
2009-028D,true,,,CP6,USA,true,2009-05-19,,T,decayed,false,2011-10-06,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e573.html'],['ST/SG/SER.E/573'],,,,
2009-028C,true,,,HAWKSAT 1,USA,true,2009-05-19,,T,decayed,false,2011-09-04,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e573.html'],['ST/SG/SER.E/573'],['/osoindex/data/documents/us/st/stsgser.e645.html'],['ST/SG/SER.E/645'],,
2009-028B,true,,,PHARMASAT,USA,true,2009-05-19,,T,decayed,false,2012-08-14,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e573.html'],['ST/SG/SER.E/573'],['/osoindex/data/documents/us/st/stsgser.e711.html'],['ST/SG/SER.E/711'],,
2009-027A,false,,PROTOSTAR 2,,(for Unknown),false,2009-05-16,+107.7 degrees East,F,in GSO,false,,false,------,Not registered with the United Nations. State that bears international responsibility has not been identified. Mentioned by Russian Federation in ST/SG/SER.E/582.,,,,['/osoindex/data/documents/ru/st/stsgser.e582.html'],['ST/SG/SER.E/582'],,
2009-026B,true,,,PLANCK,ESA,true,2009-05-11,,T,in Sun L2,true,,true,"Planck is an ESA astronomy satellite launched on an Ariane 5 rocket from Kourou on 14 May 2009 at 1312 UTC. From its orbital position around the second Lagrangian point, Planck measures minute variations in the cosmic microwave background radiation. This radiation is expected to provide scientists with detailed information about the age of the universe and the size, mass and geometry of the early universe. Planck is expected to produce two all-sky maps before the end of the mission, which is nominally to last 15 months. Planck has a mass of approximately 1,900 kg, carries a mirror with a 1.5 m aperture and two cryogenically cooled instruments, the High Frequency Instrument (HFI) and the Low Frequency Instrument (LFI). The HFI detects emissions in six frequency bands between 100 and 857 GHz, while the LFI operates between 30 and 70 GHz.",Mentioned by France in ST/SG/SER.E/588.,,['/osoindex/data/documents/esa/st/stsgser.e591.html'],['ST/SG/SER.E/591'],['/osoindex/data/documents/fr/st/stsgser.e588.html'],['ST/SG/SER.E/588'],,
2009-026A,true,,,HERSCHEL,ESA,true,2009-05-11,,T,in Sun L2,true,,true,"Herschel is an ESA astronomy satellite launched on an Ariane 5 rocket from Kourou on 14 May 2009 at 1312 UTC. Herschel operates from an orbital position around the second Lagrangian point and makes infrared observations of stars, galaxies and star-forming regions using a 3.5 m diameter mirror, the largest yet carried into space. The 3,400 kg spacecraft carries three instruments: the Photodetector Array Camera and Spectrometer (PACS), the Spectral and Photometric Imaging Receiver (SPIRE) and the Heterodyne Instrument for the Far Infrared (HIFI), Herschel also carries 2,300 litres of liquid helium to cool the instruments to a few tenths of a degree above zero Kelvin (-273.15 degrees Celsius). The mission lifetime is nominally three years, but may continue until the helium has been depleted.",Mentioned by France in ST/SG/SER.E/588.,,['/osoindex/data/documents/esa/st/stsgser.e591.html'],['ST/SG/SER.E/591'],['/osoindex/data/documents/fr/st/stsgser.e588.html'],['ST/SG/SER.E/588'],,
2009-025A,true,,ATLANTIS,STS 125,USA,true,2009-05-07,,T,recovered,false,2009-05-24,true,Reusable space transportation systems,------,,['/osoindex/data/documents/us/st/stsgser.e573.html'],['ST/SG/SER.E/573'],['/osoindex/data/documents/us/st/stsgser.e573.html'],['ST/SG/SER.E/573'],,
2009-024A,false,3264,,PROGRESS M-02M,Russian Federation,true,2009-05-07,,T,deorbited,false,2009-07-13,true,"Delivery to the International Space Station of fuel, water, oxygen, air, food and other expendable materials required for manned operation of the Station",------,,['/osoindex/data/documents/ru/st/stsgser.e582.html'],['ST/SG/SER.E/582'],['/osoindex/data/documents/ru/st/stsgser.e593.html'],['ST/SG/SER.E/593'],,
2009-023A,true,,,STSS ATRR (USA 205),USA,true,2009-05-05,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e573.html'],['ST/SG/SER.E/573'],,,,
2009-022A,false,3263,,COSMOS 2450,Russian Federation,true,2009-04-29,,T,deorbited,false,2009-09-27,true,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation,------,,['/osoindex/data/documents/ru/st/stsgser.e572.html'],['ST/SG/SER.E/572'],['/osoindex/data/documents/ru/st/stsgser.e593.html'],['ST/SG/SER.E/593'],,
2009-021A,true,,,YAOGAN 6,China,true,2009-04-22,,T,in orbit,true,,true,Remote sensing,------,,['/osoindex/data/documents/cn/st/stsgser.e602.html'],['ST/SG/SER.E/602'],,,,
2009-019A,true,,,RISAT 2,India,true,2009-04-20,,T,in orbit,true,,true,Remote sensing satellite for disaster management applications,------,,['/osoindex/data/documents/in/st/stsgser.e570.html'],['ST/SG/SER.E/570'],,,,
2009-019B,true,,,ANUSAT,India,true,2009-04-20,,T,decayed,false,2012-04-18,true,Technology demonstration,------,,['/osoindex/data/documents/in/st/stsgser.e570.html'],['ST/SG/SER.E/570'],,,,
2009-020A,false,,,SICRAL 1B,Italy,true,2009-04-20,+011.8 degrees East,T,in GSO,true,,true,SICRAL-1B is a military communications satellite. Operational bands are: EHF (44 GHz/20 GHz) SHF (8 GHz/7 GHz) UHF (300 MHz),------,,['/osoindex/data/documents/it/st/stsgser.e615.html'],['ST/SG/SER.E/615'],,,,true
2009-018A,true,,,COMPASS G2,China,true,2009-04-14,,T,in orbit,true,,true,Navigation,China's global navigation satellite system,,['/osoindex/data/documents/cn/st/stsgser.e602.html'],['ST/SG/SER.E/602'],,,,
2009-017A,true,,,WGS F2 (USA 204),USA,true,2009-04-04,unknown,T,in GSO,false,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e573.html'],['ST/SG/SER.E/573'],,,,
2009-016A,true,,,EUTELSAT W2A,France (for Eutelsat),true,2009-04-03,+010 degrees East,T,in GSO,true,,true,EUTELSAT W2A satellite,Registered by France on behalf of Eutelsat. Mentioned by the Russian Federation in ST/SG/SER.E/572.,,['/osoindex/data/documents/fr/st/stsgser.e588.html'],['ST/SG/SER.E/588'],['/osoindex/data/documents/ru/st/stsgser.e572.html'],['ST/SG/SER.E/572'],,true
2009-015A,false,3262,,SOYUZ-TMA 14,Russian Federation,true,2009-03-26,,T,recovered,false,2009-10-11,true,"Delivery to the International Space Station of the crew of Expedition 19, consisting of G. Padalka and M. Barratt, and Visiting Crew 16, consisting of C. Simonyi (United States of America)",------,,['/osoindex/data/documents/ru/st/stsgser.e567.html'],['ST/SG/SER.E/567'],['/osoindex/data/documents/ru/st/stsgser.e593.html'],['ST/SG/SER.E/593'],,
2009-014A,true,,,NAVSTAR 63 (USA 203),USA,true,2009-03-24,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,US global navigation satellite system.,,['/osoindex/data/documents/us/st/stsgser.e571.html'],['ST/SG/SER.E/571'],,,,
2009-013A,true,,,GOCE,ESA,true,2009-03-17,,T,decayed,true,2013-11-11,true,"GOCE, the Gravity Field and Steady-State Ocean Circulation Explorer, is a European (ESA) Earth-science satellite. GOCE is designed to measure Earth’s gravitational field to create very high-resolution maps of the geoid. These maps will provide the baseline for measurements of ocean circulation and sea-level change. The 1,100 kg spacecraft is 5 m long by 1 m wide and its fixed solar arrays will produce 1.3 kW of power. The satellite carries six high-sensitivity accelerometers arranged along the three axes of the spacecraft. To acquire high-resolution measurements, the satellite must travel at a low orbital altitude at which atmospheric drag effects are still significant. To compensate for these effects, the satellite has a sleek arrow-shaped design to reduce drag and small winglets and a tail fin for stabilization. GOCE’s orbital altitude will also be maintained with the assistance of an on board ion engine.",Mentioned by Russian Federation in ST/SG/SER.E/567.,,['/osoindex/data/documents/esa/st/stsgser.e591.html'],['ST/SG/SER.E/591'],"['/osoindex/data/documents/ru/st/stsgser.e567.html', '/osoindex/data/documents/esa/st/stsgser.e591add.1.html']","['ST/SG/SER.E/567', 'ST/SG/SER.E/591/Add.1']",,
2009-012A,true,,(DISCOVERY),STS 119,USA,true,2009-03-15,,T,recovered,false,2009-03-28,true,Reusable space transportation systems,------,,['/osoindex/data/documents/us/st/stsgser.e571.html'],['ST/SG/SER.E/571'],['/osoindex/data/documents/us/st/stsgser.e571.html'],['ST/SG/SER.E/571'],,
2009-011A,true,,,KEPLER,USA,true,2009-03-07,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e571.html'],['ST/SG/SER.E/571'],,,,
2009-010A,false,3261,,RADUGA 1,Russian Federation,true,2009-02-28,unknown,T,in GSO,true,,true,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation,------,,['/osoindex/data/documents/ru/st/stsgser.e567.html'],['ST/SG/SER.E/567'],,,,
2009-009A,false,,TELSTAR 11N,,(for Canada),false,2009-02-26,-037.5 degrees East,F,in GSO,false,,false,------,Not registered with the United Nations. Mentioned by Russian Federation in ST/SG/SER.E/567.,,,,['/osoindex/data/documents/ru/st/stsgser.e567.html'],['ST/SG/SER.E/567'],,
