object.internationalDesignator_s1,object.internationalDesignator@official_s1,object.nationalDesignator_s1,object.nameOfSpaceObjectIno_s1,object.nameOfSpaceObjectO_s1,object.launch.stateOfRegistry_s1,object.launch.stateOfRegistry@official_s1,object.launch.dateOfLaunch_s1,object.status.gsoLocation_s1,object.unRegistration.unRegistered_s1,en#object.status.objectStatus_s1,object.status@official_s1,object.status.dateOfDecay_s1,object.launch.dateOfLaunch@official_s1,object.functionOfSpaceObject_s1,object.remark_s1,object.status.webSite_s1,object.unRegistration.registrationDocuments.document@uri_s,object.unRegistration.registrationDocuments.document..document.symbol_s,object.unRegistration.decayDocuments.document@uri_s,object.unRegistration.decayDocuments.document..document.symbol_s,object.status.dateOfDecay@official_s1,object.status.gsoLocation@official_s1
2009-008A,true,,,NSS 9,United Kingdom,true,2009-02-13,+183 degrees East,T,in GSO,true,,true,Telecommunications. Additional information: United Kingdom authorized launch only. The Netherlands to register in-orbit operation.,Mentioned by France in ST/SG/SER.E/588. See notifications of the Netherlands relating to this space object (A/AC.105/1002) and the statement relating to the national subregistry of the Netherlands in ST/SG/SER.E/INF.24.,,['/osoindex/data/documents/gb/st/stsgser.e575.html'],['ST/SG/SER.E/575'],"['/osoindex/data/documents/fr/st/stsgser.e588.html', '/osoindex/data/documents/nl/a/aac.1051002.html']","['ST/SG/SER.E/588', 'A/AC.105/1002']",,true
2009-008B,true,,,Hot Bird 10 (Atlantic Bird 4A),France (for Eutelsat),true,2009-02-12,+033.1 degrees East,T,in GSO,true,,true,HotBird™ 10 satellite (redesignated Atlantic Bird™ 4A),Registered by France on behalf of Eutelsat.,,['/osoindex/data/documents/fr/st/stsgser.e588.html'],['ST/SG/SER.E/588'],['/osoindex/data/documents/fr/st/stsgser.e797.html'],['ST/SG/SER.E/797'],,true
2009-008D,true,,,SPIRALE B,France,true,2009-02-12,,T,in orbit,true,,true,SPIRALE B satellite,------,,['/osoindex/data/documents/fr/st/stsgser.e588.html'],['ST/SG/SER.E/588'],,,,
2009-008C,true,,,SPIRALE A,France,true,2009-02-12,,T,in orbit,true,,true,SPIRALE A satellite,------,,['/osoindex/data/documents/fr/st/stsgser.e588.html'],['ST/SG/SER.E/588'],,,,
2009-007A,false,3259,,EXPRESS AM-44,Russian Federation,true,2009-02-11,--011.0 degrees East,T,in GSO,true,,true,"Television and radio broadcasting, telephony, videoconferencing, mobile presidential communications",------,,['/osoindex/data/documents/ru/st/stsgser.e567.html'],['ST/SG/SER.E/567'],,,,
2009-007B,false,3260,,EXPRESS MD1,Russian Federation,true,2009-02-11,+053.0 degrees East,T,in disposal/graveyard orbit,true,,true,"Television and radio broadcasting, global mobile presidential and governmental communications, fixed-line telephony",Notification of termination of operations and transfer to disposal orbit in ST/SG.SER.E/746.,,['/osoindex/data/documents/ru/st/stsgser.e567.html'],['ST/SG/SER.E/567'],['/osoindex/data/documents/ru/st/stsgser.e746.html'],['ST/SG/SER.E/746'],,
2009-006A,false,3258,,PROGRESS M-66,Russian Federation,true,2009-02-10,,T,deorbited,false,2009-05-18,true,"Delivery to the International Space Station of fuel, water, oxygen, air, food and other expendable materials required for operation of the Station",------,,['/osoindex/data/documents/ru/st/stsgser.e567.html'],['ST/SG/SER.E/567'],['/osoindex/data/documents/ru/st/stsgser.e582.html'],['ST/SG/SER.E/582'],,
2009-005A,true,,(N PRIME),NOAA 19,USA,true,2009-02-06,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e571.html'],['ST/SG/SER.E/571'],,,,
2009-004A,false,,OMID,,Iran (Islamic Republic of),false,2009-02-02,,F,decayed,false,2009-04-25,false,------,Not registered with the United Nations.,,,,,,,
2009-003A,false,3257,,CORONAS-FOTON,Russian Federation,true,2009-01-30,,T,in orbit,true,,true,Study of the Sun and astrophysical research,------,,['/osoindex/data/documents/ru/st/stsgser.e565.html'],['ST/SG/SER.E/565'],,,,
2009-002G,true,2009-002G,,STARS (KUKAI),Japan,true,2009-01-23,,T,in orbit,true,,true,Tether deployment experiment by mother and daughter satellites. technical verification experiment for a tethered space robot.,------,,['/osoindex/data/documents/jp/st/stsgser.e574.html'],['ST/SG/SER.E/574'],,,,
2009-002C,true,2009-002C,,"1st Tohoku University Spacecraft SPRITE-SAT ""RISING""",Japan,true,2009-01-23,,T,in orbit,true,,true,"Observations of transient luminous event called ""sprites"" and terrestrial gamma-ray flashes.",-----,,['/osoindex/data/documents/jp/st/stsgser.e600.html'],['ST/SG/SER.E/600'],,,,
2009-002F,true,2009-002F,,SDS 1,Japan,true,2009-01-23,,T,in orbit,true,,true,"Demonstratio of new technology devices and components such a the multi-mode integrated transponder (MTP), space wire demonstration module (SWIM), and advanced micro-processing in-orbit experiment (AMI) to improve the reliability of operational satellites.",Declared non-functional as of 24 September 2009 05:48:07 UTC in ST/SG/SER.E/61,,['/osoindex/data/documents/jp/st/stsgser.e574.html'],['ST/SG/SER.E/574'],['/osoindex/data/documents/jp/st/stsgser.e612.html'],['ST/SG/SER.E/612'],,
2009-002B,true,2009-002B,,PRISM (Hitomi),Japan,true,2009-01-23,,T,in orbit,true,,true,Earth image capture using an extensible optical system and amateur radio frequency communication experiment,------,,['/osoindex/data/documents/jp/st/stsgser.e574.html'],['ST/SG/SER.E/574'],,,,
2009-002D,true,2009-002D,,KAGAYAKI,Japan,true,2009-01-23,,T,in orbit,true,,true,"The mission of ""KAGAYAKI"" is to connect the dream of children with incurable diseases or disabilities and their families to space.",------,,['/osoindex/data/documents/jp/st/stsgser.e600.html'],['ST/SG/SER.E/600'],,,,
2009-002A,true,2009-002A,,IBUKI (GOSAT),Japan,true,2009-01-23,,T,in orbit,true,,true,"GOSAT is a satellite that observes the concentration distribution of greenhouse gases from outer space. Its purpose is to contribute to international efforts towards the prevention of global warming, including the monitoring of greenhouse gas absorption and emmission states.",------,,['/osoindex/data/documents/jp/st/stsgser.e574.html'],['ST/SG/SER.E/574'],,,,
2009-002E,true,2009-002E,,SOHLA 1 (MAIDO-1),Japan,true,2009-01-23,,T,in orbit,true,,true,Lightning observation equipment,------,,['/osoindex/data/documents/jp/st/stsgser.e574.html'],['ST/SG/SER.E/574'],,,,
2009-002H,true,2009-002H,,"Kouku-Kousen-Satellite ‘KKS-1’, ’KISEKI",Japan,true,2009-01-23,,T,in orbit,true,,true,Micro-thruster experiment and attitude control experiment.,------,,['/osoindex/data/documents/jp/st/stsgser.e600.html'],['ST/SG/SER.E/600'],,,,
2009-001A,true,,,USA 202,USA,true,2009-01-18,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e571.html'],['ST/SG/SER.E/571'],,,,
2008-067B,false,3255,(GLONASS),COSMOS 2449,Russian Federation,true,2008-12-25,,T,in orbit,true,,true,Work in connection with the Global Navigation Satellite System (GLONASS),------,,['/osoindex/data/documents/ru/st/stsgser.e561.html'],['ST/SG/SER.E/561'],,,,
2008-067A,false,3254,(GLONASS),COSMOS 2447,Russian Federation,true,2008-12-25,,T,in orbit,true,,true,Work in connection with the Global Navigation Satellite System (GLONASS),------,,['/osoindex/data/documents/ru/st/stsgser.e561.html'],['ST/SG/SER.E/561'],,,,
2008-067C,false,3256,(GLONASS),COSMOS 2448,Russian Federation,true,2008-12-25,,T,in orbit,true,,true,Work in connection with the Global Navigation Satellite System (GLONASS),------,,['/osoindex/data/documents/ru/st/stsgser.e561.html'],['ST/SG/SER.E/561'],,,,
2008-066A,true,,,FENGYUN 2E,China,true,2008-12-23,+123.5 degrees East,T,in GSO,true,,true,Meteorology,------,,['/osoindex/data/documents/cn/st/stsgser.e602.html'],['ST/SG/SER.E/602'],,,,true
2008-065B,true,,EUTELSAT W2M,W2M,France (for Eutelsat),true,2008-12-20,+016 degrees East,T,in GSO,true,,true,W2M satellite,Registered by France on behalf of Eutelsat.,,['/osoindex/data/documents/fr/st/stsgser.e563.html'],['ST/SG/SER.E/563'],,,,true
2008-065A,true,,,HOT BIRD 9,France (for Eutelsat),true,2008-12-20,+009 degrees East,T,in GSO,true,,true,Hot Bird 9 satellite,Registered by France on behalf of Eutelsat.,,['/osoindex/data/documents/fr/st/stsgser.e563.html'],['ST/SG/SER.E/563'],,,,true
2008-064A,true,,,YAOGAN 5,China,true,2008-12-15,,T,decayed,true,2014-09-02,true,Remote sensing,------,,['/osoindex/data/documents/cn/st/stsgser.e602.html'],['ST/SG/SER.E/602'],,,,
2008-063A,true,,,CIEL 2,Canada,true,2008-12-10,-129 degrees East,T,in GSO,true,,true,Commercial broadcast communications,Mentioned by Russian Federation in ST/SG/SER.E/561.,,['/osoindex/data/documents/ca/st/stsgser.e597.html'],['ST/SG/SER.E/597'],['/osoindex/data/documents/ru/st/stsgser.e561.html'],['ST/SG/SER.E/561'],,true
2008-062A,false,3253,,COSMOS 2446,Russian Federation,true,2008-12-02,,T,decayed,true,2017-05-09,true,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation,------,,['/osoindex/data/documents/ru/st/stsgser.e561.html'],['ST/SG/SER.E/561'],['/osoindex/data/documents/ru/st/stsgser.e810.html'],['ST/SG/SER.E/810'],true,
2008-061A,true,,,YAOGAN 4,China,true,2008-12-01,,T,in orbit,true,,true,Remote sensing,------,,['/osoindex/data/documents/cn/st/stsgser.e602.html'],['ST/SG/SER.E/602'],,,,
2008-060A,false,3252,,PROGRESS M-01M,Russian Federation,true,2008-11-26,,T,deorbited,false,2009-02-08,true,"Delivery to the International Space Station of fuel, water, oxygen, air, food and other expendable materials required for operation of the Station",------,,['/osoindex/data/documents/ru/st/stsgser.e560.html'],['ST/SG/SER.E/560'],['/osoindex/data/documents/ru/st/stsgser.e567.html'],['ST/SG/SER.E/567'],,
2008-059B,true,,,PSSC,USA,true,2008-11-15,,T,decayed,false,2010-02-17,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e576.html'],['ST/SG/SER.E/576'],['/osoindex/data/documents/us/st/stsgser.e595.html'],['ST/SG/SER.E/595'],,
2008-059A,true,,(ENDEAVOUR),STS 126,USA,true,2008-11-15,,T,recovered,false,2008-11-30,true,Reusable space transportation systems,------,,['/osoindex/data/documents/us/st/stsgser.e576.html'],['ST/SG/SER.E/576'],['/osoindex/data/documents/us/st/stsgser.e576.html'],['ST/SG/SER.E/576'],,
2008-058A,false,3251,,COSMOS 2445,Russian Federation,true,2008-11-14,,T,recovered,false,2009-02-23,true,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation,------,,['/osoindex/data/documents/ru/st/stsgser.e560.html'],['ST/SG/SER.E/560'],['/osoindex/data/documents/ru/st/stsgser.e567.html'],['ST/SG/SER.E/567'],,
2008-056B,false,,(CX 1-02),CHUANGXIN 1-02,China,true,2008-11-05,,T,in orbit,true,,true,Scientific experiments,------,,['/osoindex/data/documents/cn/st/stsgser.e602.html'],['ST/SG/SER.E/602'],,,,
2008-056A,true,,(SY 3),SHIYAN 3,China,true,2008-11-05,,T,in orbit,true,,true,Technical test,------,,['/osoindex/data/documents/cn/st/stsgser.e602.html'],['ST/SG/SER.E/602'],,,,
2008-057A,true,,,ASTRA 1M,Luxembourg,true,2008-11-05,+019.2 degrees East,T,in GSO,true,,true,"Encrypted and unencrypted transmission of analogue and digital radio, television and multimedia data services.",Inclination amended in A/AC.105/INF/432. Mentioned by Russian Federation in ST/SG/SER.E/560,,['/osoindex/data/documents/lu/a/aac.105inf.420.html'],['A/AC.105/INF.420'],"['/osoindex/data/documents/ru/st/stsgser.e560.html', '/osoindex/data/documents/lu/a/aac.105inf.425.html', '/osoindex/data/documents/lu/a/aac.105inf427.html', '/osoindex/data/documents/lu/a/aac.105inf432.html']","['ST/SG/SER.E/560', 'A/AC.105/INF.425', 'A/AC.105/INF/427', 'A/AC.105/INF/432']",,true
2008-055A,true,,,"SIMÓN BOLÍVAR (VENESAT 1, VENEZUELA SATELLITE 1)","Venezuela, China",true,2008-10-29,-078 degrees East,T,in GSO,true,,true,"Geostationary telecommunications satellite for the transmission of television and radio signals, data and Internet material and the provision of multimedia connectivity to tele-education and tele-medicine systems in Venezuela, Central America, South America and the Caribbean",Registered also by China in ST/SG/SER.E/602.,,['/osoindex/data/documents/ve/a/aac.105inf.417.html'],['A/AC.105/INF.417'],['/osoindex/data/documents/cn/st/stsgser.e602.html'],['ST/SG/SER.E/602'],,true
2008-055A,true,,(SIMÓN BOLÍVAR),VENESAT 1,"China, Venezuela",true,2008-10-29,-078 degrees East,T,in GSO,true,,true,Communications,Registered also by Venezuela in A/AC.105/417.,,['/osoindex/data/documents/cn/st/stsgser.e602.html'],['ST/SG/SER.E/602'],['/osoindex/data/documents/ve/a/aac.105inf.417.html'],['A/AC.105/INF.417'],,true
2008-054A,false,,,COSMO SKYMED 3,Italy,true,2008-10-25,,T,in orbit,true,,true,COSMO-SkyMed 3 carries a synthetic aperture radar that operates in X-band for Earth observation and monitoring,------,,['/osoindex/data/documents/it/st/stsgser.e606.html'],['ST/SG/SER.E/606'],,,,
2008-053B,true,,,SHIJIAN 6F,China,true,2008-10-25,,T,in orbit,true,,true,Scientific experiments,------,,['/osoindex/data/documents/cn/st/stsgser.e602.html'],['ST/SG/SER.E/602'],,,,
2008-053A,true,,,SHIJIAN 6E,China,true,2008-10-25,,T,in orbit,true,,true,Scientific experiments,------,,['/osoindex/data/documents/cn/st/stsgser.e602.html'],['ST/SG/SER.E/602'],,,,
2008-052*,false,,,MOON IMPACT PROBE (MIP),India,true,2008-10-22,,T,on Moon,true,2008-11-14,true,Scientific exploration of the Moon from close range,------,,['/osoindex/data/documents/in/st/stsgser.e570.html'],['ST/SG/SER.E/570'],['/osoindex/data/documents/in/st/stsgser.e570.html'],['ST/SG/SER.E/570'],,
2008-052A,true,,,CHANDRAYAAN 1,India,true,2008-10-22,,T,selenocentric,true,,true,Scientific exploration of the Moon to study its orign and evolution,Notification of mission termination in ST/SG/SER.E/586.,,['/osoindex/data/documents/in/st/stsgser.e570.html'],['ST/SG/SER.E/570'],['/osoindex/data/documents/in/st/stsgser.e586.html'],['ST/SG/SER.E/586'],,
2008-051A,true,,,IBEX,USA,true,2008-10-19,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e562.html'],['ST/SG/SER.E/562'],,,,
2008-050A,false,3250,,SOYUZ TMA-13,Russian Federation,true,2008-10-12,,T,recovered,false,2009-04-08,true,"Delivery to the International Space Station of the crew of Expedition 18, consisting of Y. Lonchakov and M. Fincke, and Visiting Crew 15, consisting of P. Garriott (United States of America)",------,,['/osoindex/data/documents/ru/st/stsgser.e560.html'],['ST/SG/SER.E/560'],['/osoindex/data/documents/ru/st/stsgser.e572.html'],['ST/SG/SER.E/572'],,
2008-049A,true,,,THEOS,Thailand,true,2008-10-01,,T,in orbit,true,,true,Earth observation,Mentioned by Russian Federation in ST/SG/SER.E/560.,,['/osoindex/data/documents/th/a/aac.105inf.419.html'],['A/AC.105/INF.419'],"['/osoindex/data/documents/ru/st/stsgser.e560.html', '/osoindex/data/documents/th/a/aac.105inf.419add.1.html']","['ST/SG/SER.E/560', 'A/AC.105/INF.419/Add.1']",,
2008-048A,true,,,DEMOSAT/FALCON 1,USA,true,2008-09-28,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e562.html'],['ST/SG/SER.E/562'],,,,
2008-047A,true,,,SHENZHOU 7,China,true,2008-09-25,,T,recovered,true,2008-09-28,true,Manned spaceship,------,,['/osoindex/data/documents/cn/st/stsgser.e602.html'],['ST/SG/SER.E/602'],,,,
2008-046C,false,3249,(GLONASS),COSMOS 2444,Russian Federation,true,2008-09-25,,T,in orbit,true,,true,Work in connection with the global navigation satellite system,------,,['/osoindex/data/documents/ru/st/stsgser.e557.html'],['ST/SG/SER.E/557'],,,,
2008-047G,false,,BX 1,,China,false,2008-09-25,,F,decayed,false,2009-09-25,false,------,Not registered with the United Nations.,,,,,,,
2008-047H,false,,SHEN ZHOU 7 ORBITAL MODULE,,China,false,2008-09-25,,F,decayed,false,2010-01-04,false,------,Not registered with the United Nations.,,,,,,,
2008-046B,false,3248,(GLONASS),COSMOS 2443,Russian Federation,true,2008-09-25,,T,in orbit,true,,true,Work in connection with the global navigation satellite system,------,,['/osoindex/data/documents/ru/st/stsgser.e557.html'],['ST/SG/SER.E/557'],,,,
2008-046A,false,3247,(GLONASS),COSMOS 2442,Russian Federation,true,2008-09-25,,T,in orbit,true,,true,Work in connection with the global navigation satellite system,------,,['/osoindex/data/documents/ru/st/stsgser.e557.html'],['ST/SG/SER.E/557'],,,,
2008-045A,true,,,GALAXY 19,USA,true,2008-09-24,-097.0 degrees East,T,in GSO,false,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e562.html'],['ST/SG/SER.E/562'],,,,
2008-044A,true,,,NIMIQ 4,Canada,true,2008-09-19,-082 degrees East,T,in GSO,true,,true,Telecommunications,Mentioned by Russian Federation in ST/SG/SER.E/557.,,['/osoindex/data/documents/ca/st/stsgser.e597.html'],['ST/SG/SER.E/597'],['/osoindex/data/documents/ru/st/stsgser.e557.html'],['ST/SG/SER.E/557'],,true
2008-043A,false,3246,,PROGRESS M-65,Russian Federation,true,2008-09-10,,T,deorbited,false,2008-12-07,true,"Delivery to the International Space Station of fuel, water, oxygen, air, food and other expendable materials required for operation of the Station during piloted flight",------,,['/osoindex/data/documents/ru/st/stsgser.e557.html'],['ST/SG/SER.E/557'],['/osoindex/data/documents/ru/st/stsgser.e561.html'],['ST/SG/SER.E/561'],,
2008-042A,true,,,GEOEYE 1,USA,true,2008-09-06,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e562.html'],['ST/SG/SER.E/562'],,,,
2008-041A,true,,,HUAN JING 1A,China,true,2008-09-06,,T,in orbit,true,,true,Remote sensing,------,,['/osoindex/data/documents/cn/st/stsgser.e602.html'],['ST/SG/SER.E/602'],,,,
2008-041B,true,,,HUANJING 1B,China,true,2008-09-06,,T,in orbit,true,,true,Remote sensing,------,,['/osoindex/data/documents/cn/st/stsgser.e602.html'],['ST/SG/SER.E/602'],,,,
2008-040B,true,D-R038,,RAPIDEYE 5,Germany,true,2008-08-29,,T,in orbit,true,,true,Commercial Earth observation,Notification of decommissioning and no longer functional as of 2020-04-17 in ST/SG/SER.E/569/Add.1. Mentioned by the Russian Federation in ST/SG/SER.E/553.,,['/osoindex/data/documents/us/st/stsgser.e562.html'],['ST/SG/SER.E/562'],"['/osoindex/data/documents/ru/st/stsgser.e553.html', '/osoindex/data/documents/de/st/stsgser.e569add.1.html']","['ST/SG/SER.E/553', 'ST/SG/SER.E/569/Add.1']",,
