"";"Entity";"Year";"headcount_ratio_1_00";"headcount_ratio_1_90";"headcount_ratio_3_20";"headcount_ratio_5_50";"headcount_ratio_10_00";"headcount_ratio_15_00";"headcount_ratio_20_00";"headcount_ratio_30_00";"headcount_ratio_40_00";"poverty_gap_index_1_00";"poverty_gap_index_1_90";"poverty_gap_index_3_20";"poverty_gap_index_5_50";"poverty_gap_index_10_00";"poverty_gap_index_15_00";"poverty_gap_index_20_00";"poverty_gap_index_30_00";"poverty_gap_index_40_00";"headcount_1_00";"headcount_1_90";"headcount_3_20";"headcount_5_50";"headcount_10_00";"headcount_15_00";"headcount_20_00";"headcount_30_00";"headcount_40_00";"total_shortfall_annual_1_00";"total_shortfall_annual_1_90";"total_shortfall_annual_3_20";"total_shortfall_annual_5_50";"total_shortfall_annual_10_00";"total_shortfall_annual_15_00";"total_shortfall_annual_20_00";"total_shortfall_annual_30_00";"total_shortfall_annual_40_00";"income_gap_ratio_1_00";"income_gap_ratio_1_90";"income_gap_ratio_3_20";"income_gap_ratio_5_50";"income_gap_ratio_10_00";"income_gap_ratio_15_00";"income_gap_ratio_20_00";"income_gap_ratio_30_00";"income_gap_ratio_40_00";"watts_index_1_00";"watts_index_1_90";"watts_index_3_20";"watts_index_5_50";"watts_index_10_00";"watts_index_15_00";"watts_index_20_00";"watts_index_30_00";"watts_index_40_00";"headcount_ratio_40_median";"headcount_ratio_50_median";"headcount_ratio_60_median";"poverty_gap_index_40_median";"poverty_gap_index_50_median";"poverty_gap_index_60_median";"headcount_40_median";"headcount_50_median";"headcount_60_median";"total_shortfall_annual_40_median";"total_shortfall_annual_50_median";"total_shortfall_annual_60_median";"income_gap_ratio_40_median";"income_gap_ratio_50_median";"income_gap_ratio_60_median";"watts_index_40_median";"watts_index_50_median";"watts_index_60_median";"headcount_ratio_40_median_est";"headcount_ratio_50_median_est";"headcount_ratio_60_median_est";"poverty_gap_index_40_median_est";"poverty_gap_index_50_median_est";"poverty_gap_index_60_median_est";"headcount_40_median_est";"headcount_50_median_est";"headcount_60_median_est";"total_shortfall_annual_40_median_est";"total_shortfall_annual_50_median_est";"total_shortfall_annual_60_median_est";"income_gap_ratio_40_median_est";"income_gap_ratio_50_median_est";"income_gap_ratio_60_median_est";"watts_index_40_median_est";"watts_index_50_median_est";"watts_index_60_median_est";"MeanPerDay";"MeanPerDay_est";"MedianPerDay";"MedianPerDay_est";"MedianPerDay_gp_est";"PPP";"Population";"share_decile_1";"share_decile_2";"share_decile_3";"share_decile_4";"share_decile_5";"share_decile_6";"share_decile_7";"share_decile_8";"share_decile_9";"share_decile_10";"share_decile_1_est";"share_decile_2_est";"share_decile_3_est";"share_decile_4_est";"share_decile_5_est";"share_decile_6_est";"share_decile_7_est";"share_decile_8_est";"share_decile_9_est";"share_decile_10_est";"threshold_decile_1_est";"threshold_decile_2_est";"threshold_decile_3_est";"threshold_decile_4_est";"threshold_decile_5_est";"threshold_decile_6_est";"threshold_decile_7_est";"threshold_decile_8_est";"threshold_decile_9_est";"average_decile_1_est";"average_decile_2_est";"average_decile_3_est";"average_decile_4_est";"average_decile_5_est";"average_decile_6_est";"average_decile_7_est";"average_decile_8_est";"average_decile_9_est";"average_decile_10_est";"Gini";"Gini_est";"Polarization";"Polarization_est";"MLD";"MLD_est";"Palma";"P90_P10_ratio";"P90_P50_ratio";"Entropy_0_5";"Entropy_1_0";"Entropy_1_5";"Entropy_2_0";"Atkinson_0_5";"Atkinson_1_0";"Atkinson_1_5";"Atkinson_2_0";"Theil_0_0";"Theil_0_5";"Theil_1_0";"Theil_1_5";"Theil_2_0";"Var.Coeff";"survey_year";"is_interpolated";"distribution_type";"reporting_level";"estimation_type";"welfare_type";"comparable_spell";"survey_comparability";"survey_acronym";"IsSurveyYear";"MaxHeadcountRatio";"MonotonicityBreaks";"MonotonicityBreaksDistinct";"RowsWithIncreasingHeadcount";"DataframeRowsForGpinter";"reporting_gdp";"reporting_pce";"ISO3Year"
"AllCols230";"SSA";2011;0,158;0,4415;0,7008;0,874;0,9569;0,9783;0,9861;0,9923;0,995;0,0488;0,169;0,3388;0,5334;0,7103;0,7968;0,8433;0,8921;0,9175;141101246;394279749;625846541;780522084;854555586;873666768;880632526;886169410;888580634;17,812;117,2015;395,7184;1070,8005;2592,595;4362,48;6156,09;9768,495;13395,5;0,308240506329114;0,382074303405573;0,483158880171184;0,610249843977533;0,742162068965517;0,814661963190184;0,855203904665314;0,899247345430108;0,922096256281407;0,0686;0,253;0,5531;0,9846;1,5362;1,9291;2,2117;2,6129;2,8988;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1125;0,1776;0,2461;0,0336;0,0557;0,0817;100467660;158604945;219778587;10,4244;21,590991;37,991317;0,29938025210084;0,312580672464504;0,331492259192608;0,0468;0,0787;0,117;3,458;3,458;NA;2,124;2,122;NA;893045863;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0162950348687156;0,0281026839435898;0,0371454354535327;0,046068247282457;0,055868396809818;0,0676515084730809;0,082750963663202;0,105199682242518;0,145919851574341;0,414998195688745;293,46;413,18;524,14;640,21;774,53;939,51;1164,35;1524,24;2284,9;205,671041602468;354,703645930808;468,838542663853;581,459596724987;705,15414401448;853,877044494685;1044,45783806784;1327,79882936039;1841,75659061586;5237,98272652464;NA;0,506707617312701;NA;NA;NA;0,413473417518292;3,25204637402001;7,78606965174129;2,95004712535344;0,424618325431699;0,495648123744881;0,673460210855683;1,09376337959642;0,201040367572573;0,338650885552487;0,442610204752749;0,527843664181071;0,495648123744881;0,413473417518292;0,413473417518292;0,413473417518292;0,413473417518292;1,47902899200551;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;32;1;5294;1001;NA;NA;"SSA2011"
"AllCols231";"SSA";2012;0,1531;0,4351;0,6967;0,8725;0,9563;0,9782;0,9862;0,9924;0,9952;0,0467;0,165;0,334;0,5296;0,7078;0,795;0,8419;0,8912;0,9169;140503832;399302530;639379621;800715830;877621259;897719456;905061263;910751163;913320796;17,0455;114,4275;390,112;1063,172;2583,47;4352,625;6145,87;9758,64;13386,74;0,30483660130719;0,379071990320629;0,479111370157819;0,607279816513761;0,740327824267782;0,812856441717791;0,853852636916836;0,898390591397849;0,921506381909548;0,0655;0,246;0,543;0,9731;1,5241;1,9169;2,1995;2,6008;2,8867;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1112;0,1767;0,2458;0,0329;0,055;0,0811;102051118;162162163;225577021;10,32731;21,580625;38,2155365;0,295505971087366;0,30999343056103;0,329126598779543;0,0457;0,0774;0,1158;3,4766;3,4766;NA;2,151;2,149;NA;917725880;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0165626126516194;0,0283915314843354;0,0374672327993899;0,0464233493530425;0,0562854272050971;0,0681588092030929;0,0831885557476439;0,105508255612031;0,146202082580453;0,411812143363294;298,935;418,655;531,44;648,605;784,385;950,825;1175,3;1535,555;2299,5;210,172763877863;360,276894008307;475,44382265881;589,093269716874;714,238994207528;864,907343675476;1055,62866512975;1338,85650533188;1855,24448509209;5225,72725630143;NA;0,503313228973332;NA;NA;NA;0,406944330634292;3,19618936084007;7,6923076923077;2,93159609120521;0,41744539672963;0,485340499965665;0,654229170873944;1,04908526409842;0,197831407161643;0,334318752677156;0,437834066780006;0,522894544438561;0,485340499965665;0,406944330634292;0,406944330634292;0,406944330634292;0,406944330634292;1,44850630933967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;37;1;5319;1001;NA;NA;"SSA2012"
"AllCols232";"SSA";2013;0,1468;0,4252;0,689;0,8685;0,9553;0,9778;0,9861;0,9925;0,9953;0,0445;0,1598;0,327;0,5233;0,7034;0,7918;0,8395;0,8896;0,9157;138438195;400980384;649754198;819029783;900885610;922103998;929931225;935966678;938607188;16,2425;110,8213;381,936;1050,52475;2567,41;4335,105;6128,35;9741,12;13369,22;0,302142857142857;0,375708978328173;0,474523766328012;0,602722873900293;0,736410366492147;0,80956775732788;0,851342748478702;0,896736189516129;0,920284899497487;0,0624;0,2375;0,5295;0,9564;1,5061;1,8985;2,1811;2,5824;2,8683;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1105;0,1765;0,2462;0,0327;0,0548;0,0808;104205862;166446467;232176318;10,4674335;21,942194;38,811472;0,296817663522339;0,311060122648546;0,328214965280352;0,0456;0,0773;0,1155;3,5218;3,5218;NA;2,193;2,191;NA;943039474;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0167040884906844;0,0286202122616488;0,0376920652958004;0,0466913223797164;0,0566319541460566;0,0686265542906036;0,0836619533857689;0,106006304057507;0,146785482021659;0,408580063670555;305,14;427,415;541,295;660,65;799,715;969,805;1197,565;1562,2;2332,35;214,723874789697;367,900521932223;484,515291789437;600,196871922631;727,979418807275;882,164845987365;1075,4384361341;1362,66545594851;1886,86425363115;5252,12102905761;NA;0,500404953676138;NA;NA;NA;0,402171486845674;3,15000651559548;7,64354066985647;2,91647649475125;0,411641084800468;0,476459395726443;0,63721440224644;1,00954692929223;0,195230018481752;0,331133965871505;0,434781396590457;0,520327283753684;0,476459395726443;0,402171486845674;0,402171486845674;0,402171486845674;0,402171486845674;1,42094822515968;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;38;1;5349;1001;NA;NA;"SSA2013"
"AllCols233";"SSA";2014;0,1397;0,4137;0,6791;0,8633;0,9539;0,9774;0,986;0,9926;0,9954;0,0421;0,1539;0,3188;0,5154;0,6978;0,7879;0,8364;0,8876;0,9142;135363482;400858070;658019617;836501745;924289372;947059893;955392935;961788060;964501144;15,3665;106,72965;372,3584;1034,6655;2546,97;4313,7525;6105,72;9719,22;13347,32;0,300492857142857;0,372399643175736;0,469443114874816;0,597133045401875;0,731341928721174;0,806337222790856;0,848273427991886;0,893813427324606;0,918798542713568;0,0591;0,2281;0,514;0,9368;1,4847;1,8768;2,1593;2,5606;2,8466;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1109;0,1764;0,2462;0,0327;0,0547;0,0808;107457481;170924253;238557546;10,718079;22,401291;39,696232;0,294267541483577;0,310540228488089;0,327927372884427;0,0457;0,0772;0,1155;3,5753;3,5753;NA;2,244;2,242;NA;968958352;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,016847971122891;0,0288489305269678;0,0379559522509063;0,047010740098789;0,0570343512630597;0,0691892985237481;0,0843317344452966;0,106804883709871;0,147797624634026;0,404178513424445;312,44;436,905;553,705;675,25;818,33;992,435;1224,94;1597,97;2383,45;219,863411718204;376,474071792698;495,319293701729;613,482871624481;744,289443658483;902,909621393642;1100,51606309228;1393,78717765684;1928,73609284222;5274,46695251943;NA;0,496800824862459;NA;NA;NA;0,396452523891788;3,09327564819489;7,6285046728972;2,91257805530776;0,404413305401024;0,465112506979194;0,61527223347518;0,958690884120679;0,191984770101425;0,327297786773812;0,431226382021419;0,517365116298657;0,465112506979194;0,396452523891788;0,396452523891788;0,396452523891788;0,396452523891788;1,3846955507408;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;41;1;5363;1001;NA;NA;"SSA2014"
"AllCols234";"SSA";2015;0,1388;0,4134;0,6779;0,863;0,9539;0,9775;0,9861;0,9928;0,9955;0,0416;0,1534;0,3181;0,5147;0,6973;0,7876;0,8363;0,8875;0,9142;138169640;411522543;674821316;859080684;949567861;973060682;981621625;988291197;990978935;15,184;106,3829;371,5408;1033,26025;2545,145;4312,11;6104,99;9718,125;13347,32;0,300666666666667;0,371149483879189;0,469021017699115;0,596302960075845;0,730835639412998;0,805203953646898;0,848085801217038;0,893754011413226;0,91787203815261;0,0582;0,227;0,5123;0,9348;1,4825;1,8747;2,1572;2,5586;2,8446;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1102;0,1758;0,2468;0,0323;0,0542;0,0804;109699526;175001604;245679157;10,5987605;22,216309;39,558408;0,293002325816564;0,307703594268599;0,325268203606482;0,045;0,0764;0,1148;3,5687;3,5687;NA;2,247;2,245;NA;995458498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0169975057771392;0,0289891272495629;0,0380431478716179;0,0471441746853981;0,0571815832372562;0,0694797590578076;0,0847306442278994;0,107211192818469;0,148376533921083;0,401846331153767;313,9;437,635;554,07;675,615;819,425;995,72;1227,495;1600,525;2390,75;221,4053458641;377,605269216631;495,540723604466;614,088469129198;744,833293760606;905,026318946032;1103,68061270478;1396,50673091113;1932,71637860521;5234,35185725784;NA;0,494867927156503;NA;NA;NA;0,393435649631935;3,06346125925356;7,61627906976745;2,91759465478842;0,400788192150327;0,459531372734227;0,604597078557906;0,934335302391671;0,190354647639718;0,325265264391543;0,429141157915462;0,51534994818006;0,459531372734227;0,393435649631935;0,393435649631935;0,393435649631935;0,393435649631935;1,36699327166718;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;39;1;5349;1001;NA;NA;"SSA2015"
"AllCols235";"SSA";2016;0,1382;0,4086;0,6729;0,8608;0,9534;0,9773;0,986;0,9928;0,9956;0,0412;0,1521;0,3152;0,5117;0,6951;0,786;0,835;0,8867;0,9136;141313680;417805858;688060602;880194035;974880336;999318808;1008214822;1015168027;1018031112;15,038;105,48135;368,1536;1027,23775;2537,115;4303,35;6095,5;9709,365;13338,56;0,298246376811594;0,372434210526316;0,468208116641902;0,594174849540703;0,729274396642183;0,804384510406005;0,84683037525355;0,892932695535415;0,917279743975904;0,0576;0,225;0,5076;0,9282;1,4752;1,8672;2,1497;2,5511;2,8371;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1119;0,1781;0,2489;0,0327;0,055;0,0814;114421134;182112637;254507778;10,8254985;22,744975;40,40696;0,291158056386833;0,308210279956762;0,327834440227704;0,0455;0,0773;0,1161;3,59;3,59;NA;2,267;2,265;NA;1022530245;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0169722980920564;0,0288805470545629;0,0379861882719167;0,0472104454619551;0,0573643219230096;0,0697576598268278;0,0851746984445525;0,107658379891841;0,148766252475186;0,400229208558092;314,265;439,095;556,99;681,455;826,725;1007,035;1240,27;1614,76;2412,65;222,39650804926;378,436248329465;497,75201802106;618,622072110728;751,673392318156;914,069495540838;1116,08666106819;1410,70158091274;1949,3585893086;5244,40343434096;NA;0,493971984208628;NA;NA;NA;0,392418178265614;3,0540312863287;7,67711962833914;2,91832229580574;0,398880973045232;0,455856720439062;0,596811405315819;0,915807090094785;0,189496359606522;0,324578391740829;0,428823786821819;0,515222267702062;0,455856720439062;0,392418178265614;0,392418178265614;0,392418178265614;0,392418178265614;1,3533714125064;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;39;1;5375;1001;NA;NA;"SSA2016"
"AllCols236";"SSA";2017;0,136;0,3998;0,6639;0,8569;0,9516;0,9765;0,9857;0,9927;0,9956;0,0406;0,1492;0,3099;0,5061;0,6909;0,7828;0,8325;0,885;0,9123;142822142;419855091;697203090;899884512;999334930;1025483984;1035145482;1042496621;1045542094;14,819;103,4702;361,9632;1015,99575;2521,785;4285,83;6077,25;9690,75;13319,58;0,298036764705882;0,372788157894737;0,466528143825301;0,590479261695131;0,725586554621849;0,801941530054645;0,844272515212982;0,891191473648875;0,915971987951807;0,0567;0,2209;0,4989;0,9162;1,4615;1,8531;2,1354;2,5367;2,8228;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1145;0,181;0,2515;0,0336;0,0563;0,083;120243642;190079469;264115947;11,319672;23,6935735;41,92828;0,293921423276501;0,310345818978116;0,33026276397301;0,0468;0,0792;0,1186;3,6414;3,6414;NA;2,307;2,305;NA;1050162810;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0168337894192738;0,0286996754617908;0,0378560441294826;0,0472498212786301;0,0575264777372028;0,0699676863069149;0,0855979610972781;0,108023242711197;0,149061351725636;0,399183950132595;316,82;443,11;564,29;693,135;841,325;1024,92;1263,995;1641,04;2452,8;223,739746888405;381,450543526962;503,148846689808;628,002572094613;764,590743517713;929,948215150699;1137,69191671964;1435,74880143121;1981,19082253411;5305,59779144683;NA;0,493680014931747;NA;NA;NA;0,392908209184927;3,05561846688114;7,74193548387098;2,91540130151844;0,398320847346049;0,453654143370833;0,59098225963309;0,900422729740902;0,18924420508362;0,324909288131096;0,42982814580153;0,516621678938006;0,453654143370833;0,392908209184927;0,392908209184927;0,392908209184927;0,392908209184927;1,34195583365542;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;44;1;5412;1001;NA;NA;"SSA2017"
"AllCols237";"SSA";2018;0,1325;0,3893;0,6537;0,8528;0,9496;0,9755;0,9852;0,9926;0,9956;0,0396;0,1454;0,3035;0,4997;0,6859;0,779;0,8295;0,8829;0,9107;142877335;419789786;704897465;919590880;1023972209;1051900684;1062360383;1070339948;1073574906;14,454;100,8349;354,488;1003,14775;2503,535;4265,025;6055,35;9667,755;13296,22;0,299598484848485;0,373486672980652;0,463970279051988;0,585749760204625;0,72191947368421;0,798074112021858;0,842069796954315;0,889062604900973;0,914353790160643;0,0554;0,2153;0,4881;0,9018;1,4451;1,8361;2,1182;2,5194;2,8054;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1158;0,1825;0,2525;0,0342;0,0572;0,084;124869399;196793311;272275677;11,73402;24,53165;43,2306;0,294579970652971;0,313799392097264;0,332795789710683;0,0477;0,0807;0,1202;3,7067;3,7067;NA;2,35;2,348;NA;1078319512;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0166956707232293;0,0285681328497857;0,0377873847316922;0,0473009682261952;0,0576472106799277;0,0700790010629736;0,0858279151039949;0,108055952982325;0,149136996577987;0,398900767061889;320,835;449,68;574,145;707,37;857,02;1045,36;1288,815;1670,97;2500,25;225,883325744748;386,511267825197;511,242721295117;639,956321072738;779,935342769602;948,130691326454;1161,20491514332;1461,93815335648;2017,74228403703;5396,90997742931;NA;0,49367570681475;NA;NA;NA;0,393930758970841;3,06017773451506;7,79294653014791;2,91737649063032;0,39858994238069;0,452899880912858;0,587923650236034;0,890924962736686;0,189365349804905;0,325599249174112;0,431150057824091;0,518507309001388;0,452899880912858;0,393930758970841;0,393930758970841;0,393930758970841;0,393930758970841;1,33485951525746;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;41;1;5429;1001;NA;NA;"SSA2018"
"AllCols238";"SSA";2019;0,1301;0,3833;0,647;0,8501;0,9482;0,975;0,9849;0,9926;0,9956;0,0391;0,143;0,2995;0,4956;0,6827;0,7766;0,8276;0,8816;0,9097;144015219;424296952;716201742;941024885;1049617452;1079283923;1090242806;1098766382;1102087255;14,2715;99,1705;349,816;994,917;2491,855;4251,885;6041,48;9653,52;13281,62;0,300484615384615;0,373174385048784;0,462732805255023;0,582937112299465;0,720078164556962;0,796401435897436;0,840120355329949;0,887728465928164;0,913364733935743;0,0548;0,212;0,4813;0,8926;1,4347;1,8253;2,1073;2,5084;2,7944;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1172;0,1843;0,2537;0,035;0,0581;0,0849;129735462;204012335;280835212;12,174575;25,2569415;44,2825665;0,298329162967148;0,315112437484029;0,335097099328699;0,0489;0,0821;0,1218;3,7433;3,7433;NA;2,382;2,38;NA;1106957870;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0166026261626006;0,0285307077270291;0,0378166320629161;0,0474101725892163;0,0578386493610135;0,0702626914571072;0,0861502993665394;0,108245198944909;0,149405407772909;0,39773761455576;322,66;454,06;580,35;716,495;868,7;1059,595;1306,7;1689,95;2529,45;226,842428377789;389,816343556247;516,690345624065;647,767321544229;790,252068958748;960,002315199571;1177,0754170085;1478,95902421824;2041,3328096446;5434,30692586801;NA;0,49287362744169;NA;NA;NA;0,393662651155241;3,05106774973503;7,83936651583711;2,91176470588236;0,397461438741296;0,450299877139912;0,581903043757709;0,875772734886854;0,188857244665254;0,325418412821233;0,431550522108503;0,519538714800277;0,450299877139912;0,393662651155241;0,393662651155241;0,393662651155241;0,393662651155241;1,32345965929216;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;39;1;5442;1001;NA;NA;"SSA2019"
"AllCols239";"WLD";1981;0,1888;0,4264;0,5731;0,6642;0,7499;0,8094;0,8528;0,9107;0,9441;0,0553;0,181;0,3158;0,477;0,587;0,6635;0,7183;0,7773;0,8179;851984017;1924184241;2586186653;2997286991;3384019143;3652520462;3848368483;4109649598;4260371347;20,1845;125,5235;368,8544;957,5775;2142,55;3632,6625;5243,59;8511,435;11941,34;0,291428571428571;0,424636767976279;0,550982766143106;0,670403340635268;0,753271066666667;0,787452245570663;0,804014243845252;0,82548199780461;0,843445524364407;0,0748;0,2736;0,5384;0,8755;1,2993;1,6171;1,8567;2,2152;2,4826;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,171;0,2532;0,3218;0,049;0,082;0,1164;771659253;1142597209;1452163435;17,044405;35,64663;60,712494;0,286187662230077;0,323390514497732;0,360928677918364;0,066;0,1137;0,1663;9,7007;9,7007;NA;2,382;2,378;NA;4512627207,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00568889127086103;0,00921459261118007;0,0121888540062098;0,0159158960553388;0,021076185203915;0,0301331095720101;0,0526391393494777;0,104825161355403;0,20582543712152;0,542492733454084;275,21;375,95;491,654999999999;643,13;867,97;1339,185;2562,3;5131,9;10081,3;201,429730562032;326,266194682952;431,577518611845;563,542964953692;746,256186797805;1066,93973449197;1863,8232216693;3711,6026660753;7287,77548527928;19208,3412968758;NA;0,698305086289484;NA;NA;NA;1,01408262514351;12,6136947210068;36,631299734748;11,6148023549201;0,882671198593991;0,907355783096584;1,08993836183069;1,52549832791014;0,392641321495286;0,637264958749101;0,778035476967052;0,933184329400092;0,907355783096584;1,01408262514351;1,01408262514351;1,01408262514351;1,01408262514351;1,74671023808194;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;7;2;6253;1000;NA;NA;"WLD1981"
"AllCols240";"WLD";1982;0,1733;0,4213;0,5742;0,6667;0,7521;0,8109;0,8537;0,9111;0,9446;0,0494;0,1729;0,3105;0,4772;0,5881;0,6649;0,7201;0,7792;0,8176;796121884;1935407674;2637814115;3062749339;3455067913;3725188898;3921807575;4185497109;4339392568;18,031;119,90615;362,664;957,979;2146,565;3640,3275;5256,73;8532,24;11936,96;0,284936416184971;0,410661332666583;0,540858558362369;0,664137385852528;0,751043617021277;0,786127250308261;0,803852927400468;0,826184339553604;0,843216349206349;0,0663;0,258;0,5221;0,8601;1,285;1,6034;1,8434;2,202;2,4695;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1579;0,2413;0,3135;0,0442;0,0755;0,1093;725375912;1108506698;1440185867;15,455414;33,013885;57,3283965;0,279782511033006;0,313326498521048;0,347869544211445;0,0591;0,1038;0,1547;9,653;9,653;NA;2,3955;2,392;NA;4593894313,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00598647418611586;0,00967404757952661;0,0126982283916584;0,0163664922764153;0,0214132220321861;0,0302191379196558;0,0521073593106604;0,103832656231043;0,205618461998545;0,542083920074194;287,985;392,01;506,619999999999;654,08;873,080000000001;1324,585;2522,15;5077,14999999999;10030,2;210,924138912804;340,850071690872;447,402395126075;576,647987296464;754,461687809927;1064,7244849353;1835,92203890419;3658,38270168363;7244,64779990262;19099,4866937381;NA;0,696098696689116;NA;NA;NA;0,997992955619104;12,1203126149081;34,828897338403;11,4882943143813;0,874715145265115;0,902916926698901;1,08736155260858;1,52475648381292;0,389537161047797;0,631381467016376;0,772093037131868;0,932131664724263;0,902916926698901;0,997992955619104;0,997992955619104;0,997992955619104;0,997992955619104;1,74628547712733;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;2;6279;1000;NA;NA;"WLD1982"
"AllCols241";"WLD";1983;0,1551;0,4128;0,5758;0,6701;0,7537;0,8111;0,8535;0,9098;0,9431;0,0433;0,1627;0,3034;0,4776;0,5897;0,6664;0,7206;0,7807;0,8183;725229674;1930205090;2692374251;3133310152;3524214089;3792609855;3990867355;4254119648;4409826599;15,8045;112,83245;354,3712;958,782;2152,405;3648,54;5260,38;8548,665;11947,18;0,279851612903226;0,394257678093539;0,526809353298611;0,657092537313433;0,748560477453581;0,786211755034936;0,803933606557377;0,826833553113553;0,84442619300106;0,0578;0,2398;0,5023;0,8418;1,268;1,5867;1,8265;2,1847;2,4517;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1442;0,2269;0,3025;0,0398;0,0689;0,1017;674262534;1060958175;1414455038;14,062136;30,429685;53,898966;0,276873852157943;0,304215968252812;0,337055078174885;0,053;0,0942;0,1429;9,7838;9,7838;NA;2,4205;2,417;NA;4675884422,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00620372374250544;0,0100442566660227;0,0130942901270571;0,0166604403378441;0,0215044000929884;0,0297715104001937;0,0502975833363681;0,101286392920069;0,203369179035127;0,547768223341825;303,68;411,719999999999;526,329999999999;670,505;882,204999999999;1308,16;2471,05;5055,25;10103,2;221,540372084525;358,68914404697;467,608492469619;594,958819047506;767,940836148696;1063,16653760496;1796,17045983921;3617,02521033749;7262,49031453015;19561,2798138909;NA;0,697439246496319;NA;NA;NA;0,993956427299111;11,9073031336988;33,2692307692307;11,4522134877948;0,877824360545582;0,912961065417917;1,10922320833675;1,57329169663425;0,390751204774837;0,62989052076974;0,7696205771191;0,932459770661324;0,912961065417917;0,993956427299111;0,993956427299111;0,993956427299111;0,993956427299111;1,77386115388677;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;6313;1000;NA;NA;"WLD1983"
