dataset,variable,eq,percentile,thr,share
ml14,dhi,0,60,          831.38,   8.5814
ml14,dhi,0,70,          983.79,  10.0309
ml14,dhi,0,80,         1190.64,  11.9483
ml14,dhi,0,90,         1605.77,  15.0857
ml14,dhi,0,100,               .,  28.9444
ml14,dhci,0,10,          112.60,   0.5838
ml14,dhci,0,20,          234.21,   2.5361
ml14,dhci,0,30,          333.36,   4.1566
ml14,dhci,0,40,          417.81,   5.3937
ml14,dhci,0,50,          513.62,   6.7821
ml14,dhci,0,60,          619.81,   8.0338
ml14,dhci,0,70,          761.97,   9.9842
ml14,dhci,0,80,          976.76,  12.1984
ml14,dhci,0,90,         1407.53,  16.6584
ml14,dhci,0,100,               .,  33.6728
ml14,mi,0,10,.,.
ml14,mi,0,20,.,.
ml14,mi,0,30,.,.
ml14,mi,0,40,.,.
ml14,mi,0,50,.,.
ml14,mi,0,60,.,.
ml14,mi,0,70,.,.
ml14,mi,0,80,.,.
ml14,mi,0,90,.,.
ml14,mi,0,100,.,.
ml14,hcexp,0,10,          425.08,   3.3349
ml14,hcexp,0,20,          513.87,   4.5932
ml14,hcexp,0,30,          586.90,   5.4162
ml14,hcexp,0,40,          678.63,   6.1374
ml14,hcexp,0,50,          774.02,   7.0184
ml14,hcexp,0,60,          914.22,   8.2315
ml14,hcexp,0,70,         1079.18,   9.6187
ml14,hcexp,0,80,         1354.68,  11.7557
ml14,hcexp,0,90,         1834.48,  15.1795
ml14,hcexp,0,100,               .,  28.7144
ml15,dhi,0,10,          353.07,   2.4087
ml15,dhi,0,20,          477.87,   3.9992
ml15,dhi,0,30,          613.99,   5.2761
ml15,dhi,0,40,          733.55,   6.3994
ml15,dhi,0,50,          866.89,   7.7106
ml15,dhi,0,60,         1017.02,   8.9029
ml15,dhi,0,70,         1186.71,  10.4147
ml15,dhi,0,80,         1402.46,  12.2509
ml15,dhi,0,90,         1825.61,  15.1644
ml15,dhi,0,100,               .,  27.4730
ml15,dhci,0,10,          191.32,   1.3420
ml15,dhci,0,20,          299.80,   2.8748
ml15,dhci,0,30,          412.35,   4.2072
ml15,dhci,0,40,          544.90,   5.6089
ml15,dhci,0,50,          681.53,   7.3681
ml15,dhci,0,60,          815.79,   8.5204
ml15,dhci,0,70,          971.24,  10.4662
ml15,dhci,0,80,         1190.80,  12.6169
ml15,dhci,0,90,         1606.46,  16.2079
ml15,dhci,0,100,               .,  30.7876
ml15,mi,0,10,.,.
ml15,mi,0,20,.,.
ml15,mi,0,30,.,.
ml15,mi,0,40,.,.
ml15,mi,0,50,.,.
ml15,mi,0,60,.,.
ml15,mi,0,70,.,.
ml15,mi,0,80,.,.
ml15,mi,0,90,.,.
ml15,mi,0,100,.,.
ml15,hcexp,0,10,          408.10,   3.2558
ml15,hcexp,0,20,          506.22,   4.5352
ml15,hcexp,0,30,          604.09,   5.5034
ml15,hcexp,0,40,          703.07,   6.4391
ml15,hcexp,0,50,          799.63,   7.4119
ml15,hcexp,0,60,          918.94,   8.4829
ml15,hcexp,0,70,         1068.43,   9.8379
ml15,hcexp,0,80,         1295.85,  11.5425
ml15,hcexp,0,90,         1755.14,  14.7927
ml15,hcexp,0,100,               .,  28.1987
ml16,dhi,0,10,          381.73,   2.3614
ml16,dhi,0,20,          511.57,   4.1650
ml16,dhi,0,30,          625.91,   5.2885
ml16,dhi,0,40,          742.11,   6.3793
ml16,dhi,0,50,          856.36,   7.3765
ml16,dhi,0,60,          995.30,   8.5750
ml16,dhi,0,70,         1172.74,  10.0520
ml16,dhi,0,80,         1437.23,  12.0632
ml16,dhi,0,90,         1927.61,  15.3283
ml16,dhi,0,100,               .,  28.4106
ml16,dhci,0,10,          198.29,   1.2232
ml16,dhci,0,20,          334.62,   3.2330
ml16,dhci,0,30,          437.89,   4.3784
ml16,dhci,0,40,          528.84,   5.5901
ml16,dhci,0,50,          627.92,   6.7452
ml16,dhci,0,60,          762.18,   8.0886
ml16,dhci,0,70,          946.39,   9.8535
ml16,dhci,0,80,         1202.60,  12.3895
ml16,dhci,0,90,         1702.47,  16.3941
ml16,dhci,0,100,               .,  32.1044
ml16,mi,0,10,.,.
ml16,mi,0,20,.,.
ml16,mi,0,30,.,.
ml16,mi,0,40,.,.
ml16,mi,0,50,.,.
ml16,mi,0,60,.,.
ml16,mi,0,70,.,.
ml16,mi,0,80,.,.
ml16,mi,0,90,.,.
ml16,mi,0,100,.,.
ml16,hcexp,0,10,          414.52,   3.3443
ml16,hcexp,0,20,          518.10,   4.5628
ml16,hcexp,0,30,          601.07,   5.4165
ml16,hcexp,0,40,          697.66,   6.2834
ml16,hcexp,0,50,          796.26,   7.2171
ml16,hcexp,0,60,          934.31,   8.3493
ml16,hcexp,0,70,         1106.27,   9.8595
ml16,hcexp,0,80,         1362.95,  11.8528
ml16,hcexp,0,90,         1842.99,  15.1755
ml16,hcexp,0,100,               .,  27.9389
ml17,dhi,0,10,          392.00,   2.2643
ml17,dhi,0,20,          545.63,   4.1091
ml17,dhi,0,30,          675.87,   5.3225
ml17,dhi,0,40,          811.53,   6.4516
ml17,dhi,0,50,          945.81,   7.6199
ml17,dhi,0,60,         1103.12,   8.9510
ml17,dhi,0,70,         1302.38,  10.4152
ml17,dhi,0,80,         1605.24,  12.4435
ml17,dhi,0,90,         2084.78,  15.7592
ml17,dhi,0,100,               .,  26.6635
ml17,dhci,0,10,          249.91,   1.5661
ml17,dhci,0,20,          375.81,   3.4118
ml17,dhci,0,30,          495.85,   4.7889
ml17,dhci,0,40,          608.94,   5.9636
ml17,dhci,0,50,          730.73,   7.1116
ml17,dhci,0,60,          871.48,   8.6568
ml17,dhci,0,70,         1053.00,  10.3128
ml17,dhci,0,80,         1315.32,  12.7256
ml17,dhci,0,90,         1766.62,  16.2524
ml17,dhci,0,100,               .,  29.2104
ml17,mi,0,10,.,.
ml17,mi,0,20,.,.
ml17,mi,0,30,.,.
ml17,mi,0,40,.,.
ml17,mi,0,50,.,.
ml17,mi,0,60,.,.
ml17,mi,0,70,.,.
ml17,mi,0,80,.,.
ml17,mi,0,90,.,.
ml17,mi,0,100,.,.
ml17,hcexp,0,10,          461.13,   3.2780
ml17,hcexp,0,20,          542.56,   4.5114
ml17,hcexp,0,30,          645.34,   5.3075
ml17,hcexp,0,40,          754.31,   6.1938
ml17,hcexp,0,50,          878.77,   7.2765
ml17,hcexp,0,60,         1019.92,   8.3903
ml17,hcexp,0,70,         1199.15,   9.8403
ml17,hcexp,0,80,         1475.55,  11.8661
ml17,hcexp,0,90,         2045.25,  15.2908
ml17,hcexp,0,100,               .,  28.0453
ml18,dhi,0,10,          463.65,   2.4711
ml18,dhi,0,20,          639.42,   4.2570
ml18,dhi,0,30,          773.42,   5.3757
ml18,dhi,0,40,          922.83,   6.4684
ml18,dhi,0,50,         1065.99,   7.5708
ml18,dhi,0,60,         1229.99,   8.7200
ml18,dhi,0,70,         1443.50,  10.1280
ml18,dhi,0,80,         1706.62,  11.8867
ml18,dhi,0,90,         2277.21,  14.8900
ml18,dhi,0,100,               .,  28.2321
ml18,dhci,0,10,          320.56,   1.8130
ml18,dhci,0,20,          480.36,   3.7666
ml18,dhci,0,30,          588.91,   4.9981
ml18,dhci,0,40,          709.12,   6.0860
ml18,dhci,0,50,          837.83,   7.2544
ml18,dhci,0,60,          976.26,   8.4283
ml18,dhci,0,70,         1165.68,  10.0137
ml18,dhci,0,80,         1444.15,  11.9884
ml18,dhci,0,90,         1942.80,  15.5539
ml18,dhci,0,100,               .,  30.0976
ml18,mi,0,10,.,.
ml18,mi,0,20,.,.
ml18,mi,0,30,.,.
ml18,mi,0,40,.,.
ml18,mi,0,50,.,.
ml18,mi,0,60,.,.
ml18,mi,0,70,.,.
ml18,mi,0,80,.,.
ml18,mi,0,90,.,.
ml18,mi,0,100,.,.
ml18,hcexp,0,10,          470.25,   2.9787
ml18,hcexp,0,20,          582.38,   4.3504
ml18,hcexp,0,30,          695.68,   5.2415
ml18,hcexp,0,40,          798.53,   6.0661
ml18,hcexp,0,50,          937.16,   7.0619
ml18,hcexp,0,60,         1098.55,   8.2905
ml18,hcexp,0,70,         1312.80,   9.8210
ml18,hcexp,0,80,         1637.44,  11.9270
ml18,hcexp,0,90,         2222.32,  15.3393
ml18,hcexp,0,100,               .,  28.9235
ml19,dhi,0,10,          385.79,   1.9711
ml19,dhi,0,20,          547.88,   3.7815
ml19,dhi,0,30,          666.57,   4.8598
ml19,dhi,0,40,          810.32,   5.8998
ml19,dhi,0,50,          964.44,   7.1185
ml19,dhi,0,60,         1122.23,   8.3085
ml19,dhi,0,70,         1333.50,   9.8490
ml19,dhi,0,80,         1634.16,  11.7448
ml19,dhi,0,90,         2283.75,  15.1668
ml19,dhi,0,100,               .,  31.3002
ml19,dhci,0,10,          230.48,   1.1637
ml19,dhci,0,20,          370.42,   3.0680
ml19,dhci,0,30,          498.01,   4.2318
ml19,dhci,0,40,          610.22,   5.5027
ml19,dhci,0,50,          740.84,   6.9484
ml19,dhci,0,60,          889.00,   8.0318
ml19,dhci,0,70,         1079.50,   9.6235
ml19,dhci,0,80,         1361.73,  11.9710
ml19,dhci,0,90,         1896.54,  15.7848
ml19,dhci,0,100,               .,  33.6744
ml19,mi,0,10,.,.
ml19,mi,0,20,.,.
ml19,mi,0,30,.,.
ml19,mi,0,40,.,.
ml19,mi,0,50,.,.
ml19,mi,0,60,.,.
ml19,mi,0,70,.,.
ml19,mi,0,80,.,.
ml19,mi,0,90,.,.
ml19,mi,0,100,.,.
ml19,hcexp,0,10,          456.93,   2.9057
ml19,hcexp,0,20,          568.99,   3.9372
ml19,hcexp,0,30,          677.95,   4.7535
ml19,hcexp,0,40,          798.37,   5.6688
ml19,hcexp,0,50,          921.96,   6.5987
ml19,hcexp,0,60,         1086.19,   7.6323
ml19,hcexp,0,70,         1336.74,   9.2341
ml19,hcexp,0,80,         1658.66,  11.4107
ml19,hcexp,0,90,         2400.25,  15.0440
ml19,hcexp,0,100,               .,  32.8150
ml20,dhi,0,10,          387.19,   2.2805
ml20,dhi,0,20,          534.01,   3.8053
ml20,dhi,0,30,          657.36,   4.8558
ml20,dhi,0,40,          793.39,   5.9388
ml20,dhi,0,50,          936.76,   7.0612
ml20,dhi,0,60,         1103.01,   8.3365
ml20,dhi,0,70,         1333.67,   9.8799
ml20,dhi,0,80,         1688.44,  12.2588
ml20,dhi,0,90,         2300.61,  15.9551
ml20,dhi,0,100,               .,  29.6282
ml20,dhci,0,10,          216.36,   1.2556
ml20,dhci,0,20,          341.76,   2.8718
ml20,dhci,0,30,          455.97,   4.1586
ml20,dhci,0,40,          573.69,   5.5162
ml20,dhci,0,50,          691.50,   6.3727
ml20,dhci,0,60,          852.34,   8.0391
ml20,dhci,0,70,         1046.06,   9.8275
ml20,dhci,0,80,         1336.47,  12.2412
ml20,dhci,0,90,         1966.94,  17.0008
ml20,dhci,0,100,               .,  32.7166
ml20,mi,0,10,.,.
ml20,mi,0,20,.,.
ml20,mi,0,30,.,.
ml20,mi,0,40,.,.
ml20,mi,0,50,.,.
ml20,mi,0,60,.,.
ml20,mi,0,70,.,.
ml20,mi,0,80,.,.
ml20,mi,0,90,.,.
ml20,mi,0,100,.,.
ml20,hcexp,0,10,          481.56,   3.1222
ml20,hcexp,0,20,          614.29,   4.0845
ml20,hcexp,0,30,          724.32,   5.1026
ml20,hcexp,0,40,          860.05,   5.9779
ml20,hcexp,0,50,         1012.03,   7.0892
ml20,hcexp,0,60,         1199.83,   8.4109
ml20,hcexp,0,70,         1418.26,   9.8848
ml20,hcexp,0,80,         1768.16,  12.0105
ml20,hcexp,0,90,         2409.09,  15.4562
ml20,hcexp,0,100,               .,  28.8612
mx84,dhi,0,10,          630.47,   1.5977
mx84,dhi,0,20,          897.13,   2.8370
mx84,dhi,0,30,         1160.66,   3.8637
mx84,dhi,0,40,         1440.76,   4.7701
mx84,dhi,0,50,         1776.39,   5.9535
mx84,dhi,0,60,         2194.33,   7.3741
mx84,dhi,0,70,         2762.96,   9.1941
mx84,dhi,0,80,         3714.95,  11.9735
mx84,dhi,0,90,         5582.12,  16.5290
mx84,dhi,0,100,               .,  35.9073
mx84,dhci,0,10,          497.25,   1.3532
mx84,dhci,0,20,          778.38,   2.5468
mx84,dhci,0,30,         1042.79,   3.5881
mx84,dhci,0,40,         1308.31,   4.6207
mx84,dhci,0,50,         1659.84,   5.8137
mx84,dhci,0,60,         2083.60,   7.4281
mx84,dhci,0,70,         2627.28,   9.1442
mx84,dhci,0,80,         3527.40,  12.0754
mx84,dhci,0,90,         5366.49,  16.7657
mx84,dhci,0,100,               .,  36.6640
mx84,mi,0,10,.,.
mx84,mi,0,20,.,.
mx84,mi,0,30,.,.
mx84,mi,0,40,.,.
mx84,mi,0,50,.,.
mx84,mi,0,60,.,.
mx84,mi,0,70,.,.
mx84,mi,0,80,.,.
mx84,mi,0,90,.,.
mx84,mi,0,100,.,.
mx84,hcexp,0,10,          654.00,   1.8211
mx84,hcexp,0,20,          888.87,   2.9760
mx84,hcexp,0,30,         1136.18,   3.9373
mx84,hcexp,0,40,         1396.94,   4.9325
mx84,hcexp,0,50,         1743.34,   6.0745
mx84,hcexp,0,60,         2177.01,   7.5638
mx84,hcexp,0,70,         2753.76,   9.5941
mx84,hcexp,0,80,         3610.51,  12.3299
mx84,hcexp,0,90,         5321.91,  16.9291
mx84,hcexp,0,100,               .,  33.8416
mx89,dhi,0,10,          644.61,   1.3767
mx89,dhi,0,20,          956.27,   2.6240
mx89,dhi,0,30,         1245.72,   3.6835
mx89,dhi,0,40,         1527.39,   4.3994
mx89,dhi,0,50,         1882.42,   5.5592
mx89,dhi,0,60,         2325.34,   7.1348
mx89,dhi,0,70,         2950.97,   8.2744
mx89,dhi,0,80,         3915.11,  11.1000
mx89,dhi,0,90,         6062.49,  15.6471
mx89,dhi,0,100,               .,  40.2009
mx89,dhci,0,10,          513.12,   1.1048
mx89,dhci,0,20,          830.48,   2.4048
mx89,dhci,0,30,         1114.22,   3.2826
mx89,dhci,0,40,         1431.19,   4.4150
mx89,dhci,0,50,         1780.91,   5.5122
mx89,dhci,0,60,         2214.61,   6.9865
mx89,dhci,0,70,         2829.78,   8.4517
mx89,dhci,0,80,         3737.15,  11.2437
mx89,dhci,0,90,         5791.20,  15.7112
mx89,dhci,0,100,               .,  40.8874
mx89,mi,0,10,.,.
mx89,mi,0,20,.,.
mx89,mi,0,30,.,.
mx89,mi,0,40,.,.
mx89,mi,0,50,.,.
mx89,mi,0,60,.,.
mx89,mi,0,70,.,.
mx89,mi,0,80,.,.
mx89,mi,0,90,.,.
mx89,mi,0,100,.,.
mx89,hcexp,0,10,          550.15,   1.6664
mx89,hcexp,0,20,          787.16,   2.8764
mx89,hcexp,0,30,         1012.83,   3.8801
mx89,hcexp,0,40,         1258.45,   4.8696
mx89,hcexp,0,50,         1529.91,   6.0301
mx89,hcexp,0,60,         1874.59,   7.3021
mx89,hcexp,0,70,         2311.86,   8.9848
mx89,hcexp,0,80,         3012.78,  11.3317
mx89,hcexp,0,90,         4483.92,  15.7055
mx89,hcexp,0,100,               .,  37.3534
mx92,dhi,0,10,          661.14,   1.2675
mx92,dhi,0,20,          991.52,   2.3464
mx92,dhi,0,30,         1317.63,   3.2867
mx92,dhi,0,40,         1648.19,   4.1975
mx92,dhi,0,50,         2014.73,   5.2139
mx92,dhi,0,60,         2537.69,   6.4485
mx92,dhi,0,70,         3239.61,   8.1957
mx92,dhi,0,80,         4507.68,  10.6623
mx92,dhi,0,90,         7034.58,  15.7347
mx92,dhi,0,100,               .,  42.6470
mx92,dhci,0,10,          528.92,   1.0186
mx92,dhci,0,20,          889.24,   2.1498
mx92,dhci,0,30,         1214.85,   3.1809
mx92,dhci,0,40,         1542.67,   4.2176
mx92,dhci,0,50,         1888.23,   5.0876
mx92,dhci,0,60,         2376.95,   6.3855
mx92,dhci,0,70,         3046.48,   8.0874
mx92,dhci,0,80,         4237.25,  10.7012
mx92,dhci,0,90,         6839.17,  15.7647
mx92,dhci,0,100,               .,  43.4067
mx92,mi,0,10,.,.
mx92,mi,0,20,.,.
mx92,mi,0,30,.,.
mx92,mi,0,40,.,.
mx92,mi,0,50,.,.
mx92,mi,0,60,.,.
mx92,mi,0,70,.,.
mx92,mi,0,80,.,.
mx92,mi,0,90,.,.
mx92,mi,0,100,.,.
mx92,hcexp,0,10,          605.14,   1.5782
mx92,hcexp,0,20,          878.45,   2.7715
mx92,hcexp,0,30,         1151.53,   3.7423
mx92,hcexp,0,40,         1425.84,   4.7695
mx92,hcexp,0,50,         1759.08,   5.8538
mx92,hcexp,0,60,         2158.97,   7.1959
mx92,hcexp,0,70,         2719.31,   8.9570
mx92,hcexp,0,80,         3606.93,  11.5103
mx92,hcexp,0,90,         5579.61,  16.3333
mx92,hcexp,0,100,               .,  37.2882
mx94,dhi,0,10,          672.24,   1.2543
mx94,dhi,0,20,          993.44,   2.2762
mx94,dhi,0,30,         1300.53,   3.1091
mx94,dhi,0,40,         1629.44,   4.0066
mx94,dhi,0,50,         2063.09,   5.0380
mx94,dhi,0,60,         2625.51,   6.4212
mx94,dhi,0,70,         3379.03,   8.0615
mx94,dhi,0,80,         4614.86,  10.6769
mx94,dhi,0,90,         7463.90,  15.7278
mx94,dhi,0,100,               .,  43.4285
mx94,dhci,0,10,          565.05,   1.0402
mx94,dhci,0,20,          912.44,   2.1218
mx94,dhci,0,30,         1217.58,   2.9895
mx94,dhci,0,40,         1567.42,   3.9351
mx94,dhci,0,50,         1961.90,   4.9682
mx94,dhci,0,60,         2472.12,   6.2883
mx94,dhci,0,70,         3153.76,   7.9787
mx94,dhci,0,80,         4345.81,  10.4647
mx94,dhci,0,90,         7161.67,  15.6453
mx94,dhci,0,100,               .,  44.5681
mx94,mi,0,10,.,.
mx94,mi,0,20,.,.
mx94,mi,0,30,.,.
mx94,mi,0,40,.,.
mx94,mi,0,50,.,.
mx94,mi,0,60,.,.
mx94,mi,0,70,.,.
mx94,mi,0,80,.,.
mx94,mi,0,90,.,.
mx94,mi,0,100,.,.
mx94,hcexp,0,10,          637.66,   1.7152
mx94,hcexp,0,20,          886.09,   2.7829
mx94,hcexp,0,30,         1146.99,   3.7124
mx94,hcexp,0,40,         1428.07,   4.6622
mx94,hcexp,0,50,         1757.06,   5.7457
mx94,hcexp,0,60,         2140.42,   7.0545
mx94,hcexp,0,70,         2708.95,   8.7206
mx94,hcexp,0,80,         3612.99,  11.3321
mx94,hcexp,0,90,         5583.17,  16.0452
mx94,hcexp,0,100,               .,  38.2293
mx96,dhi,0,10,          521.54,   1.3100
mx96,dhi,0,20,          772.66,   2.3858
mx96,dhi,0,30,         1019.54,   3.2852
mx96,dhi,0,40,         1296.02,   4.2408
mx96,dhi,0,50,         1620.16,   5.2945
mx96,dhi,0,60,         2025.32,   6.6579
mx96,dhi,0,70,         2607.71,   8.5007
mx96,dhi,0,80,         3491.17,  11.0198
mx96,dhi,0,90,         5529.83,  15.8257
mx96,dhi,0,100,               .,  41.4796
mx96,dhci,0,10,          452.59,   1.1453
mx96,dhci,0,20,          712.29,   2.2809
mx96,dhci,0,30,          952.54,   3.2253
mx96,dhci,0,40,         1219.25,   4.1639
mx96,dhci,0,50,         1522.62,   5.2904
mx96,dhci,0,60,         1901.97,   6.5888
mx96,dhci,0,70,         2457.77,   8.3488
mx96,dhci,0,80,         3326.28,  11.0230
mx96,dhci,0,90,         5232.32,  15.8141
mx96,dhci,0,100,               .,  42.1196
mx96,mi,0,10,.,.
mx96,mi,0,20,.,.
mx96,mi,0,30,.,.
mx96,mi,0,40,.,.
mx96,mi,0,50,.,.
mx96,mi,0,60,.,.
mx96,mi,0,70,.,.
mx96,mi,0,80,.,.
mx96,mi,0,90,.,.
mx96,mi,0,100,.,.
mx96,hcexp,0,10,          557.60,   1.6831
mx96,hcexp,0,20,          789.71,   2.9495
mx96,hcexp,0,30,         1002.11,   3.9248
mx96,hcexp,0,40,         1256.30,   4.9404
mx96,hcexp,0,50,         1553.43,   6.1174
mx96,hcexp,0,60,         1879.85,   7.5158
mx96,hcexp,0,70,         2321.90,   9.1420
mx96,hcexp,0,80,         3009.50,  11.5654
mx96,hcexp,0,90,         4585.42,  16.0827
mx96,hcexp,0,100,               .,  36.0790
mx98,dhi,0,10,          488.40,   1.0380
mx98,dhi,0,20,          772.68,   2.0705
mx98,dhi,0,30,         1091.25,   3.0354
mx98,dhi,0,40,         1413.58,   4.0965
mx98,dhi,0,50,         1795.72,   5.2445
mx98,dhi,0,60,         2258.40,   6.5729
mx98,dhi,0,70,         2918.55,   8.4161
mx98,dhi,0,80,         3957.50,  11.1151
mx98,dhi,0,90,         6253.26,  16.1139
mx98,dhi,0,100,               .,  42.2971
mx98,dhci,0,10,          444.00,   0.9073
mx98,dhci,0,20,          728.17,   2.0067
mx98,dhci,0,30,         1035.99,   3.0602
mx98,dhci,0,40,         1341.10,   4.0040
mx98,dhci,0,50,         1715.84,   5.1986
mx98,dhci,0,60,         2123.79,   6.5507
mx98,dhci,0,70,         2766.11,   8.2670
mx98,dhci,0,80,         3734.76,  10.9443
mx98,dhci,0,90,         6112.37,  16.1343
mx98,dhci,0,100,               .,  42.9270
mx98,mi,0,10,.,.
mx98,mi,0,20,.,.
mx98,mi,0,30,.,.
mx98,mi,0,40,.,.
mx98,mi,0,50,.,.
mx98,mi,0,60,.,.
mx98,mi,0,70,.,.
mx98,mi,0,80,.,.
mx98,mi,0,90,.,.
mx98,mi,0,100,.,.
mx98,hcexp,0,10,          603.19,   1.3922
mx98,hcexp,0,20,          927.00,   2.5997
mx98,hcexp,0,30,         1230.32,   3.6401
mx98,hcexp,0,40,         1537.49,   4.6665
mx98,hcexp,0,50,         1899.28,   5.7853
mx98,hcexp,0,60,         2379.73,   7.2359
mx98,hcexp,0,70,         2970.78,   9.0002
mx98,hcexp,0,80,         3951.14,  11.5603
mx98,hcexp,0,90,         5942.70,  16.1323
mx98,hcexp,0,100,               .,  37.9875
mx00,dhi,0,10,          622.48,   1.1486
mx00,dhi,0,20,          973.90,   2.2032
mx00,dhi,0,30,         1336.86,   3.1344
mx00,dhi,0,40,         1721.69,   4.2715
mx00,dhi,0,50,         2171.34,   5.1440
mx00,dhi,0,60,         2759.38,   6.7169
mx00,dhi,0,70,         3543.90,   8.5249
mx00,dhi,0,80,         4674.65,  11.0013
mx00,dhi,0,90,         7588.28,  15.9685
mx00,dhi,0,100,               .,  41.8867
mx00,dhci,0,10,          588.40,   1.0757
mx00,dhci,0,20,          923.17,   2.1340
mx00,dhci,0,30,         1266.07,   3.1314
mx00,dhci,0,40,         1623.16,   4.1580
mx00,dhci,0,50,         2060.85,   5.1384
mx00,dhci,0,60,         2637.64,   6.6093
mx00,dhci,0,70,         3297.05,   8.3892
mx00,dhci,0,80,         4403.10,  10.7712
mx00,dhci,0,90,         7304.23,  16.0779
mx00,dhci,0,100,               .,  42.5148
mx00,mi,0,10,.,.
mx00,mi,0,20,.,.
mx00,mi,0,30,.,.
mx00,mi,0,40,.,.
mx00,mi,0,50,.,.
mx00,mi,0,60,.,.
mx00,mi,0,70,.,.
mx00,mi,0,80,.,.
mx00,mi,0,90,.,.
mx00,mi,0,100,.,.
mx00,hcexp,0,10,          723.05,   1.4064
mx00,hcexp,0,20,         1062.95,   2.5589
mx00,hcexp,0,30,         1402.71,   3.5131
mx00,hcexp,0,40,         1755.48,   4.4998
mx00,hcexp,0,50,         2193.52,   5.6361
mx00,hcexp,0,60,         2692.50,   6.9291
mx00,hcexp,0,70,         3399.90,   8.6627
mx00,hcexp,0,80,         4457.32,  11.1392
mx00,hcexp,0,90,         6885.16,  15.5075
mx00,hcexp,0,100,               .,  40.1473
mx02,dhi,0,10,          725.50,   1.3587
mx02,dhi,0,20,         1076.25,   2.4634
mx02,dhi,0,30,         1437.33,   3.4387
mx02,dhi,0,40,         1816.12,   4.5767
mx02,dhi,0,50,         2215.67,   5.4669
mx02,dhi,0,60,         2763.54,   6.8290
mx02,dhi,0,70,         3516.02,   8.6297
mx02,dhi,0,80,         4730.57,  11.1327
mx02,dhi,0,90,         7353.57,  16.0624
mx02,dhi,0,100,               .,  40.0418
mx02,dhci,0,10,          679.09,   1.2768
mx02,dhci,0,20,         1021.57,   2.4374
mx02,dhci,0,30,         1377.49,   3.4218
mx02,dhci,0,40,         1743.48,   4.6485
mx02,dhci,0,50,         2164.82,   5.3414
mx02,dhci,0,60,         2636.68,   6.7838
mx02,dhci,0,70,         3362.42,   8.5287
mx02,dhci,0,80,         4503.99,  11.0849
mx02,dhci,0,90,         7155.53,  16.0725
mx02,dhci,0,100,               .,  40.4041
mx02,mi,0,10,.,.
mx02,mi,0,20,.,.
mx02,mi,0,30,.,.
mx02,mi,0,40,.,.
mx02,mi,0,50,.,.
mx02,mi,0,60,.,.
mx02,mi,0,70,.,.
mx02,mi,0,80,.,.
mx02,mi,0,90,.,.
mx02,mi,0,100,.,.
mx02,hcexp,0,10,          787.91,   1.6679
mx02,hcexp,0,20,         1125.42,   2.8427
mx02,hcexp,0,30,         1431.59,   3.7859
mx02,hcexp,0,40,         1785.61,   4.7660
mx02,hcexp,0,50,         2174.41,   5.8467
mx02,hcexp,0,60,         2623.08,   7.0804
mx02,hcexp,0,70,         3302.84,   8.6816
mx02,hcexp,0,80,         4373.07,  11.1642
mx02,hcexp,0,90,         6715.60,  15.8037
mx02,hcexp,0,100,               .,  38.3611
mx04,dhi,0,10,          798.48,   1.3283
mx04,dhi,0,20,         1199.15,   2.6432
mx04,dhi,0,30,         1571.05,   3.6195
mx04,dhi,0,40,         1962.76,   4.5599
mx04,dhi,0,50,         2389.45,   6.0580
mx04,dhi,0,60,         2920.44,   6.4593
mx04,dhi,0,70,         3750.11,   8.5993
mx04,dhi,0,80,         4978.02,  11.3471
mx04,dhi,0,90,         7817.49,  15.8962
mx04,dhi,0,100,               .,  39.4891
mx04,dhci,0,10,          766.51,   1.2625
mx04,dhci,0,20,         1163.53,   2.6245
mx04,dhci,0,30,         1526.59,   3.6560
mx04,dhci,0,40,         1891.65,   4.5582
mx04,dhci,0,50,         2323.08,   5.6625
mx04,dhci,0,60,         2849.64,   6.8168
mx04,dhci,0,70,         3637.28,   8.6277
mx04,dhci,0,80,         4799.65,  11.1782
mx04,dhci,0,90,         7525.28,  16.0256
mx04,dhci,0,100,               .,  39.5879
mx04,mi,0,10,.,.
mx04,mi,0,20,.,.
mx04,mi,0,30,.,.
mx04,mi,0,40,.,.
mx04,mi,0,50,.,.
mx04,mi,0,60,.,.
mx04,mi,0,70,.,.
mx04,mi,0,80,.,.
mx04,mi,0,90,.,.
mx04,mi,0,100,.,.
mx04,hcexp,0,10,          887.12,   1.7472
mx04,hcexp,0,20,         1268.30,   2.9994
mx04,hcexp,0,30,         1617.65,   4.0634
mx04,hcexp,0,40,         1972.24,   5.0122
