dataset,variable,eq,percentile,thr,share
lt18,mi,0,30,         4310.63,   2.6682
lt18,mi,0,40,         6482.23,   4.7065
lt18,mi,0,50,         8789.56,   6.4911
lt18,mi,0,60,        11571.41,   8.7233
lt18,mi,0,70,        14630.49,  11.1191
lt18,mi,0,80,        18110.15,  14.0183
lt18,mi,0,90,        25762.62,  18.4486
lt18,mi,0,100,               .,  33.3041
lt18,hcexp,0,10,.,.
lt18,hcexp,0,20,.,.
lt18,hcexp,0,30,.,.
lt18,hcexp,0,40,.,.
lt18,hcexp,0,50,.,.
lt18,hcexp,0,60,.,.
lt18,hcexp,0,70,.,.
lt18,hcexp,0,80,.,.
lt18,hcexp,0,90,.,.
lt18,hcexp,0,100,.,.
lu85,dhi,0,10,         7196.56,   4.1170
lu85,dhi,0,20,         8635.87,   5.7325
lu85,dhi,0,30,        10036.80,   6.1352
lu85,dhi,0,40,        11380.16,   7.3586
lu85,dhi,0,50,        12809.87,   8.3025
lu85,dhi,0,60,        14393.12,   9.7322
lu85,dhi,0,70,        16408.15,  10.4596
lu85,dhi,0,80,        19286.78,  11.9986
lu85,dhi,0,90,        23772.63,  14.6491
lu85,dhi,0,100,               .,  21.5148
lu85,dhci,0,10,         7138.99,   4.0755
lu85,dhci,0,20,         8520.73,   5.4080
lu85,dhci,0,30,        10016.01,   6.4107
lu85,dhci,0,40,        11341.78,   7.3947
lu85,dhci,0,50,        12670.74,   8.2746
lu85,dhci,0,60,        14393.12,  10.0590
lu85,dhci,0,70,        16293.01,   9.9119
lu85,dhci,0,80,        19286.78,  12.5389
lu85,dhci,0,90,        23604.71,  14.3993
lu85,dhci,0,100,               .,  21.5273
lu85,mi,0,10,.,.
lu85,mi,0,20,.,.
lu85,mi,0,30,.,.
lu85,mi,0,40,.,.
lu85,mi,0,50,.,.
lu85,mi,0,60,.,.
lu85,mi,0,70,.,.
lu85,mi,0,80,.,.
lu85,mi,0,90,.,.
lu85,mi,0,100,.,.
lu85,hcexp,0,10,.,.
lu85,hcexp,0,20,.,.
lu85,hcexp,0,30,.,.
lu85,hcexp,0,40,.,.
lu85,hcexp,0,50,.,.
lu85,hcexp,0,60,.,.
lu85,hcexp,0,70,.,.
lu85,hcexp,0,80,.,.
lu85,hcexp,0,90,.,.
lu85,hcexp,0,100,.,.
lu91,dhi,0,10,        10175.30,   4.2286
lu91,dhi,0,20,        12518.44,   5.5756
lu91,dhi,0,30,        14623.16,   6.2789
lu91,dhi,0,40,        16418.23,   7.6608
lu91,dhi,0,50,        18284.81,   8.0610
lu91,dhi,0,60,        20449.64,   9.3383
lu91,dhi,0,70,        23150.54,  10.5467
lu91,dhi,0,80,        26791.69,  11.7878
lu91,dhi,0,90,        34759.59,  14.2950
lu91,dhi,0,100,               .,  22.2274
lu91,dhci,0,10,        10135.48,   4.2439
lu91,dhci,0,20,        12498.46,   5.3520
lu91,dhci,0,30,        14623.16,   6.4650
lu91,dhci,0,40,        16418.23,   7.8809
lu91,dhci,0,50,        18070.28,   7.8286
lu91,dhci,0,60,        20449.64,   9.4064
lu91,dhci,0,70,        23150.54,  10.4913
lu91,dhci,0,80,        26775.57,  11.7774
lu91,dhci,0,90,        34725.80,  14.3256
lu91,dhci,0,100,               .,  22.2289
lu91,mi,0,10,.,.
lu91,mi,0,20,.,.
lu91,mi,0,30,.,.
lu91,mi,0,40,.,.
lu91,mi,0,50,.,.
lu91,mi,0,60,.,.
lu91,mi,0,70,.,.
lu91,mi,0,80,.,.
lu91,mi,0,90,.,.
lu91,mi,0,100,.,.
lu91,hcexp,0,10,.,.
lu91,hcexp,0,20,.,.
lu91,hcexp,0,30,.,.
lu91,hcexp,0,40,.,.
lu91,hcexp,0,50,.,.
lu91,hcexp,0,60,.,.
lu91,hcexp,0,70,.,.
lu91,hcexp,0,80,.,.
lu91,hcexp,0,90,.,.
lu91,hcexp,0,100,.,.
lu94,dhi,0,10,        10966.60,   4.0754
lu94,dhi,0,20,        13086.36,   5.3371
lu94,dhi,0,30,        15546.66,   6.4100
lu94,dhi,0,40,        17944.30,   7.4575
lu94,dhi,0,50,        20108.08,   8.3594
lu94,dhi,0,60,        22253.55,   9.3076
lu94,dhi,0,70,        25204.44,  10.6658
lu94,dhi,0,80,        29397.80,  11.8824
lu94,dhi,0,90,        37544.25,  14.6535
lu94,dhi,0,100,               .,  21.8513
lu94,dhci,0,10,        10966.60,   4.0748
lu94,dhci,0,20,        13086.36,   5.3375
lu94,dhci,0,30,        15515.33,   6.3898
lu94,dhci,0,40,        17944.30,   7.4852
lu94,dhci,0,50,        20061.55,   8.3150
lu94,dhci,0,60,        22230.08,   9.3600
lu94,dhci,0,70,        25204.44,  10.7562
lu94,dhci,0,80,        29365.92,  11.7381
lu94,dhci,0,90,        37320.12,  14.7254
lu94,dhci,0,100,               .,  21.8181
lu94,mi,0,10,.,.
lu94,mi,0,20,.,.
lu94,mi,0,30,.,.
lu94,mi,0,40,.,.
lu94,mi,0,50,.,.
lu94,mi,0,60,.,.
lu94,mi,0,70,.,.
lu94,mi,0,80,.,.
lu94,mi,0,90,.,.
lu94,mi,0,100,.,.
lu94,hcexp,0,10,.,.
lu94,hcexp,0,20,.,.
lu94,hcexp,0,30,.,.
lu94,hcexp,0,40,.,.
lu94,hcexp,0,50,.,.
lu94,hcexp,0,60,.,.
lu94,hcexp,0,70,.,.
lu94,hcexp,0,80,.,.
lu94,hcexp,0,90,.,.
lu94,hcexp,0,100,.,.
lu97,dhi,0,10,        10256.69,   3.4263
lu97,dhi,0,20,        13497.39,   4.9638
lu97,dhi,0,30,        15680.43,   6.1518
lu97,dhi,0,40,        17913.91,   7.0216
lu97,dhi,0,50,        20220.52,   7.9754
lu97,dhi,0,60,        23221.16,   9.0389
lu97,dhi,0,70,        26862.19,  10.5461
lu97,dhi,0,80,        31668.33,  12.2140
lu97,dhi,0,90,        40731.17,  14.8628
lu97,dhi,0,100,               .,  23.7992
lu97,dhci,0,10,        10176.61,   3.5087
lu97,dhci,0,20,        13348.06,   4.8673
lu97,dhci,0,30,        15550.53,   6.1548
lu97,dhci,0,40,        17853.32,   7.0627
lu97,dhci,0,50,        20070.56,   8.0228
lu97,dhci,0,60,        23094.59,   9.0703
lu97,dhci,0,70,        26518.40,  10.3871
lu97,dhci,0,80,        31562.74,  12.4851
lu97,dhci,0,90,        40580.67,  14.6939
lu97,dhci,0,100,               .,  23.7474
lu97,mi,0,10,.,.
lu97,mi,0,20,.,.
lu97,mi,0,30,.,.
lu97,mi,0,40,.,.
lu97,mi,0,50,.,.
lu97,mi,0,60,.,.
lu97,mi,0,70,.,.
lu97,mi,0,80,.,.
lu97,mi,0,90,.,.
lu97,mi,0,100,.,.
lu97,hcexp,0,10,.,.
lu97,hcexp,0,20,.,.
lu97,hcexp,0,30,.,.
lu97,hcexp,0,40,.,.
lu97,hcexp,0,50,.,.
lu97,hcexp,0,60,.,.
lu97,hcexp,0,70,.,.
lu97,hcexp,0,80,.,.
lu97,hcexp,0,90,.,.
lu97,hcexp,0,100,.,.
lu00,dhi,0,10,        11092.90,   3.4751
lu00,dhi,0,20,        14466.24,   4.9622
lu00,dhi,0,30,        16786.88,   5.8956
lu00,dhi,0,40,        19327.10,   6.9644
lu00,dhi,0,50,        22292.35,   7.9002
lu00,dhi,0,60,        25725.29,   9.1751
lu00,dhi,0,70,        29458.10,  10.4863
lu00,dhi,0,80,        34830.41,  12.2039
lu00,dhi,0,90,        45559.79,  15.0287
lu00,dhi,0,100,               .,  23.9086
lu00,dhci,0,10,        11087.25,   3.5042
lu00,dhci,0,20,        14361.12,   4.9650
lu00,dhci,0,30,        16720.92,   5.9345
lu00,dhci,0,40,        19286.08,   6.9840
lu00,dhci,0,50,        22122.49,   7.9138
lu00,dhci,0,60,        25714.77,   9.1525
lu00,dhci,0,70,        29286.26,  10.4911
lu00,dhci,0,80,        34710.18,  12.2232
lu00,dhci,0,90,        44857.98,  15.0631
lu00,dhci,0,100,               .,  23.7686
lu00,mi,0,10,.,.
lu00,mi,0,20,.,.
lu00,mi,0,30,.,.
lu00,mi,0,40,.,.
lu00,mi,0,50,.,.
lu00,mi,0,60,.,.
lu00,mi,0,70,.,.
lu00,mi,0,80,.,.
lu00,mi,0,90,.,.
lu00,mi,0,100,.,.
lu00,hcexp,0,10,.,.
lu00,hcexp,0,20,.,.
lu00,hcexp,0,30,.,.
lu00,hcexp,0,40,.,.
lu00,hcexp,0,50,.,.
lu00,hcexp,0,60,.,.
lu00,hcexp,0,70,.,.
lu00,hcexp,0,80,.,.
lu00,hcexp,0,90,.,.
lu00,hcexp,0,100,.,.
lu04,dhi,0,10,        12329.67,   3.3420
lu04,dhi,0,20,        16109.91,   4.8115
lu04,dhi,0,30,        19000.04,   5.9915
lu04,dhi,0,40,        21669.21,   7.0235
lu04,dhi,0,50,        24896.95,   8.0959
lu04,dhi,0,60,        27865.83,   8.8600
lu04,dhi,0,70,        32352.92,  10.2027
lu04,dhi,0,80,        39228.36,  12.2797
lu04,dhi,0,90,        50344.78,  14.9153
lu04,dhi,0,100,               .,  24.4779
lu04,dhci,0,10,        12329.67,   3.3710
lu04,dhci,0,20,        15974.92,   4.7725
lu04,dhci,0,30,        18912.40,   6.0432
lu04,dhci,0,40,        21631.87,   7.0231
lu04,dhci,0,50,        24608.99,   7.9225
lu04,dhci,0,60,        27542.09,   9.0329
lu04,dhci,0,70,        32120.09,  10.1940
lu04,dhci,0,80,        38958.63,  12.2019
lu04,dhci,0,90,        50336.21,  15.0746
lu04,dhci,0,100,               .,  24.3644
lu04,mi,0,10,           21.86,   0.0056
lu04,mi,0,20,         6795.38,   1.1614
lu04,mi,0,30,        11631.45,   3.4012
lu04,mi,0,40,        16121.50,   5.1751
lu04,mi,0,50,        20612.48,   6.6812
lu04,mi,0,60,        25603.34,   8.3705
lu04,mi,0,70,        31755.48,  10.5407
lu04,mi,0,80,        41908.95,  13.1867
lu04,mi,0,90,        58909.09,  18.2934
lu04,mi,0,100,               .,  33.1841
lu04,hcexp,0,10,.,.
lu04,hcexp,0,20,.,.
lu04,hcexp,0,30,.,.
lu04,hcexp,0,40,.,.
lu04,hcexp,0,50,.,.
lu04,hcexp,0,60,.,.
lu04,hcexp,0,70,.,.
lu04,hcexp,0,80,.,.
lu04,hcexp,0,90,.,.
lu04,hcexp,0,100,.,.
lu07,dhi,0,10,        12508.85,   3.3767
lu07,dhi,0,20,        16044.82,   4.9955
lu07,dhi,0,30,        19230.92,   5.8665
lu07,dhi,0,40,        22025.15,   6.8182
lu07,dhi,0,50,        25208.37,   8.0291
lu07,dhi,0,60,        28221.02,   8.9835
lu07,dhi,0,70,        33101.99,  10.2621
lu07,dhi,0,80,        38168.03,  11.9858
lu07,dhi,0,90,        50596.08,  14.6679
lu07,dhi,0,100,               .,  25.0148
lu07,dhci,0,10,        12508.85,   3.4772
lu07,dhci,0,20,        15886.00,   4.7358
lu07,dhci,0,30,        19081.56,   5.9651
lu07,dhci,0,40,        21591.78,   7.0062
lu07,dhci,0,50,        24940.57,   8.0306
lu07,dhci,0,60,        27933.74,   8.8879
lu07,dhci,0,70,        32656.38,  10.2968
lu07,dhci,0,80,        38004.72,  12.1340
lu07,dhci,0,90,        50313.70,  14.6008
lu07,dhci,0,100,               .,  24.8654
lu07,mi,0,10,          390.52,   0.0246
lu07,mi,0,20,         7650.42,   1.3629
lu07,mi,0,30,        12856.52,   3.6266
lu07,mi,0,40,        17152.54,   5.2509
lu07,mi,0,50,        21412.44,   6.6263
lu07,mi,0,60,        27850.49,   8.5437
lu07,mi,0,70,        33509.14,  10.6804
lu07,mi,0,80,        43433.05,  13.2013
lu07,mi,0,90,        61740.56,  17.8091
lu07,mi,0,100,               .,  32.8741
lu07,hcexp,0,10,.,.
lu07,hcexp,0,20,.,.
lu07,hcexp,0,30,.,.
lu07,hcexp,0,40,.,.
lu07,hcexp,0,50,.,.
lu07,hcexp,0,60,.,.
lu07,hcexp,0,70,.,.
lu07,hcexp,0,80,.,.
lu07,hcexp,0,90,.,.
lu07,hcexp,0,100,.,.
lu10,dhi,0,10,        12427.42,   3.3193
lu10,dhi,0,20,        15380.01,   4.7870
lu10,dhi,0,30,        18609.41,   5.8763
lu10,dhi,0,40,        21673.88,   6.9419
lu10,dhi,0,50,        24776.03,   8.0751
lu10,dhi,0,60,        28496.56,   9.1564
lu10,dhi,0,70,        32689.59,  10.5194
lu10,dhi,0,80,        39362.53,  12.3306
lu10,dhi,0,90,        50507.23,  15.0800
lu10,dhi,0,100,               .,  23.9141
lu10,dhci,0,10,        12364.27,   3.3345
lu10,dhci,0,20,        15256.99,   4.8264
lu10,dhci,0,30,        18569.04,   5.8699
lu10,dhci,0,40,        21570.08,   6.9742
lu10,dhci,0,50,        24568.81,   8.0446
lu10,dhci,0,60,        28331.83,   9.2046
lu10,dhci,0,70,        32493.91,  10.5026
lu10,dhci,0,80,        38956.93,  12.3686
lu10,dhci,0,90,        49867.98,  15.0607
lu10,dhci,0,100,               .,  23.8141
lu10,mi,0,10,          519.01,   0.0385
lu10,mi,0,20,         6784.04,   1.3061
lu10,mi,0,30,        11578.55,   3.3482
lu10,mi,0,40,        15866.15,   5.0436
lu10,mi,0,50,        20882.68,   6.7170
lu10,mi,0,60,        26304.99,   8.6605
lu10,mi,0,70,        32419.13,  10.8436
lu10,mi,0,80,        41562.37,  13.5187
lu10,mi,0,90,        59007.12,  17.8662
lu10,mi,0,100,               .,  32.6576
lu10,hcexp,0,10,.,.
lu10,hcexp,0,20,.,.
lu10,hcexp,0,30,.,.
lu10,hcexp,0,40,.,.
lu10,hcexp,0,50,.,.
lu10,hcexp,0,60,.,.
lu10,hcexp,0,70,.,.
lu10,hcexp,0,80,.,.
lu10,hcexp,0,90,.,.
lu10,hcexp,0,100,.,.
lu13,dhi,0,10,        11115.47,   2.8932
lu13,dhi,0,20,        14634.10,   4.4519
lu13,dhi,0,30,        17646.83,   5.6068
lu13,dhi,0,40,        21226.07,   6.7618
lu13,dhi,0,50,        24397.64,   7.8919
lu13,dhi,0,60,        27964.87,   9.0616
lu13,dhi,0,70,        33107.73,  10.6073
lu13,dhi,0,80,        39969.87,  12.7471
lu13,dhi,0,90,        51195.33,  15.5081
lu13,dhi,0,100,               .,  24.4702
lu13,dhci,0,10,        11115.47,   2.9396
lu13,dhci,0,20,        14564.16,   4.4670
lu13,dhci,0,30,        17616.31,   5.6557
lu13,dhci,0,40,        21030.38,   6.7817
lu13,dhci,0,50,        24094.72,   7.8850
lu13,dhci,0,60,        27451.75,   9.0330
lu13,dhci,0,70,        32734.51,  10.5706
lu13,dhci,0,80,        39694.89,  12.7304
lu13,dhci,0,90,        50626.69,  15.5968
lu13,dhci,0,100,               .,  24.3403
lu13,mi,0,10,          138.82,   0.0107
lu13,mi,0,20,         5766.50,   0.9564
lu13,mi,0,30,        10428.03,   3.0832
lu13,mi,0,40,        15242.08,   4.7226
lu13,mi,0,50,        19495.05,   6.3638
lu13,mi,0,60,        25140.70,   8.2106
lu13,mi,0,70,        31858.86,  10.5572
lu13,mi,0,80,        41821.02,  13.5381
lu13,mi,0,90,        60334.70,  18.6548
lu13,mi,0,100,               .,  33.9026
lu13,hcexp,0,10,.,.
lu13,hcexp,0,20,.,.
lu13,hcexp,0,30,.,.
lu13,hcexp,0,40,.,.
lu13,hcexp,0,50,.,.
lu13,hcexp,0,60,.,.
lu13,hcexp,0,70,.,.
lu13,hcexp,0,80,.,.
lu13,hcexp,0,90,.,.
lu13,hcexp,0,100,.,.
lu15,dhi,0,10,        11015.34,   2.9277
lu15,dhi,0,20,        14924.75,   4.6883
lu15,dhi,0,30,        17791.33,   5.8067
lu15,dhi,0,40,        20665.69,   6.8419
lu15,dhi,0,50,        23955.73,   7.9246
lu15,dhi,0,60,        27208.46,   9.0826
lu15,dhi,0,70,        31941.36,  10.5711
lu15,dhi,0,80,        38042.78,  12.2605
lu15,dhi,0,90,        47654.48,  15.1230
lu15,dhi,0,100,               .,  24.7735
lu15,dhci,0,10,        10981.98,   2.9242
lu15,dhci,0,20,        14826.74,   4.6959
lu15,dhci,0,30,        17707.20,   5.8540
lu15,dhci,0,40,        20284.09,   6.8920
lu15,dhci,0,50,        23521.43,   7.9179
lu15,dhci,0,60,        26869.59,   9.0928
lu15,dhci,0,70,        31370.25,  10.3768
lu15,dhci,0,80,        37493.40,  12.3787
lu15,dhci,0,90,        47091.08,  15.1020
lu15,dhci,0,100,               .,  24.7658
lu15,mi,0,10,          281.65,   0.0236
lu15,mi,0,20,         7541.75,   1.4313
lu15,mi,0,30,        12275.82,   3.7216
lu15,mi,0,40,        16182.42,   5.2452
lu15,mi,0,50,        20796.47,   6.8709
lu15,mi,0,60,        26002.42,   8.5461
lu15,mi,0,70,        31688.24,  10.5412
lu15,mi,0,80,        40665.22,  13.2968
lu15,mi,0,90,        56810.58,  17.5119
lu15,mi,0,100,               .,  32.8114
lu15,hcexp,0,10,.,.
lu15,hcexp,0,20,.,.
lu15,hcexp,0,30,.,.
lu15,hcexp,0,40,.,.
lu15,hcexp,0,50,.,.
lu15,hcexp,0,60,.,.
lu15,hcexp,0,70,.,.
lu15,hcexp,0,80,.,.
lu15,hcexp,0,90,.,.
lu15,hcexp,0,100,.,.
lu16,dhi,0,10,        12809.08,   3.0655
lu16,dhi,0,20,        16459.98,   4.7984
lu16,dhi,0,30,        19478.74,   5.9135
lu16,dhi,0,40,        22617.78,   6.8909
lu16,dhi,0,50,        26093.33,   7.8944
lu16,dhi,0,60,        29852.33,   9.1435
lu16,dhi,0,70,        34739.11,  10.5187
lu16,dhi,0,80,        41267.14,  12.4317
lu16,dhi,0,90,        53051.80,  15.3201
lu16,dhi,0,100,               .,  24.0233
lu16,dhci,0,10,        12760.45,   3.0553
lu16,dhci,0,20,        16447.03,   4.8498
lu16,dhci,0,30,        19427.18,   5.9712
lu16,dhci,0,40,        22359.34,   6.8719
lu16,dhci,0,50,        25759.30,   7.9224
lu16,dhci,0,60,        29520.58,   9.0815
lu16,dhci,0,70,        34238.38,  10.6589
lu16,dhci,0,80,        40850.37,  12.3031
lu16,dhci,0,90,        52499.36,  15.1233
lu16,dhci,0,100,               .,  24.1627
lu16,mi,0,10,          118.21,   0.0092
lu16,mi,0,20,         6781.39,   1.0576
lu16,mi,0,30,        12652.86,   3.5270
lu16,mi,0,40,        16980.94,   5.2221
lu16,mi,0,50,        21481.03,   6.8203
lu16,mi,0,60,        27110.04,   8.6101
lu16,mi,0,70,        32822.68,  10.6267
lu16,mi,0,80,        43927.88,  13.4124
lu16,mi,0,90,        59619.18,  18.1338
lu16,mi,0,100,               .,  32.5807
lu16,hcexp,0,10,.,.
lu16,hcexp,0,20,.,.
lu16,hcexp,0,30,.,.
lu16,hcexp,0,40,.,.
lu16,hcexp,0,50,.,.
lu16,hcexp,0,60,.,.
lu16,hcexp,0,70,.,.
lu16,hcexp,0,80,.,.
lu16,hcexp,0,90,.,.
lu16,hcexp,0,100,.,.
lu17,dhi,0,10,        11649.50,   2.6869
lu17,dhi,0,20,        15253.78,   4.5066
lu17,dhi,0,30,        18341.55,   5.5635
lu17,dhi,0,40,        21826.85,   6.7085
lu17,dhi,0,50,        25303.56,   7.7185
lu17,dhi,0,60,        29521.99,   9.0995
lu17,dhi,0,70,        34453.55,  10.5483
lu17,dhi,0,80,        41819.82,  12.4986
lu17,dhi,0,90,        53360.36,  15.7527
lu17,dhi,0,100,               .,  24.9169
lu17,dhci,0,10,        11548.45,   2.6869
lu17,dhci,0,20,        15096.37,   4.5625
lu17,dhci,0,30,        18161.58,   5.5547
lu17,dhci,0,40,        21561.99,   6.6957
lu17,dhci,0,50,        25045.74,   7.7938
lu17,dhci,0,60,        29047.20,   9.0315
lu17,dhci,0,70,        33853.05,  10.5343
lu17,dhci,0,80,        41402.77,  12.5161
lu17,dhci,0,90,        52483.11,  15.5512
lu17,dhci,0,100,               .,  25.0732
lu17,mi,0,10,           64.44,   0.0047
lu17,mi,0,20,         5628.62,   0.6079
lu17,mi,0,30,        11100.90,   3.0216
lu17,mi,0,40,        15734.08,   4.8447
lu17,mi,0,50,        20303.87,   6.4248
lu17,mi,0,60,        26140.35,   8.2259
lu17,mi,0,70,        33110.15,  10.5300
lu17,mi,0,80,        44177.35,  13.5768
lu17,mi,0,90,        62837.91,  18.8306
lu17,mi,0,100,               .,  33.9331
lu17,hcexp,0,10,.,.
lu17,hcexp,0,20,.,.
lu17,hcexp,0,30,.,.
lu17,hcexp,0,40,.,.
lu17,hcexp,0,50,.,.
lu17,hcexp,0,60,.,.
lu17,hcexp,0,70,.,.
lu17,hcexp,0,80,.,.
lu17,hcexp,0,90,.,.
lu17,hcexp,0,100,.,.
lu18,dhi,0,10,        12065.79,   2.7022
lu18,dhi,0,20,        16155.92,   4.3896
lu18,dhi,0,30,        19507.15,   5.4869
lu18,dhi,0,40,        22895.74,   6.5296
lu18,dhi,0,50,        26907.18,   7.6538
lu18,dhi,0,60,        30903.05,   8.9195
lu18,dhi,0,70,        36014.71,  10.2393
lu18,dhi,0,80,        43694.73,  12.2361
lu18,dhi,0,90,        56623.94,  15.3597
lu18,dhi,0,100,               .,  26.4831
lu18,dhci,0,10,        11852.86,   2.6997
lu18,dhci,0,20,        15975.02,   4.4099
lu18,dhci,0,30,        19337.00,   5.5268
lu18,dhci,0,40,        22500.60,   6.5525
lu18,dhci,0,50,        26517.37,   7.6505
lu18,dhci,0,60,        30600.97,   8.9598
lu18,dhci,0,70,        35389.35,  10.2870
lu18,dhci,0,80,        42627.60,  12.2013
lu18,dhci,0,90,        55681.38,  15.2973
lu18,dhci,0,100,               .,  26.4154
lu18,mi,0,10,           50.98,   0.0047
lu18,mi,0,20,         6841.41,   0.7514
lu18,mi,0,30,        13225.85,   3.1428
lu18,mi,0,40,        18417.45,   4.9867
lu18,mi,0,50,        23778.92,   6.5185
lu18,mi,0,60,        29993.37,   8.3155
lu18,mi,0,70,        37484.99,  10.5530
lu18,mi,0,80,        49188.68,  13.2771
lu18,mi,0,90,        68845.96,  17.9633
lu18,mi,0,100,               .,  34.4869
lu18,hcexp,0,10,.,.
lu18,hcexp,0,20,.,.
lu18,hcexp,0,30,.,.
lu18,hcexp,0,40,.,.
lu18,hcexp,0,50,.,.
lu18,hcexp,0,60,.,.
lu18,hcexp,0,70,.,.
lu18,hcexp,0,80,.,.
lu18,hcexp,0,90,.,.
lu18,hcexp,0,100,.,.
lu19,dhi,0,10,        12078.79,   2.9435
lu19,dhi,0,20,        16065.23,   4.4269
lu19,dhi,0,30,        18943.57,   5.4372
lu19,dhi,0,40,        22865.44,   6.5174
lu19,dhi,0,50,        26158.72,   7.6905
lu19,dhi,0,60,        31190.42,   8.8799
lu19,dhi,0,70,        36728.82,  10.5289
lu19,dhi,0,80,        44611.00,  12.4315
lu19,dhi,0,90,        56557.05,  15.4921
lu19,dhi,0,100,               .,  25.6522
lu19,dhci,0,10,        12077.66,   2.9594
lu19,dhci,0,20,        15928.01,   4.5420
lu19,dhci,0,30,        18841.64,   5.4880
lu19,dhci,0,40,        22473.05,   6.4552
lu19,dhci,0,50,        25918.05,   7.7220
lu19,dhci,0,60,        30348.15,   8.9465
lu19,dhci,0,70,        35900.39,  10.4112
lu19,dhci,0,80,        43478.19,  12.4697
lu19,dhci,0,90,        55315.15,  15.4624
lu19,dhci,0,100,               .,  25.5434
lu19,mi,0,10,           33.41,   0.0035
lu19,mi,0,20,         6012.92,   0.5334
lu19,mi,0,30,        12025.84,   2.9924
lu19,mi,0,40,        17454.51,   4.6905
lu19,mi,0,50,        22507.80,   6.4340
lu19,mi,0,60,        28711.30,   8.3616
lu19,mi,0,70,        36510.93,  10.6713
lu19,mi,0,80,        48710.17,  13.8522
lu19,mi,0,90,        66572.11,  18.5557
lu19,mi,0,100,               .,  33.9054
lu19,hcexp,0,10,.,.
lu19,hcexp,0,20,.,.
lu19,hcexp,0,30,.,.
lu19,hcexp,0,40,.,.
lu19,hcexp,0,50,.,.
lu19,hcexp,0,60,.,.
lu19,hcexp,0,70,.,.
lu19,hcexp,0,80,.,.
lu19,hcexp,0,90,.,.
lu19,hcexp,0,100,.,.
ml11,dhi,0,10,          160.71,   1.3567
ml11,dhi,0,20,          244.10,   2.8475
ml11,dhi,0,30,          319.58,   3.9737
ml11,dhi,0,40,          386.68,   4.8301
ml11,dhi,0,50,          480.87,   6.0554
ml11,dhi,0,60,          591.09,   7.3940
ml11,dhi,0,70,          724.58,   9.0628
ml11,dhi,0,80,          938.83,  11.4311
ml11,dhi,0,90,         1408.24,  15.9246
ml11,dhi,0,100,               .,  37.1240
ml11,dhci,0,10,           71.12,   0.3891
ml11,dhci,0,20,          137.69,   1.7265
ml11,dhci,0,30,          208.63,   2.8793
ml11,dhci,0,40,          275.78,   4.0074
ml11,dhci,0,50,          350.83,   5.1797
ml11,dhci,0,60,          468.43,   6.5919
ml11,dhci,0,70,          602.70,   8.6522
ml11,dhci,0,80,          800.97,  11.4975
ml11,dhci,0,90,         1300.45,  16.8253
ml11,dhci,0,100,               .,  42.2511
ml11,mi,0,10,.,.
ml11,mi,0,20,.,.
ml11,mi,0,30,.,.
ml11,mi,0,40,.,.
ml11,mi,0,50,.,.
ml11,mi,0,60,.,.
ml11,mi,0,70,.,.
ml11,mi,0,80,.,.
ml11,mi,0,90,.,.
ml11,mi,0,100,.,.
ml11,hcexp,0,10,          316.87,   2.5187
ml11,hcexp,0,20,          408.35,   3.6361
ml11,hcexp,0,30,          495.23,   4.5362
ml11,hcexp,0,40,          598.50,   5.5024
ml11,hcexp,0,50,          719.04,   6.6504
ml11,hcexp,0,60,          850.67,   7.8451
ml11,hcexp,0,70,         1031.20,   9.4001
ml11,hcexp,0,80,         1283.99,  11.5370
ml11,hcexp,0,90,         1914.37,  15.5176
ml11,hcexp,0,100,               .,  32.8564
ml13,dhi,0,10,          250.29,   2.0165
ml13,dhi,0,20,          331.56,   3.4014
ml13,dhi,0,30,          405.77,   4.2751
ml13,dhi,0,40,          485.46,   5.1778
ml13,dhi,0,50,          580.18,   6.1813
ml13,dhi,0,60,          686.20,   7.3548
ml13,dhi,0,70,          836.73,   8.7746
ml13,dhi,0,80,         1068.30,  11.0548
ml13,dhi,0,90,         1563.16,  14.8764
ml13,dhi,0,100,               .,  36.8873
ml13,dhci,0,10,           74.74,   0.3538
ml13,dhci,0,20,          143.87,   1.7046
ml13,dhci,0,30,          200.50,   2.6258
ml13,dhci,0,40,          272.95,   3.7064
ml13,dhci,0,50,          353.29,   4.8070
ml13,dhci,0,60,          448.41,   6.3958
ml13,dhci,0,70,          597.88,   8.7953
ml13,dhci,0,80,          816.15,   9.7440
ml13,dhci,0,90,         1318.85,  15.9814
ml13,dhci,0,100,               .,  45.8858
ml13,mi,0,10,.,.
ml13,mi,0,20,.,.
ml13,mi,0,30,.,.
ml13,mi,0,40,.,.
ml13,mi,0,50,.,.
ml13,mi,0,60,.,.
ml13,mi,0,70,.,.
ml13,mi,0,80,.,.
ml13,mi,0,90,.,.
ml13,mi,0,100,.,.
ml13,hcexp,0,10,          400.29,   3.2976
ml13,hcexp,0,20,          487.20,   4.5416
ml13,hcexp,0,30,          566.26,   5.3254
ml13,hcexp,0,40,          651.22,   6.1797
ml13,hcexp,0,50,          747.01,   7.0647
ml13,hcexp,0,60,          868.70,   8.1662
ml13,hcexp,0,70,         1042.84,   9.6751
ml13,hcexp,0,80,         1269.52,  11.6835
ml13,hcexp,0,90,         1740.75,  14.7447
ml13,hcexp,0,100,               .,  29.3214
ml14,dhi,0,10,          299.07,   2.2037
ml14,dhi,0,20,          441.69,   4.1346
ml14,dhi,0,30,          521.53,   5.4146
ml14,dhi,0,40,          620.03,   6.2484
ml14,dhi,0,50,          724.42,   7.4081
