dataset,variable,eq,povline,fgt0,fgt1,fgt2,meanpoor,meangap
it00,dhci,0,4000,    64.47,    26.42,   0.1458,  8618.27,  5981.73
it00,mi,0,100,.,.,.,.,.
it00,mi,0,215,.,.,.,.,.
it00,mi,0,365,.,.,.,.,.
it00,mi,0,685,.,.,.,.,.
it00,mi,0,1000,.,.,.,.,.
it00,mi,0,2000,.,.,.,.,.
it00,mi,0,3000,.,.,.,.,.
it00,mi,0,4000,.,.,.,.,.
it00,hcexp,0,100,     0.00,     0.00,   0.0000,        .,        .
it00,hcexp,0,215,     0.02,     0.01,   0.0000,   559.77,   224.98
it00,hcexp,0,365,     0.21,     0.04,   0.0002,  1081.11,   251.14
it00,hcexp,0,685,     2.75,     0.61,   0.0019,  1950.03,   550.22
it00,hcexp,0,1000,    10.50,     2.35,   0.0085,  2833.31,   816.69
it00,hcexp,0,2000,    52.81,    16.08,   0.0704,  5077.72,  2222.28
it00,hcexp,0,3000,    84.59,    33.57,   0.1737,  6604.35,  4345.65
it00,hcexp,0,4000,    92.92,    47.31,   0.2780,  7165.87,  7434.13
it04,dhi,0,100,     0.04,     0.00,   0.0000,   328.18,    36.82
it04,dhi,0,215,     0.54,     0.22,   0.0010,   463.74,   321.01
it04,dhi,0,365,     1.07,     0.46,   0.0026,   758.47,   573.78
it04,dhi,0,685,     2.34,     1.01,   0.0061,  1417.81,  1082.44
it04,dhi,0,1000,     4.61,     1.77,   0.0103,  2247.72,  1402.28
it04,dhi,0,2000,    22.16,     7.08,   0.0350,  4967.91,  2332.09
it04,dhi,0,3000,    42.57,    15.57,   0.0794,  6944.60,  4005.40
it04,dhi,0,4000,    61.55,    24.84,   0.1341,  8707.86,  5892.14
it04,dhci,0,100,     0.04,     0.00,   0.0000,   329.09,    35.91
it04,dhci,0,215,     0.54,     0.22,   0.0010,   464.39,   320.36
it04,dhci,0,365,     1.07,     0.47,   0.0026,   749.08,   583.17
it04,dhci,0,685,     2.35,     1.02,   0.0062,  1419.08,  1081.17
it04,dhci,0,1000,     4.61,     1.77,   0.0103,  2244.71,  1405.29
it04,dhci,0,2000,    22.31,     7.12,   0.0351,  4970.13,  2329.87
it04,dhci,0,3000,    42.65,    15.64,   0.0798,  6934.29,  4015.71
it04,dhci,0,4000,    61.71,    24.93,   0.1346,  8702.81,  5897.19
it04,mi,0,100,.,.,.,.,.
it04,mi,0,215,.,.,.,.,.
it04,mi,0,365,.,.,.,.,.
it04,mi,0,685,.,.,.,.,.
it04,mi,0,1000,.,.,.,.,.
it04,mi,0,2000,.,.,.,.,.
it04,mi,0,3000,.,.,.,.,.
it04,mi,0,4000,.,.,.,.,.
it04,hcexp,0,100,     0.00,     0.00,   0.0000,        .,        .
it04,hcexp,0,215,     0.05,     0.01,   0.0000,   627.41,   157.34
it04,hcexp,0,365,     0.21,     0.05,   0.0002,  1003.45,   328.80
it04,hcexp,0,685,     2.19,     0.49,   0.0018,  1940.71,   559.54
it04,hcexp,0,1000,     6.52,     1.76,   0.0067,  2663.41,   986.59
it04,hcexp,0,2000,    45.85,    14.09,   0.0597,  5057.03,  2242.97
it04,hcexp,0,3000,    73.80,    30.20,   0.1532,  6469.57,  4480.43
it04,hcexp,0,4000,    89.96,    43.40,   0.2496,  7556.70,  7043.30
it08,dhi,0,100,     0.43,     0.13,   0.0005,   249.98,   115.02
it08,dhi,0,215,     1.08,     0.53,   0.0030,   402.54,   382.21
it08,dhi,0,365,     1.11,     0.76,   0.0054,   421.86,   910.39
it08,dhi,0,685,     2.45,     1.21,   0.0087,  1270.18,  1230.07
it08,dhi,0,1000,     4.51,     1.87,   0.0122,  2140.02,  1509.98
it08,dhi,0,2000,    20.27,     6.48,   0.0334,  4967.33,  2332.67
it08,dhi,0,3000,    39.61,    14.19,   0.0730,  7026.33,  3923.67
it08,dhi,0,4000,    58.50,    23.03,   0.1233,  8853.09,  5746.91
it08,dhci,0,100,     0.43,     0.13,   0.0004,   252.29,   112.71
it08,dhci,0,215,     1.08,     0.52,   0.0030,   405.84,   378.91
it08,dhci,0,365,     1.11,     0.76,   0.0054,   425.07,   907.18
it08,dhci,0,685,     2.45,     1.20,   0.0086,  1272.49,  1227.76
it08,dhci,0,1000,     4.51,     1.87,   0.0122,  2140.98,  1509.02
it08,dhci,0,2000,    20.39,     6.51,   0.0335,  4968.40,  2331.60
it08,dhci,0,3000,    39.83,    14.27,   0.0734,  7027.29,  3922.71
it08,dhci,0,4000,    58.67,    23.13,   0.1239,  8844.93,  5755.07
it08,mi,0,100,.,.,.,.,.
it08,mi,0,215,.,.,.,.,.
it08,mi,0,365,.,.,.,.,.
it08,mi,0,685,.,.,.,.,.
it08,mi,0,1000,.,.,.,.,.
it08,mi,0,2000,.,.,.,.,.
it08,mi,0,3000,.,.,.,.,.
it08,mi,0,4000,.,.,.,.,.
it08,hcexp,0,100,     0.00,     0.00,   0.0000,        .,        .
it08,hcexp,0,215,     0.00,     0.00,   0.0000,        .,        .
it08,hcexp,0,365,     0.09,     0.02,   0.0001,   973.73,   358.52
it08,hcexp,0,685,     1.80,     0.33,   0.0010,  2046.87,   453.38
it08,hcexp,0,1000,     7.29,     1.50,   0.0050,  2897.17,   752.83
it08,hcexp,0,2000,    43.72,    12.84,   0.0534,  5155.94,  2144.06
it08,hcexp,0,3000,    74.17,    28.53,   0.1414,  6738.08,  4211.92
it08,hcexp,0,4000,    89.50,    42.13,   0.2368,  7727.49,  6872.51
it10,dhi,0,100,     0.61,     0.09,   0.0002,   313.08,    51.92
it10,dhi,0,215,     1.39,     0.61,   0.0031,   440.13,   344.62
it10,dhi,0,365,     1.77,     1.02,   0.0067,   562.40,   769.85
it10,dhi,0,685,     3.43,     1.78,   0.0122,  1205.01,  1295.24
it10,dhi,0,1000,     5.46,     2.56,   0.0173,  1937.71,  1712.29
it10,dhi,0,2000,    21.08,     7.48,   0.0416,  4708.29,  2591.71
it10,dhi,0,3000,    40.98,    15.32,   0.0826,  6855.81,  4094.19
it10,dhi,0,4000,    59.48,    24.07,   0.1334,  8692.54,  5907.46
it10,dhci,0,100,     0.61,     0.08,   0.0002,   318.64,    46.36
it10,dhci,0,215,     1.40,     0.60,   0.0030,   446.37,   338.38
it10,dhci,0,365,     1.77,     1.02,   0.0066,   565.01,   767.24
it10,dhci,0,685,     3.43,     1.77,   0.0121,  1208.04,  1292.21
it10,dhci,0,1000,     5.46,     2.56,   0.0172,  1939.61,  1710.39
it10,dhci,0,2000,    21.12,     7.50,   0.0416,  4708.88,  2591.12
it10,dhci,0,3000,    41.16,    15.37,   0.0828,  6861.87,  4088.13
it10,dhci,0,4000,    59.78,    24.16,   0.1338,  8699.21,  5900.79
it10,mi,0,100,.,.,.,.,.
it10,mi,0,215,.,.,.,.,.
it10,mi,0,365,.,.,.,.,.
it10,mi,0,685,.,.,.,.,.
it10,mi,0,1000,.,.,.,.,.
it10,mi,0,2000,.,.,.,.,.
it10,mi,0,3000,.,.,.,.,.
it10,mi,0,4000,.,.,.,.,.
it10,hcexp,0,100,     0.00,     0.00,   0.0000,        .,        .
it10,hcexp,0,215,     0.00,     0.00,   0.0000,        .,        .
it10,hcexp,0,365,     0.17,     0.03,   0.0001,  1067.53,   264.72
it10,hcexp,0,685,     1.73,     0.45,   0.0016,  1855.83,   644.42
it10,hcexp,0,1000,     7.06,     1.57,   0.0057,  2840.74,   809.26
it10,hcexp,0,2000,    43.03,    12.58,   0.0528,  5165.70,  2134.30
it10,hcexp,0,3000,    72.92,    28.24,   0.1400,  6710.37,  4239.63
it10,hcexp,0,4000,    88.13,    41.67,   0.2342,  7696.72,  6903.28
it14,dhi,0,100,     1.16,     0.36,   0.0013,   250.40,   114.60
it14,dhi,0,215,     2.53,     1.32,   0.0078,   374.38,   410.37
it14,dhi,0,365,     3.54,     1.99,   0.0138,   585.78,   746.47
it14,dhi,0,685,     5.14,     3.03,   0.0224,  1024.92,  1475.33
it14,dhi,0,1000,     8.16,     4.11,   0.0295,  1811.82,  1838.18
it14,dhi,0,2000,    26.70,    10.44,   0.0619,  4444.93,  2855.07
it14,dhi,0,3000,    46.65,    19.26,   0.1111,  6429.38,  4520.62
it14,dhi,0,4000,    65.94,    28.66,   0.1683,  8253.59,  6346.41
it14,dhci,0,100,     1.16,     0.35,   0.0012,   255.18,   109.82
it14,dhci,0,215,     2.54,     1.31,   0.0076,   380.01,   404.74
it14,dhci,0,365,     3.55,     1.97,   0.0136,   592.52,   739.73
it14,dhci,0,685,     5.16,     3.04,   0.0223,  1030.48,  1469.77
it14,dhci,0,1000,     8.17,     4.12,   0.0295,  1807.23,  1842.77
it14,dhci,0,2000,    26.80,    10.49,   0.0621,  4443.62,  2856.38
it14,dhci,0,3000,    47.01,    19.33,   0.1116,  6445.98,  4504.02
it14,dhci,0,4000,    66.26,    28.80,   0.1690,  8254.15,  6345.85
it14,mi,0,100,    21.13,    17.88,   0.1616,    56.21,   308.79
it14,mi,0,215,    23.20,    20.20,   0.1865,   101.37,   683.38
it14,mi,0,365,    24.37,    21.68,   0.2024,   147.02,  1185.23
it14,mi,0,685,    27.21,    23.64,   0.2209,   328.26,  2171.99
it14,mi,0,1000,    30.43,    25.24,   0.2336,   622.83,  3027.17
it14,mi,0,2000,    45.53,    31.54,   0.2726,  2241.84,  5058.16
it14,mi,0,3000,    59.03,    38.49,   0.3170,  3810.66,  7139.34
it14,mi,0,4000,    68.98,    44.87,   0.3616,  5103.51,  9496.49
it14,hcexp,0,100,     0.00,     0.00,   0.0000,        .,        .
it14,hcexp,0,215,     0.13,     0.02,   0.0000,   687.68,    97.07
it14,hcexp,0,365,     0.33,     0.10,   0.0004,   910.42,   421.83
it14,hcexp,0,685,     3.13,     0.70,   0.0027,  1940.11,   560.14
it14,hcexp,0,1000,     8.76,     2.23,   0.0089,  2720.54,   929.46
it14,hcexp,0,2000,    43.64,    13.86,   0.0618,  4980.84,  2319.16
it14,hcexp,0,3000,    72.83,    28.92,   0.1491,  6601.27,  4348.73
it14,hcexp,0,4000,    87.30,    41.91,   0.2413,  7590.58,  7009.42
it16,dhi,0,100,     2.08,     0.53,   0.0020,   272.47,    92.53
it16,dhi,0,215,     2.67,     1.54,   0.0096,   332.28,   452.47
it16,dhi,0,365,     3.51,     2.17,   0.0157,   509.23,   823.02
it16,dhi,0,685,     4.92,     3.09,   0.0237,   929.10,  1571.15
it16,dhi,0,1000,     8.13,     4.08,   0.0301,  1818.67,  1831.33
it16,dhi,0,2000,    25.50,    10.16,   0.0610,  4391.86,  2908.14
it16,dhi,0,3000,    44.01,    18.38,   0.1074,  6376.12,  4573.88
it16,dhi,0,4000,    61.76,    27.07,   0.1608,  8200.64,  6399.36
it16,dhci,0,100,     2.08,     0.54,   0.0020,   269.88,    95.12
it16,dhci,0,215,     2.67,     1.55,   0.0097,   329.31,   455.44
it16,dhci,0,365,     3.51,     2.18,   0.0158,   505.60,   826.65
it16,dhci,0,685,     4.92,     3.10,   0.0238,   926.51,  1573.74
it16,dhci,0,1000,     8.14,     4.08,   0.0301,  1821.22,  1828.78
it16,dhci,0,2000,    25.57,    10.19,   0.0611,  4392.43,  2907.57
it16,dhci,0,3000,    44.25,    18.46,   0.1078,  6382.93,  4567.07
it16,dhci,0,4000,    62.28,    27.20,   0.1614,  8224.07,  6375.93
it16,mi,0,100,    23.01,    20.63,   0.1918,    37.72,   327.28
it16,mi,0,215,    24.12,    22.25,   0.2113,    60.91,   723.84
it16,mi,0,365,    25.16,    23.23,   0.2223,   102.54,  1229.71
it16,mi,0,685,    27.16,    24.60,   0.2351,   235.56,  2264.69
it16,mi,0,1000,    30.43,    25.87,   0.2444,   547.04,  3102.96
it16,mi,0,2000,    44.87,    31.58,   0.2774,  2161.10,  5138.90
it16,mi,0,3000,    58.01,    38.21,   0.3184,  3738.64,  7211.36
it16,mi,0,4000,    66.31,    44.24,   0.3605,  4859.33,  9740.67
it16,hcexp,0,100,     0.00,     0.00,   0.0000,        .,        .
it16,hcexp,0,215,     0.06,     0.01,   0.0000,   621.94,   162.81
it16,hcexp,0,365,     0.39,     0.08,   0.0003,  1065.02,   267.23
it16,hcexp,0,685,     3.84,     0.90,   0.0033,  1912.58,   587.67
it16,hcexp,0,1000,    10.37,     2.73,   0.0110,  2687.89,   962.11
it16,hcexp,0,2000,    44.59,    15.28,   0.0713,  4798.23,  2501.77
it16,hcexp,0,3000,    69.42,    29.56,   0.1596,  6286.42,  4663.58
it16,hcexp,0,4000,    84.34,    41.63,   0.2477,  7392.74,  7207.26
jp08,dhi,0,100,     0.16,     0.05,   0.0002,   244.60,   120.40
jp08,dhi,0,215,     0.34,     0.16,   0.0010,   405.11,   379.64
jp08,dhi,0,365,     0.90,     0.34,   0.0019,   830.42,   501.83
jp08,dhi,0,685,     2.22,     0.82,   0.0048,  1574.87,   925.38
jp08,dhi,0,1000,     5.03,     1.64,   0.0088,  2463.25,  1186.75
jp08,dhi,0,2000,    19.84,     6.56,   0.0328,  4886.54,  2413.46
jp08,dhi,0,3000,    39.52,    14.10,   0.0724,  7043.60,  3906.40
jp08,dhi,0,4000,    58.06,    22.78,   0.1222,  8870.52,  5729.48
jp08,dhci,0,100,     0.16,     0.05,   0.0002,   244.60,   120.40
jp08,dhci,0,215,     0.34,     0.16,   0.0010,   405.11,   379.64
jp08,dhci,0,365,     0.90,     0.34,   0.0019,   830.42,   501.83
jp08,dhci,0,685,     2.22,     0.82,   0.0048,  1574.87,   925.38
jp08,dhci,0,1000,     5.03,     1.64,   0.0088,  2463.25,  1186.75
jp08,dhci,0,2000,    19.84,     6.56,   0.0328,  4886.54,  2413.46
jp08,dhci,0,3000,    39.52,    14.10,   0.0724,  7043.60,  3906.40
jp08,dhci,0,4000,    58.06,    22.78,   0.1222,  8870.52,  5729.48
jp08,mi,0,100,    10.91,     9.59,   0.0869,    44.27,   320.73
jp08,mi,0,215,    11.44,    10.44,   0.0982,    68.25,   716.50
jp08,mi,0,365,    12.35,    11.06,   0.1046,   140.05,  1192.20
jp08,mi,0,685,    14.46,    12.12,   0.1130,   404.60,  2095.65
jp08,mi,0,1000,    17.67,    13.42,   0.1210,   877.97,  2772.03
jp08,mi,0,2000,    30.02,    18.27,   0.1499,  2856.93,  4443.07
jp08,mi,0,3000,    45.42,    24.70,   0.1868,  4994.95,  5955.05
jp08,mi,0,4000,    59.80,    31.74,   0.2293,  6849.94,  7750.06
jp08,hcexp,0,100,.,.,.,.,.
jp08,hcexp,0,215,.,.,.,.,.
jp08,hcexp,0,365,.,.,.,.,.
jp08,hcexp,0,685,.,.,.,.,.
jp08,hcexp,0,1000,.,.,.,.,.
jp08,hcexp,0,2000,.,.,.,.,.
jp08,hcexp,0,3000,.,.,.,.,.
jp08,hcexp,0,4000,.,.,.,.,.
jp10,dhi,0,100,     0.00,     0.00,   0.0000,        .,        .
jp10,dhi,0,215,     0.12,     0.03,   0.0001,   553.63,   231.12
jp10,dhi,0,365,     0.19,     0.08,   0.0004,   753.07,   579.18
jp10,dhi,0,685,     0.59,     0.23,   0.0013,  1501.93,   998.32
jp10,dhi,0,1000,     1.23,     0.42,   0.0023,  2406.52,  1243.48
jp10,dhi,0,2000,     7.42,     1.93,   0.0089,  5404.16,  1895.84
jp10,dhi,0,3000,    25.57,     6.53,   0.0266,  8154.83,  2795.17
jp10,dhi,0,4000,    46.70,    13.97,   0.0599, 10231.94,  4368.06
jp10,dhci,0,100,     0.00,     0.00,   0.0000,        .,        .
jp10,dhci,0,215,     0.12,     0.03,   0.0001,   553.63,   231.12
jp10,dhci,0,365,     0.19,     0.08,   0.0004,   753.07,   579.18
jp10,dhci,0,685,     0.59,     0.23,   0.0013,  1501.93,   998.32
jp10,dhci,0,1000,     1.23,     0.42,   0.0023,  2406.52,  1243.48
jp10,dhci,0,2000,     7.42,     1.93,   0.0089,  5404.16,  1895.84
jp10,dhci,0,3000,    25.57,     6.53,   0.0266,  8154.83,  2795.17
jp10,dhci,0,4000,    46.70,    13.97,   0.0599, 10231.94,  4368.06
jp10,mi,0,100,    10.94,    10.11,   0.0947,    27.64,   337.36
jp10,mi,0,215,    11.59,    10.72,   0.1026,    58.67,   726.08
jp10,mi,0,365,    12.28,    11.28,   0.1077,   109.00,  1223.25
jp10,mi,0,685,    13.69,    12.12,   0.1148,   286.47,  2213.78
jp10,mi,0,1000,    15.88,    12.89,   0.1204,   686.44,  2963.56
jp10,mi,0,2000,    24.46,    16.28,   0.1402,  2440.97,  4859.03
jp10,mi,0,3000,    37.83,    21.04,   0.1661,  4861.62,  6088.38
jp10,mi,0,4000,    52.30,    27.14,   0.1993,  7022.57,  7577.43
jp10,hcexp,0,100,.,.,.,.,.
jp10,hcexp,0,215,.,.,.,.,.
jp10,hcexp,0,365,.,.,.,.,.
jp10,hcexp,0,685,.,.,.,.,.
jp10,hcexp,0,1000,.,.,.,.,.
jp10,hcexp,0,2000,.,.,.,.,.
jp10,hcexp,0,3000,.,.,.,.,.
jp10,hcexp,0,4000,.,.,.,.,.
jp13,dhi,0,100,     0.07,     0.01,   0.0001,   291.57,    73.43
jp13,dhi,0,215,     0.39,     0.15,   0.0007,   477.29,   307.46
jp13,dhi,0,365,     0.99,     0.44,   0.0022,   739.22,   593.03
jp13,dhi,0,685,     1.37,     0.78,   0.0053,  1071.25,  1429.00
jp13,dhi,0,1000,     2.56,     1.18,   0.0076,  1963.82,  1686.18
jp13,dhi,0,2000,     8.75,     3.02,   0.0172,  4775.46,  2524.54
jp13,dhi,0,3000,    28.10,     7.93,   0.0375,  7859.36,  3090.64
jp13,dhi,0,4000,    49.60,    15.68,   0.0728,  9983.44,  4616.56
jp13,dhci,0,100,     0.07,     0.01,   0.0001,   291.57,    73.43
jp13,dhci,0,215,     0.39,     0.15,   0.0007,   477.29,   307.46
jp13,dhci,0,365,     0.99,     0.44,   0.0022,   739.22,   593.03
jp13,dhci,0,685,     1.37,     0.78,   0.0053,  1071.25,  1429.00
jp13,dhci,0,1000,     2.56,     1.18,   0.0076,  1963.82,  1686.18
jp13,dhci,0,2000,     8.75,     3.02,   0.0172,  4775.46,  2524.54
jp13,dhci,0,3000,    28.10,     7.93,   0.0375,  7859.36,  3090.64
jp13,dhci,0,4000,    49.60,    15.68,   0.0728,  9983.44,  4616.56
jp13,mi,0,100,    11.51,    10.72,   0.1022,    25.03,   339.97
jp13,mi,0,215,    12.25,    11.36,   0.1091,    57.10,   727.65
jp13,mi,0,365,    13.48,    12.10,   0.1147,   136.37,  1195.88
jp13,mi,0,685,    15.57,    13.28,   0.1238,   367.88,  2132.37
jp13,mi,0,1000,    18.13,    14.39,   0.1316,   753.54,  2896.46
jp13,mi,0,2000,    26.71,    18.18,   0.1560,  2329.70,  4970.30
jp13,mi,0,3000,    39.63,    23.08,   0.1841,  4572.14,  6377.86
jp13,mi,0,4000,    56.10,    29.20,   0.2181,  6999.94,  7600.06
jp13,hcexp,0,100,.,.,.,.,.
jp13,hcexp,0,215,.,.,.,.,.
jp13,hcexp,0,365,.,.,.,.,.
jp13,hcexp,0,685,.,.,.,.,.
jp13,hcexp,0,1000,.,.,.,.,.
jp13,hcexp,0,2000,.,.,.,.,.
jp13,hcexp,0,3000,.,.,.,.,.
jp13,hcexp,0,4000,.,.,.,.,.
kr06,dhi,0,100,     0.25,     0.04,   0.0001,   304.91,    60.09
kr06,dhi,0,215,     0.47,     0.22,   0.0011,   426.01,   358.74
kr06,dhi,0,365,     0.91,     0.42,   0.0025,   713.72,   618.53
kr06,dhi,0,685,     2.37,     0.90,   0.0055,  1545.29,   954.96
kr06,dhi,0,1000,     5.05,     1.76,   0.0097,  2375.61,  1274.39
kr06,dhi,0,2000,    22.91,     7.24,   0.0356,  4992.47,  2307.53
kr06,dhi,0,3000,    48.14,    16.64,   0.0826,  7165.95,  3784.05
kr06,dhi,0,4000,    69.45,    27.37,   0.1439,  8846.70,  5753.30
kr06,dhci,0,100,     0.25,     0.04,   0.0001,   304.91,    60.09
kr06,dhci,0,215,     0.47,     0.22,   0.0011,   426.01,   358.74
kr06,dhci,0,365,     0.91,     0.42,   0.0025,   713.72,   618.53
kr06,dhci,0,685,     2.37,     0.90,   0.0055,  1545.29,   954.96
kr06,dhci,0,1000,     5.05,     1.76,   0.0097,  2375.61,  1274.39
kr06,dhci,0,2000,    22.91,     7.24,   0.0356,  4992.47,  2307.53
kr06,dhci,0,3000,    48.14,    16.64,   0.0826,  7165.95,  3784.05
kr06,dhci,0,4000,    69.45,    27.37,   0.1439,  8846.70,  5753.30
kr06,mi,0,100,     0.95,     0.21,   0.0010,   283.44,    81.56
kr06,mi,0,215,     1.74,     0.75,   0.0044,   448.87,   335.88
kr06,mi,0,365,     2.28,     1.28,   0.0084,   587.20,   745.05
kr06,mi,0,685,     4.24,     2.20,   0.0152,  1201.78,  1298.47
kr06,mi,0,1000,     7.01,     3.25,   0.0217,  1958.46,  1691.54
kr06,mi,0,2000,    22.48,     8.58,   0.0498,  4512.84,  2787.16
kr06,mi,0,3000,    45.42,    17.04,   0.0937,  6840.50,  4109.50
kr06,mi,0,4000,    66.00,    26.85,   0.1496,  8660.47,  5939.53
kr06,hcexp,0,100,     0.00,     0.00,   0.0000,        .,        .
kr06,hcexp,0,215,     0.00,     0.00,   0.0000,   678.84,   105.91
kr06,hcexp,0,365,     0.04,     0.00,   0.0000,  1189.85,   142.40
kr06,hcexp,0,685,     0.86,     0.16,   0.0005,  2039.52,   460.73
kr06,hcexp,0,1000,     3.94,     0.78,   0.0025,  2923.95,   726.05
kr06,hcexp,0,2000,    39.86,    10.15,   0.0381,  5441.52,  1858.48
kr06,hcexp,0,3000,    74.41,    26.46,   0.1212,  7056.32,  3893.68
kr06,hcexp,0,4000,    89.71,    40.64,   0.2178,  7987.11,  6612.89
kr08,dhi,0,100,     0.28,     0.10,   0.0004,   232.55,   132.45
kr08,dhi,0,215,     0.58,     0.33,   0.0020,   344.39,   440.36
kr08,dhi,0,365,     1.03,     0.56,   0.0037,   609.71,   722.54
kr08,dhi,0,685,     2.14,     1.03,   0.0068,  1301.14,  1199.11
kr08,dhi,0,1000,     4.89,     1.77,   0.0105,  2332.16,  1317.84
kr08,dhi,0,2000,    21.98,     7.03,   0.0352,  4966.07,  2333.93
kr08,dhi,0,3000,    46.77,    16.01,   0.0801,  7201.18,  3748.82
kr08,dhi,0,4000,    67.39,    26.49,   0.1392,  8861.00,  5739.00
kr08,dhci,0,100,     0.28,     0.10,   0.0004,   232.55,   132.45
kr08,dhci,0,215,     0.58,     0.33,   0.0020,   344.39,   440.36
kr08,dhci,0,365,     1.03,     0.56,   0.0037,   609.71,   722.54
kr08,dhci,0,685,     2.14,     1.03,   0.0068,  1301.14,  1199.11
kr08,dhci,0,1000,     4.89,     1.77,   0.0105,  2332.16,  1317.84
kr08,dhci,0,2000,    21.98,     7.03,   0.0352,  4966.07,  2333.93
kr08,dhci,0,3000,    46.77,    16.01,   0.0801,  7201.18,  3748.82
kr08,dhci,0,4000,    67.39,    26.49,   0.1392,  8861.00,  5739.00
kr08,mi,0,100,     1.13,     0.42,   0.0019,   229.97,   135.03
kr08,mi,0,215,     2.08,     1.07,   0.0066,   383.15,   401.60
kr08,mi,0,365,     2.68,     1.61,   0.0113,   533.49,   798.76
kr08,mi,0,685,     4.73,     2.59,   0.0186,  1128.58,  1371.67
kr08,mi,0,1000,     7.55,     3.68,   0.0255,  1868.20,  1781.80
kr08,mi,0,2000,    22.50,     8.89,   0.0539,  4416.68,  2883.32
kr08,mi,0,3000,    44.54,    17.02,   0.0964,  6765.32,  4184.68
kr08,mi,0,4000,    64.43,    26.54,   0.1505,  8586.02,  6013.98
kr08,hcexp,0,100,     0.00,     0.00,   0.0000,        .,        .
kr08,hcexp,0,215,     0.00,     0.00,   0.0000,        .,        .
kr08,hcexp,0,365,     0.00,     0.00,   0.0000,  1128.01,   204.24
kr08,hcexp,0,685,     0.60,     0.09,   0.0002,  2139.88,   360.37
kr08,hcexp,0,1000,     3.40,     0.60,   0.0018,  3002.16,   647.84
kr08,hcexp,0,2000,    38.18,     9.41,   0.0343,  5501.27,  1798.73
kr08,hcexp,0,3000,    73.80,    25.47,   0.1146,  7170.83,  3779.17
kr08,hcexp,0,4000,    88.79,    39.76,   0.2100,  8062.50,  6537.50
kr10,dhi,0,100,     0.31,     0.11,   0.0004,   237.57,   127.43
kr10,dhi,0,215,     0.68,     0.35,   0.0021,   377.94,   406.81
kr10,dhi,0,365,     1.38,     0.67,   0.0042,   681.24,   651.01
kr10,dhi,0,685,     2.78,     1.29,   0.0084,  1340.96,  1159.29
kr10,dhi,0,1000,     5.05,     2.08,   0.0129,  2144.50,  1505.50
kr10,dhi,0,2000,    20.39,     6.80,   0.0360,  4864.68,  2435.32
kr10,dhi,0,3000,    45.81,    15.54,   0.0782,  7234.26,  3715.74
kr10,dhi,0,4000,    66.45,    25.78,   0.1355,  8935.43,  5664.57
kr10,dhci,0,100,     0.31,     0.11,   0.0004,   237.57,   127.43
kr10,dhci,0,215,     0.68,     0.35,   0.0021,   377.94,   406.81
kr10,dhci,0,365,     1.38,     0.67,   0.0042,   681.24,   651.01
kr10,dhci,0,685,     2.78,     1.29,   0.0084,  1340.96,  1159.29
kr10,dhci,0,1000,     5.05,     2.08,   0.0129,  2144.50,  1505.50
kr10,dhci,0,2000,    20.39,     6.80,   0.0360,  4864.68,  2435.32
kr10,dhci,0,3000,    45.81,    15.54,   0.0782,  7234.26,  3715.74
kr10,dhci,0,4000,    66.45,    25.78,   0.1355,  8935.43,  5664.57
kr10,mi,0,100,     1.40,     0.67,   0.0035,   191.30,   173.70
kr10,mi,0,215,     2.86,     1.61,   0.0104,   341.81,   442.94
kr10,mi,0,365,     3.51,     2.26,   0.0166,   476.17,   856.08
kr10,mi,0,685,     5.53,     3.31,   0.0251,  1004.86,  1495.39
kr10,mi,0,1000,     7.88,     4.38,   0.0323,  1620.69,  2029.31
kr10,mi,0,2000,    21.40,     9.06,   0.0589,  4210.56,  3089.44
kr10,mi,0,3000,    43.25,    16.70,   0.0979,  6722.47,  4227.53
kr10,mi,0,4000,    63.00,    25.98,   0.1493,  8578.54,  6021.46
kr10,hcexp,0,100,     0.00,     0.00,   0.0000,        .,        .
kr10,hcexp,0,215,     0.00,     0.00,   0.0000,   567.90,   216.85
kr10,hcexp,0,365,     0.04,     0.01,   0.0000,  1104.05,   228.20
kr10,hcexp,0,685,     0.68,     0.14,   0.0005,  1977.90,   522.35
kr10,hcexp,0,1000,     3.36,     0.64,   0.0021,  2959.61,   690.39
kr10,hcexp,0,2000,    35.68,     8.67,   0.0319,  5525.34,  1774.66
kr10,hcexp,0,3000,    71.73,    24.31,   0.1077,  7238.39,  3711.61
kr10,hcexp,0,4000,    87.35,    38.42,   0.2006,  8177.93,  6422.07
kr12,dhi,0,100,     0.17,     0.07,   0.0003,   220.18,   144.82
kr12,dhi,0,215,     0.54,     0.25,   0.0014,   417.92,   366.83
kr12,dhi,0,365,     1.08,     0.53,   0.0032,   676.78,   655.47
kr12,dhi,0,685,     1.99,     0.98,   0.0065,  1265.32,  1234.93
kr12,dhi,0,1000,     4.19,     1.64,   0.0099,  2224.14,  1425.86
kr12,dhi,0,2000,    17.71,     5.87,   0.0303,  4878.77,  2421.23
kr12,dhi,0,3000,    40.80,    13.51,   0.0672,  7325.04,  3624.96
kr12,dhi,0,4000,    61.72,    22.99,   0.1185,  9160.49,  5439.51
kr12,dhci,0,100,     0.17,     0.07,   0.0003,   220.18,   144.82
kr12,dhci,0,215,     0.54,     0.25,   0.0014,   417.92,   366.83
kr12,dhci,0,365,     1.08,     0.53,   0.0032,   676.78,   655.47
kr12,dhci,0,685,     1.99,     0.98,   0.0065,  1265.32,  1234.93
kr12,dhci,0,1000,     4.19,     1.64,   0.0099,  2224.14,  1425.86
