dataset,variable,eq,pop,mean,median,gini,fgt0_40,fgt0_50,fgt0_60,fgt1_40,fgt1_50,fgt1_60,fgt2_40,fgt2_50,fgt2_60,meanpoor_40,meanpoor_50,meanpoor_60,meangap_40,meangap_50,meangap_60
ml13,mi,0,   6892304,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ml14,dhi,0,   7521083,  2038.11,  1677.54,    0.357,     9.18,    14.38,    20.70,     3.13,     4.87,     7.03,   0.0158,   0.0245,   0.0352,   442.54,   554.58,   664.49,   228.47,   284.18,   342.03
ml14,dhci,0,   7521083,  1571.67,  1211.21,    0.443,    17.38,    22.21,    26.99,     9.68,    11.67,    13.84,   0.0730,   0.0853,   0.0982,   214.48,   287.54,   354.06,   270.01,   318.07,   372.67
ml14,mi,0,   7521083,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ml15,dhi,0,   7798210,  2342.98,  1968.41,    0.352,     8.85,    15.77,    22.60,     2.61,     4.54,     6.97,   0.0126,   0.0208,   0.0321,   555.09,   701.11,   817.01,   232.28,   283.09,   364.04
ml15,dhci,0,   7798210,  1911.11,  1565.90,    0.413,    17.27,    23.67,    29.35,     6.71,     9.46,    12.29,   0.0391,   0.0543,   0.0711,   382.86,   470.09,   545.98,   243.50,   312.85,   393.56
ml15,mi,0,   7798210,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ml16,dhi,0,   7653235,  2450.31,  1974.24,    0.359,     7.48,    13.24,    20.02,     2.48,     4.04,     6.15,   0.0128,   0.0199,   0.0293,   528.18,   685.72,   820.63,   261.52,   301.40,   363.91
ml16,dhci,0,   7653235,  1964.97,  1487.19,    0.422,    13.10,    19.33,    25.39,     5.76,     7.91,    10.31,   0.0383,   0.0492,   0.0621,   333.04,   439.30,   529.92,   261.83,   304.29,   362.39
ml16,mi,0,   7653235,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ml17,dhi,0,   8273876,  2600.76,  2207.65,    0.346,    10.37,    15.52,    21.59,     3.47,     5.36,     7.60,   0.0178,   0.0273,   0.0388,   587.55,   722.71,   858.39,   295.51,   381.12,   466.20
ml17,dhci,0,   8273876,  2104.10,  1739.14,    0.388,    13.94,    19.10,    25.55,     5.81,     7.95,    10.30,   0.0354,   0.0475,   0.0610,   405.55,   507.55,   622.98,   290.11,   362.02,   420.51
ml17,mi,0,   8273876,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ml18,dhi,0,   8251444,  2958.58,  2428.50,    0.346,     7.87,    12.79,    18.39,     2.70,     4.18,     6.14,   0.0140,   0.0213,   0.0306,   638.79,   817.12,   970.96,   332.61,   397.13,   486.14
ml18,dhci,0,   8251444,  2421.72,  1967.09,    0.375,    10.57,    15.54,    21.91,     4.40,     6.08,     8.17,   0.0266,   0.0359,   0.0467,   459.28,   598.36,   740.17,   327.56,   385.18,   440.08
ml18,mi,0,   8251444,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ml19,dhi,0,   8830621,  2776.08,  2222.51,    0.380,     9.75,    15.67,    22.86,     3.66,     5.42,     7.70,   0.0205,   0.0294,   0.0405,   555.11,   726.94,   884.27,   333.90,   384.31,   449.24
ml19,dhci,0,   8830621,  2237.44,  1748.37,    0.422,    13.93,    20.46,    26.68,     6.35,     8.53,    11.06,   0.0438,   0.0548,   0.0681,   380.50,   509.91,   614.30,   318.85,   364.27,   434.73
ml19,mi,0,   8830621,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ml20,dhi,0,   8917278,  2750.81,  2183.15,    0.376,     9.68,    16.46,    23.12,     2.87,     4.91,     7.39,   0.0133,   0.0225,   0.0344,   614.43,   766.30,   891.47,   258.83,   325.27,   418.42
ml20,dhci,0,   8917278,  2165.20,  1663.58,    0.431,    15.92,    21.78,    27.87,     6.87,     9.27,    11.88,   0.0431,   0.0567,   0.0718,   378.13,   477.86,   572.66,   287.30,   353.93,   425.49
ml20,mi,0,   8917278,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
mx84,dhi,0,  38719850,  5314.35,  3890.31,    0.429,    11.91,    17.47,    24.18,     4.24,     6.29,     8.66,   0.0221,   0.0331,   0.0459,  1002.67,  1245.29,  1498.01,   553.45,   699.87,   836.18
mx84,dhci,0,  38719850,  5023.18,  3667.34,    0.442,    13.93,    19.41,    25.52,     5.30,     7.53,    10.01,   0.0294,   0.0420,   0.0560,   908.45,  1122.04,  1337.25,   558.49,   711.63,   863.15
mx84,mi,0,  38719850,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
mx89,dhi,0,  42593281,  5682.49,  3792.07,    0.471,    11.82,    17.60,    24.51,     4.04,     6.13,     8.62,   0.0206,   0.0315,   0.0444,   998.43,  1236.23,  1475.45,   518.40,   659.80,   799.79
mx89,dhci,0,  42593281,  5386.13,  3575.91,    0.483,    14.38,    19.65,    25.96,     5.37,     7.66,    10.16,   0.0294,   0.0424,   0.0567,   896.21,  1091.04,  1305.49,   534.15,   696.91,   840.05
mx89,mi,0,  42593281,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
mx92,dhi,0,  46602142,  6385.36,  4027.96,    0.495,    12.16,    18.93,    25.95,     4.03,     6.33,     9.00,   0.0196,   0.0312,   0.0451,  1077.46,  1341.14,  1578.95,   533.73,   672.84,   837.82
mx92,dhci,0,  46602142,  6036.76,  3708.00,    0.506,    13.83,    19.66,    25.47,     5.11,     7.38,     9.88,   0.0277,   0.0403,   0.0545,   935.35,  1157.67,  1361.63,   547.85,   696.33,   863.17
mx92,mi,0,  46602142,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
mx94,dhi,0,  50959613,  6463.81,  3942.20,    0.505,    12.24,    18.80,    24.98,     4.03,     6.34,     8.94,   0.0200,   0.0316,   0.0453,  1057.33,  1306.37,  1518.66,   519.55,   664.74,   846.66
mx94,dhci,0,  50959613,  6201.72,  3745.09,    0.517,    14.05,    19.55,    25.84,     5.15,     7.50,    10.04,   0.0277,   0.0406,   0.0550,   949.38,  1154.50,  1373.86,   548.65,   718.04,   873.20
mx94,mi,0,  50959613,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
mx96,dhi,0,  53401019,  4746.86,  3034.42,    0.486,    11.97,    18.21,    25.14,     3.94,     6.16,     8.77,   0.0193,   0.0306,   0.0441,   813.72,  1003.96,  1185.35,   400.05,   513.25,   635.30
mx96,dhci,0,  53401019,  4518.56,  2897.46,    0.493,    13.41,    19.22,    26.30,     4.68,     6.97,     9.56,   0.0242,   0.0365,   0.0507,   754.48,   923.45,  1106.60,   404.50,   525.28,   631.88
mx96,mi,0,  53401019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
mx98,dhi,0,  56163576,  5208.71,  3263.38,    0.503,    14.15,    20.29,    27.13,     5.10,     7.51,    10.16,   0.0276,   0.0404,   0.0551,   835.01,  1027.73,  1225.04,   470.34,   603.96,   732.99
mx98,dhci,0,  56163576,  4991.38,  3107.98,    0.510,    14.92,    20.48,    26.18,     5.71,     8.09,    10.65,   0.0325,   0.0457,   0.0605,   766.84,   940.45,  1106.50,   476.35,   613.54,   758.29
mx98,mi,0,  56163576,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
mx00,dhi,0,  59092820,  6085.82,  3855.01,    0.499,    13.43,    19.65,    26.85,     4.79,     7.10,     9.81,   0.0252,   0.0376,   0.0520,   991.94,  1230.96,  1467.72,   550.06,   696.55,   845.29
mx00,dhci,0,  59092820,  5872.17,  3699.01,    0.506,    14.06,    19.78,    26.95,     5.12,     7.43,    10.07,   0.0277,   0.0404,   0.0548,   941.25,  1154.64,  1389.90,   538.36,   694.87,   829.50
mx00,mi,0,  59092820,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
mx02,dhi,0,  62609718,  5916.40,  3922.83,    0.474,    12.72,    18.78,    24.94,     4.32,     6.63,     9.19,   0.0214,   0.0335,   0.0475,  1035.59,  1269.29,  1486.73,   533.54,   692.13,   866.97
mx02,dhci,0,  62609718,  5717.27,  3757.56,    0.479,    12.93,    18.85,    25.06,     4.57,     6.81,     9.34,   0.0235,   0.0356,   0.0494,   971.20,  1199.78,  1414.15,   531.83,   679.00,   840.39
mx02,mi,0,  62609718,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
mx04,dhi,0,  64281526,  6151.81,  4015.61,    0.477,    11.70,    18.05,    24.89,     4.14,     6.24,     8.70,   0.0218,   0.0327,   0.0456,  1037.78,  1313.65,  1566.91,   568.47,   694.15,   842.45
mx04,dhci,0,  64281526,  5971.06,  3982.42,    0.478,    11.95,    18.28,    25.10,     4.56,     6.74,     9.25,   0.0249,   0.0363,   0.0497,   985.12,  1257.23,  1508.48,   607.85,   733.98,   880.97
mx04,mi,0,  64281526,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
mx05,dhi,0,  65179130,  6739.39,  4511.05,    0.472,    12.18,    17.89,    24.84,     4.40,     6.51,     8.98,   0.0237,   0.0348,   0.0479,  1152.13,  1434.58,  1728.29,   652.29,   820.94,   978.34
mx05,dhci,0,  65179130,  6150.10,  4084.42,    0.484,    13.49,    19.30,    25.43,     5.47,     7.64,    10.08,   0.0319,   0.0441,   0.0577,   971.39,  1234.06,  1478.98,   662.38,   808.15,   971.67
mx05,mi,0,  65179130,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
mx06,dhi,0,  67828761,  7436.87,  4967.82,    0.462,    10.80,    16.60,    22.92,     3.50,     5.53,     7.88,   0.0173,   0.0273,   0.0395,  1343.61,  1655.96,  1956.49,   643.52,   827.95,  1024.20
mx06,dhci,0,  67828761,  6566.26,  4366.45,    0.474,    12.12,    18.27,    24.22,     4.49,     6.64,     9.04,   0.0247,   0.0359,   0.0489,  1100.04,  1389.85,  1641.39,   646.54,   793.37,   978.48
mx06,mi,0,  67828761,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
mx08,dhi,0,  71096622,  7228.44,  4915.47,    0.471,    13.56,    19.55,    25.51,     4.86,     7.19,     9.75,   0.0256,   0.0381,   0.0525,  1261.43,  1553.41,  1821.86,   704.76,   904.33,  1127.42
mx08,dhci,0,  71096622,  6582.09,  4414.65,    0.484,    14.72,    20.47,    26.46,     5.74,     8.09,    10.66,   0.0324,   0.0457,   0.0605,  1077.67,  1334.63,  1581.36,   688.19,   872.69,  1067.43
mx08,mi,0,  71096622,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
mx10,dhi,0,  74277830,  6306.26,  4405.26,    0.454,    12.48,    18.06,    24.40,     4.73,     6.82,     9.22,   0.0266,   0.0379,   0.0508,  1093.97,  1370.58,  1644.49,   668.13,   832.05,   998.66
mx10,dhci,0,  74277830,  5786.71,  3993.05,    0.467,    14.05,    19.46,    25.37,     5.70,     7.91,    10.31,   0.0339,   0.0463,   0.0600,   949.16,  1184.69,  1422.54,   648.06,   811.84,   973.29
mx10,mi,0,  74277830,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
mx12,dhi,0,  77454355,  6627.57,  4518.51,    0.465,    12.75,    18.31,    24.69,     4.47,     6.66,     9.13,   0.0235,   0.0352,   0.0486,  1173.52,  1437.33,  1708.66,   633.89,   821.92,  1002.44
mx12,dhci,0,  77454355,  5983.21,  4025.58,    0.486,    14.78,    20.39,    26.73,     5.99,     8.34,    10.86,   0.0349,   0.0483,   0.0629,   957.29,  1188.98,  1433.86,   652.94,   823.81,   981.48
mx12,mi,0,  77454355,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
mx14,dhi,0,  79268408,  6210.77,  4189.30,    0.468,    11.43,    17.31,    24.26,     3.74,     5.86,     8.36,   0.0187,   0.0293,   0.0421,  1127.71,  1385.23,  1647.14,   548.01,   709.42,   866.44
mx14,dhci,0,  79268408,  5698.79,  3787.39,    0.485,    13.10,    19.29,    25.73,     4.86,     7.10,     9.68,   0.0267,   0.0386,   0.0525,   952.30,  1196.54,  1417.95,   562.65,   697.15,   854.48
mx14,mi,0,  79268408,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
mx16,dhi,0,  82208555,  6877.73,  4856.02,    0.438,    10.24,    16.18,    22.70,     3.46,     5.38,     7.72,   0.0174,   0.0270,   0.0388,  1286.59,  1620.12,  1922.25,   655.82,   807.89,   991.36
mx16,dhci,0,  82208555,  6254.72,  4326.33,    0.455,    12.00,    17.42,    23.98,     4.41,     6.45,     8.81,   0.0235,   0.0346,   0.0474,  1094.99,  1361.91,  1641.76,   635.54,   801.25,   954.04
mx16,mi,0,  82208555,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
mx18,dhi,0,  85712178,  6838.78,  4913.41,    0.430,     9.96,    15.74,    22.31,     3.25,     5.16,     7.45,   0.0162,   0.0255,   0.0370,  1324.78,  1652.07,  1963.18,   640.59,   804.63,   984.87
mx18,dhci,0,  85712178,  6232.24,  4416.55,    0.445,    11.66,    17.04,    23.46,     4.25,     6.26,     8.60,   0.0230,   0.0337,   0.0461,  1122.15,  1397.32,  1678.76,   644.47,   810.95,   971.17
mx18,mi,0,  85712178,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
nl83,dhi,0,         0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
nl83,dhci,0,         0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
nl83,mi,0,         0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
nl87,dhi,0,  10178469, 18253.84, 16940.35,    0.250,     4.51,     6.89,    12.93,     1.94,     2.68,     3.88,   0.0128,   0.0165,   0.0213,  3865.38,  5182.12,  7115.92,  2910.76,  3288.05,  3048.29
nl87,dhci,0,  10178469, 18253.84, 16940.35,    0.250,     4.51,     6.89,    12.93,     1.94,     2.68,     3.88,   0.0128,   0.0165,   0.0213,  3865.38,  5182.12,  7115.92,  2910.76,  3288.05,  3048.29
nl87,mi,0,  10178469, 20312.91, 18596.06,    0.469,    27.37,    30.44,    32.89,    22.78,    23.99,    25.27,   0.2112,   0.2194,   0.2277,  1246.84,  1969.60,  2584.17,  6191.59,  7328.43,  8573.47
nl90,dhi,0,  11371071, 22268.57, 20237.39,    0.271,     4.33,     7.35,    13.81,     2.17,     2.88,     4.15,   0.0160,   0.0193,   0.0240,  4030.35,  6157.92,  8495.12,  4064.60,  3960.77,  3647.31
nl90,dhci,0,  11371071, 22268.57, 20237.39,    0.271,     4.33,     7.35,    13.81,     2.17,     2.88,     4.15,   0.0160,   0.0193,   0.0240,  4030.35,  6157.92,  8495.12,  4064.60,  3960.77,  3647.31
nl90,mi,0,  11371071, 24112.48, 22872.94,    0.427,    25.15,    28.06,    31.10,    18.42,    20.05,    21.63,   0.1564,   0.1695,   0.1814,  2448.19,  3263.14,  4177.89,  6700.99,  8173.33,  9545.87
nl93,dhi,0,  11827509, 20258.92, 19014.91,    0.273,     6.79,    11.05,    17.63,     3.45,     4.47,     6.12,   0.0245,   0.0298,   0.0368,  3738.24,  5665.21,  7450.56,  3867.72,  3842.24,  3958.38
nl93,dhci,0,  11827509, 20258.92, 19014.91,    0.273,     6.79,    11.05,    17.63,     3.45,     4.47,     6.12,   0.0245,   0.0298,   0.0368,  3738.24,  5665.21,  7450.56,  3867.72,  3842.24,  3958.38
nl93,mi,0,  11827509, 23845.97, 22558.08,    0.446,    28.16,    30.73,    33.77,    20.82,    22.54,    24.15,   0.1788,   0.1926,   0.2052,  2352.69,  3006.66,  3854.61,  6670.54,  8272.38,  9680.24
nl99,dhi,0,  12159624, 24236.39, 22711.30,    0.229,     2.59,     5.93,    11.17,     0.87,     1.49,     2.69,   0.0049,   0.0073,   0.0114,  6029.88,  8500.82, 10348.80,  3054.64,  2854.83,  3277.98
nl99,dhci,0,  12159624, 24236.39, 22711.30,    0.229,     2.59,     5.93,    11.17,     0.87,     1.49,     2.69,   0.0049,   0.0073,   0.0114,  6029.88,  8500.82, 10348.80,  3054.64,  2854.83,  3277.98
nl99,mi,0,  12159624, 27281.59, 26157.94,    0.390,    22.49,    25.31,    28.40,    14.83,    16.66,    18.36,   0.1202,   0.1337,   0.1465,  3564.30,  4472.39,  5545.16,  6898.88,  8606.58, 10149.61
nl04,dhi,0,  12468066, 24474.89, 21916.21,    0.264,     3.17,     5.90,    11.37,     1.34,     1.93,     3.03,   0.0088,   0.0115,   0.0155,  5052.28,  7364.58,  9647.16,  3714.21,  3593.54,  3502.57
nl04,dhci,0,  12468066, 24192.56, 21790.97,    0.260,     3.16,     5.82,    11.18,     1.34,     1.93,     3.01,   0.0088,   0.0115,   0.0154,  5006.47,  7275.80,  9556.45,  3709.92,  3619.69,  3518.13
nl04,mi,0,  12468066, 26990.91, 24762.67,    0.497,    31.13,    33.14,    35.49,    25.79,    27.05,    28.26,   0.2351,   0.2457,   0.2552,  1700.10,  2274.23,  3026.50,  8204.97, 10107.10, 11831.09
nl07,dhi,0,  12663743, 27060.88, 23727.43,    0.272,     2.88,     5.59,    11.07,     1.10,     1.68,     2.71,   0.0066,   0.0092,   0.0130,  5863.02,  8304.99, 10756.34,  3627.95,  3558.72,  3480.12
nl07,dhci,0,  12663743, 26717.57, 23547.27,    0.268,     2.75,     5.38,    10.85,     1.11,     1.67,     2.67,   0.0067,   0.0092,   0.0129,  5608.99,  8118.97, 10654.20,  3809.92,  3654.66,  3474.16
nl07,mi,0,  12663743, 34350.50, 30046.53,    0.431,    22.32,    25.65,    29.39,    13.75,    15.80,    17.72,   0.1048,   0.1205,   0.1350,  4612.74,  5772.95,  7155.67,  7405.87,  9250.31, 10872.25
nl10,dhi,0,  12946588, 26127.18, 23379.46,    0.253,     2.47,     5.35,    10.32,     0.89,     1.47,     2.48,   0.0054,   0.0076,   0.0112,  5984.94,  8485.61, 10651.81,  3366.84,  3204.12,  3375.86
nl10,dhci,0,  12946588, 25847.11, 23205.99,    0.250,     2.43,     5.25,    10.11,     0.88,     1.44,     2.44,   0.0054,   0.0075,   0.0111,  5919.68,  8407.53, 10566.92,  3362.72,  3195.46,  3356.67
nl10,mi,0,  12946588, 33663.19, 29828.07,    0.417,    22.02,    25.94,    29.59,    13.03,    15.26,    17.35,   0.0979,   0.1138,   0.1289,  4870.09,  6142.24,  7402.26,  7061.14,  8771.80, 10494.58
nl13,dhi,0,  13148836, 24841.95, 22058.42,    0.267,     3.23,     5.74,    11.41,     1.43,     2.00,     3.03,   0.0090,   0.0119,   0.0158,  4929.83,  7180.87,  9714.37,  3893.54,  3848.34,  3520.68
nl13,dhci,0,  13148836, 24579.59, 21858.63,    0.264,     3.22,     5.50,    11.14,     1.41,     1.98,     2.97,   0.0089,   0.0117,   0.0156,  4915.97,  7001.80,  9614.08,  3827.49,  3927.51,  3501.10
nl13,mi,0,  13148836, 30900.47, 26900.76,    0.433,    22.63,    27.51,    31.31,    13.53,    15.86,    18.12,   0.1027,   0.1188,   0.1345,  4327.60,  5696.62,  6799.04,  6432.70,  7753.76,  9341.41
nl15,dhi,0,  13317742, 26453.70, 23127.04,    0.277,     3.24,     6.19,    12.38,     1.17,     1.85,     3.02,   0.0070,   0.0099,   0.0142,  5904.82,  8104.46, 10487.37,  3346.00,  3459.06,  3388.85
nl15,dhci,0,  13317742, 26198.01, 23001.23,    0.274,     3.12,     6.16,    12.12,     1.17,     1.84,     2.98,   0.0070,   0.0098,   0.0141,  5754.12,  8071.68, 10403.88,  3446.38,  3428.94,  3396.86
nl15,mi,0,  13317742, 31464.75, 26790.67,    0.441,    22.43,    26.77,    30.98,    13.65,    15.85,    18.01,   0.1050,   0.1204,   0.1355,  4198.18,  5462.59,  6731.25,  6518.09,  7932.75,  9343.15
nl16,dhi,0,  13433837, 27217.94, 23862.99,    0.279,     3.82,     6.83,    12.89,     1.37,     2.13,     3.37,   0.0081,   0.0114,   0.0162,  6109.06,  8213.32, 10576.00,  3436.13,  3718.17,  3741.79
nl16,dhci,0,  13433837, 26952.87, 23762.70,    0.276,     3.80,     6.73,    12.62,     1.36,     2.11,     3.33,   0.0080,   0.0113,   0.0161,  6095.17,  8154.80, 10492.78,  3409.91,  3726.55,  3764.84
nl16,mi,0,  13433837, 32291.67, 27653.42,    0.442,    23.02,    27.00,    31.16,    13.86,    16.09,    18.25,   0.1061,   0.1220,   0.1373,  4402.66,  5587.17,  6872.72,  6658.71,  8239.54,  9719.34
nl17,dhi,0,  13555791, 27293.68, 23896.72,    0.285,     3.66,     7.38,    13.85,     1.35,     2.14,     3.51,   0.0081,   0.0114,   0.0164,  6037.44,  8481.83, 10709.14,  3521.24,  3466.53,  3628.89
nl17,dhci,0,  13555791, 27006.32, 23773.02,    0.281,     3.59,     7.36,    13.66,     1.34,     2.12,     3.47,   0.0080,   0.0113,   0.0162,  5967.04,  8470.72, 10641.28,  3542.16,  3415.79,  3622.53
nl17,mi,0,  13555791, 33033.02, 27730.16,    0.447,    22.51,    26.80,    31.06,    13.57,    15.78,    17.97,   0.1045,   0.1199,   0.1349,  4406.27,  5702.87,  7010.18,  6685.79,  8162.21,  9627.91
nl18,dhi,0,  13676159, 27258.07, 24062.33,    0.279,     3.61,     7.61,    14.00,     1.21,     2.05,     3.47,   0.0068,   0.0101,   0.0154,  6390.82,  8792.88, 10856.42,  3234.11,  3238.28,  3580.98
nl18,dhci,0,  13676159, 26962.19, 23944.70,    0.275,     3.60,     7.39,    13.79,     1.20,     2.03,     3.44,   0.0067,   0.0100,   0.0152,  6385.70,  8691.32, 10787.75,  3192.18,  3281.03,  3579.07
nl18,mi,0,  13676159, 33162.15, 28360.31,    0.438,    22.35,    26.52,    31.24,    13.44,    15.64,    17.84,   0.1029,   0.1184,   0.1335,  4522.13,  5815.01,  7295.23,  6822.00,  8365.15,  9720.95
no79,dhi,0,         0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
no79,dhci,0,         0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
no79,mi,0,         0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
no86,dhi,0,   3070598, 18980.53, 17796.91,    0.234,     2.41,     5.38,    13.28,     0.71,     1.34,     2.67,   0.0035,   0.0059,   0.0100,  5033.63,  6690.64,  8529.78,  2085.13,  2207.82,  2148.37
no86,dhci,0,   3070598, 18898.59, 17734.81,    0.233,     2.39,     5.34,    13.18,     0.70,     1.33,     2.64,   0.0036,   0.0059,   0.0099,  5004.09,  6665.91,  8506.99,  2089.83,  2201.49,  2133.90
no86,mi,0,   3070598, 21138.00, 21136.04,    0.375,    21.81,    24.54,    27.58,    15.52,    17.07,    18.55,   0.1296,   0.1417,   0.1529,  2439.10,  3218.14,  4151.22,  6015.32,  7349.88,  8530.40
no91,dhi,0,   3243181, 19810.95, 18372.07,    0.232,     2.21,     4.19,    11.11,     0.88,     1.30,     2.34,   0.0055,   0.0074,   0.0105,  4438.49,  6331.00,  8705.23,  2910.34,  2855.04,  2318.01
no91,dhci,0,   3243181, 19810.95, 18372.07,    0.232,     2.21,     4.19,    11.11,     0.88,     1.30,     2.34,   0.0055,   0.0074,   0.0105,  4438.49,  6331.00,  8705.23,  2910.34,  2855.04,  2318.01
no91,mi,0,   3243181, 21407.94, 20782.18,    0.387,    22.24,    25.80,    29.42,    14.11,    16.08,    17.97,   0.1100,   0.1249,   0.1389,  3039.56,  3916.16,  4851.63,  5273.32,  6474.93,  7617.68
no95,dhi,0,   3357505, 20014.86, 18675.19,    0.241,     3.05,     5.48,    12.53,     1.20,     1.79,     2.99,   0.0073,   0.0100,   0.0141,  4541.29,  6290.32,  8532.01,  2928.79,  3047.27,  2673.10
no95,dhci,0,   3357505, 20014.86, 18675.19,    0.241,     3.05,     5.48,    12.53,     1.20,     1.79,     2.99,   0.0073,   0.0100,   0.0141,  4541.29,  6290.32,  8532.01,  2928.79,  3047.27,  2673.10
no95,mi,0,   3357505, 21524.65, 20610.26,    0.420,    25.68,    29.18,    32.31,    16.94,    19.03,    20.98,   0.1349,   0.1513,   0.1663,  2805.84,  3584.44,  4337.24,  5438.26,  6720.69,  8028.91
no00,dhi,0,   3447697, 24398.44, 22365.13,    0.254,     2.90,     5.51,    12.54,     1.17,     1.73,     2.88,   0.0072,   0.0098,   0.0137,  5343.42,  7675.02, 10335.62,  3602.63,  3507.55,  3083.46
no00,dhci,0,   3447697, 24398.44, 22365.13,    0.254,     2.90,     5.51,    12.54,     1.17,     1.73,     2.88,   0.0072,   0.0098,   0.0137,  5343.42,  7675.02, 10335.62,  3602.63,  3507.55,  3083.46
no00,mi,0,   3447697, 27008.38, 25332.37,    0.426,    24.43,    27.95,    31.09,    16.11,    18.13,    20.04,   0.1276,   0.1435,   0.1581,  3449.61,  4447.98,  5402.69,  6683.34,  8218.21,  9796.73
no04,dhi,0,   3476443, 26846.23, 24485.00,    0.255,     3.50,     6.12,    11.80,     1.29,     1.93,     3.06,   0.0072,   0.0104,   0.0147,  6191.69,  8374.89, 10886.75,  3602.31,  3867.61,  3804.25
no04,dhci,0,   3476443, 26846.23, 24485.00,    0.255,     3.50,     6.12,    11.80,     1.29,     1.93,     3.06,   0.0072,   0.0104,   0.0147,  6191.69,  8374.89, 10886.75,  3602.31,  3867.61,  3804.25
no04,mi,0,   3476443, 28705.76, 25417.47,    0.462,    26.23,    29.85,    33.06,    17.22,    19.38,    21.40,   0.1384,   0.1547,   0.1699,  3491.51,  4455.09,  5377.70,  6675.48,  8253.65,  9872.78
no07,dhi,0,   3588420, 29666.61, 27685.38,    0.244,     3.98,     6.34,    12.12,     1.64,     2.32,     3.43,   0.0102,   0.0137,   0.0181,  6518.00,  8780.84, 11917.57,  4556.15,  5061.85,  4693.66
no07,dhci,0,   3588420, 29666.61, 27685.38,    0.244,     3.98,     6.34,    12.12,     1.64,     2.32,     3.43,   0.0102,   0.0137,   0.0181,  6518.00,  8780.84, 11917.57,  4556.15,  5061.85,  4693.66
no07,mi,0,   3588420,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
no10,dhi,0,   3760039, 30699.67, 28588.55,    0.243,     4.45,     6.56,    10.99,     1.97,     2.67,     3.62,   0.0128,   0.0166,   0.0210,  6358.06,  8481.04, 11510.77,  5077.36,  5813.23,  5642.36
no10,dhci,0,   3760039, 30699.67, 28588.55,    0.243,     4.45,     6.56,    10.99,     1.97,     2.67,     3.62,   0.0128,   0.0166,   0.0210,  6358.06,  8481.04, 11510.77,  5077.36,  5813.23,  5642.36
no10,mi,0,   3760039, 32491.33, 29274.47,    0.444,    25.55,    29.27,    32.88,    16.48,    18.67,    20.74,   0.1310,   0.1473,   0.1626,  4158.86,  5302.80,  6485.34,  7550.93,  9334.43, 11079.34
no13,dhi,0,   3920790, 33284.56, 30807.75,    0.246,     4.30,     6.62,    10.88,     1.96,     2.64,     3.60,   0.0130,   0.0166,   0.0210,  6718.04,  9255.03, 12359.77,  5605.06,  6148.84,  6124.88
no13,dhci,0,   3920790, 33284.56, 30807.75,    0.246,     4.30,     6.62,    10.88,     1.96,     2.64,     3.60,   0.0130,   0.0166,   0.0210,  6718.04,  9255.03, 12359.77,  5605.06,  6148.84,  6124.88
no13,mi,0,   3920790, 35052.82, 31403.54,    0.441,    25.14,    28.89,    32.59,    16.07,    18.26,    20.34,   0.1271,   0.1433,   0.1586,  4531.46,  5777.24,  7080.01,  8029.96,  9924.53, 11762.11
no16,dhi,0,   4071271, 33167.38, 30476.94,    0.252,     4.43,     6.78,    11.10,     2.03,     2.72,     3.71,   0.0135,   0.0172,   0.0217,  6596.12,  9111.72, 12180.18,  5594.65,  6126.75,  6105.98
