Entity,Year,Gini coefficient,Palma ratio (S90/S40 ratio),S90/S10 ratio,S80/S20 ratio,S90/S50 ratio,P90/P10 ratio,P90/P50 ratio,P50/P10 ratio,P0-P10 - share of the bottom 10%,P0-P40 - share of the bottom 40%,P0-P50 - share of the bottom 50%,P10-P20 - share of national income,P20-P30 - share of national income,P30-P40 - share of national income,P40-P50 - share of national income,P50-P60 - share of national income,P50-P90 - share of the middle 40%,P60-P70 - share of national income,P70-P80 - share of national income,P80-P90 - share of national income,P90-P100 - share of the top 10%,P99.999-P100 - share of the top 0.001%,P99.99-P100 - share of the top 0.01%,P99.9-P100 - share of the top 0.1%,P99-P100 - share of the top 1%,Mean income,P0-P10 - mean income of the bottom 10%,P10-P20 - mean income,P20-P30 - mean income,P30-P40 - mean income,P40-P50 - mean income,P50-P60 - mean income,P60-P70 - mean income,P70-P80 - mean income,P80-P90 - mean income,P90-P100 - mean income of the top 10%,P99.999-P100 - mean income of the top 0.001%,P99.99-P100 - mean income of the top 0.01%,P99.9-P100 - mean income of the top 0.1%,P99-P100 - mean income of the top 1%,P0 - income threshold of the bottom 10%,P10 - income threshold,P20 - income threshold,P30 - income threshold,P40 - income threshold,P50 - income threshold (median),P60 - income threshold,P70 - income threshold,P80 - income threshold,P90 - income threshold of the top 10%,P99.999 - income threshold of the top 0.001%,P99.99 - income threshold of the top 0.01%,P99.9 - income threshold of the top 0.1%,P99 - income threshold of the top 1%
Oceania,1981,0.482605616503451,3.1067853,214.84616,39.549179,1.855814,,,,0.13,8.99,15.049999999999999,1.09,3.11,4.66,6.0600000000000005,8.649999999999999,57.02,12.0,16.05,20.32,27.93,0.09,0.38999999999999996,1.63,6.140000000000001,32464.35715848066,422.0366430602487,3538.614930274393,10096.41507628749,15128.39043585199,19673.40043803928,28081.66894208577,38957.2285901768,52105.29323936146,65967.57374603271,90676.62605943084,2765566.432908757,1257075.5496595,529608.9427073925,199371.2687852701,,,,,,,,,,70645.96826124322,2295102.971506521,713669.0140286277,283043.3501529155,114190.8947511502
Oceania,1982,0.486623067452824,3.1855204,216.61539,40.338844,1.9001349,,,,0.13,8.84,14.82,1.08,3.04,4.59000000000001,5.9799999999999995,8.53,57.02,11.89,15.950000000000001,20.65,28.16,0.09,0.4,1.6199999999999999,6.1899999999999995,31771.4371633265,413.0286831232444,3431.315213639262,9658.516897651256,14583.08965796686,18999.31942366925,27101.0359003175,37776.23878719521,50675.44227550577,65608.01774226922,89466.77684457118,2983561.970936385,1262043.130427665,514119.2383170288,196659.4172811363,,,,,,,,,,71168.90828582899,2350916.789474073,701514.8869883483,273790.9042220594,111096.0291685976
Oceania,1983,0.486211915718769,3.1910112,218.46153,39.868851,1.9060403,,,,0.13,8.9,14.899999999999999,1.09,3.06,4.62,6.00000000000001,8.61,56.699999999999996,11.92,15.93,20.24,28.4,0.1,0.44999999999999996,1.77,6.5,30985.41958560774,402.8104546129007,3377.410734831244,9481.53839319597,14315.26384855078,18591.25175136465,26678.44626320827,36934.62014604443,49359.77339987314,62714.48924127008,87993.29093193854,3098357.440829565,1392108.840439998,548908.239316424,201511.3948949756,,,,,,,,,,67262.5840444364,2569236.771179077,771627.4312630052,273000.2737010603,110894.5973120277
Oceania,1984,0.48805538829544,3.2406781,220.61539,41.364407,1.9287156,,,,0.13,8.85,14.87,1.05000000000001,3.04,4.63,6.02,8.6,56.45,11.88,15.840000000000002,20.13,28.68,0.1,0.47000000000000003,1.8499999999999999,6.619999999999999,31577.97311787696,410.5136505324005,3315.687177377081,9599.703827834595,14620.60155357703,19009.93981696193,27157.05688137419,37514.63206403783,50019.50941871711,63566.45988628632,90570.2487916656,3266785.78502187,1481598.122856331,584856.2073684365,208965.3520911831,,,,,,,,,,68465.3041651357,2783450.674220039,791393.8932187798,287710.6702493856,114170.4859717892
Oceania,1985,0.48795421496949,3.2335601,219.38461,41.726494,1.9205387,,,,0.13,8.81999999999999,14.85,1.04000000000001,3.0300000000000002,4.61999999999999,6.03,8.60000000000001,56.63,11.85,15.879999999999999,20.3,28.52,0.12,0.5,1.96,6.890000000000001,32236.36593150942,419.0727571096224,3352.58205687698,9767.618877247354,14893.20106035735,19438.52865670018,27723.2747010981,38200.09362883867,51191.34909923696,65439.82284096412,91931.06705933268,3861140.182390454,1625798.8695824,630432.9256940436,222102.3156224708,,,,,,,,,,70970.83129709924,3050058.247251664,869336.4194600629,279989.441915245,111682.9912544666
Oceania,1986,0.492759649875335,3.3340988,223.38461,42.586208,1.9863201,,,,0.13,8.709999999999999,14.62,1.03000000000001,3.00999999999999,4.54,5.91,8.49,56.34,11.75,15.740000000000002,20.36,29.04,0.13999999999999999,0.5599999999999999,2.08,7.199999999999999,32571.71292936596,423.4322680817575,3354.886431724694,9804.085591739153,14787.55766993215,19249.88234125528,27653.3842770317,38271.762692005,51267.87615082202,66316.00752418909,94589.66003650376,4615062.158840827,1833856.869708979,677353.6879481171,234584.9401387663,,,,,,,,,,72375.5424190085,3600912.869060024,957636.4012270564,291516.3484555733,114472.8434358841
Oceania,1987,0.504199175347351,3.6101897,253.91667,44.823009,2.1472869,,,,0.12,8.44,14.19,1.01,2.93,4.3800000000000106,5.75,8.25,55.34,11.450000000000001,15.459999999999999,20.18,30.470000000000002,0.22999999999999998,0.83,2.75,8.41,32561.64832584547,390.7397799101455,3288.726480910392,9540.56295947272,14262.00196672031,18722.94778736114,26863.3598688225,37283.08733309306,50340.30831175709,65709.40632155613,99218.678725132,7578263.436855248,2693721.798325454,896459.4076585202,273774.9685998186,,,,,,,,,,72759.67478670743,5719398.962907197,1284593.853118457,378193.9720495269,119610.4041746174
Oceania,1988,0.51572596832732,3.8967192,267.25,47.127274,2.3155234,,,,0.12,8.23,13.850000000000001,0.98,2.85,4.28000000000001,5.61999999999999,8.04,54.08,11.17,15.1,19.77,32.07,0.5,1.4200000000000002,4.04,10.14,33707.89483790198,404.4947380548238,3303.373694114394,9606.750028802064,14426.97899062205,18943.83689890091,27101.14744967319,37651.71853393651,50898.92120523199,66640.50809453221,108116.6269542107,16959662.1003178,4797550.893937425,1360504.30795172,341846.7747245348,,,,,,,,,,73987.975774688,11982511.5716388,1983770.81658069,421347.3575052546,126880.9619288959
Oceania,1989,0.505082172516154,3.6602871,255.0,47.299065,2.1564481,,,,0.12,8.36,14.19,0.9500000000000101,2.82,4.47,5.83,8.309999999999999,55.21,11.51,15.379999999999999,20.01,30.599999999999998,0.21,0.8,2.83,8.790000000000001,33874.10058215017,406.4892069858021,3218.039555304266,9552.496364166347,15141.72296022113,19748.60063939355,28149.37758376679,38989.08977005485,52098.36669534697,67782.07526488249,103662.9001102311,7241232.714701431,2713697.93952124,957210.7523698356,297620.6702769143,,,,,,,,,,74807.82160312842,5489916.636967162,1327797.421805627,425976.935338523,129668.7173179134
Oceania,1990,0.505841023643267,3.6759372,276.36365,49.14563,2.1621621,,,,0.11,8.27,14.06,0.9199999999999999,2.76000000000001,4.4799999999999995,5.79,8.25,55.54,11.540000000000001,15.53,20.22,30.4,0.24,0.88,2.79,8.540000000000001,33802.11070974662,371.8232178072129,3109.794185296689,9329.382555890068,15143.34559796649,19571.4221009433,27886.74133554096,39007.6357590476,52494.67793223651,68347.86785510767,102762.1180951467,8104356.338279988,2982684.812782342,944320.93076944,288541.9785429466,,,,,,,,,,75440.91312179963,6493222.99388855,1327729.206159544,401797.9834559707,127312.7613771572
Oceania,1991,0.509184985279047,3.7570553,255.16667,48.619049,2.2156296,,,,0.12,8.15,13.819999999999999,0.9299999999999999,2.7199999999999998,4.3800000000000106,5.67,8.1,55.559999999999995,11.450000000000001,15.58,20.43,30.620000000000005,0.21,0.72,2.44,8.18,32451.07747328001,389.4129296793602,3017.950205015041,8826.693072732161,14213.57193329664,18399.76092734977,26285.37275335681,37156.48370690561,50558.77870337026,66297.55127791106,99375.09943817972,6663758.614442959,2333912.921398514,791672.4870356737,265469.713689169,,,,,,,,,,74277.75248438228,4944255.350575378,1124775.777237938,363750.9864252948,123818.9460939449
Oceania,1992,0.512339040719588,3.8257668,239.84616,46.405407,2.2643428,,,,0.13,8.15,13.77,0.98,2.71,4.33,5.62,8.0,55.05,11.33,15.39,20.330000000000002,31.180000000000003,0.22999999999999998,0.79,2.6,8.55,32066.80531942107,416.8684691524738,3142.546921303264,8690.10424156311,13884.92670330932,18021.54458951464,25653.44425553685,36331.69042690406,49350.81338658901,65191.81521438302,99972.40569988918,7385545.849500147,2526959.006229632,832797.1559512212,274186.0796963988,,,,,,,,,,73111.9359099248,5449789.901447903,1219289.393603398,376935.8966094649,124864.8261431165
Oceania,1993,0.514895719304599,3.864799,226.64285,44.350426,2.3042846,,,,0.13999999999999999,8.21,13.77,1.03000000000001,2.74,4.29999999999999,5.56000000000001,7.94999999999999,54.50000000000001,11.17,15.22,20.16,31.730000000000004,0.27999999999999997,0.9199999999999999,2.91,9.07,33383.03180204596,467.3624452286434,3438.452275610734,9146.950713760592,14354.70367487976,18560.96568193755,26539.51028262654,37288.84652288534,50808.97440271395,67300.19211292465,105935.5434996232,9384176.913392687,3059750.600228062,970816.2791094664,302636.8966287616,,,,,,,,,,75684.14104021163,6786868.285561028,1364481.084417756,418636.903862721,133219.4255682484
Oceania,1994,0.517654898143455,3.9362745,229.42857,44.598289,2.3479533,,,,0.13999999999999999,8.16,13.68,1.03000000000001,2.7099999999999898,4.28000000000001,5.52,7.89,54.2,11.14,15.110000000000001,20.06,32.12,0.35000000000000003,1.08,3.2199999999999998,9.520000000000001,34391.44916033568,481.4802882446995,3542.319263514575,9320.08272245097,14719.54024062367,18984.0799365053,27134.85338750485,38312.07436461395,51965.47968126721,68989.24701563337,110465.0344423265,11881200.15431221,3700102.612050035,1106636.006826163,327244.9920225349,,,,,,,,,,77736.06208295279,8492628.473107532,1559273.09838736,450629.2031588584,138349.4378543414
Oceania,1995,0.516828847370288,3.9405205,244.61539,47.678898,2.3313782,,,,0.13,8.07,13.639999999999999,0.96,2.67999999999999,4.3,5.57,7.969999999999999,54.559999999999995,11.18,15.24,20.169999999999998,31.8,0.38,1.13,3.2399999999999998,9.35,34817.65716219669,452.629543108557,3342.495087570882,9331.132119468712,14971.59257974458,19393.43503934356,27749.67275827076,38926.1407073359,53062.10951518777,70227.21449615073,110718.326964259,13239524.63688478,3942982.46292361,1128608.853531486,325697.5592312586,,,,,,,,,,78768.5226607637,9322300.56966564,1587792.690110447,449001.3933255782,136113.9775835112
Oceania,1996,0.512798416337853,3.8327229,241.46153,45.955357,2.2713459,,,,0.13,8.19,13.819999999999999,0.9900000000000001,2.7199999999999998,4.35,5.63,8.02,54.790000000000006,11.31,15.379999999999999,20.080000000000002,31.39,0.21,0.79,2.8400000000000003,9.22,35597.24457655513,462.7641794952167,3524.127213078958,9682.450524822996,15484.80139080148,20041.24869660054,28548.99015039721,40260.48361608385,54748.56215874179,71479.26710972271,111732.335768949,7310904.932572066,2816596.628694713,1012208.498735267,328135.9890064189,,,,,,,,,,79989.69455458391,5540461.914564054,1443582.997070136,457663.3825165652,139324.4463203894
Oceania,1997,0.522235002399034,4.1027918,269.41666,50.0,2.4181001,,,,0.12,7.88,13.370000000000001,0.9299999999999999,2.6,4.2299999999999995,5.49000000000001,7.83999999999999,54.300000000000004,11.1,15.190000000000001,20.169999999999998,32.33,0.25,0.89,3.08,9.629999999999999,36562.60779756273,438.7512935707528,3400.322525173334,9506.27802736631,15465.98309836904,20072.87168086194,28665.08451328918,40584.49465529463,55538.60124449778,73746.77992768402,118206.6715558282,8968985.458801819,3265341.793988999,1124839.799299221,352177.8106660042,,,,,,,,,,83308.63735162755,6695066.520699702,1645775.010778185,504369.9923735081,146336.8190371352
Oceania,1998,0.5305766227224,4.3973508,276.66666,53.78788,2.5617285,,,,0.12,7.55,12.959999999999999,0.8699999999999999,2.4,4.16,5.41,7.70999999999999,53.839999999999996,10.97,15.110000000000001,20.05,33.2,0.32,1.06,3.4099999999999997,10.13,36914.72913462009,442.9767496154411,3211.581434711948,8859.534992308822,15356.52732000196,19970.86846182947,28461.25616279209,40495.45786067824,55778.15572241096,74014.03191491328,122559.4727922828,11841263.24839824,3921522.212067031,1257590.102514486,374016.322871561,,,,,,,,,,84229.82814607298,8571786.579796234,1781034.475565575,534023.9487850502,150126.9809795621
Oceania,1999,0.534138088295968,4.4662337,312.63635,55.556702,2.6211891,,,,0.11,7.7,13.120000000000001,0.8600000000000101,2.52,4.20999999999999,5.42,7.739999999999999,52.480000000000004,10.86,14.39,19.5,34.39,0.65,1.67,4.36,11.4,38888.64950007742,427.7751445008516,3344.423857006658,9799.93967401951,16372.12143953259,21077.64802904196,30099.81471305992,42233.07335708408,55960.7666306114,75832.86652515097,133754.8065610748,25319215.54696037,6493293.585899354,1694528.369589949,443263.1714572953,,,,,,,,,,87338.53255846625,16903960.11127826,2421473.434379072,620168.2881785776,159590.0846535486
Oceania,2000,0.535409702671185,4.5501318,313.54544,58.630436,2.6429119,,,,0.11,7.580000000000001,13.05,0.8099999999999999,2.45,4.21,5.47,7.79000000000001,52.459999999999994,10.85,14.37,19.45,34.489999999999995,0.5599999999999999,1.6,4.390000000000001,11.53,39760.4957800404,437.3654535804444,3220.600158183273,9741.321466109895,16739.16872339701,21748.9911916821,30973.42621265147,43140.13792134384,57135.83243591806,77334.16429217858,137138.1907778816,22325230.84036155,6349821.26485308,1746173.205121456,458516.6372372473,,,,,,,,,,89129.33305431454,15782300.58690535,2387174.52365666,654477.9624353092,168442.6023806251
Oceania,2001,0.526038391467392,4.2940416,331.5,58.633335,2.4850075,,,,0.1,7.720000000000001,13.34,0.8,2.48,4.34,5.61999999999999,8.02,53.510000000000005,11.12,14.75,19.62,33.15,0.36,1.18,3.6900000000000004,10.6,39942.35757420937,399.4235757420937,3195.388605936749,9905.704678403925,17334.98318720686,22447.60495670567,32033.77077451592,44415.90162252082,58914.97742195882,78366.90556059878,132397.7625197279,14224190.92872773,4701353.553274681,1475407.133615785,423268.7182745494,,,,,,,,,,89775.2848997064,10269133.73730272,2101202.653451601,616526.4393519181,166593.0916975739
Oceania,2002,0.533019827055085,4.494709,339.79999,61.597702,2.5978594,,,,0.1,7.5600000000000005,13.08,0.77,2.4299999999999997,4.26,5.52,7.81999999999999,52.94,10.97,14.540000000000001,19.61,33.98,0.36,1.24,3.9600000000000004,11.020000000000001,40813.64470953233,408.1364470953233,3142.650642633989,9917.715664416355,17386.61264626077,22529.13187966184,31916.27016285428,44772.56824635696,59343.03940766,80035.55727539289,138673.8815317174,14862619.48298801,5070689.835509212,1616699.489496752,449767.7010547359,,,,,,,,,,92225.3169261472,10933368.21456187,2291130.947769925,668603.7732624857,156129.957834898
Oceania,2003,0.533666925331183,4.526525,341.29999,64.457832,2.6113236,,,,0.1,7.539999999999999,13.07,0.73,2.42,4.29,5.53,7.90999999999999,52.800000000000004,10.97,14.549999999999999,19.37,34.13,0.45999999999999996,1.46,4.47,11.62,41398.64978916117,413.9864978916117,3022.101434608766,10018.473248977,17760.02075955014,22893.45333340613,32746.33198322649,45414.31881870981,60235.03544322951,80189.18464160518,141288.7214408063,19249890.58863872,6046632.772036931,1848734.310718512,481052.6823812384,,,,,,,,,,92240.69340374797,13664561.23072493,2555163.240375743,713228.8274107659,158282.3851266842
Oceania,2004,0.538104702801306,4.6788125,385.22223,65.792686,2.6855152,,,,0.09,7.41000000000001,12.91,0.73,2.31,4.28000000000001,5.49999999999999,7.81000000000001,52.42,10.93,14.399999999999999,19.28,34.67,0.61,1.73,4.9399999999999995,12.24,42466.89562393384,382.2020606154046,3100.083380547171,9809.85288912872,18175.83132704369,23356.79259316361,33166.64548229233,46416.31691695969,61152.32969846473,81876.17476294444,147223.9020085389,26012708.66537057,7344319.416260114,2096719.15215554,519805.4597337892,,,,,,,,,,94357.75479705232,17810785.08205977,2844461.741616647,769701.8769089103,157886.7902938646
Oceania,2005,0.540285516080306,4.7462687,349.79999,65.433739,2.7328124,,,,0.1,7.37,12.8,0.73,2.31,4.2299999999999995,5.43,7.79,52.22,10.83,14.27,19.33,34.98,0.53,1.67,4.73,12.2,42649.73592122286,426.4973592122286,3113.430722249269,9852.08899780248,18040.83829467727,23158.80660522401,33224.1442826326,46189.66400268435,60861.17315958502,82441.93953572378,149187.3384119957,22806566.31014448,7108326.829490078,2017567.056271717,520294.5715076533,,,,,,,,,,95334.5804831805,16496865.07107498,2939268.209987321,730292.2443904872,176761.2767626353
Oceania,2006,0.544682514594442,4.9192886,359.60001,65.523811,2.7661538,,,,0.1,7.310000000000009,13.0,0.74,2.31,4.16000000000001,5.6899999999999995,7.720000000000001,51.03,10.39,13.850000000000001,19.08,35.96,0.79,2.1399999999999997,5.4399999999999995,12.97,42930.5663166767,429.305663166767,3176.861907434076,9916.960819152318,17859.11558773751,24427.49223418904,33142.39719647442,44604.85840302709,59458.83434859723,81911.52053221915,154398.8460293727,33835200.88954345,9190817.707563156,2334596.615507108,556640.2311848854,,,,,,,,,,95479.11937262764,23755715.73445288,3482386.08719778,741712.4940907303,182190.1518588229
Oceania,2007,0.538053109767425,4.6975808,349.5,62.114941,2.6988418,,,,0.1,7.4399999999999995,12.950000000000001,0.77,2.34,4.2299999999999995,5.50999999999999,7.8900000000000095,52.1,11.05,14.069999999999999,19.09,34.949999999999996,0.77,2.1,5.35,12.709999999999999,43564.07719382794,435.6407719382794,3354.433943924752,10193.99406335574,18427.60465298922,24003.8065337992,34372.05690593024,48138.30529917987,61294.65661171591,83163.82336301754,152251.1714670268,33741985.88660446,9160661.639264869,2328811.984633703,553551.935551853,,,,,,,,,,95237.70867429572,23591894.74209441,3391006.756111994,717329.8737730482,177058.0427803299
Oceania,2008,0.525760463616294,4.3153152,335.29999,60.91954,2.4314721,,,,0.1,7.7700000000000005,13.79,0.77,2.4299999999999997,4.47,6.02,8.05,52.68000000000001,10.79,14.37,19.470000000000002,33.53,0.6,1.68,4.63,11.48,43942.75790128661,439.4275790128662,3383.592358399068,10678.09017001265,19642.41278187512,26453.54025657454,35373.92011053572,47414.23577548825,63145.74310414885,85556.54963380503,147331.3975655842,26176090.72918662,7394904.532912608,2035226.521437708,504565.8327836777,,,,,,,,,,97094.34845150726,18308455.96250111,2855257.286967819,652269.9002518404,169078.2100501765
Oceania,2009,0.536848729080759,4.6773763,317.63635,61.159092,2.6815042,,,,0.11,7.470000000000001,13.03,0.77,2.3,4.289999999999989,5.56,7.91000000000001,52.03,10.97,14.27,18.88,34.94,0.61,1.82,5.26,12.21,43783.40167887876,481.6174184676663,3371.321929273664,10070.18238614211,18783.07932023898,24343.57133345659,34632.67072799309,48030.39164172999,62478.91419575998,82663.06236972308,152958.0700781816,26521449.21182285,7975451.831898832,2302703.424598415,534561.5663564367,,,,,,,,,,96145.7595697005,18895827.62181886,3282901.731409065,703905.2303244662,183334.7209369594
Oceania,2010,0.538135872872786,4.6795726,292.08334,58.172043,2.6982293,,,,0.12,7.489999999999999,12.989999999999998,0.8099999999999999,2.31,4.25,5.5,7.86,51.959999999999994,10.89,14.16,19.05,35.05,0.67,1.91,5.25,12.389999999999999,43729.7237934361,524.7566855212333,3542.107627268324,10101.56619628374,18585.13261221035,24051.34808638986,34371.56290164078,47621.66921105192,61921.28889150553,83305.1238264958,153286.2879818778,29270715.879544,8360882.114093436,2297151.118322942,541683.3916364678,,,,,,,,,,95760.22934040148,20800092.54374475,3217311.26941063,706412.2951041898,181470.3929209475
Oceania,2011,0.533269375952685,4.5223684,286.41666,57.526882,2.605762,,,,0.12,7.6,13.19,0.8099999999999999,2.33,4.34,5.5900000000000105,7.93,52.44,10.94,14.44,19.13,34.37,0.59,1.82,5.38,11.75,43953.24186328713,527.4389023594455,3560.212590926257,10241.1053541459,19075.70696866661,24569.86220157751,34854.9207975867,48084.84659843612,63468.48125058661,84082.55168446827,151071.7956350487,25805042.34606433,8002586.42234857,2362657.988197691,516292.773318976,,,,,,,,,,96802.61473557288,18577879.80729839,3393106.763593778,642504.4391137589,167247.2909264062
Oceania,2012,0.545071839486326,4.8852458,298.0,59.695652,2.8179669,,,,0.12,7.32,12.690000000000001,0.8,2.25,4.15000000000001,5.37,7.64,51.55,10.67,14.08,19.16,35.76,0.7000000000000001,2.0500000000000003,5.7700000000000005,12.520000000000001,44104.21091609457,529.2505309931348,3528.336873287566,9923.44745612128,18303.24753017925,23683.96126194278,33695.61713989625,47059.19304747291,62098.72896986116,84503.66811523719,157714.2941724162,30674448.49833321,9031086.15931568,2545723.480990478,552336.3551044331,,,,,,,,,,98189.29344284126,21687812.94003812,3562236.135378517,696465.6711027394,159313.028484415
Oceania,2013,0.552898006537632,5.1593795,304.83334,61.866665,2.9715679,,,,0.12,7.090000000000001,12.31,0.7799999999999999,2.18,4.00999999999999,5.220000000000001,7.470000000000001,51.11,10.54,14.000000000000002,19.1,36.58,0.83,2.2800000000000002,6.0,13.19,44896.09951253361,538.7531941504034,3501.895761977622,9787.349693732329,18003.33590452598,23435.76394554255,33537.38633586261,47320.48888621043,62854.53931754706,85751.5500689392,164238.6734045778,37172670.94423441,10250029.86174538,2694307.362549724,592378.1006384074,,,,,,,,,,99244.9585232133,26261980.93734125,3933709.747999553,743919.0186264392,177032.0425545686
Oceania,2014,0.550042429882211,5.0206614,280.38461,56.622448,2.9113419,,,,0.13,7.26,12.520000000000001,0.85000000000001,2.26,4.02,5.26,7.449999999999999,51.03,10.5,14.04,19.040000000000003,36.449999999999996,0.8699999999999999,2.35,6.13,12.78,44800.62556524891,582.4081323482358,3808.053173046157,10124.94137774625,18009.85147723006,23565.12904732093,33376.46604611044,47040.65684351136,62900.07829360947,85300.39107623392,163319.9987610125,38837999.38286052,10540536.2551949,2748179.69054094,572361.9806008606,,,,,,,,,,99192.39892705072,27266942.7817556,3997329.644500369,696944.8580592431,179273.9329887592
Oceania,2015,0.550799521458167,5.0343881,281.53845,55.57,2.9373996,,,,0.13,7.2700000000000005,12.46,0.8699999999999999,2.29,3.9799999999999898,5.19000000000001,7.41999999999999,50.949999999999996,10.52,14.030000000000001,18.970000000000002,36.6,0.91,2.4299999999999997,6.21,12.82,44323.95475962541,576.2114118751302,3856.18406408741,10150.18563995422,17640.93399433091,23004.13252024559,32888.37443164205,46628.80040712593,62186.50852775444,84082.54217900938,162217.6451031982,40496548.19272629,10753816.38668702,2753783.997267936,568367.8706509835,,,,,,,,,,98220.4657565228,28042098.97484182,3712506.536958246,720896.6574317841,186206.2082358209
Oceania,2016,0.548903574125035,4.9944978,279.30768,54.831684,2.902478,,,,0.13,7.2700000000000005,12.509999999999998,0.88,2.2800000000000002,3.9799999999999898,5.24,7.53,51.18000000000001,10.48,14.099999999999998,19.07,36.309999999999995,0.8699999999999999,2.31,5.87,12.49,45081.17638838274,586.0552930489756,3967.143522177681,10278.50821655127,17942.30820257633,23622.53642751256,33946.1258204522,47245.07285502512,63564.45870761967,85969.80337264588,163679.8083368703,39048371.96222449,10415275.97400513,2647396.944471491,563268.7511062521,,,,,,,,,,100911.6289089755,26707661.15129123,3805455.666620909,596359.9094062037,188346.4741316865
Oceania,2017,0.554881578149903,5.1999998,286.0,56.313129,3.0080905,,,,0.13,7.1499999999999995,12.36,0.8600000000000101,2.22,3.94,5.21,7.429999999999989,50.46000000000001,10.4,14.06,18.57,37.18,1.82,3.6900000000000004,7.41,13.81,45470.48084400193,591.1162509720251,3910.461352584166,10094.44674736843,17915.36945253677,23690.12051972501,33784.56726709344,47289.30007776201,63931.49606666673,84438.6829273116,169079.0487671365,82800620.89748411,16764091.47743696,3367731.381967727,627822.698728235,,,,,,,,,,98497.38213949645,51921120.08103678,4378617.643415489,591381.8446760383,198469.5082670656
Oceania,2018,0.550992155275196,5.0802212,306.08334,57.96875,2.943109,,,,0.12,7.23,12.479999999999999,0.84000000000001,2.20999999999999,4.06000000000001,5.25,7.52999999999999,50.79,10.549999999999999,13.79,18.92,36.730000000000004,1.21,2.4899999999999998,5.13,12.44,45081.17638838274,540.9741166605928,3786.81881662415,9962.939981832586,18302.95761368339,23667.61760390094,33946.1258204522,47560.64108974379,62166.9422395798,85293.58572682015,165589.1474964044,54683283.41988017,11235479.65501517,2312289.540093208,560705.2127178857,,,,,,,,,,99026.19318280253,34270928.32890094,2944443.512989257,701659.8452362755,222430.813098487
Oceania,2019,0.548977306011459,5.06815,280.30768,56.783504,2.9198718,,,,0.13,7.19,12.479999999999999,0.84000000000001,2.1899999999999897,4.03,5.29000000000001,7.629999999999989,51.080000000000005,10.57,14.24,18.64,36.44,1.0999999999999999,2.39,5.04,12.41,45638.64359449023,593.3023667283729,3833.646061937179,9994.862947193358,18392.37336857956,24142.84246148533,34822.28506259604,48240.04627937617,64989.42847855409,85070.43166012978,166309.32579276,50336481.80541305,10925248.03652707,2300986.570981211,566300.1537721616,,,,,,,,,,98805.05147767162,32188628.95786707,3104153.673954251,713069.890546838,206533.6320517032
Oceania,2020,0.551127816103829,5.190341,332.18182,60.67033,2.965909,,,,0.11,7.04,12.32,0.8,2.1399999999999997,3.9899999999999998,5.28,7.600000000000009,51.15,10.620000000000001,14.249999999999998,18.67,36.54,1.11,2.4,5.050000000000001,12.45,45401.14690863852,499.4126159950237,3632.091752691082,9715.845438448643,18115.05761654677,23971.80556776114,34504.87165056527,48216.0180169741,64696.63434480988,84763.9412784281,165880.8812123388,50217674.75229999,10896122.89115884,2294966.540214354,565150.1330337849,,,,,,,,,,98459.50009013458,32110480.10725362,3075417.833041634,711257.7027685088,206512.3845553822
Oceania,2021,0.552839055451493,5.2914863,333.36365,62.22472,2.9983647,,,,0.11,6.93,12.23,0.7799999999999999,2.06999999999999,3.9700000000000104,5.29999999999999,7.580000000000011,51.11,10.58,14.23,18.709999999999997,36.67,1.11,2.39,5.050000000000001,12.45,46918.52567551333,516.1037824306467,3659.64500269004,9712.13481483126,18626.65469317879,24866.81860802207,35564.2424620391,49639.80016469311,66765.06203625546,87784.56153888543,172030.493749522,52023538.60475063,11233791.73713309,2368513.63044038,584283.9228293683,,,,,,,,,,102148.1772803965,33267543.27237146,3177979.637569491,738711.0056630623,213558.5855228496
Central Asia,1980,0.582128069121687,5.9779005,240.44444,42.258739,3.5388389,,,,0.18,7.24,12.23,1.25,2.32,3.49,4.98999999999999,6.6800000000000095,44.49,8.85999999999999,11.799999999999999,17.150000000000002,43.28,0.45999999999999996,1.31,4.1000000000000005,13.350000000000001,13857.70097228326,249.4386175010987,1732.212621535407,3214.986625569716,4836.337639326856,6914.992785169347,9256.944249485216,12277.92306144297,16352.08714729425,23765.95716746579,59971.89708311693,6413654.614820227,1811699.924630927,568850.2726891673,184949.810229679,,,,,,,,,,29724.82799466559,4470584.355945624,769457.6704873784,270739.2325629489,90355.677036055
Central Asia,1981,0.583882684188797,6.04742,240.88889,42.683098,3.580512,,,,0.18,7.17,12.11,1.24,2.3,3.45,4.9399999999999995,6.65,44.529999999999994,8.84,11.790000000000001,17.25,43.36,0.45999999999999996,1.31,4.109999999999999,13.350000000000001,13533.53686722727,243.6036636100909,1678.158571536182,3112.713479462273,4669.07021919341,6685.567212410274,8999.802016706139,11963.64659062891,15956.03996646096,23345.35109596705,58684.74612177347,6289447.622346103,1777783.049483814,556317.1853691094,180619.6543511455,,,,,,,,,,29052.03720655242,4382841.701598577,757905.6024382488,266203.3114568853,88398.2514374785
