country_year,gini,wgini,w2,w1,whalf,ede2,ede1,edehalf,a2,a1,ahalf,ge2,ge1,ge0,gem1,p75p50,p25p50,p10p50,p90p50,p75p25,p90p10,p95,p90,p75,p50,p25,p10,p5,max,min,sumw,sd,Var,mean
RO1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RW1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RW2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RW2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RW2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RW2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RW2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SL1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SL2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SL2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SL2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SY1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SY2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SY2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZ1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZ2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZ2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZ2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TD2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TD2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TD2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
