country,year,p0p100_gini,p0p10_share,p0p40_share,p0p50_share,p10p20_share,p20p30_share,p30p40_share,p40p50_share,p50p60_share,p50p90_share,p60p70_share,p70p80_share,p80p90_share,p90p100_share,p99_999p100_share,p99_99p100_share,p99_9p100_share,p99p100_share,p0p10_threshold,p10p20_threshold,p20p30_threshold,p30p40_threshold,p40p50_threshold,p50p60_threshold,p60p70_threshold,p70p80_threshold,p80p90_threshold,p90p100_threshold,p99_999p100_threshold,p99_99p100_threshold,p99_9p100_threshold,p99p100_threshold,p0p100_average,p0p10_average,p10p20_average,p20p30_average,p30p40_average,p40p50_average,p50p60_average,p60p70_average,p70p80_average,p80p90_average,p90p100_average,p99_999p100_average,p99_99p100_average,p99_9p100_average,p99p100_average,age,pop
QJ,1987,.596923959395802,.0017,.0672,.1132,.0116999999999999,.0216000000000001,.0322,.0459999999999999,.0643,.442,.0858,.1184,.1735,.4448,.0041,.013,.0417,.137,,,,,,,,,,25445.41449221459,3536871.936645266,723758.9188440852,242722.7312297275,81253.08186872621,11811.23158978236,200.7909370263001,1381.914096004536,2551.226023392989,3803.216571909919,5433.166531299884,7594.621912230055,10134.03670403326,13984.49820230231,20492.48680827239,52536.53144619033,4872869.074810738,1530330.094385614,491945.9382582555,161808.491012858,992,j
QJ,1988,.589656042970471,.0018,.0706,.1188,.0122,.0226999999999999,.0339,.0482,.0655,.44,.0867,.1172,.1706,.4412,.0048,.0137,.0422,.1375,,,,,,,,,,25780.2023454311,4136710.704215562,712167.1515255136,243725.5571416169,82030.85206300455,12156.22383267937,218.8120289882286,1483.059307586883,2759.462810018216,4120.959879278305,5859.299887351454,7962.326610404984,10539.44606293301,14247.09433190022,20738.517858551,53632.87429912439,5877836.091313008,1662842.900915027,513593.3627830828,167093.5261503986,992,j
QJ,1989,.589441873944704,.0017,.0708,.1187,.0124,.0229,.0337999999999999,.0479000000000001,.0655,.4404,.0866,.1175,.1708,.4409,.0041,.0129,.0416,.1373,,,,,,,,,,25731.27718942869,3591446.550304357,730138.3398283197,241908.1972753673,81668.94569474671,12007.21178611202,204.1226003639043,1488.894261477891,2749.651499019652,4058.437583705862,5751.454445547657,7864.723719903373,10398.24540677301,14108.47384868162,20508.31773067933,52940.23387629024,4889355.45452195,1551214.705835283,499158.0653976512,164847.7217037279,992,j
QJ,1990,.590374481561565,.0017,.0707,.1188,.0122,.0229,.0338999999999999,.0481,.0652,.4387,.0864999999999999,.1169,.1702,.4424,.0051,.0146,.0439,.1393,,,,,,,,,,25994.49452872167,4433167.514924258,739645.7557150284,246325.4399315851,82528.35100646908,12276.85928876531,208.7066079090104,1497.776833229368,2811.400777127257,4161.855298891441,5905.169317896116,8004.512256274984,10619.483284782,14351.64850856665,20895.21450947856,54317.68669699814,6295777.838602015,1794489.871969358,539072.6055260191,171014.2483662719,992,j
QJ,1991,.585163170466842,.0018,.0731000000000001,.1225,.0126999999999999,.0236000000000001,.035,.0494,.0659999999999999,.4379,.0871999999999999,.1163,.1684,.4396,.0051,.0146,.0439,.1399,,,,,,,,,,24163.8549772714,4101606.205853031,689551.5680564785,230655.4113948125,76403.06126112708,11405.99151192238,205.3078472146028,1448.560922014142,2691.813996813681,3992.097029172832,5634.559806889653,7527.954397868768,9946.024598396311,13265.16812836572,19207.68970607728,50135.70414807196,5776191.004422477,1661551.137010403,501028.9633631834,159558.0736229071,992,j
QJ,1992,.60022587892588,.0017,.0668,.1121,.0117999999999999,.0216000000000001,.0317,.0453,.0632,.4386,.0846,.1179,.1729,.4493,.0043,.0136,.0427,.1408,,,,,,,,,,22375.29105998322,3214170.973326075,650107.6879288538,212800.3853909722,72870.6649977529,10365.00397835105,176.2050676319678,1223.070469445424,2238.840859323827,3285.706261137283,4695.346802193026,6550.682514317863,8768.793365684987,12220.33969047589,17921.09187856897,46571.43664021621,4456491.814224528,1407211.756525623,442994.3626716019,145932.5574623953,992,j
QJ,1993,.597769052313829,.0018,.0685,.1145,.0123,.0221,.0323,.046,.0636,.436,.0846,.1171,.1706,.4496,.0052,.0146,.0444,.1424,,,,,,,,,,19735.28964209306,3312203.426697389,567708.639120391,190944.6794877346,63757.44608226357,9189.681945013101,165.4142750102358,1130.330879236611,2030.919709847895,2968.267268239231,4227.253694706025,5844.637717028331,7774.470925481083,10761.11755761034,15677.59739819235,41313.24044539696,4754292.249503212,1342221.256725939,407860.5092154697,130821.8133518102,992,j
QJ,1994,.6013566136305361,.0017,.0686,.114,.0126999999999999,.0222,.032,.0454,.0623,.43,.083,.1147,.17,.456,.0034,.0116,.0403,.1396,,,,,,,,,,16762.73694954649,2003192.006721248,430706.8796346762,163114.9324642824,57189.31378201974,7835.293840706321,133.1999952920075,995.0823177697029,1739.435232636803,2507.294029026023,3557.22340368067,4881.388062760038,6503.293887786246,8987.08203529015,13319.99952920075,35730.74035936171,2675777.30917921,912082.8874040105,315483.244733395,109393.0143812337,992,j
QJ,1995,.611450684676399,.0017,.0669,.1107,.0124,.0216,.0312,.0438000000000001,.0599,.42,.0799,.1109,.1693,.4693,.0035,.012,.0437,.1501,,,,,,,,,,16253.63575480139,1930622.86047063,458797.0482742211,175113.337722314,57406.40168851044,7479.957421968801,127.1592761734696,927.5147203241314,1615.670803145261,2333.746715654266,3276.221350822335,4480.494495759312,5976.485980153072,8295.272780963402,12663.56791539318,35106.31558261093,2597784.599706485,897634.0307610581,326657.6105781859,112246.0499069743,992,j
QJ,1996,.623976970373995,.0016,.0642,.1064,.0118999999999999,.0207000000000001,.03,.0422,.0571999999999999,.4078,.0768,.1068,.167,.4858,.0035,.0126,.0459,.1582,,,,,,,,,,15914.09517214465,1946366.276741406,481390.6853161351,178171.9986894248,57731.26472436645,7382.246896123984,118.1159503379838,878.4873806387541,1528.125107497665,2214.674068837195,3115.308190164321,4222.645224582919,5669.565616223219,7884.239685060415,12328.35231652705,35861.02106048814,2581396.629451917,931571.0351152114,338668.3170182981,116790.3581826384,992,j
QJ,1997,.627710207554813,.0016,.0637,.1053,.0118999999999999,.0206000000000001,.0296,.0416,.0567000000000001,.4025,.0757,.1052,.165,.4921,.0036,.0133,.0477,.1607,,,,,,,,,,16162.35539231689,2089261.560519172,516043.5345956837,177867.6842190898,58502.32518296448,7463.462655087988,119.4154024814078,888.1520559554705,1537.473306948126,2209.184945906045,3104.800464516603,4231.783325434889,5649.841229901606,7851.562713152563,12314.71338089518,36730.07161725099,2716250.574589125,994991.4567656984,356325.4058195687,119914.4390726324,992,j
QJ,1998,.632761684622984,.0016,.0637,.1047,.0118999999999999,.0206000000000001,.0296,.041,.0554,.3945,.0739,.1032,.162,.5008,.0049,.0161,.0534,.1707,,,,,,,,,,16008.31104398929,2702013.913337064,564606.364871358,183690.0573556969,58517.84144672524,7489.742453169284,119.8358792507085,891.2793519271447,1542.886945352873,2216.963766138108,3070.794405799407,4149.317319055783,5534.919672892101,7729.414211670701,12133.38277413424,37504.90630216919,3671089.714968284,1202972.993862753,400051.3553866846,127862.8199167843,992,j
QJ,1999,.623551058648946,.0019,.0688,.1111,.0132,.0224,.0313,.0423,.056,.3952,.0744,.1035,.1613,.4937,.005,.0167,.0555,.1726,,,,,,,,,,16041.71993623094,2834446.063252153,618656.081499623,193049.5794851184,56968.45164920884,7604.926249014962,144.4935987312843,1003.850264869975,1703.503479779352,2380.341915941684,3216.88380333333,4258.758699448379,5658.065129267133,7871.098667730487,12266.74603966114,37543.48728233109,3813652.727043713,1270322.944257194,422033.7075508885,131242.849265751,992,j
QJ,2000,.617766305266588,.002,.0735,.1167,.0147,.0240999999999999,.0327000000000001,.0432,.0560999999999999,.3902,.0737000000000001,.102,.1584,.4931,.0054,.0177,.0581,.1751,,,,,,,,,,16220.08707639974,3097577.154484407,654304.6275969007,205281.5674165215,57559.747106038,7790.003124864089,155.8000624972818,1145.130459355021,1877.390753092245,2547.331021830557,3365.281349941286,4370.191753048754,5741.232303024833,7945.803187361371,12339.36494978472,38409.6023297338,4229373.55182253,1378280.354775157,452518.1335390316,136435.206179207,992,j
QJ,2001,.631082810699873,.0019,.0696,.1103,.014,.0228999999999999,.0308,.0407,.0535,.3826,.0712,.0999,.158,.5071,.0063,.0196,.0616,.1841,,,,,,,,,,17828.18706111902,3871436.132005762,771027.1894919357,236338.4177298927,67110.07734386888,8497.321094498962,161.4491007954803,1189.624953229855,1945.886530640262,2617.174897105681,3458.409685461078,4546.066785556945,6050.092619283261,8488.823773404463,13425.76732930836,43091.59997300464,5326303.506628615,1664953.532144971,523529.3630363727,156463.2080403545,992,j
QJ,2002,.640881836745486,.0019,.0666,.1053,.0132,.022,.0295,.0387,.0519000000000001,.3782,.0693,.0981,.1589,.5165,.0066,.0217,.0666,.1931,,,,,,,,,,18811.4429106075,4300263.726505306,901366.7405917222,249395.9827222965,70299.01901210612,8899.765449158806,169.0955435340173,1174.769039288962,1957.948398814937,2625.430807501848,3444.209228824458,4618.97826811342,6167.537456267052,8730.669905624787,14141.72729871334,45965.04427810632,5871829.480017512,1934278.96748561,592392.498612888,171867.642873114,992,j
QJ,2003,.642097785653185,.0018,.0642,.1022,.0126999999999999,.0211,.0286000000000001,.0379999999999999,.0516000000000001,.3844,.0701999999999999,.1003,.1623,.5134,.006,.0199,.0622,.1837,,,,,,,,,,20268.29427019933,4093663.276669119,881302.9534736129,247401.9331497982,70914.07811613644,9340.511211660536,168.1292018098897,1186.244923880888,1970.847865660373,2671.386206534913,3549.394260431004,4819.703785216837,6557.038870585697,9368.532745295519,15159.64969652505,47952.66368724432,5593560.386373472,1859998.559064188,580778.7848671954,171575.3500125396,992,j
QJ,2004,.634127216196347,.0018,.0626,.1002,.0125,.0205000000000001,.0277999999999999,.0376,.0522,.4075,.0755,.109,.1707,.4924,.0038,.0148,.0533,.1679,,,,,,,,,,21546.07955882234,2921031.707552822,789284.1007057959,254139.3464898104,74740.02531552508,9839.408016725134,177.1093443010524,1229.926002090642,2017.078643428653,2735.355428649587,3699.617414288651,5136.17098473052,7428.753052627477,10724.9547382304,16795.8694845498,48445.1303289486,3711164.58982218,1456587.163749418,524587.6840537849,165244.8541843075,992,j
QJ,2005,.639112192092576,.0018,.0639999999999999,.1018,.013,.021,.0281999999999999,.0378000000000001,.052,.3917,.0728,.1034,.1635,.5065,.0068,.022,.0674,.1867,,,,,,,,,,22004.71794980495,4982129.432126125,1039712.404219743,290994.8062925875,77461.24249237924,10237.51900042476,184.2753420076458,1330.877470055219,2149.878990089201,2886.980358119783,3869.782182160561,5323.509880220877,7452.913832309228,10585.59464643921,16738.34356569449,51855.63306079676,6950371.26440549,2251530.507143092,689800.1078489708,191157.7135955851,992,j
QJ,2006,.640467869959565,.0018,.0644,.1024,.0133,.021,.0283,.038,.0518999999999999,.3873,.0725,.1019,.1609,.5104,.0081,.0253,.0735,.1957,,,,,,,,,,22993.4254595337,6233925.258522165,1221954.836102409,309521.504795261,81584.51485410256,10830.35210501399,194.9463378902519,1440.436829966861,2274.373942052939,3064.98964571896,4115.533799905318,5620.952742502263,7852.005276135145,11036.12879500926,17426.03653696752,55272.56595600523,8821176.27214133,2745450.645339125,795752.8450462748,211974.3889714915,992,j
QJ,2007,.632078893847201,.0019,.0661,.1048,.0136999999999999,.0215000000000001,.029,.0387,.0528999999999999,.3973,.0746,.1052,.1646,.4979,.0073,.0224,.0662,.1838,,,,,,,,,,24818.8929230637,5996901.049891279,1140519.612867194,300557.5774986591,85470.84967461416,11536.2722130488,219.1891720479272,1580.469293187685,2480.298525805492,3345.518941784152,4464.537346449885,6102.688000702815,8606.059070934405,12136.15836812734,18988.70406267832,57438.41271915201,8461375.78238399,2583980.157261164,763176.6589597886,212028.7657877341,992,j
QJ,2008,.629001944950687,.0019,.0679999999999999,.1078,.014,.0222,.0298999999999999,.0398000000000001,.0541,.394,.0740999999999999,.1037,.162,.4983,.0069,.0218,.0646,.1838,,,,,,,,,,25021.5828550737,5774971.649748737,1140465.096264791,316173.9281499891,88390.84277099813,11739.1019312188,223.0429366931572,1643.474270370632,2606.080628730574,3509.991477434421,4672.162568625082,6350.85414478937,8698.67453103313,12173.4487026739,19017.34512857446,58492.12079328397,8062740.600584336,2561312.293768286,758431.1983998747,215811.3792775206,992,j
QJ,2009,.634557828479089,.0019,.0671,.1062,.0136999999999999,.022,.0295000000000001,.0390999999999999,.0532,.3878,.0719,.1013,.1614,.506,.008,.0238,.0683,.1884,,,,,,,,,,25669.07234822562,6717094.023793588,1221643.112965593,325859.7111768666,89352.01240720552,12068.15855187502,229.2950124856255,1653.337721606878,2654.994881412506,3560.106772803132,4718.649993783134,6420.260349597513,8677.005998798142,12225.0446130494,19478.00790272629,61059.29362181055,9676456.494281901,2873337.089116951,823958.1974816655,227405.5229608123,992,j
QJ,2010,.634739945507526,.0019,.0666,.1055,.0135999999999999,.0218,.0293,.0389,.0528,.3893,.0725,.102,.1621,.5051,.0076,.0229,.0662,.1854,,,,,,,,,,26556.43489194938,6572636.909250066,1219313.576609079,336867.3121327693,91293.22281122123,12340.04263308843,234.4608100286801,1678.245798100026,2690.129294013278,3615.63249149491,4800.276584271399,6515.542510270691,8946.530908989111,12586.8434857502,20003.20910823634,62333.30468411336,9349097.57653896,2826572.607789765,817016.6963480432,228761.5884990392,992,j
QJ,2011,.62814762120977,.002,.0672,.1066,.0137,.0219999999999999,.0295000000000001,.0394,.0535,.3998,.0748,.1058,.1657,.4936,.0073,.0212,.0614,.1758,,,,,,,,,,28002.94207570069,6619845.491207593,1139270.343955212,337020.2381918169,91941.97037981323,12967.96206383939,259.3592412767878,1776.610802745996,2852.951654044666,3825.54880883262,5109.377053152719,6937.859704154073,9700.035623751863,13720.10386354207,21487.91313978187,64013.95368587622,9451214.861077994,2748388.53106399,795923.2443753233,227933.6350733183,992,j
QJ,2012,.630533277547713,.0019,.0669,.1059,.0136999999999999,.0219,.0294,.039,.0531,.3973,.0738,.1052,.1651,.4969,.0075,.0216,.0623,.1781,,,,,,,,,,29365.43777728787,7105521.32125874,1219548.69693021,365834.3593540376,96431.76205307459,13596.30085307037,258.3297162083371,1862.693216870641,2977.589886822411,3997.312450802689,5302.557332697445,7219.635752980366,10034.07002956593,14303.30849743003,22447.49270841918,67555.99519429087,10255627.59852286,2942547.313728763,847445.4874445035,242139.9627286588,992,j
QJ,2013,.633479337028497,.0019,.0655,.1038,.0133,.0215,.0288,.0383,.0523,.3977,.0738,.1054,.1662,.4985,.0067,.0211,.0631,.1778,,,,,,,,,,31317.27192946411,6929297.801853651,1354195.059619809,380369.6038438742,103138.0030794052,14459.75996343294,274.735439305226,1923.148075136581,3108.848392138083,4164.410869468688,5538.088065994817,7562.454460875429,10671.30285301351,15240.58700145832,24032.12105922555,72084.08827539413,9709358.661693523,3052862.357621402,912228.2650104177,257166.8351432397,992,j
QJ,2014,.626892051823113,.002,.0669999999999999,.1059,.0137,.0218999999999999,.0294,.0389,.0531,.405,.0756,.1083,.168,.4891,.0062,.0204,.0622,.173,,,,,,,,,,32560.3902504054,6791150.634572839,1403359.110169673,394010.2169096668,106727.9912407023,15011.63572314015,300.2327144628031,2056.594094070201,3287.548223367694,4413.420902603205,5839.526296301518,7971.178568987421,11348.79660669396,16257.60148816078,25219.54801487546,73416.52995257982,9288089.304865552,3062101.523867058,933570.95570643,259722.6852928057,992,j
QJ,2015,.62314937165894,.0019,.0667,.1055,.0138,.0217999999999999,.0292,.0388000000000001,.0531999999999999,.4142,.0777000000000001,.112,.1713,.4803,.0059,.0188,.0578,.1655,,,,,,,,,,34178.13548016516,6722320.628316246,1362729.98319135,390168.4738741973,109780.0822582927,15611.03877724971,296.6097367677444,2154.32335126046,3403.206453440436,4558.423322956915,6057.083045572886,8305.072629496843,12129.77712992302,17484.36343051967,26741.70942542875,74977.80157369681,9240146.146637188,2938460.665340961,903096.0351771674,258412.6094012211,992,j
QJ,2016,.628146322627082,.002,.0686,.1083,.014,.0225,.0301,.0397,.0536000000000001,.3947,.0739,.104,.1631,.4971,.0071,.022,.0647,.1806,,,,,,,,,,33279.03089900083,7800186.546620591,1543377.734560657,426544.8865066309,115047.2247673524,15637.87771997103,312.7575543994206,2189.302880795945,3518.522486993481,4707.00119371128,6208.237454828498,8381.902457904473,11556.39163505859,16263.39282876987,25505.37856127275,77730.19106423251,11142355.51308018,3443222.198748649,1012417.059685998,282420.8823824048,992,j
QJ,2017,.630108250773965,.002,.0677,.1073,.0138,.0221,.0297999999999999,.0396,.0538000000000001,.3933,.0737,.1035,.1623,.4994,.0072,.0226,.0661,.1836,,,,,,,,,,33937.28392647329,8212555.718640923,1555745.734425746,446741.0511182667,119191.0456945968,16004.81638998912,320.0963277997824,2208.664661818499,3537.064422187596,4769.435284216758,6337.907290435693,8610.591217814148,11795.54967942198,16564.98496363874,25975.81700095234,79925.25313482074,11528843.27757523,3612163.558148178,1057279.61052013,293926.4016402522,992,j
QJ,2018,.629135872792119,.002,.0685,.1086,.014,.0224,.0301,.0401,.0540999999999999,.3907,.0736,.1026,.1604,.5007,.0071,.0224,.0656,.1844,,,,,,,,,,34604.34348202618,8352321.609654614,1595974.65362797,441050.4963305461,123842.5699549861,16394.54020408834,327.8908040817668,2295.235628572367,3672.377005715788,4934.756601430589,6574.210621839424,8869.446250411791,12066.38159020902,16820.79824939463,26296.8424873577,82086.62674084731,11649381.58227998,3679869.963250637,1075621.371933114,302391.0127733095,992,j
QJ,2019,.630877722553741,.0019,.0679999999999999,.1078,.0139,.0223,.0298999999999999,.0398000000000001,.054,.3893,.0733999999999999,.1022,.1597,.5029,.008,.0232,.0665,.1867,,,,,,,,,,35624.64266391648,9499094.416603556,1677057.755526128,463045.0098906706,128274.2105856846,16944.87831603547,321.952688004674,2355.338085928931,3778.70786447591,5066.518616494606,6744.061569782118,9150.234290659155,12437.54068397004,17317.66563898825,27060.97067070865,85216.57864956162,13577175.31065823,3932266.176325161,1126974.194176366,316415.3388483209,992,j
QJ,2020,.630903371708015,.002,.0684,.1083,.0139,.0223,.0302,.0398999999999999,.0541,.3879,.0733,.1015,.159,.5038,.0079,.0229,.0657,.1859,,,,,,,,,,34010.81144663691,9042608.033554249,1590153.678352963,453381.5926493941,125864.1574010058,16350.64734984617,327.0129469969235,2272.739981628618,3646.194359015697,4937.895499653544,6523.908292588623,8845.70021626678,11985.02450743725,16595.90706009387,25997.52928625542,82374.16687198148,12852291.81215689,3747450.001664449,1074977.796452442,304030.7044301903,992,j
QJ,2021,.627917686066901,.002,.0693,.1097,.0142,.0226,.0305000000000001,.0404,.0546,.3897,.0738,.102,.1593,.5006,.0079,.0229,.066,.1862,,,,,,,,,,34880.14157571978,9322298.472873239,1642326.346424656,465569.268368075,127392.8588468412,16762.31759106647,335.2463518213294,2380.249097931439,3788.283775581022,5112.506865275273,6771.976306790854,9152.225404722292,12370.59038220706,17097.5639428878,26702.37192256889,83911.25548741728,13233856.3080965,3844520.586468755,1107091.430135466,312169.0546657916,992,j
QJ-MER,1980,.625189182905736,.0013,.0543,.0935,.0093000000000001,.0173,.0264,.0392,.0590999999999999,.443,.0845,.1214,.178,.4635,.0057,.0156,.0457,.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,1981,.625502286302815,.0013,.0538999999999999,.0928,.0092,.0171,.0263,.0389,.0588,.445,.0842000000000001,.1221,.1799,.4622,.0058,.0158,.046,.1459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,1982,.627398335346431,.0013,.0533,.0916,.0091,.0169,.026,.0383,.0581,.4449,.0844999999999999,.1222,.1801,.4635,.0058,.0158,.0461,.1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,1983,.6293319772638381,.0013,.0526,.0904,.009,.0167,.0256,.0378000000000001,.0575,.4448,.0837,.1229,.1807,.4648,.0059,.0159,.0471,.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,1984,.629667193685449,.0013,.0522,.0898,.0089,.0166000000000001,.0254,.0376,.0571,.4463,.0841999999999999,.1233,.1817,.4639,.0048,.0147,.0463,.1469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,1985,.632636932098368,.0013,.0514,.0882,.0088,.0163,.025,.0367999999999999,.0561,.4455,.0834,.1236,.1824,.4663,.0048,.0147,.0465,.1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,1986,.6335438194380491,.0013,.0512,.0878,.0087,.0163,.0249,.0366,.0557,.4449,.0835,.1235,.1822,.4673,.0048,.0147,.0468,.1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,1987,.634408175148753,.0013,.0506,.0869,.0087,.016,.0246,.0363,.0549000000000001,.4465,.0833999999999999,.1243,.1839,.4666,.0048,.015,.047,.1478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,1988,.628044199291775,.0013,.0537,.092,.0092,.0171,.0261,.0383,.0573,.4434,.0834,.1222,.1805,.4646,.0059,.0161,.0469,.1507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,1989,.628544517109482,.0013,.0538,.0918,.0093000000000001,.0172,.0259999999999999,.038,.0565,.4435,.0833,.1224,.1812,.4648,.0048,.0149,.0463,.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,1990,.6345262766499,.0013,.052,.0892,.009,.0165000000000001,.0252,.0371999999999999,.0563,.4378,.0820000000000001,.1208,.1787,.473,.0056,.0162,.0483,.1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,1991,.628928323481141,.0014,.0544,.0932,.0094000000000001,.0173,.0263,.0387999999999999,.0577000000000001,.4374,.0821,.1199,.1777,.4694,.0055,.0162,.0483,.1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,1992,.640945464423083,.0012,.0492,.0843,.0088,.0155999999999999,.0236000000000001,.0351,.0531999999999999,.4411,.0819000000000001,.1227,.1833,.4746,.0062,.0168,.0491,.1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,1993,.639746567751288,.0013,.0502,.0858,.009,.0159,.024,.0356,.0541,.4385,.0815,.1215,.1814,.4757,.006,.0168,.05,.1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,1994,.640621544567203,.0013,.0508,.0866,.0093000000000001,.0162,.0239999999999999,.0358000000000001,.0538,.4338,.0804,.1189,.1807,.4796,.0041,.0138,.0455,.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,1995,.653665092204651,.0013,.0493,.0839,.009,.0157,.0233,.0346,.0512,.4159,.0755,.1121,.177,.5003,.0044,.0143,.049,.1598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,1996,.666623715414406,.0012,.0469000000000001,.0802,.0085000000000001,.0148999999999999,.0223000000000001,.0333,.0491999999999999,.401,.0711000000000001,.1064,.1743,.5188,.0045,.0151,.0522,.1695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,1997,.667354461727566,.0012,.0477,.0811,.0087,.0152,.0226,.0334,.049,.397,.0704,.1049,.1727,.5219,.0042,.0152,.0534,.1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,1998,.672733630002874,.0012,.0476,.0806,.0088,.0151,.0225,.033,.0481,.3874,.0684,.102,.1689,.532,.0056,.0183,.0606,.1849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,1999,.668839869355224,.0014,.0506,.0839,.0097,.0162,.0233,.0333,.0481,.3859,.0680999999999999,.1017,.168,.5302,.0055,.0187,.0619,.1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,2000,.663267294820439,.0016,.055,.0891,.0108999999999999,.0177,.0248,.0340999999999999,.0479000000000001,.3826,.0675,.1006,.1666,.5283,.0058,.0199,.0649,.1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,2001,.675290580400549,.0014999999999999,.0518999999999999,.0836,.0103000000000001,.0167999999999999,.0233,.0317000000000001,.045,.3745,.0649,.0987,.166,.5418,.0067,.0216,.0687,.1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,2002,.687436638690329,.0014,.0489000000000001,.0787,.0097,.0159,.0219,.0297999999999999,.0424,.3658,.0624,.0964,.1646,.5555,.0086,.0252,.0753,.2132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,2003,.687984579469173,.0013,.0469000000000001,.0761,.0092,.0152,.0212000000000001,.0291999999999999,.042,.3729,.0631,.0988,.169,.5510000000000001,.0078,.0233,.0708,.2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,2004,.677840526954768,.0013,.0454,.0743,.0089,.0148,.0204,.0289,.0422,.4005,.0682999999999999,.1106,.1794,.5252,.0041,.0166,.0592,.1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,2005,.6858096786619901,.0013,.0462,.075,.0093000000000001,.0148999999999999,.0207000000000001,.0287999999999999,.0415000000000001,.3814,.0657,.1036,.1706,.5436,.0087,.0257,.0753,.2056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,2006,.687824496807096,.0013,.0464,.0751,.0095000000000001,.015,.0206,.0286999999999999,.0412,.3767,.0653,.1021,.1681,.5482,.0092,.0284,.0804,.2103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,2007,.680490023007287,.0014,.0478,.0769,.0098,.0154,.0212,.0291,.0418000000000001,.387,.0665,.1066,.1721,.5361,.0085,.0252,.0735,.1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,2008,.678333481243904,.0014999999999999,.0494,.0795,.0101000000000001,.0158999999999999,.0219,.0301,.0427999999999999,.3826,.0665,.1035,.1698,.5379,.0091,.0261,.0741,.2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,2009,.683555125329335,.0014,.0486,.0782,.0099,.0157,.0216,.0296000000000001,.0420999999999999,.3758,.0649000000000001,.1003,.1685,.546,.0106,.0284,.0778,.2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,2010,.683995904847421,.0014,.048,.0773,.0097,.0155999999999999,.0213000000000001,.0293,.0418999999999999,.3777,.0649000000000001,.1013,.1696,.545,.0101,.0268,.0759,.2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,2011,.678353146802451,.0014,.0482,.0774,.0098,.0156000000000001,.0214,.0292,.0419999999999999,.3897,.0670000000000001,.106,.1747,.5329,.0082,.0233,.0687,.1914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,2012,.680113401577508,.0014,.0479000000000001,.077,.0098,.0155,.0212000000000001,.0290999999999999,.0417000000000001,.3877,.0661999999999999,.1052,.1745,.5354,.008,.0235,.0696,.1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,2013,.684244680067842,.0013,.0465,.0748,.0096,.015,.0206,.0283,.0407000000000001,.3869,.0651999999999999,.1056,.1753,.5384,.0089,.0248,.0714,.1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
QJ-MER,2014,.678057518420779,.0014,.0475,.0762,.0097,.0154,.021,.0287000000000001,.0413,.3956,.0672999999999999,.1092,.1778,.5282,.0078,.0235,.0706,.1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
