Entity,Year,‘cost of basic needs’ approach - share of population below poverty line,$1.90 - share of population below poverty line,$5 - share of population below poverty line,$10 - share of population below poverty line,$30 - share of population below poverty line,‘cost of basic needs’ approach - share of population above poverty line,$1.90 - share of population above poverty line,$5 - share of population above poverty line,$10 - share of population above poverty line,$30 - share of population above poverty line,$1.90-$5 - share of population between poverty lines,$5-$10 - share of population between poverty lines,$10-$30 - share of population between poverty lines
South and South-East Asia,1908,64.4621011497253,62.9166354288876,97.1226612145648,99.8333048367121,99.9985543095137,35.5378988502747,37.0833645711124,2.8773387854351995,0.16669516328789769,0.0014456904863067166,34.2060257856772,2.710643622147302,0.16524947280159097
Sub-Saharan Africa,1908,76.8353035152155,82.92503784050001,97.0053817928419,99.4916662498885,99.9848866070943,23.1646964847845,17.07496215949999,2.994618207158098,0.508333750111504,0.015113392905703904,14.080343952341892,2.486284457046594,0.49322035720580004
Western Europe,1908,39.6543798300455,21.4437782621649,59.502353286098,83.8689632393979,98.6610448415339,60.3456201699545,78.5562217378351,40.497646713902,16.1310367606021,1.3389551584661064,38.0585750239331,24.3666099532999,14.792081602135994
Western Offshoots,1908,8.09072471314698,7.81164795514495,35.3304659865824,63.866554634224606,93.3308822949293,91.90927528685302,92.18835204485505,64.6695340134176,36.133445365775394,6.669117705070704,27.518818031437448,28.53608864764221,29.46432766070469
World,1908,58.7147328408273,61.61056928740491,85.8490104303958,94.2373971879248,99.27335592720769,41.2852671591727,38.38943071259509,14.150989569604207,5.762602812075201,0.7266440727923111,24.238441142990887,8.388386757529005,5.03595873928289
East Asia,1909,78.58431622526409,92.48106239252431,99.1271701359965,99.8940074409169,99.9990248239372,21.41568377473591,7.518937607475692,0.8728298640035064,0.10599255908310568,0.0009751760627949579,6.646107743472186,0.7668373049204007,0.10501738302031072
Eastern Europe and former USSR,1909,41.174922986625404,55.46826147455089,79.2848685506438,96.051982002682,99.8797448601303,58.825077013374596,44.53173852544911,20.715131449356207,3.9480179973180043,0.12025513986969827,23.8166070760929,16.767113452038203,3.827762857448306
Latin America and Caribbean,1909,68.5780625540009,66.0911801461865,88.4361523643133,95.3473217143606,99.2929429312282,31.421937445999106,33.9088198538135,11.563847635686699,4.6526782856393964,0.7070570687718032,22.3449722181268,6.911169350047302,3.9456212168675933
Middle East and North Africa,1909,57.044806599446495,63.4082748062291,92.7181591686345,98.539417375185,99.9379271387311,42.955193400553505,36.5917251937709,7.2818408313655,1.4605826248150038,0.0620728612689021,29.3098843624054,5.821258206550496,1.3985097635461017
South and South-East Asia,1909,57.90493585161099,56.48142833687741,95.8993497812184,99.7706432725962,99.9985134601875,42.09506414838901,43.51857166312259,4.100650218781595,0.22935672740379687,0.0014865398125039064,39.417921444341,3.8712934913777985,0.22787018759129296
Sub-Saharan Africa,1909,74.518105927534,80.8817091241001,96.38877598298001,99.3736958489428,99.9829662969465,25.481894072466005,19.118290875899902,3.6112240170199925,0.626304151057198,0.017033703053499494,15.50706685887991,2.9849198659627945,0.6092704480036986
Western Europe,1909,38.597537817296,20.3301543857993,58.5496816393542,83.37025408733349,98.57426081424609,61.402462182704,79.6698456142007,41.4503183606458,16.629745912666507,1.425739185753912,38.2195272535549,24.820572447979295,15.204006726912596
Western Offshoots,1909,7.6548549791671405,7.26607588686551,33.7748753481593,62.155249525307696,92.6370824923565,92.34514502083286,92.73392411313449,66.2251246518407,37.844750474692304,7.362917507643502,26.50879946129379,28.380374177148397,30.481832967048803
World,1909,56.63053411801759,59.4152921948634,85.1301560877662,93.9704935290907,99.20281674292009,43.36946588198241,40.5847078051366,14.869843912233804,6.029506470909297,0.797183257079908,25.714863892902798,8.840337441324507,5.232323213829389
East Asia,1910,78.86752795094209,92.4311025337829,99.112911483179,99.89195448580949,99.9989910528746,21.13247204905791,7.568897466217095,0.8870885168209952,0.10804551419050767,0.0010089471253991178,6.6818089493961,0.7790430026304875,0.10703656706510856
Eastern Europe and former USSR,1910,38.7004694661782,52.624958000143394,78.2850037377031,95.8962659492488,99.8771680312066,61.2995305338218,47.375041999856606,21.714996262296907,4.1037340507512,0.12283196879340608,25.6600457375597,17.611262211545707,3.980902081957794
Latin America and Caribbean,1910,68.1282159961426,65.5712750948368,87.9959579196275,95.0790623943979,99.2185893783748,31.8717840038574,34.42872490516319,12.0040420803725,4.920937605602106,0.7814106216251986,22.424682824790693,7.083104474770394,4.139526983976907
Middle East and North Africa,1910,56.7751570871617,63.0992896167631,92.63389764944931,98.5228656549485,99.9371139114784,43.2248429128383,36.9007103832369,7.36610235055069,1.4771343450514962,0.06288608852159427,29.534608032686208,5.888968005499194,1.414248256529902
South and South-East Asia,1910,57.86671749853139,56.536830168155404,95.9248353677648,99.7687827789145,99.9984157163969,42.13328250146861,43.463169831844596,4.0751646322352,0.23121722108550102,0.0015842836030941498,39.388005199609395,3.843947411149699,0.22963293748240687
Sub-Saharan Africa,1910,87.982664020526,91.36980097855289,98.5645536753491,99.7276111372301,99.9879051996115,12.017335979473998,8.630199021447112,1.435446324650897,0.27238886276990115,0.012094800388496196,7.194752696796215,1.163057461880996,0.26029406238140496
Western Europe,1910,37.7028065516429,19.4207449877023,57.9575843226315,83.13553586543951,98.5210006398229,62.2971934483571,80.5792550122977,42.0424156773685,16.864464134560492,1.4789993601770988,38.5368393349292,25.17795154280801,15.385464774383394
Western Offshoots,1910,8.01274801111857,7.643391162656959,34.544042940669,62.8442442250551,92.8389724911339,91.98725198888143,92.35660883734305,65.455957059331,37.1557557749449,7.161027508866098,26.90065177801204,28.300201284386098,29.994728266078802
World,1910,56.4859407483826,59.080467641395394,85.0104513851212,93.92985674636401,99.1972198141915,43.5140592516174,40.919532358604606,14.9895486148788,6.07014325363599,0.8027801858085013,25.929983743725806,8.91940536124281,5.267363067827489
East Asia,1911,79.05558683115291,92.2367340289757,99.0235789418362,99.87181920904669,99.99853417886399,20.944413168847092,7.763265971024296,0.976421058163794,0.1281807909533086,0.0014658211360085716,6.786844912860502,0.8482402672104854,0.12671496981730002
Eastern Europe and former USSR,1911,40.7794064778829,55.0795971087802,78.0118306371043,95.7687049827331,99.8747874232533,59.2205935221171,44.9204028912198,21.988169362895704,4.231295017266902,0.12521257674670494,22.932233528324097,17.756874345628802,4.106082440520197
Latin America and Caribbean,1911,67.93076170447159,65.37001703638559,88.01727821026249,95.07703411675101,99.2344320420319,32.06923829552841,34.62998296361441,11.98272178973751,4.922965883248992,0.7655679579681021,22.6472611738769,7.059755906488519,4.15739792528089
Middle East and North Africa,1911,56.507135914215,62.790856789746094,92.5496520090762,98.5063042231777,99.93629908871961,43.492864085785,37.209143210253906,7.450347990923802,1.4936957768223067,0.06370091128039235,29.758795219330104,5.956652214101496,1.4299948655419144
South and South-East Asia,1911,58.236980105502,56.9712749094073,96.0064094897023,99.77070884522409,99.9983653958302,41.763019894498,43.0287250905927,3.993590510297693,0.22929115477590756,0.0016346041697943292,39.03513458029501,3.7642993555217856,0.22765655060611323
Sub-Saharan Africa,1911,88.0795423654539,91.3343564926496,98.52926792554119,99.7149273672766,99.9869761778901,11.920457634546096,8.665643507350396,1.4707320744588088,0.28507263272339856,0.013023822109900607,7.194911432891587,1.1856594417354103,0.27204881061349795
Western Europe,1911,37.1392403719254,19.1956961064328,56.758867906652895,82.0200812441763,98.3431010457267,62.8607596280746,80.80430389356721,43.241132093347105,17.979918755823704,1.6568989542733021,37.5631718002201,25.2612133375234,16.3230198015504
Western Offshoots,1911,7.155562255049739,6.78241382362391,32.6480870575028,61.6305651185877,92.91839140075841,92.84443774495026,93.21758617637609,67.3519129424972,38.3694348814123,7.081608599241591,25.865673233878887,28.982478061084898,31.287826282170712
World,1911,56.7067307633584,59.3117776673327,84.6237391892378,93.62095364061301,99.16857016463369,43.2932692366416,40.6882223326673,15.376260810762204,6.37904635938699,0.8314298353663077,25.311961521905097,8.997214451375214,5.5476165240206825
East Asia,1912,77.99669978189179,91.59548471769409,98.9372053925737,99.85507534060069,99.9981143652975,22.00330021810821,8.404515282305908,1.062794607426298,0.1449246593993081,0.0018856347025035802,7.34172067487961,0.9178699480269898,0.14303902469680452
Eastern Europe and former USSR,1912,38.9619067168154,52.8191976255194,77.5950565834716,95.627874827099,99.8725235090677,61.0380932831846,47.1808023744806,22.404943416528397,4.372125172900994,0.1274764909322954,24.775858957952202,18.032818243627403,4.244648681968698
Latin America and Caribbean,1912,67.7023444875985,64.8808385700853,87.24831670443099,94.6352651735195,99.1428749819269,32.297655512401505,35.1191614299147,12.75168329556901,5.3647348264805,0.8571250180731056,22.36747813434569,7.386948469088509,4.507609808407395
Middle East and North Africa,1912,56.251848831182805,62.4789670271486,92.4610749847956,98.4887878117634,99.9354455559385,43.748151168817195,37.5210329728514,7.5389250152043985,1.5112121882365983,0.0645544440614998,29.982107957647003,6.0277128269678,1.4466577441750985
South and South-East Asia,1912,58.2863365068181,57.0425617600672,96.0023984675958,99.765813874242,99.9982240061226,41.7136634931819,42.9574382399328,3.997601532404204,0.23418612575800068,0.0017759938774020156,38.959836707528595,3.763415406646203,0.23241013188059867
Sub-Saharan Africa,1912,88.1704172746463,91.2981157915037,98.4935267722014,99.7020735074873,99.9860349139122,11.829582725353703,8.701884208496296,1.506473227798594,0.2979264925127012,0.013965086087793566,7.195410980697702,1.2085467352858927,0.28396140642490764
Western Europe,1912,35.967499495465596,18.066607343164502,55.5618388322673,81.2974487135244,98.22403455662419,64.0325005045344,81.9333926568355,44.4381611677327,18.702551286475597,1.77596544337581,37.49523148910279,25.735609881257105,16.926585843099787
Western Offshoots,1912,6.1121246016046005,5.71673209499677,30.0721358917086,59.6014333703495,92.6958803794957,93.8878753983954,94.28326790500323,69.9278641082914,40.3985666296505,7.304119620504295,24.355403796711833,29.529297478640895,33.09444700914621
World,1912,55.911340159132294,58.606287659838095,84.12612074648929,93.300048577266,99.1234916020003,44.088659840867706,41.393712340161905,15.873879253510708,6.699951422734003,0.8765083979997002,25.519833086651197,9.173927830776705,5.823443024734303
East Asia,1913,76.9845266933203,91.0525757378094,98.88903325902571,99.8460507274868,99.9978198353621,23.015473306679695,8.947424262190594,1.1109667409742912,0.15394927251320212,0.0021801646379060458,7.836457521216303,0.957017468461089,0.15176910787529607
Eastern Europe and former USSR,1913,37.8707534252479,51.3571225218588,77.2214466791193,95.4915503186361,99.8702717756658,62.1292465747521,48.6428774781412,22.778553320880704,4.508449681363899,0.12972822433420106,25.864324157260498,18.270103639516805,4.378721457029698
Latin America and Caribbean,1913,68.69530294725689,66.0631364690542,87.6954629180537,94.7680017846801,99.179726940318,31.30469705274311,33.9368635309458,12.304537081946293,5.231998215319905,0.8202730596819947,21.632326448999507,7.072538866626388,4.41172515563791
Middle East and North Africa,1913,55.9592736699699,62.1680397688804,92.3715397535978,98.4712244204236,99.9345887338139,44.0407263300301,37.8319602311196,7.628460246402199,1.5287755795764042,0.06541126618610349,30.203499984717403,6.0996846668257945,1.4633643133903007
South and South-East Asia,1913,59.2919297793759,58.1134248055828,96.1904178367544,99.7629770479733,99.9977972068943,40.7080702206241,41.8865751944172,3.8095821632455937,0.23702295202670598,0.0022027931056953776,38.076993031171604,3.5725592112188878,0.2348201589210106
Sub-Saharan Africa,1913,88.262309656119,91.2625516302049,98.4575404772006,99.689111417731,99.9850852859934,11.737690343880999,8.737448369795104,1.5424595227994047,0.3108885822690013,0.014914714006593499,7.194988846995699,1.2315709405304034,0.2959738682624078
Western Europe,1913,35.7939903586564,18.5544271140965,54.798087537069094,80.410417829197,98.0372663751658,64.2060096413436,81.4455728859035,45.201912462930906,19.589582170803,1.9627336248342004,36.243660422972596,25.612330292127908,17.626848545968798
Western Offshoots,1913,5.4429643998642705,5.05171542179381,28.510754540755702,58.591760503622105,92.8598746075146,94.55703560013573,94.94828457820618,71.4892454592443,41.408239496377895,7.140125392485402,23.45903911896189,30.081005962866403,34.26811410389249
World,1913,55.6802838017863,58.6201135666927,83.8850952537094,93.0430503950967,99.0985948980169,44.3197161982137,41.3798864333073,16.114904746290605,6.956949604903301,0.9014051019831015,25.264981687016693,9.157955141387305,6.055544502920199
East Asia,1914,77.15921699276011,91.18787970115541,98.9560472185103,99.8586328438405,99.99797625811429,22.840783007239892,8.81212029884459,1.0439527814896934,0.1413671561595038,0.0020237418857078637,7.768167517354897,0.9025856253301896,0.13934341427379593
Eastern Europe and former USSR,1914,39.834476188996895,53.5306673331972,77.70512807810441,95.6774663394936,99.88177747893549,60.165523811003105,46.4693326668028,22.29487192189559,4.322533660506394,0.11822252106451003,24.174460744907208,17.972338261389197,4.204311139441884
Latin America and Caribbean,1914,69.6952798109249,66.74654871836701,88.3287042911441,95.39596220821241,99.3852986013652,30.3047201890751,33.25345128163299,11.671295708855894,4.60403779178759,0.6147013986347929,21.582155572777097,7.067257917068304,3.989336393152797
Middle East and North Africa,1914,56.000073306792,62.593157368385796,92.3791307730208,98.4525451434271,99.9311931858699,43.999926693208,37.406842631614204,7.620869226979195,1.547454856572898,0.06880681413009881,29.78597340463501,6.073414370406297,1.4786480424427992
South and South-East Asia,1914,56.544105938042996,55.3879798169729,95.5674457324823,99.7242437982388,99.9976328723454,43.455894061957004,44.6120201830271,4.432554267517702,0.2757562017611974,0.0023671276545940145,40.1794659155094,4.1567980657565045,0.2733890741066034
Sub-Saharan Africa,1914,88.05964339055909,91.08811387899661,98.37797875898589,99.6659910035911,99.9839440086682,11.940356609440911,8.911886121003391,1.6220212410141102,0.3340089964088975,0.016055991331796804,7.289864879989281,1.2880122446052127,0.31795300507710067
Western Europe,1914,37.5031737536499,19.8401167615626,57.2703854839921,82.20089963310579,98.2863264002613,62.4968262463501,80.1598832384374,42.7296145160079,17.79910036689421,1.7136735997386978,37.4302687224295,24.93051414911369,16.08542676715551
Western Offshoots,1914,5.87028767277695,5.55455011461169,31.0671468774218,62.2842980343662,94.4784595028551,94.12971232722305,94.44544988538831,68.9328531225782,37.7157019656338,5.521540497144898,25.51259676281011,31.217151156944404,32.1941614684889
World,1914,55.605969130885,58.499476099241,84.3463014663512,93.6173084836335,99.26374253293861,44.394030869115,41.500523900759,15.653698533648793,6.382691516366506,0.7362574670613924,25.846825367110206,9.271007017282287,5.646434049305114
East Asia,1915,76.9698493324251,90.7046069303561,98.7825087725985,99.817768491517,99.996893676173,23.0301506675749,9.295393069643893,1.2174912274014957,0.18223150848299952,0.0031063238269979365,8.077901842242397,1.0352597189184962,0.17912518465600158
Eastern Europe and former USSR,1915,39.5715811155194,52.955974785268,77.6540119160765,95.8176271537319,99.893412138733,60.4284188844806,47.044025214732,22.3459880839235,4.182372846268095,0.10658786126700193,24.6980371308085,18.163615237655407,4.075784985001093
Latin America and Caribbean,1915,69.6408510602829,66.5470576516672,88.2954387630745,95.4381205848042,99.41238681413151,30.3591489397171,33.4529423483328,11.7045612369255,4.561879415195804,0.5876131858684914,21.748381111407298,7.1426818217296955,3.9742662293273128
Middle East and North Africa,1915,56.0167696370054,62.982620643078405,92.37370362604639,98.4308298729946,99.9275755241566,43.9832303629946,37.017379356921595,7.626296373953608,1.5691701270054068,0.07242447584340539,29.391082982967987,6.057126246948201,1.4967456511620014
South and South-East Asia,1915,57.9721527406419,56.810117067067104,95.87387389151691,99.73967089732359,99.99754665017831,42.0278472593581,43.189882932932896,4.126126108483092,0.2603291026764083,0.002453349821692541,39.063756824449804,3.8657970058066837,0.25787575285471576
Sub-Saharan Africa,1915,87.86302302530879,90.91534501201541,98.2975125046531,99.6425401405492,99.9827984638858,12.136976974691208,9.084654987984592,1.702487495346901,0.35745985945079894,0.017201536114200167,7.3821674926376915,1.345027635896102,0.3402583233365988
Western Europe,1915,37.9034057335708,20.2709421666465,57.64796424362319,82.4278133548631,98.3383997162672,62.0965942664292,79.7290578333535,42.35203575637681,17.572186645136895,1.6616002837327954,37.377022076976694,24.779849111239912,15.9105863614041
Western Offshoots,1915,4.82094836290572,4.4859186552131805,28.5385148898248,60.399337083254004,94.3466968556111,95.17905163709428,95.51408134478682,71.4614851101752,39.600662916745996,5.6533031443889,24.05259623461162,31.860822193429204,33.947359772357096
World,1915,55.9173969791686,58.7167541880697,84.2652607693726,93.5132769208909,99.2629376920206,44.0826030208314,41.2832458119303,15.734739230627397,6.4867230791090975,0.7370623079794001,25.548506581302902,9.2480161515183,5.749660771129697
East Asia,1916,76.7188054710307,89.98734327360431,98.4521059615872,99.7305123530009,99.9941279320914,23.281194528969294,10.01265672639569,1.5478940384128066,0.2694876469990959,0.0058720679085979555,8.464762687982883,1.2784063914137107,0.26361557909049793
Eastern Europe and former USSR,1916,42.8391934367898,56.693275196019,77.6142338645073,95.96162999986339,99.90523895741839,57.1608065632102,43.306724803981,22.385766135492702,4.038370000136609,0.09476104258160944,20.920958668488296,18.347396135356092,3.943608957555
Latin America and Caribbean,1916,67.6075359769549,64.5683288126006,87.8428553832281,95.2794619932406,99.4006680746244,32.39246402304509,35.4316711873994,12.157144616771902,4.720538006759398,0.5993319253755942,23.2745265706275,7.436606610012504,4.121206081383804
Middle East and North Africa,1916,56.0118631090964,63.33935871167991,92.3575453823182,98.4065374733078,99.9237971567154,43.9881368909036,36.66064128832009,7.642454617681807,1.593462526692207,0.07620284328460514,29.018186670638286,6.0489920909896,1.5172596834076018
South and South-East Asia,1916,56.2647450647766,55.135375543151,95.4451633966249,99.7008776686596,99.99705854008411,43.7352549352234,44.864624456849,4.554836603375094,0.29912233134039923,0.0029414599158883448,40.30978785347391,4.2557142720346945,0.2961808714245109
Sub-Saharan Africa,1916,87.6717228064084,90.7442956050736,98.2161425338997,99.6187546258026,99.9816476653867,12.328277193591603,9.255704394926397,1.7838574661003008,0.38124537419740534,0.018352334613297216,7.471846928826096,1.4026120919028955,0.3628930395841081
Western Europe,1916,37.6095383338354,20.1005953829676,57.2446955215903,82.1229017693485,98.2715773356085,62.3904616661646,79.8994046170324,42.7553044784097,17.877098230651498,1.728422664391502,37.144100138622704,24.8782062477582,16.148675566259996
Western Offshoots,1916,2.90346355814493,2.57490910548684,21.293720704997902,52.0187248847105,92.05455538563369,97.09653644185506,97.42509089451316,78.7062792950021,47.9812751152895,7.945444614366309,18.718811599511064,30.7250041797126,40.03583050092319
World,1916,55.5667885803722,58.34876036109689,83.43301780190299,92.80270126029289,99.0804676485032,44.4332114196278,41.65123963890311,16.56698219809701,7.197298739707108,0.9195323514967981,25.0842574408061,9.3696834583899,6.27776638821031
East Asia,1917,76.6719309586075,89.7947935975551,98.3789831302978,99.7066918913874,99.99308172072841,23.328069041392496,10.205206402444901,1.6210168697022027,0.2933081086126066,0.006918279271587835,8.584189532742698,1.3277087610895961,0.28638982934101875
Eastern Europe and former USSR,1917,46.5202401697314,60.4760003893399,77.5871408767577,96.1100376285129,99.9172795781527,53.4797598302686,39.5239996106601,22.4128591232423,3.8899623714871012,0.08272042184729855,17.1111404874178,18.522896751755198,3.8072419496398027
Latin America and Caribbean,1917,66.3825552988483,63.1745094822913,87.61128880964199,95.3343320729351,99.4482897757642,33.6174447011517,36.8254905177087,12.38871119035801,4.665667927064902,0.551710224235805,24.436779327350692,7.723043263293107,4.113957702829097
Middle East and North Africa,1917,55.982322428431395,63.6614452600114,92.3300117287985,98.3795138033725,99.91983867353899,44.017677571568605,36.3385547399886,7.669988271201504,1.6204861966274962,0.08016132646100971,28.6685664687871,6.049502074574008,1.5403248701664864
South and South-East Asia,1917,57.2024022807347,56.058820047024206,95.61112955994709,99.6977699120049,99.9966377775941,42.7975977192653,43.941179952975794,4.388870440052912,0.302230087995099,0.0033622224058973416,39.55230951292288,4.086640352057813,0.29886786558920164
Sub-Saharan Africa,1917,87.4852967936595,90.5742877737769,98.1339387654458,99.5946591517563,99.9804925983968,12.5147032063405,9.425712226223098,1.866061234554195,0.4053408482436964,0.01950740160320663,7.559650991668903,1.4607203863104985,0.3858334466404898
Western Europe,1917,39.3493027265554,21.498732424075502,59.0172616773058,83.3473921864645,98.5346330108146,60.6506972734446,78.5012675759245,40.9827383226942,16.652607813535496,1.465366989185398,37.5185292532303,24.330130509158707,15.187240824350098
Western Offshoots,1917,2.25082863574472,1.96905341715846,19.5321220854416,50.5722887164341,92.0862352259789,97.74917136425528,98.03094658284154,80.4678779145584,49.4277112835659,7.913764774021104,17.56306866828314,31.040166630992502,41.513946509544795
World,1917,56.4278245763298,59.159251936389204,83.6366857311302,92.9012338713363,99.12776758721759,43.5721754236702,40.840748063610796,16.3633142688698,7.098766128663698,0.8722324127824095,24.477433794740996,9.264548140206102,6.226533715881288
East Asia,1918,76.6924723143311,89.7141885463732,98.3607891158664,99.6978008307432,99.9925243431825,23.3075276856689,10.285811453626806,1.639210884133604,0.30219916925679513,0.007475656817504728,8.646600569493202,1.3370117148768088,0.2947235124392904
Eastern Europe and former USSR,1918,59.1463220065609,70.2957489518857,77.5738530088432,96.2630955875614,99.9295416695887,40.8536779934391,29.7042510481143,22.4261469911568,3.736904412438605,0.07045833041129868,7.278104056957503,18.689242578718193,3.6664460820273064
Latin America and Caribbean,1918,66.69965869514711,63.387800476629096,87.15489308034,95.13334914457239,99.4298926109019,33.30034130485289,36.612199523370904,12.845106919659997,4.866650855427608,0.5701073890980979,23.767092603710907,7.97845606423239,4.29654346632951
Middle East and North Africa,1918,55.9248656618004,63.945599411784,92.2902235944295,98.3495560246138,99.915673051617,44.0751343381996,36.054400588216,7.709776405570494,1.650443975386196,0.08432694838299426,28.344624182645504,6.059332430184298,1.5661170270032017
South and South-East Asia,1918,64.2424872283998,63.061418027176295,96.8851681192617,99.75851146000801,99.9968276463504,35.757512771600204,36.938581972823705,3.1148318807382935,0.24148853999199105,0.00317235364960311,33.82375009208541,2.8733433407463025,0.23831618634238794
Sub-Saharan Africa,1918,87.3040749888039,90.4061855183462,98.0509260228709,99.5702669145507,99.979333518168,12.695925011196096,9.593814481653794,1.9490739771291032,0.4297330854492998,0.020666481831995043,7.644740504524691,1.5193408916798035,0.40906660361730474
Western Europe,1918,41.0029547960982,23.0378787540261,61.0923625144139,84.5621843813899,98.7308322898101,58.9970452039018,76.9621212459739,38.9076374855861,15.437815618610102,1.2691677101899046,38.0544837603878,23.469821866975998,14.168647908420198
Western Offshoots,1918,1.6086572375313302,1.30701858139655,16.6300253099716,46.8361579534318,91.0755337238029,98.39134276246867,98.69298141860345,83.3699746900284,53.1638420465682,8.924466276197094,15.32300672857505,30.2061326434602,44.239375770371105
World,1918,59.9324088028115,62.334445422734795,84.129324443951,92.8396870195809,99.0831479878737,40.0675911971885,37.665554577265205,15.870675556048994,7.160312980419107,0.9168520121262986,21.79487902121621,8.710362575629887,6.243460968292808
East Asia,1919,76.4430432315512,89.214965420594,98.0984923222927,99.6124205965081,99.98866872226621,23.5569567684488,10.785034579406002,1.9015076777073006,0.38757940349189823,0.01133127773378817,8.883526901698701,1.5139282742154023,0.37624812575811006
Eastern Europe and former USSR,1919,62.842140081141594,72.3321709255238,77.5756142157757,96.42121945089521,99.9420370698948,37.157859918858406,27.667829074476202,22.4243857842243,3.578780549104792,0.057962930105205146,5.2434432902519035,18.845605235119507,3.520817618999587
Latin America and Caribbean,1919,64.8582146902719,61.6137112151763,86.39633303619681,94.5420053031889,99.2862465495306,35.14178530972811,38.3862887848237,13.603666963803192,5.457994696811099,0.7137534504693974,24.782621821020506,8.145672266992094,4.744241246341701
Middle East and North Africa,1919,55.2335483986635,63.078974498292396,91.93907139925011,98.25291694959371,99.90820594999519,44.7664516013365,36.921025501707604,8.06092860074989,1.7470830504062889,0.09179405000480756,28.860096900957714,6.313845550343601,1.6552890004014813
South and South-East Asia,1919,57.480075046076095,56.511005446657,95.6462462194871,99.6785642981901,99.9955326195367,42.519924953923905,43.488994553343,4.353753780512903,0.32143570180990366,0.004467380463296422,39.135240772830095,4.032318078703,0.31696832134660724
Sub-Saharan Africa,1919,86.9869053056492,90.1259664416241,97.9389394366558,99.5371649044761,99.9775289147814,13.013094694350798,9.8740335583759,2.061060563344199,0.4628350955239,0.022471085218597864,7.8129729950317,1.5982254678202992,0.44036401030530214
Western Europe,1919,39.6728119011942,21.365329258033,60.647538446370696,84.6042957815755,98.7050998936128,60.3271880988058,78.634670741967,39.352461553629304,15.395704218424498,1.2949001063872032,39.282209188337696,23.956757335204806,14.100804112037295
Western Offshoots,1919,2.4938328106513903,2.11604329731351,21.068978283032997,52.9503780062439,93.0450393056979,97.50616718934862,97.88395670268649,78.931021716967,47.0496219937561,6.954960694302102,18.952934985719487,31.881399723210905,40.094661299453996
World,1919,58.3911727173168,60.6044197166326,84.00709119192629,93.25961215144841,99.2190487079872,41.6088272826832,39.3955802833674,15.992908808073707,6.740387848551592,0.7809512920128014,23.402671475293694,9.252520959522116,5.95943655653879
East Asia,1920,76.89838494824521,89.5709043330461,98.29294732277401,99.6698796289573,99.99096781468269,23.10161505175479,10.429095666953899,1.7070526772259882,0.3301203710426961,0.009032185317309427,8.72204298972791,1.376932306183292,0.32108818572538667
Eastern Europe and former USSR,1920,63.153480470658096,72.5671236968108,77.5898974009676,96.5836758963038,99.954750283392,36.846519529341904,27.432876303189204,22.4101025990324,3.4163241036961978,0.045249716607997925,5.022773704156805,18.9937784953362,3.3710743870882
Latin America and Caribbean,1920,60.964558824411895,57.6025881332763,86.0068413719494,94.7456465048248,99.3775725231811,39.035441175588105,42.3974118667237,13.993158628050594,5.254353495175195,0.6224274768188991,28.404253238673107,8.738805132875399,4.631926018356296
Middle East and North Africa,1920,54.544078778623195,62.2163652290199,91.5865070934258,98.1557600055375,99.9006659791559,45.455921221376805,37.7836347709801,8.413492906574206,1.844239994462498,0.09933402084409693,29.370141864405895,6.569252912111708,1.7449059736184012
South and South-East Asia,1920,61.9901731444388,60.9029236851374,96.4768852868055,99.7203059874591,99.9957468314045,38.0098268555612,39.0970763148626,3.523114713194502,0.27969401254090087,0.004253168595496959,35.573961601668096,3.2434207006536013,0.2754408439454039
Sub-Saharan Africa,1920,86.67375455517829,89.8462210322039,97.8257009242559,99.5036347979288,99.9757089853865,13.326245444821708,10.1537789677961,2.174299075744102,0.49636520207120327,0.02429101461349603,7.979479892051998,1.6779338736728988,0.47207418745770724
Western Europe,1920,37.576716785873096,19.4755476249158,58.3149796541541,83.1826690800514,98.43752694421791,62.423283214126904,80.5244523750842,41.6850203458459,16.817330919948603,1.5624730557820925,38.839432029238296,24.867689425897296,15.25485786416651
Western Offshoots,1920,3.03088505539431,2.64815223372915,23.132652742154498,55.223566813943904,93.5287932240104,96.96911494460569,97.35184776627085,76.8673472578455,44.776433186056096,6.4712067759896,20.48450050842535,32.090914071789406,38.305226410066496
World,1920,59.210364544974304,61.3787162908769,84.02414158959421,93.22291525732909,99.2142462329941,40.789635455025696,38.6212837091231,15.975858410405792,6.777084742670908,0.7857537670059003,22.645425298717306,9.198773667734883,5.991330975665008
East Asia,1921,76.6592227671819,89.1145750327891,98.0092967455305,99.558008182079,99.9831554305311,23.3407772328181,10.885424967210895,1.9907032544694943,0.44199181792099296,0.016844569468901227,8.8947217127414,1.5487114365485013,0.42514724845209173
Eastern Europe and former USSR,1921,64.1357177351324,72.5745971128067,76.78647385938619,96.3509637326457,99.953017880092,35.8642822648676,27.4254028871933,23.21352614061381,3.6490362673543046,0.0469821199079945,4.211876746579492,19.564489873259504,3.60205414744631
Latin America and Caribbean,1921,64.9546782525062,61.583055817737495,86.85750549750951,95.24112416495079,99.4966257201634,35.0453217474938,38.416944182262505,13.142494502490493,4.75887583504921,0.5033742798366063,25.27444967977201,8.383618667441283,4.255501555212604
Middle East and North Africa,1921,53.8553408058388,61.356023147597305,91.21480455183189,98.05781988019639,99.8930167080683,46.1446591941612,38.643976852402695,8.78519544816811,1.9421801198036093,0.10698329193169798,29.858781404234584,6.843015328364501,1.8351968278719113
