Entity,Year,‘cost of basic needs’ approach - share of population below poverty line,$1.90 - share of population below poverty line,$5 - share of population below poverty line,$10 - share of population below poverty line,$30 - share of population below poverty line,‘cost of basic needs’ approach - share of population above poverty line,$1.90 - share of population above poverty line,$5 - share of population above poverty line,$10 - share of population above poverty line,$30 - share of population above poverty line,$1.90-$5 - share of population between poverty lines,$5-$10 - share of population between poverty lines,$10-$30 - share of population between poverty lines
South and South-East Asia,1921,58.6856308854801,57.62487330587061,95.8641859784683,99.6966757537061,99.9960925250704,41.3143691145199,42.37512669412939,4.135814021531701,0.3033242462938972,0.003907474929604859,38.23931267259769,3.8324897752378035,0.29941677136429234
Sub-Saharan Africa,1921,86.363328940649,89.5664334871622,97.7109950794039,99.4696329098594,99.973871182337,13.636671059351002,10.4335665128378,2.289004920596099,0.5303670901406008,0.026128817662993242,8.1445615922417,1.7586378304554984,0.5042382724776076
Western Europe,1921,38.931243549228,20.2209839602141,59.2610161905573,83.9977580412003,98.6338300946499,61.068756450772,79.7790160397859,40.7389838094427,16.0022419587997,1.3661699053501053,39.0400322303432,24.736741850643,14.636072053449595
Western Offshoots,1921,4.081266113051489,3.7127515006098197,27.0445684596393,59.4503295270304,94.5620075392774,95.91873388694852,96.28724849939017,72.9554315403607,40.5496704729696,5.437992460722597,23.33181695902948,32.4057610673911,35.111678012247005
World,1921,58.826475726084304,60.757703661873094,84.207978644003,93.6328104422181,99.3243817916087,41.173524273915696,39.242296338126906,15.792021355996994,6.367189557781899,0.6756182083912989,23.450274982129912,9.424831798215095,5.6915713493906
East Asia,1922,76.891245740664,89.21370129787199,98.0249450721619,99.5441294627378,99.9801305161672,23.108754259335996,10.786298702128008,1.9750549278381015,0.45587053726220006,0.019869483832806623,8.811243774289906,1.5191843905759015,0.43600105342939344
Eastern Europe and former USSR,1922,60.4891032768646,70.42407255717829,75.8944367604055,96.1236550702071,99.9514780723032,39.5108967231354,29.57592744282171,24.105563239594503,3.876344929792893,0.04852192769679675,5.470364203227206,20.22921830980161,3.827823002096096
Latin America and Caribbean,1922,63.50393128717629,60.3155164788253,85.9009770552432,94.56800854830179,99.3576459789188,36.49606871282371,39.6844835211747,14.099022944756797,5.4319914516982095,0.6423540210812035,25.5854605764179,8.667031493058587,4.789637430617006
Middle East and North Africa,1922,53.1690132164534,60.499250987405595,90.8117333251524,97.9596245801186,99.8853390880205,46.8309867835466,39.500749012594405,9.188266674847597,2.0403754198814,0.11466091197949879,30.312482337746808,7.147891254966197,1.9257145079019011
South and South-East Asia,1922,56.8102668027127,55.8073471296611,95.3979364841542,99.6467573836574,99.9950114672263,43.1897331972873,44.1926528703389,4.602063515845799,0.3532426163425981,0.004988532773694487,39.5905893544931,4.248820899503201,0.34825408356890364
Sub-Saharan Africa,1922,86.0582898163527,89.28804820666039,97.5954373016681,99.435302531344,99.9720226812294,13.941710183647302,10.711951793339608,2.404562698331901,0.5646974686559929,0.027977318770595616,8.307389095007707,1.8398652296759082,0.5367201498853973
Western Europe,1922,35.892555395111195,17.724657689941,55.48744867540339,81.5751721718961,98.2262173141687,64.1074446048888,82.275342310059,44.51255132459661,18.4248278281039,1.773782685831307,37.76279098546239,26.087723496492707,16.651045142272594
Western Offshoots,1922,3.90468386116152,3.52124042805231,25.719165499983898,57.4643859408392,93.7451856304728,96.09531613883848,96.47875957194769,74.2808345000161,42.5356140591608,6.254814369527196,22.19792507193159,31.745220440855302,36.280799689633604
World,1922,57.41923928736669,59.556053497167504,83.24871777995591,93.01083829432349,99.1850459418978,42.58076071263331,40.443946502832496,16.75128222004409,6.9891617056765085,0.8149540581022023,23.692664282788407,9.76212051436758,6.174207647574306
East Asia,1923,76.9792042851058,89.249389447939,98.0292727746021,99.5271423711165,99.9770929281791,23.020795714894206,10.750610552061005,1.9707272253978942,0.4728576288835029,0.022907071820895908,8.77988332666311,1.4978695965143913,0.449950557062607
Eastern Europe and former USSR,1923,56.577374069153294,67.7753897114851,75.00558753403949,95.8986390353436,99.94999800208309,43.422625930846706,32.224610288514896,24.994412465960508,4.1013609646563935,0.05000199791690818,7.230197822554388,20.893051501304114,4.051358966739485
Latin America and Caribbean,1923,57.5284393453412,54.433453173275005,83.4530249972122,93.3602880313072,99.1418005031033,42.4715606546588,45.566546826724995,16.546975002787804,6.639711968692794,0.8581994968967024,29.01957182393719,9.90726303409501,5.781512471796091
Middle East and North Africa,1923,52.4834095194988,59.6459546212059,90.40771418955529,97.8591028893845,99.8776016877027,47.5165904805012,40.3540453787941,9.592285810444707,2.140897110615498,0.12239831229730669,30.76175956834939,7.451388699829209,2.0184987983181912
South and South-East Asia,1923,59.142213004125196,58.1401691394605,95.9355124769896,99.6889937682312,99.9955705359735,40.857786995874804,41.8598308605395,4.064487523010399,0.3110062317688005,0.004429464026500796,37.795343337529104,3.7534812912415987,0.3065767677422997
Sub-Saharan Africa,1923,85.75635231119671,89.0102712742499,97.4786911271236,99.4005726979248,99.9701596866012,14.243647688803293,10.989728725750098,2.5213088728764035,0.599427302075199,0.029840313398793228,8.468419852873694,1.9218815708012045,0.5695869886764058
Western Europe,1923,36.7971054809545,18.4851280312188,56.7504850958059,82.2540335700022,98.2189594396836,63.2028945190455,81.5148719687812,43.2495149041941,17.745966429997793,1.7810405603163986,38.2653570645871,25.503548474196307,15.964925869681394
Western Offshoots,1923,3.3776981039345397,2.95448646317022,22.4760887666143,52.624052098777895,91.7355322712882,96.62230189606547,97.04551353682977,77.5239112333857,47.375947901222105,8.264467728711793,19.52160230344408,30.147963332163595,39.11148017251031
World,1923,57.3250087349128,59.5432382316457,83.12189516118261,92.6483146674077,99.0115747949872,42.6749912650872,40.4567617683543,16.878104838817393,7.351685332592297,0.9884252050128026,23.578656929536905,9.526419506225096,6.363260127579494
East Asia,1924,77.0370431594908,89.0701593909442,97.9664614439362,99.5039713283022,99.9750131928365,22.962956840509193,10.929840609055802,2.033538556063803,0.4960286716978004,0.024986807163500657,8.896302052991999,1.5375098843660027,0.47104186453429975
Eastern Europe and former USSR,1924,50.5975823045314,63.3355256759616,74.3182923557297,95.6834243467561,99.9483983050773,49.4024176954686,36.6644743240384,25.681707644270304,4.316575653243902,0.051601694922695174,10.982766679768098,21.365131991026402,4.264973958321207
Latin America and Caribbean,1924,58.9846337653582,56.0036341336698,83.1924617236626,92.8806144194993,98.9808391342182,41.0153662346418,43.9963658663302,16.807538276337397,7.119385580500705,1.0191608657817994,27.188827589992805,9.688152695836692,6.100224714718905
Middle East and North Africa,1924,51.4484324299035,58.051737014663395,89.7707049951843,97.7061348705498,99.86792016250409,48.5515675700965,41.948262985336605,10.229295004815697,2.2938651294501966,0.13207983749590824,31.718967980520908,7.9354298753655,2.1617852919542884
South and South-East Asia,1924,56.9085463655981,56.0186834555738,95.4556640248727,99.6559584088035,99.9955472094973,43.0914536344019,43.9813165444262,4.5443359751272965,0.34404159119650046,0.004452790502696757,39.4369805692989,4.200294383930796,0.3395888006938037
Sub-Saharan Africa,1924,85.4576767765913,88.73219773736079,97.3607764732125,99.365451352141,99.96828202253329,14.542323223408701,11.267802262639208,2.6392235267875037,0.6345486478590061,0.031717977466712455,8.628578735851704,2.0046748789284976,0.6028306703922937
Western Europe,1924,35.9011551060594,18.0261157105799,55.2809024970054,80.9235835209025,97.9770753968333,64.0988448939406,81.9738842894201,44.7190975029946,19.076416479097503,2.0229246031667003,37.2547867864255,25.642681023897097,17.053491875930803
Western Offshoots,1924,3.7142389470093,3.25956205002858,23.358310530006502,53.278173413977406,91.6564191341988,96.2857610529907,96.74043794997142,76.6416894699935,46.721826586022594,8.3435808658012,20.09874847997792,29.919862883970904,38.37824572022139
World,1924,55.9695203931517,58.3530464493825,82.6780105976662,92.39542630857859,98.9506608630802,44.0304796068483,41.6469535506175,17.3219894023338,7.6045736914214075,1.049339136919798,24.324964148283705,9.717415710912391,6.5552345545016095
East Asia,1925,77.0654467509827,88.83731685818141,97.8692016426517,99.46711035902091,99.9717755713075,22.9345532490173,11.16268314181859,2.130798357348297,0.5328896409790929,0.028224428692496417,9.031884784470293,1.5979087163692043,0.5046652122865964
Eastern Europe and former USSR,1925,44.4153763001416,57.656335707367404,72.0344629402884,94.1470185314254,99.8952524372447,55.5846236998584,42.343664292632596,27.965537059711593,5.852981468574598,0.10474756275530694,14.378127232921003,22.112555591136996,5.748233905819291
Latin America and Caribbean,1925,57.4022948272795,54.4811523299378,82.39271694736719,92.56456979437941,98.9455389403928,42.5977051727205,45.5188476700622,17.60728305263281,7.435430205620591,1.0544610596072062,27.91156461742939,10.171852847012218,6.380969146013385
Middle East and North Africa,1925,49.9851495881045,55.792903492777,88.8473023520739,97.4830599078883,99.8541814123788,50.0148504118955,44.207096507223,11.152697647926104,2.516940092111696,0.14581858762120703,33.054398859296896,8.635757555814408,2.371121504490489
South and South-East Asia,1925,56.7491408223878,55.879547828771706,95.3778697750303,99.6308666109516,99.9941322724127,43.2508591776122,44.120452171228294,4.622130224969695,0.3691333890484003,0.005867727587300919,39.4983219462586,4.252996835921294,0.3632656614610994
Sub-Saharan Africa,1925,84.018850255077,88.063741973858,97.1274989783167,99.2923259538009,99.9599863294557,15.981149744923002,11.936258026142,2.8725010216833056,0.7076740461991022,0.0400136705442975,9.063757004458694,2.1648269754842033,0.6676603756548047
Western Europe,1925,35.1465441607287,17.009533060465802,53.16400483200731,79.2334217995787,97.6328467952852,64.8534558392713,82.9904669395342,46.83599516799269,20.766578200421307,2.3671532047147963,36.15447177154151,26.069416967571385,18.39942499570651
Western Offshoots,1925,4.92392738089982,3.4285759101714697,23.728019463506,53.375955623403804,91.4275252291259,95.07607261910017,96.57142408982853,76.271980536494,46.624044376596196,8.572474770874095,20.29944355333453,29.647936159897803,38.0515696057221
World,1925,55.0063252934859,57.248982793172196,82.1178442305877,92.0156580793235,98.8679549585237,44.9936747065141,42.751017206827804,17.882155769412293,7.984341920676499,1.132045041476303,24.86886143741551,9.897813848735794,6.852296879200196
East Asia,1926,77.15942081032881,88.730637820379,97.86126449102849,99.4653988336166,99.9713306700193,22.84057918967119,11.269362179620998,2.138735508971507,0.5346011663833963,0.028669329980701264,9.130626670649491,1.604134342588111,0.505931836402695
Eastern Europe and former USSR,1926,41.3415074805205,54.3151207932197,71.81478643697639,94.56858572488571,99.9226971943405,58.6584925194795,45.6848792067803,28.18521356302361,5.431414275114292,0.07730280565949954,17.499665643756693,22.753799287909317,5.354111469454793
Latin America and Caribbean,1926,59.740637304578804,56.68955409267,82.5691567769814,92.722507554415,99.03200482790639,40.259362695421196,43.31044590733,17.4308432230186,7.277492445584997,0.9679951720936089,25.8796026843114,10.153350777433602,6.309497273491388
Middle East and North Africa,1926,48.3049990088942,53.423762770239605,87.75955076580631,97.1923768915441,99.83519480857291,51.6950009911058,46.576237229760395,12.24044923419369,2.8076231084559,0.16480519142709227,34.335787995566704,9.43282612573779,2.6428179170288075
South and South-East Asia,1926,55.3886895313609,54.6269256962815,95.0300849527152,99.5850430539834,99.9923957606653,44.6113104686391,45.3730743037185,4.9699150472848,0.41495694601660205,0.007604239334696672,40.403159256433696,4.554958101268198,0.4073527066819054
Sub-Saharan Africa,1926,83.0848847914091,87.1878598972612,96.975624126078,99.2418320773225,99.9489537313647,16.915115208590905,12.812140102738795,3.024375873921997,0.7581679226775009,0.051046268635303704,9.787764228816798,2.266207951244496,0.7071216540421972
Western Europe,1926,34.5528819373792,16.8966042776714,52.85079509973541,79.0444587756304,97.5949213511654,65.4471180626208,83.1033957223286,47.14920490026459,20.955541224369597,2.4050786488346034,35.95419082206401,26.193663675894996,18.550462575534993
Western Offshoots,1926,4.96919906137975,3.33501655919013,23.077998586870798,52.1212401680144,90.55881708040239,95.03080093862025,96.66498344080986,76.92200141312921,47.8787598319856,9.441182919597608,19.742982027680668,29.043241581143604,38.43757691238799
World,1926,54.2421092995794,56.451176400521994,81.8411785102022,91.8659686480288,98.79407955238439,45.7578907004206,43.548823599478006,18.158821489797802,8.134031351971203,1.2059204476156111,25.390002109680204,10.0247901378266,6.9281109043555915
East Asia,1927,77.2270902291702,88.596025684024,97.8364066538198,99.4568734332169,99.97032540571689,22.7729097708298,11.403974315976,2.163593346180207,0.5431265667831013,0.029674594283108036,9.240380969795794,1.6204667793971055,0.5134519724999933
Eastern Europe and former USSR,1927,40.404891149045405,53.260064448544696,71.1948437696488,94.23443676334739,99.9161194459096,59.595108850954595,46.739935551455304,28.8051562303512,5.765563236652611,0.08388055409039907,17.934779321104102,23.03959299369859,5.6816826825622115
Latin America and Caribbean,1927,59.545241631783895,56.557596367391206,82.19921042613831,92.4534730843323,98.966164459756,40.454758368216105,43.442403632608794,17.800789573861692,7.546526915667698,1.0338355402439987,25.641614058747102,10.254262658193994,6.5126913754236995
Middle East and North Africa,1927,48.6461640081761,54.004260884561596,87.9204542306041,97.2311223987746,99.83596758243371,51.3538359918239,45.995739115438404,12.079545769395907,2.768877601225398,0.16403241756628972,33.9161933460425,9.310668168170508,2.6048451836591084
South and South-East Asia,1927,55.719392871373195,55.057935234682596,95.1411894072472,99.5967644146848,99.9930091454276,44.280607128626805,44.942064765317404,4.858810592752803,0.4032355853152012,0.006990854572393346,40.0832541725646,4.455575007437602,0.39624473074280786
Sub-Saharan Africa,1927,82.4228431940883,86.4718707850094,96.7145339463724,99.1171656399469,99.9386251091947,17.5771568059117,13.5281292149906,3.2854660536276015,0.8828343600530957,0.0613748908052969,10.242663161362998,2.402631693574506,0.8214594692477988
Western Europe,1927,33.5793105566416,17.0833210349826,51.847845674076495,77.9995967340952,97.4158792431755,66.4206894433584,82.9166789650174,48.152154325923505,22.000403265904794,2.584120756824504,34.76452463909389,26.15175106001871,19.41628250908029
