"","Entity","Year","X_1_9_per_day___share_of_population_below_poverty_line","X_1_9_per_day___poverty_gap_index","X_1_9_per_day___total_number_of_people_below_poverty_line","X_1_9_per_day___absolute_poverty_gap","X_1_9_per_day___income_gap_ratio","X_1_9_per_day___watts_index","X_3_2_per_day___share_of_population_below_poverty_line","X_3_2_per_day___poverty_gap_index","X_3_2_per_day___total_number_of_people_below_poverty_line","X_3_2_per_day___absolute_poverty_gap","X_3_2_per_day___income_gap_ratio","X_3_2_per_day___watts_index","X_5_5_per_day___share_of_population_below_poverty_line","X_5_5_per_day___poverty_gap_index","X_5_5_per_day___total_number_of_people_below_poverty_line","X_5_5_per_day___absolute_poverty_gap","X_5_5_per_day___income_gap_ratio","X_5_5_per_day___watts_index","X_10_per_day___share_of_population_below_poverty_line","X_10_per_day___poverty_gap_index","X_10_per_day___total_number_of_people_below_poverty_line","X_10_per_day___absolute_poverty_gap","X_10_per_day___income_gap_ratio","X_10_per_day___watts_index","X_15_per_day___share_of_population_below_poverty_line","X_15_per_day___poverty_gap_index","X_15_per_day___total_number_of_people_below_poverty_line","X_15_per_day___absolute_poverty_gap","X_15_per_day___income_gap_ratio","X_15_per_day___watts_index","X_20_per_day___share_of_population_below_poverty_line","X_20_per_day___poverty_gap_index","X_20_per_day___total_number_of_people_below_poverty_line","X_20_per_day___absolute_poverty_gap","X_20_per_day___income_gap_ratio","X_20_per_day___watts_index","X_30_per_day___share_of_population_below_poverty_line","X_30_per_day___poverty_gap_index","X_30_per_day___total_number_of_people_below_poverty_line","X_30_per_day___absolute_poverty_gap","X_30_per_day___income_gap_ratio","X_30_per_day___watts_index","X_40_per_day___share_of_population_below_poverty_line","X_40_per_day___poverty_gap_index","X_40_per_day___total_number_of_people_below_poverty_line","X_40_per_day___absolute_poverty_gap","X_40_per_day___income_gap_ratio","X_40_per_day___watts_index","X_40__of_median_income___share_of_population_below_poverty_line","X_40__of_median_income___poverty_gap_index","X_40__of_median_income___total_number_of_people_below_poverty_line","X_40__of_median_income___absolute_poverty_gap","X_40__of_median_income___income_gap_ratio","X_40__of_median_income___watts_index","X_50__of_median_income___share_of_population_below_poverty_line","X_50__of_median_income___poverty_gap_index","X_50__of_median_income___total_number_of_people_below_poverty_line","X_50__of_median_income___absolute_poverty_gap","X_50__of_median_income___income_gap_ratio","X_50__of_median_income___watts_index","X_60__of_median_income___share_of_population_below_poverty_line","X_60__of_median_income___poverty_gap_index","X_60__of_median_income___total_number_of_people_below_poverty_line","X_60__of_median_income___absolute_poverty_gap","X_60__of_median_income___income_gap_ratio","X_60__of_median_income___watts_index","Mean","Mean_estimated","Median","Median_estimated","PPP","Population","Decile_1___share_of_income_or_consumption","Decile_2___share_of_income_or_consumption","Decile_3___share_of_income_or_consumption","Decile_4___share_of_income_or_consumption","Decile_5___share_of_income_or_consumption","Decile_6___share_of_income_or_consumption","Decile_7___share_of_income_or_consumption","Decile_8___share_of_income_or_consumption","Decile_9___share_of_income_or_consumption","Decile_10___share_of_income_or_consumption","Decile_1___threshold_of_income_or_consumption","Decile_2___threshold_of_income_or_consumption","Decile_3___threshold_of_income_or_consumption","Decile_4___threshold_of_income_or_consumption","Decile_5___threshold_of_income_or_consumption","Decile_6___threshold_of_income_or_consumption","Decile_7___threshold_of_income_or_consumption","Decile_8___threshold_of_income_or_consumption","Decile_9___threshold_of_income_or_consumption","Decile_1___average_income_or_consumption","Decile_2___average_income_or_consumption","Decile_3___average_income_or_consumption","Decile_4___average_income_or_consumption","Decile_5___average_income_or_consumption","Decile_6___average_income_or_consumption","Decile_7___average_income_or_consumption","Decile_8___average_income_or_consumption","Decile_9___average_income_or_consumption","Decile_10___average_income_or_consumption","Gini_index","Gini_estimated","Polarization","Polarization_estimated","MLD","MLD_estimated","Palma","P90_P10_ratio","P90_50_ratio","Entropy_0_5","Entropy_1_0","Entropy_1_5","Entropy_2_0","Atkinson_0_5","Atkinson_1_0","Atkinson_1_5","Atkinson_2_0","Theil_0_0","Theil_0_5","Theil_1_0","Theil_1_5","Theil_2_0","Var_Coeff","datayear","isinterpolated","usemicrodata","coveragetype","datatype","IsSurveyYear","OriginalMedian","OriginalMean","OriginalDecileShares","MonotonicityBreaks","DataframeRowsForGpinter","GpinterError","LessThan33Rows","ISO3DataYearCovType"
"AllCols4607","PAN",1997,0.1500759,0.09220784,428304,63.94613704,0.605185485887586,0.1031643,0.2333467,0.1333598,665951,155.7642464,0.57118460693901,0.1835552,0.3918314,0.2087046,1118253,418.9744845,0.532936146604807,0.3300275,0.6092025,0.3453467,1738611,1260.515455,0.567194122861295,0.6083183,0.7436435,0.4591506,2122294,2513.849535,0.617969105707228,0.8704655,0.8247573,0.541308,2353786,3951.5484,0.656084977491945,1.086247,0.9026315,0.6499584,2576032,7117.04448,0.72044217275085,1.422314,0.941126,0.7189826,2685892,10497.14596,0.763082875957022,1.678167,0.2191121,0.1259007,625327,136.1609775465,0.573808513187785,0.1688789,0.2679296,0.1493197,764648,201.874261612,0.558051266546172,0.2149249,0.3193913,0.1733433,911515,281.2365035025,0.544052532174486,0.2617551,408.0593,408.0593,225.3123,224.971570707823,0.5532386,2853913,0.00272,0.01385,0.02564,0.03626,0.04844,0.06302,0.08302,0.1144,0.1718,0.4408,388.822900236942,969.851825955906,1524.34269682284,2051.15712577242,2699.65884849388,3538.46152453074,4689.71259226593,6597.86492146588,10722.870492189,129.163946257995,674.6048369227,1252.35816104609,1771.74337436821,2369.04902848643,3082.55313401836,4060.68490489146,5598.44683078154,8402.7466526186,21625.7651306086,0.5823173,0.583224181273029,NA,NA,0.7764439,0.958300726924992,5.64955532206909,27.5777750890051,3.97193537923182,0.623392577001087,0.629637364647582,0.773611175410013,1.13698376213019,0.28740764443429,0.616455921332729,0.989192006689328,0.999588227267612,0.629637364647582,0.958300726924992,0.958300726924992,0.958300726924992,0.958300726924992,1.5079680116834,1997,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,231,NA,FALSE,"PAN:1997:N:i"
"AllCols4608","PAN",1998,0.1515516,0.09928694,441366,68.85549289,0.646701177755742,0.09319385,0.2394888,0.1371028,697467,160.1360704,0.577348318537439,0.1669238,0.388218,0.2112597,1130613,424.10384775,0.543831536631262,0.3078587,0.6213692,0.3496203,1809623,1276.114095,0.559971266807916,0.5827202,0.7591292,0.4658329,2210824,2550.4351275,0.614216846511072,0.8448396,0.8280599,0.5489207,2411572,4007.12111,0.662599744384977,1.060362,0.9106268,0.6581131,2652033,7206.338445,0.722809003513562,1.395448,0.9434956,0.7260007,2747757,10599.61022,0.770187987419448,1.649051,0.2159331,0.1284589,628865,136.7708331245,0.593436783619501,0.1503781,0.2685973,0.1513068,782240,201.357576372,0.565657277045297,0.1937462,0.3174506,0.1747104,924516,279.054439296,0.550459882650328,0.2381854,390.74,390.74,221.8236,220.807915516463,0.5532386,2912316,0.002147,0.01423,0.02649,0.038,0.05005,0.06455,0.08398,0.1145,0.1718,0.4342,332.642067553777,976.088390086265,1505.10277313645,2049.68170799337,2649.69498619756,3438.01339949105,4552.7293636697,6330.6213935949,10166.3325381512,98.2120691597698,661.7274103392,1237.48512566537,1777.63758912872,2342.26121940852,3018.22150999048,3929.47433911101,5347.93571364073,8024.58618656698,20451.2588369892,0.5748084,0.576389713299944,NA,NA,0.7773657,1.03360181213091,5.41746275542329,30.5623777921825,3.83679351438876,0.62057174430028,0.616601385225791,0.746135383557445,1.06879059200231,0.286216541536147,0.644276598475343,0.993809142238047,0.999734171638615,0.616601385225791,1.03360181213091,1.03360181213091,1.03360181213091,1.03360181213091,1.46204691580148,1998,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,226,NA,FALSE,"PAN:1998:N:i"
"AllCols4609","PAN",1999,0.1339096,0.08465128,397872,58.70566268,0.635147691651275,0.07121748,0.2123598,0.1199845,630963,140.141896,0.567838372338673,0.1358723,0.3704033,0.1915222,1100541,384.4808165,0.518848304794653,0.2657974,0.6003677,0.3288152,1783810,1200.17548,0.548750728268403,0.529435,0.7394847,0.4448859,2197154,2435.7503025,0.602639956985309,0.7840891,0.8174806,0.5294323,2428895,3864.85579,0.648536534447361,0.9961071,0.8991624,0.6412614,2671588,7021.81233,0.713814145317953,1.327798,0.9372251,0.7112804,2784679,10384.69384,0.759608891848571,1.579869,0.2043668,0.1171627,607214,132.6123594355,0.576338315838937,0.1307142,0.2598186,0.1403191,771972,198.5662600055,0.543561449336496,0.1726225,0.3093792,0.1644445,919226,279.22347211,0.529977871957315,0.2163896,410.5351,410.5351,235.8364,234.813007689858,0.5532386,2971196,0.0029,0.01614,0.02772,0.03868,0.05032,0.06516,0.08533,0.1156,0.1732,0.4249,460.902796870435,1099.83423514819,1647.05007661338,2156.82948797035,2817.75609227829,3643.77727445072,4806.49732731743,6766.43557352682,10969.9744432553,138.574995671724,789.417770126837,1361.42114308254,1898.23617184627,2473.47510279216,3203.01488514245,4191.720228769,5682.21771193494,8488.960160771,21037.1738298631,0.5645578,0.566375489215986,NA,NA,0.7373735,0.978086177579252,5.02362265813027,23.8010585263145,3.89315969303274,0.591748513046918,0.586984291372426,0.702113043803917,0.986575135600167,0.273988862605132,0.623969934585146,0.993532419870339,0.999739605220676,0.586984291372426,0.978086177579252,0.978086177579252,0.978086177579252,0.978086177579252,1.40468867411976,1999,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,213,NA,FALSE,"PAN:1999:N:i"
"AllCols4610","PAN",2000,0.1225585,0.06507475,371392,45.129339125,0.536990232701564,0.07526504,0.1998545,0.103686,605625,121.105248,0.521073062546403,0.146201,0.3523378,0.1775067,1067699,356.34470025,0.505539039053567,0.2830273,0.5798729,0.3130803,1757205,1142.743095,0.540463894993203,0.5500277,0.725013,0.4291954,2197027,2349.844815,0.59244028613032,0.8078705,0.8074903,0.5143435,2446960,3754.70755,0.637698733402124,1.022797,0.8920729,0.6285647,2703273,6882.783465,0.704115432876132,1.360751,0.9320121,0.6998198,2824302,10217.36908,0.750258431858729,1.617351,0.2061565,0.1048266,624722,123.891413742,0.51142445807784,0.1483284,0.26475,0.130275,802279,192.436367625,0.495297385096279,0.1952766,0.3134881,0.1565907,949972,277.547620308,0.497064142207284,0.2439005,436.1941,436.1941,246.187,244.135490378248,0.5532386,3030328,0.004898,0.01659,0.02718,0.03784,0.04976,0.06412,0.08389,0.1143,0.1697,0.4317,554.511607797098,1164.49465194931,1692.97154201362,2258.37277028421,2929.62588453897,3818.03885286513,5056.73704624576,7057.77583494919,11581.1681307523,251.536833748467,861.387157860782,1418.5311161709,1976.13892779298,2599.17533844522,3348.71878684134,4382.70042837218,5966.94758973835,8859.29307892128,22678.8627421085,0.5663902,0.567848344516873,NA,NA,0.6860343,0.789227781556367,5.03125671103719,20.8853484181524,3.95312186169286,0.576740219793531,0.593884331486471,0.725829150096111,1.04401135425782,0.267580779826297,0.545804602042677,0.976652151890045,0.999365499564185,0.593884331486471,0.789227781556367,0.789227781556367,0.789227781556367,0.789227781556367,1.44499920709862,2000,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,218,NA,FALSE,"PAN:2000:N:i"
"AllCols4611","PAN",2001,0.1538265,0.07951456,475270,55.14334736,0.516725867294693,0.1153298,0.2482064,0.1287839,766870,150.4195952,0.521390166375401,0.2109337,0.4030609,0.2117272,1245316,425.042354,0.525294917226366,0.3772228,0.6189861,0.3507012,1912449,1280.05938,0.56643493776847,0.6740726,0.7572472,0.4656113,2339627,2549.2218675,0.615709937108361,0.9488572,0.8362245,0.5494032,2583639,4010.64336,0.656965707336451,1.174903,0.9110445,0.6591816,2814807,7218.03852,0.723334902035989,1.524828,0.9446191,0.7268925,2918541,10612.6305,0.769714728301618,1.788374,0.2271311,0.1169714,701755,123.344586729,0.51325751630934,0.1879108,0.2762882,0.1440813,853633,189.9013146195,0.521934545656527,0.2411115,0.3260428,0.1703532,1007357,269.421251694,0.522412982546303,0.2935762,383.8566,383.8566,219.6836,219.670392569184,0.5532386,3089648,0.004613,0.01477,0.02555,0.03713,0.05017,0.06574,0.08635,0.1169,0.1724,0.4264,443.280362133239,922.568767739454,1452.20971299705,1994.83049756081,2636.04471083021,3448.13798279228,4559.5308462375,6316.85746773613,10110.7073355274,210.324411388299,677.270667298003,1175.26790353364,1707.58972975601,2308.96958018512,3024.15214104481,3974.47195606277,5380.46615772486,7932.69846459533,19671.5809884112,0.5674528,0.568042118760654,NA,NA,0.6899579,0.749998070490442,5.2172994839397,22.8088320603031,3.83555988029622,0.578924492250215,0.587736431117053,0.698612076775864,0.960107902607009,0.26851514814216,0.527632535822327,0.939107831623942,0.998102563988282,0.587736431117053,0.749998070490442,0.749998070490442,0.749998070490442,0.749998070490442,1.38571851586605,2001,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,254,NA,FALSE,"PAN:2001:N:i"
"AllCols4612","PAN",2002,0.1108397,0.04467082,349055,30.97921367,0.409914641075257,0.06169143,0.2154938,0.09318858,678630,108.84426144,0.431359966603557,0.1426347,0.3742403,0.1782861,1178553,357.90934575,0.475219115714111,0.2972527,0.5939437,0.3207982,1870440,1170.91343,0.539775025544378,0.5841873,0.7352378,0.4373564,2315402,2394.52629,0.595510129161438,0.8524361,0.8219408,0.5237507,2588446,3823.38011,0.636790315292828,1.075888,0.8975289,0.63792,2826487,6985.224,0.710732623606136,1.424443,0.9349611,0.7078391,2944368,10334.45086,0.756545645696272,1.686987,0.2083797,0.08900487,656227,100.4491161846,0.425751261703413,0.1354643,0.2646102,0.1183778,833307,166.998521905,0.448314205412123,0.1869598,0.3171443,0.1472356,998747,249.250730172,0.46573154530171,0.2392185,419.4294,419.4294,235.1001,233.872883329839,0.5532386,3149188,0.007677,0.01724,0.02663,0.03726,0.04923,0.06446,0.08517,0.1143,0.1682,0.4298,638.293283770821,1087.02799389274,1596.06112617014,2154.6007199897,2806.47459995807,3697.8218795059,4907.06753345199,6736.69169114579,11070.7958201808,380.791261306775,863.818861302909,1335.51982167612,1870.83585630717,2472.03862145573,3237.64305915009,4277.28093691159,5739.58958293289,8431.61949666768,21722.3905022891,0.5610198,0.562585352186875,NA,NA,0.6161818,0.62915808278188,4.88037686099388,17.3443714694573,3.94473401624452,0.549781207766461,0.580553123461587,0.711035165073608,1.01492250050114,0.255999392857409,0.466959611975536,0.828343594540367,0.995048635855069,0.580553123461587,0.62915808278188,0.62915808278188,0.62915808278188,0.62915808278188,1.4247262898544,2002,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,238,NA,FALSE,"PAN:2002:N:i"
"AllCols4613","PAN",2003,0.1111435,0.04626829,356665,32.087059115,0.416308952446053,0.06381064,0.2059664,0.09249825,660956,108.037956,0.450146093843035,0.1423887,0.3605727,0.1724593,1157095,346.21204475,0.479539884085156,0.2894564,0.5863748,0.3125606,1881705,1140.84619,0.534420710388516,0.5689249,0.7263151,0.4297474,2330780,2352.867015,0.591862485684727,0.8341961,0.8113938,0.5159451,2603802,3766.39923,0.636037342526675,1.054938,0.8914396,0.6300174,2860672,6898.69053,0.70688318166128,1.399747,0.93384,0.7012174,2996737,10237.77404,0.751335068205131,1.661155,0.2032614,0.0914768,652276,105.876620472,0.453968522300019,0.1405767,0.2564898,0.1191646,823088,172.414493156,0.460875783979978,0.1905241,0.3117459,0.1468787,1000408,255.0262212035,0.469863675184355,0.2414896,426.6605,426.6605,241.143,240.744682850917,0.5532386,3209048,0.007342,0.0172,0.02747,0.0381,0.04993,0.06505,0.08513,0.1152,0.1725,0.4221,625.54557531626,1131.80840946343,1667.02700415574,2230.86707126671,2888.936194211,3772.81197308519,5006.49082543694,6885.1442743827,11425.6534160698,368.420194911302,874.708069390002,1400.23160732468,1945.18394364309,2549.67393788873,3320.55811855003,4348.3104195473,5878.06177310685,8784.24419748813,21729.8677381499,0.5566279,0.558629303060627,NA,NA,0.6138226,0.635044851945028,4.73567837923666,18.2651014840818,3.95496911249378,0.542740684180953,0.568069358243802,0.689818262196917,0.975992140712552,0.252959876448901,0.470088279786795,0.870814747218956,0.997042807223419,0.568069358243802,0.635044851945028,0.635044851945028,0.635044851945028,0.635044851945028,1.39713431044589,2003,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,234,NA,FALSE,"PAN:2003:N:i"
"AllCols4614","PAN",2004,0.1012236,0.03956144,330936,27.43585864,0.39324304471862,0.05399513,0.196899,0.08413357,643733,98.26800976,0.429971731350429,0.1279016,0.3499481,0.1630124,1144105,327.247393,0.46612232957638,0.2699263,0.5726347,0.301137,1872147,1099.15005,0.52572554290563,0.5422884,0.7210422,0.4189329,2357344,2293.6576275,0.581148196092945,0.8042916,0.8038372,0.5054199,2628030,3689.56527,0.629478032070551,1.022767,0.8890478,0.6207966,2906614,6797.72277,0.69830540673217,1.365464,0.9307364,0.6935324,3042909,10125.57304,0.745702435180354,1.626478,0.2017329,0.08781538,659537,105.9659408922,0.433324309494383,0.1342733,0.2584054,0.1159794,844819,174.960143973,0.45024649460181,0.1843097,0.3144484,0.1445585,1028044,261.7087084,0.46088459495191,0.235949,434.2991,434.2991,251.4293,250.437375565563,0.5532386,3269356,0.008044,0.01793,0.02814,0.03854,0.051,0.0663,0.08598,0.1167,0.1748,0.4125,682.348120433319,1188.15609787175,1726.20068974925,2306.07271220771,3005.24850678675,3901.92692298356,5141.67254398587,7201.73992182882,11747.4497122289,414.614427878395,931.431853534198,1462.68590385228,2005.92533936305,2653.57501631653,3450.66128379641,4474.15709406714,6072.9925954157,9095.27791711577,21554.5705686605,0.5478013,0.548837508581832,NA,NA,0.5853224,0.59786869875946,4.47686475276894,17.2162117260158,3.90897780522963,0.520615229734817,0.538562844365963,0.633837687828285,0.846766071501842,0.243367601277919,0.450017433625804,0.79096166282496,0.992078118054344,0.538562844365963,0.59786869875946,0.59786869875946,0.59786869875946,0.59786869875946,1.30135780744716,2004,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,230,NA,FALSE,"PAN:2004:N:i"
"AllCols4615","PAN",2005,0.09942421,0.03784167,331104,26.243198145,0.380502284289966,0.04920293,0.1861778,0.07992363,620012,93.35079984,0.430850130390237,0.1186149,0.3465381,0.1574633,1154047,316.10757475,0.455531089800283,0.2559302,0.5727179,0.2969216,1907275,1083.76384,0.519251401132815,0.5257946,0.7145903,0.4146447,2379741,2270.1797325,0.580794828776658,0.785576,0.8029512,0.5018316,2674002,3663.37068,0.624974910312173,1.003247,0.891367,0.6192522,2968446,6780.81159,0.694222886117361,1.34648,0.9366959,0.6935003,3119401,10125.10438,0.740938480912953,1.608432,0.1944469,0.08402828,647550,101.9481509928,0.434190781252032,0.12566,0.2520787,0.1119024,839477,169.70838228,0.444806129671538,0.1742404,0.3093429,0.1397853,1030179,254.393869617,0.452888566978161,0.2241393,428.6388,428.6388,252.7406,252.682826113821,0.5532386,3330217,0.008381,0.01899,0.02936,0.03961,0.05228,0.06717,0.08826,0.1191,0.1749,0.4019,691.916503164826,1246.34738514347,1766.47485533381,2337.49417688892,3032.19391336585,3930.34300536214,5238.6949036726,7200.7948793071,11369.9165603027,426.073690136674,973.174999926601,1507.07186933093,2034.62102599714,2685.07422139454,3451.04420759471,4533.67925009041,6119.13052446169,8975.11466549763,20731.6715455697,0.5381147,0.539153288617059,NA,NA,0.5650049,0.581146558299991,4.1958948891171,16.4324980084977,3.74973266392506,0.501936799822599,0.518817235219224,0.610305436206875,0.815923561497599,0.23522211547279,0.440743221674488,0.817104635780904,0.994416345108533,0.518817235219224,0.581146558299991,0.581146558299991,0.581146558299991,0.581146558299991,1.27743771785367,2005,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,233,NA,FALSE,"PAN:2005:N:i"
"AllCols4616","PAN",2006,0.1050749,0.04504483,356379,31.238589605,0.430346303277482,0.06482974,0.1895067,0.08769431,642743,102.42695408,0.462494886304565,0.1391979,0.3396008,0.1622039,1151812,325.62432925,0.478807121792848,0.2774507,0.57406,0.2988409,1947020,1090.769285,0.520885101889492,0.5467165,0.7155894,0.4159321,2427040,2277.2282475,0.580299335340923,0.806839,0.8003871,0.5033315,2714646,3674.31995,0.629310283466281,1.025437,0.8905118,0.6201023,3020319,6790.120185,0.696058261635777,1.368837,0.9342279,0.693743,3168589,10128.6478,0.742837311847211,1.63061,0.1978661,0.0919265,671096,111.8327239425,0.465141293596601,0.1469364,0.2549132,0.1185384,864580,180.248305656,0.465506386432483,0.196085,0.3096165,0.1459087,1050116,266.2833775,0.47266513753643,0.2468346,434.1975,434.1975,253.4614,252.787894472215,0.5532386,3391666,0.007327,0.01791,0.02879,0.03962,0.0518,0.06626,0.08723,0.1167,0.1731,0.4113,658.977618818775,1222.12865768752,1760.02351371741,2353.75690635029,3033.45473366658,3939.05180539798,5194.47934146801,7283.20579118091,11559.0842353194,377.438789031905,929.056183498213,1496.73896181561,2060.84106253537,2694.57893966882,3446.20626569969,4536.5321460921,6070.31516399691,8994.7801874465,21497.2123002149,0.546454,0.547596872674673,NA,NA,0.5924982,0.600945615929265,4.41958898947882,17.5409359972485,3.810534604994,0.520124510079218,0.539660725579119,0.643515593766969,0.882604433931911,0.243154160915537,0.451707083637757,0.79486602508482,0.992864315268037,0.539660725579119,0.600945615929265,0.600945615929265,0.600945615929265,0.600945615929265,1.3286116316907,2006,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,230,NA,FALSE,"PAN:2006:N:i"
"AllCols4617","PAN",2007,0.07773457,0.02687534,268470,18.63804829,0.350548998558567,0.03566027,0.1654078,0.06569357,571265,76.73008976,0.397688585513507,0.09646818,0.3062669,0.1364577,1057746,273.93883275,0.445437601642849,0.2191381,0.5370653,0.2680042,1854849,978.21533,0.499644012231062,0.4675836,0.6980442,0.3859129,2410818,2112.8731275,0.553286270054648,0.7166983,0.7944144,0.4766262,2743649,3479.37126,0.599889459840743,0.9309024,0.8886508,0.6006117,3069111,6576.698115,0.675981472127408,1.272904,0.9321352,0.6791733,3219292,9915.93018,0.729112124361043,1.535255,0.1919475,0.08052615,662924,108.397861038,0.419029590637053,0.1213905,0.2501279,0.1087841,863860,183.0058596685,0.434713119171999,0.1702048,0.3074144,0.1373814,1061709,277.29748683,0.446992862399117,0.2207963,453.7956,453.7956,280.4083,280.155946607637,0.5532386,3453675,0.009575,0.01999,0.03075,0.04174,0.05441,0.06975,0.08957,0.1178,0.169,0.3974,809.142406336733,1383.60483870253,1965.61744359259,2588.16292831061,3361.87135929164,4309.87878550543,5509.68324776081,7454.58780282758,11550.6457682664,516.892820110015,1087.02307075403,1673.55842013859,2271.69866826161,2961.29017462464,3796.40553278696,4877.25924270563,6411.939478998,9200.75689785783,21658.6476937627,0.5268926,0.527294878109618,NA,NA,0.5290294,0.527160217408573,3.90304064672253,14.2751704493652,3.43577862857314,0.473799247659061,0.494394475328861,0.584638418968504,0.786003656594603,0.222869265886887,0.40972114456461,0.679338319843548,0.977676521726374,0.494394475328861,0.527160217408573,0.527160217408573,0.527160217408573,0.527160217408573,1.2537971579124,2007,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,221,NA,FALSE,"PAN:2007:N:i"
"AllCols4618","PAN",2008,0.05214043,0.0139679,183336,9.68673865,0.279703104826277,0.01783027,0.1180123,0.04339084,414955,50.68050112,0.367731379672269,0.0612903,0.2333329,0.09825189,820446,197.240669175,0.42125952613337,0.1529119,0.4583101,0.2124251,1611512,775.351615,0.464362988346577,0.3564499,0.6327827,0.3254235,2224993,1781.6936625,0.51446807565027,0.5775434,0.7461341,0.4175757,2623560,3048.30261,0.560095723979083,0.77636,0.859222,0.549163,3021200,6013.33485,0.639666812197099,1.104127,0.9134522,0.6339602,3211884,9255.81892,0.694736723893287,1.359267,0.1764163,0.07157592,620316,114.9248023092,0.406284650993875,0.1074344,0.2333329,0.09825189,820446,197.240669175,0.42125952613337,0.1529119,0.2965177,0.1258796,1042617,303.2439564,0.426170401204434,0.2008399,546.8293,546.8293,334.5155,334.032167805065,0.5532386,3516204,0.01028,0.02143,0.03222,0.04264,0.05459,0.06899,0.08717,0.1131,0.1625,0.4071,1024.79652659879,1776.72820860526,2435.27392359127,3173.11095892668,4008.38601366078,5069.78469844531,6423.28047617638,8562.31613301937,13600.3774929528,668.336587726154,1404.67173388807,2113.73652685647,2795.86762561575,3581.42630824458,4526.19912685829,5718.50518813666,7418.95033337025,10658.3342419246,26733.4883273792,0.5269338,0.527272295942542,NA,NA,0.516105,0.499121889111873,3.82857969371653,13.2712954620282,3.39298097703216,0.467581737733518,0.50140925990682,0.613965292282627,0.867714235052923,0.220126326275391,0.392936505201183,0.550949896939919,0.790262088303299,0.50140925990682,0.499121889111873,0.499121889111873,0.499121889111873,0.499121889111873,1.3173566222196,2008,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,184,NA,FALSE,"PAN:2008:N:i"
"AllCols4619","PAN",2009,0.03166969,0.008425383,113353,5.8430031105,0.285477217322674,0.01015485,0.09460688,0.02990687,338618,34.93122416,0.320789377608792,0.040428,0.2303506,0.08596016,824474,172.5650212,0.374000851359709,0.1255776,0.4568845,0.2026458,1635288,739.65717,0.444174207081471,0.3249172,0.6352565,0.3191995,2273720,1747.6172625,0.502268561148392,0.5462046,0.7439734,0.4120119,2662841,3007.68687,0.554052429507141,0.7439429,0.8594129,0.5446212,3076024,5963.60214,0.63342715942727,1.070548,0.9093419,0.630377,3254730,9203.5042,0.692782082390823,1.325448,0.1710036,0.05808783,612059,93.90391466055,0.342467487964808,0.08233232,0.2322825,0.08701078,831389,175.944498238,0.376905976286271,0.1272518,0.2870317,0.1156426,1027348,280.27140536,0.404388479373319,0.1740847,548.3174,548.3174,336.8263,334.683712838645,0.5532386,3579215,0.01246,0.02283,0.03269,0.0434,0.05481,0.06873,0.08724,0.114,0.1627,0.4012,1191.96602508885,1802.85477906018,2499.15987582472,3203.15950563109,4016.20455406373,5003.30076779199,6527.24523550036,8675.74623148038,13505.1495111707,803.019994015838,1495.19437451869,2142.02737617594,2846.74668965045,3596.64292721493,4510.84238071037,5721.0051098156,7475.2725589875,10638.8685717484,26568.4680171623,0.5177117,0.520106438873531,NA,NA,0.4848356,0.480801680270024,3.6460148463914,11.3301463522536,3.36266475707909,0.45995300711489,0.500874399179956,0.622798958460174,0.896227837572749,0.216754205510318,0.381712475840277,0.521107414874272,0.680199071563107,0.500874399179956,0.480801680270024,0.480801680270024,0.480801680270024,0.480801680270024,1.338826230377,2009,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,183,NA,FALSE,"PAN:2009:N:i"
